D,NN_E_s0.05,Num_E_s0.05,NN_E_s0.10,Num_E_s0.10,NN_E_s0.15,Num_E_s0.15,NN_E_s0.20,Num_E_s0.20,NN_E_s0.25,Num_E_s0.25
2.72000000e+00,7.65068948e-01,7.71700660e-01,9.32274103e-01,9.47462308e-01,1.01103723e+00,1.02584497e+00,1.06000280e+00,1.07664396e+00,1.09457815e+00,1.10730526e+00
2.74000000e+00,7.50307620e-01,7.56916971e-01,9.14465666e-01,9.29381603e-01,9.91805911e-01,1.00628190e+00,1.03989601e+00,1.05611543e+00,1.07385719e+00,1.08619207e+00
2.76000000e+00,7.35845864e-01,7.42419114e-01,8.97014856e-01,9.11650391e-01,9.72967505e-01,9.87097588e-01,1.02019894e+00,1.03598495e+00,1.05355370e+00,1.06548869e+00
2.78000000e+00,7.21675932e-01,7.28201272e-01,8.79916430e-01,8.94261493e-01,9.54505384e-01,9.68284194e-01,1.00089347e+00,1.01624423e+00,1.03365576e+00,1.04518659e+00
2.80000000e+00,7.07788825e-01,7.14257762e-01,8.63161147e-01,8.77207900e-01,9.36413705e-01,9.49834078e-01,9.81973588e-01,9.96885223e-01,1.01415336e+00,1.02527743e+00
2.82000000e+00,6.94179773e-01,7.00583032e-01,8.46738636e-01,8.60482768e-01,9.18679595e-01,9.31739780e-01,9.63431001e-01,9.77900038e-01,9.95042980e-01,1.00575307e+00
2.84000000e+00,6.80844367e-01,6.87171658e-01,8.30643415e-01,8.44079413e-01,9.01300430e-01,9.13994016e-01,9.45255995e-01,9.59280992e-01,9.76311386e-01,9.86605588e-01
2.86000000e+00,6.67773843e-01,6.74018340e-01,8.14866722e-01,8.27991308e-01,8.84265304e-01,8.96589674e-01,9.27442491e-01,9.41020581e-01,9.57950473e-01,9.67827229e-01
2.88000000e+00,6.54964924e-01,6.61117896e-01,7.99405992e-01,8.12212076e-01,8.67564440e-01,8.79519807e-01,9.09979343e-01,9.23111477e-01,9.39947844e-01,9.49410432e-01
2.90000000e+00,6.42410398e-01,6.48465263e-01,7.84247339e-01,7.96735488e-01,8.51195455e-01,8.62777633e-01,8.92859638e-01,9.05546525e-01,9.22301769e-01,9.31347812e-01
2.92000000e+00,6.30103409e-01,6.36055491e-01,7.69387841e-01,7.81555456e-01,8.35148096e-01,8.46356525e-01,8.76076579e-01,8.88318737e-01,9.04999912e-01,9.13632159e-01
2.94000000e+00,6.18040264e-01,6.23883741e-01,7.54821002e-01,7.66666031e-01,8.19414198e-01,8.30250008e-01,8.59620929e-01,8.71421287e-01,8.88037682e-01,8.96256429e-01
2.96000000e+00,6.06215358e-01,6.11945279e-01,7.40539372e-01,7.52061400e-01,8.03986132e-01,8.14451758e-01,8.43485534e-01,8.54847508e-01,8.71404231e-01,8.79213745e-01
2.98000000e+00,5.94623327e-01,6.00235480e-01,7.26536453e-01,7.37735881e-01,7.88858294e-01,7.98955592e-01,8.27664018e-01,8.38590884e-01,8.55093300e-01,8.62497385e-01
3.00000000e+00,5.83261490e-01,5.88749816e-01,7.12805569e-01,7.23683918e-01,7.74025619e-01,7.83755471e-01,8.12148631e-01,8.22645050e-01,8.39098632e-01,8.46100783e-01
3.02000000e+00,5.72119713e-01,5.77483861e-01,6.99342668e-01,7.09900080e-01,7.59478748e-01,7.68845489e-01,7.96931803e-01,8.07003784e-01,8.23409498e-01,8.30017525e-01
3.04000000e+00,5.61198473e-01,5.66433285e-01,6.86141133e-01,6.96379056e-01,7.45214522e-01,7.54219874e-01,7.82010019e-01,7.91661007e-01,8.08024108e-01,8.14241340e-01
3.06000000e+00,5.50489843e-01,5.55593852e-01,6.73195183e-01,6.83115654e-01,7.31223643e-01,7.39872983e-01,7.67374158e-01,7.76610774e-01,7.92933524e-01,7.98766100e-01
3.08000000e+00,5.39989769e-01,5.44961417e-01,6.60497546e-01,6.70104793e-01,7.17501760e-01,7.25799297e-01,7.53017068e-01,7.61847275e-01,7.78131902e-01,7.83585814e-01
3.10000000e+00,5.29694319e-01,5.34531924e-01,6.48045719e-01,6.57341507e-01,7.04043329e-01,7.11993421e-01,7.38934815e-01,7.47364829e-01,7.63612628e-01,7.68694626e-01
3.12000000e+00,5.19599378e-01,5.24301405e-01,6.35831773e-01,6.44820935e-01,6.90841198e-01,6.98450078e-01,7.25123286e-01,7.33157881e-01,7.49368846e-01,7.54086811e-01
3.14000000e+00,5.09699643e-01,5.14265974e-01,6.23853683e-01,6.32538322e-01,6.77891433e-01,6.85164105e-01,7.11573005e-01,7.19220998e-01,7.35394061e-01,7.39756769e-01
3.16000000e+00,4.99993682e-01,5.04421830e-01,6.12104714e-01,6.20489018e-01,6.65189922e-01,6.72130454e-01,6.98278129e-01,7.05548866e-01,7.21685171e-01,7.25699024e-01
3.18000000e+00,4.90473896e-01,4.94765251e-01,6.00580215e-01,6.08668469e-01,6.52727723e-01,6.59344185e-01,6.85238183e-01,6.92136288e-01,7.08236516e-01,7.11908222e-01
3.20000000e+00,4.81138438e-01,4.85292594e-01,5.89273930e-01,5.97072221e-01,6.40500963e-01,6.46800464e-01,6.72440767e-01,6.78978181e-01,6.95038080e-01,6.98379122e-01
3.22000000e+00,4.71981913e-01,4.76000293e-01,5.78183293e-01,5.85695916e-01,6.28507257e-01,6.34494564e-01,6.59886241e-01,6.66069569e-01,6.82089865e-01,6.85106602e-01
3.24000000e+00,4.63002771e-01,4.66884854e-01,5.67303538e-01,5.74535284e-01,6.16738379e-01,6.22421855e-01,6.47568941e-01,6.53405585e-01,6.69384301e-01,6.72085647e-01
3.26000000e+00,4.54196900e-01,4.57942858e-01,5.56629956e-01,5.63586150e-01,6.05191886e-01,6.10577809e-01,6.35480940e-01,6.40981467e-01,6.56914949e-01,6.59311351e-01
3.28000000e+00,4.45559442e-01,4.49170956e-01,5.46159089e-01,5.52844423e-01,5.93862772e-01,5.98957993e-01,6.23620987e-01,6.28792553e-01,6.44679129e-01,6.46778914e-01
3.30000000e+00,4.37087744e-01,4.40565869e-01,5.35885096e-01,5.42306101e-01,5.82745433e-01,5.87558066e-01,6.11981273e-01,6.16834283e-01,6.32671952e-01,6.34483638e-01
3.32000000e+00,4.28777665e-01,4.32124385e-01,5.25805175e-01,5.31967262e-01,5.71837962e-01,5.76373782e-01,6.00558579e-01,6.05102189e-01,6.20889366e-01,6.22420925e-01
3.34000000e+00,4.20627505e-01,4.23843356e-01,5.15914857e-01,5.21824069e-01,5.61133504e-01,5.65400980e-01,5.89350224e-01,5.93591902e-01,6.09324813e-01,6.10586273e-01
3.36000000e+00,4.12632376e-01,4.15719701e-01,5.06212354e-01,5.11872761e-01,5.50628781e-01,5.54635589e-01,5.78349948e-01,5.82299142e-01,5.97974539e-01,5.98975277e-01
3.38000000e+00,4.04789180e-01,4.07750401e-01,4.96689469e-01,5.02109658e-01,5.40319741e-01,5.44073620e-01,5.67553878e-01,5.71219720e-01,5.86834133e-01,5.87583624e-01
3.40000000e+00,3.97096425e-01,3.99932498e-01,4.87347394e-01,4.92531153e-01,5.30204594e-01,5.33711170e-01,5.56958258e-01,5.60349532e-01,5.75900137e-01,5.76407089e-01
3.42000000e+00,3.89550060e-01,3.92263093e-01,4.78178680e-01,4.83133714e-01,5.20276427e-01,5.23544413e-01,5.46557009e-01,5.49684561e-01,5.65169692e-01,5.65441539e-01
3.44000000e+00,3.82146925e-01,3.84739348e-01,4.69182163e-01,4.73913881e-01,5.10531127e-01,5.13569603e-01,5.36350369e-01,5.39220873e-01,5.54634690e-01,5.54682923e-01
3.46000000e+00,3.74884516e-01,3.77358479e-01,4.60353225e-01,4.64868264e-01,5.00968814e-01,5.03783072e-01,5.26333332e-01,5.28954614e-01,5.44295311e-01,5.44127276e-01
3.48000000e+00,3.67760450e-01,3.70117760e-01,4.51689631e-01,4.55993542e-01,4.91583377e-01,4.94181225e-01,5.16497910e-01,5.18882012e-01,5.34145117e-01,5.33770713e-01
3.50000000e+00,3.60770345e-01,3.63014519e-01,4.43187386e-01,4.47286460e-01,4.82371181e-01,4.84760541e-01,5.06845355e-01,5.08999367e-01,5.24181068e-01,5.23609431e-01
3.52000000e+00,3.53913695e-01,3.56046136e-01,4.34844434e-01,4.38743832e-01,4.73329335e-01,4.75517570e-01,4.97371405e-01,4.99303059e-01,5.14400005e-01,5.13639702e-01
3.54000000e+00,3.47186387e-01,3.49210045e-01,4.26656693e-01,4.30362531e-01,4.64454770e-01,4.66448933e-01,4.88070130e-01,4.89789540e-01,5.04798830e-01,5.03857877e-01
3.56000000e+00,3.40586632e-01,3.42503731e-01,4.18620348e-01,4.22139496e-01,4.55743998e-01,4.57551318e-01,4.78939950e-01,4.80455332e-01,4.95373905e-01,4.94260377e-01
3.58000000e+00,3.34110796e-01,3.35924726e-01,4.10733074e-01,4.14071726e-01,4.47193503e-01,4.48821479e-01,4.69978601e-01,4.71297031e-01,4.86120999e-01,4.84843699e-01
3.60000000e+00,3.27757716e-01,3.29470614e-01,4.02993292e-01,4.06156280e-01,4.38800991e-01,4.40256235e-01,4.61180776e-01,4.62311297e-01,4.77036625e-01,4.75604410e-01
3.62000000e+00,3.21525037e-01,3.23139024e-01,3.95396829e-01,3.98390274e-01,4.30563033e-01,4.31852469e-01,4.52543646e-01,4.53494861e-01,4.68119144e-01,4.66539145e-01
3.64000000e+00,3.15409243e-01,3.16927633e-01,3.87940139e-01,3.90770884e-01,4.22477037e-01,4.23607128e-01,4.44064587e-01,4.44844516e-01,4.59363312e-01,4.57644607e-01
3.66000000e+00,3.09409916e-01,3.10834163e-01,3.80623370e-01,3.83295338e-01,4.14539397e-01,4.15517215e-01,4.35742319e-01,4.36357122e-01,4.50768828e-01,4.48917564e-01
3.68000000e+00,3.03521991e-01,3.04856381e-01,3.73441875e-01,3.75960922e-01,4.06746835e-01,4.07579795e-01,4.27571476e-01,4.28029598e-01,4.42330867e-01,4.40354849e-01
3.70000000e+00,2.97746062e-01,2.98992097e-01,3.66392314e-01,3.68764972e-01,3.99098486e-01,3.99791993e-01,4.19549882e-01,4.19858926e-01,4.34045941e-01,4.31953359e-01
3.72000000e+00,2.92078972e-01,2.93239163e-01,3.59474272e-01,3.61704878e-01,3.91591012e-01,3.92150985e-01,4.11675751e-01,4.11842148e-01,4.25911903e-01,4.23710051e-01
3.74000000e+00,2.86517650e-01,2.87595475e-01,3.52683961e-01,3.54778082e-01,3.84220034e-01,3.84654008e-01,4.03944045e-01,4.03976363e-01,4.17925358e-01,4.15621942e-01
3.76000000e+00,2.81061679e-01,2.82058967e-01,3.46019238e-01,3.47982073e-01,3.76985192e-01,3.77298350e-01,3.96355391e-01,3.96258728e-01,4.10084903e-01,4.07686109e-01
3.78000000e+00,2.75707930e-01,2.76627615e-01,3.39477122e-01,3.41314391e-01,3.69882613e-01,3.70081352e-01,3.88903677e-01,3.88686454e-01,4.02388215e-01,3.99899684e-01
3.80000000e+00,2.70455271e-01,2.71299433e-01,3.33057225e-01,3.34772622e-01,3.62911373e-01,3.63000408e-01,3.81588221e-01,3.81256809e-01,3.94831359e-01,3.92259858e-01
3.82000000e+00,2.65300900e-01,2.66072473e-01,3.26754749e-01,3.28354401e-01,3.56067449e-01,3.56052961e-01,3.74407381e-01,3.73967112e-01,3.87411326e-01,3.84763875e-01
3.84000000e+00,2.60243446e-01,2.60944826e-01,3.20569128e-01,3.22057406e-01,3.49347979e-01,3.49236505e-01,3.67357045e-01,3.66814736e-01,3.80126774e-01,3.77409034e-01
3.86000000e+00,2.55280823e-01,2.55914617e-01,3.14497679e-01,3.15879361e-01,3.42753768e-01,3.42548583e-01,3.60435218e-01,3.59797103e-01,3.72972876e-01,3.70192685e-01
3.88000000e+00,2.50412256e-01,2.50980011e-01,3.08539301e-01,3.09818035e-01,3.36278617e-01,3.35986783e-01,3.53639901e-01,3.52911686e-01,3.65950882e-01,3.63112230e-01
3.90000000e+00,2.45634526e-01,2.46139204e-01,3.02690089e-01,3.03871238e-01,3.29923451e-01,3.29548741e-01,3.46968770e-01,3.46156007e-01,3.59057218e-01,3.56165121e-01
3.92000000e+00,2.40946710e-01,2.41390428e-01,2.96949357e-01,2.98036821e-01,3.23684186e-01,3.23232138e-01,3.40418965e-01,3.39527635e-01,3.52287799e-01,3.49348861e-01
3.94000000e+00,2.36346409e-01,2.36731950e-01,2.91314214e-01,2.92312680e-01,3.17560107e-01,3.17034700e-01,3.33989710e-01,3.33024186e-01,3.45641673e-01,3.42660998e-01
3.96000000e+00,2.31833413e-01,2.32162068e-01,2.85783589e-01,2.86696746e-01,3.11547726e-01,3.10954197e-01,3.27676088e-01,3.26643321e-01,3.39116633e-01,3.36099130e-01
3.98000000e+00,2.27404237e-01,2.27679115e-01,2.80355394e-01,2.81186994e-01,3.05645794e-01,3.04988439e-01,3.21479499e-01,3.20382749e-01,3.32710534e-01,3.29660899e-01
4.00000000e+00,2.23058894e-01,2.23281452e-01,2.75027186e-01,2.75781435e-01,2.99851716e-01,2.99135280e-01,3.15394759e-01,3.14240218e-01,3.26420993e-01,3.23343993e-01
4.02000000e+00,2.18794569e-01,2.18967473e-01,2.69797325e-01,2.70478118e-01,2.94164211e-01,2.93392615e-01,3.09422135e-01,3.08213522e-01,3.20245743e-01,3.17146145e-01
4.04000000e+00,2.14610830e-01,2.14735604e-01,2.64664322e-01,2.65275129e-01,2.88581967e-01,2.87758378e-01,3.03558826e-01,3.02300497e-01,3.14183414e-01,3.11065129e-01
4.06000000e+00,2.10505113e-01,2.10584299e-01,2.59626269e-01,2.60170592e-01,2.83100665e-01,2.82230541e-01,2.97802150e-01,2.96499018e-01,3.08231473e-01,3.05098763e-01
4.08000000e+00,2.06477553e-01,2.06512041e-01,2.54681796e-01,2.55162663e-01,2.77721077e-01,2.76807118e-01,2.92150229e-01,2.90807003e-01,3.02388042e-01,2.99244906e-01
4.10000000e+00,2.02524513e-01,2.02517343e-01,2.49828547e-01,2.50249535e-01,2.72440284e-01,2.71486158e-01,2.86602736e-01,2.85222407e-01,2.96650946e-01,2.93501458e-01
4.12000000e+00,1.98646456e-01,1.98598744e-01,2.45065182e-01,2.45429436e-01,2.67256528e-01,2.66265746e-01,2.81156600e-01,2.79743225e-01,2.91018695e-01,2.87866358e-01
4.14000000e+00,1.94840655e-01,1.94754813e-01,2.40390301e-01,2.40700626e-01,2.62167871e-01,2.61144005e-01,2.75810361e-01,2.74367491e-01,2.85489351e-01,2.82337585e-01
4.16000000e+00,1.91107303e-01,1.90984144e-01,2.35801250e-01,2.36061397e-01,2.57173330e-01,2.56119093e-01,2.70561874e-01,2.69093274e-01,2.80060798e-01,2.76913155e-01
4.18000000e+00,1.87443450e-01,1.87285358e-01,2.31298238e-01,2.31510074e-01,2.52270371e-01,2.51189202e-01,2.65408933e-01,2.63918679e-01,2.74731815e-01,2.71591122e-01
4.20000000e+00,1.83848351e-01,1.83657104e-01,2.26878017e-01,2.27045013e-01,2.47457951e-01,2.46352557e-01,2.60351628e-01,2.58841849e-01,2.69499779e-01,2.66369577e-01
4.22000000e+00,1.80321828e-01,1.80098052e-01,2.22540155e-01,2.22664602e-01,2.42734015e-01,2.41607420e-01,2.55385786e-01,2.53860959e-01,2.64364183e-01,2.61246645e-01
4.24000000e+00,1.76860586e-01,1.76606901e-01,2.18282655e-01,2.18367258e-01,2.38097563e-01,2.36952081e-01,2.50512302e-01,2.48974222e-01,2.59322643e-01,2.56220490e-01
4.26000000e+00,1.73464820e-01,1.73182372e-01,2.14104161e-01,2.14151428e-01,2.33546183e-01,2.32384865e-01,2.45728657e-01,2.44179880e-01,2.54372716e-01,2.51289306e-01
4.28000000e+00,1.70133561e-01,1.69823211e-01,2.10003123e-01,2.10015587e-01,2.29079112e-01,2.27904127e-01,2.41031945e-01,2.39476212e-01,2.49514192e-01,2.46451323e-01
4.30000000e+00,1.66864306e-01,1.66528189e-01,2.05978975e-01,2.05958241e-01,2.24694893e-01,2.23508253e-01,2.36423030e-01,2.34861526e-01,2.44744733e-01,2.41704805e-01
4.32000000e+00,1.63656965e-01,1.63296096e-01,2.02029675e-01,2.01977920e-01,2.20391273e-01,2.19195659e-01,2.31897309e-01,2.30334163e-01,2.40063041e-01,2.37048046e-01
4.34000000e+00,1.60509795e-01,1.60125748e-01,1.98153347e-01,1.98073185e-01,2.16167375e-01,2.14964791e-01,2.27456078e-01,2.25892495e-01,2.35467270e-01,2.32479374e-01
4.36000000e+00,1.57422304e-01,1.57015982e-01,1.94349438e-01,1.94242622e-01,2.12021559e-01,2.10814124e-01,2.23096490e-01,2.21534924e-01,2.30955958e-01,2.27997147e-01
4.38000000e+00,1.54392898e-01,1.53965657e-01,1.90616488e-01,1.90484844e-01,2.07952753e-01,2.06742160e-01,2.18817323e-01,2.17259882e-01,2.26527840e-01,2.23599754e-01
4.40000000e+00,1.51420817e-01,1.50973653e-01,1.86952382e-01,1.86798489e-01,2.03959063e-01,2.02747430e-01,2.14617208e-01,2.13065829e-01,2.22181439e-01,2.19285614e-01
4.42000000e+00,1.48504317e-01,1.48038871e-01,1.83357447e-01,1.83182221e-01,2.00039923e-01,1.98828493e-01,2.10494742e-01,2.08951257e-01,2.17914864e-01,2.15053174e-01
4.44000000e+00,1.45643443e-01,1.45160233e-01,1.79829493e-01,1.79634729e-01,1.96192965e-01,1.94983933e-01,2.06448838e-01,2.04914681e-01,2.13727295e-01,2.10900913e-01
4.46000000e+00,1.42836452e-01,1.42336680e-01,1.76367372e-01,1.76154725e-01,1.92418054e-01,1.91212361e-01,2.02477679e-01,2.00954647e-01,2.09616527e-01,2.06827334e-01
4.48000000e+00,1.40082508e-01,1.39567174e-01,1.72969937e-01,1.72740945e-01,1.88713267e-01,1.87512414e-01,1.98579982e-01,1.97069728e-01,2.05583066e-01,2.02830972e-01
4.50000000e+00,1.37380406e-01,1.36850696e-01,1.69635683e-01,1.69392151e-01,1.85077116e-01,1.83882753e-01,1.94754869e-01,1.93258521e-01,2.01623037e-01,1.98910387e-01
4.52000000e+00,1.34729430e-01,1.34186245e-01,1.66364878e-01,1.66107126e-01,1.81509227e-01,1.80322067e-01,1.91000476e-01,1.89519651e-01,1.97736859e-01,1.95064164e-01
4.54000000e+00,1.32128999e-01,1.31572840e-01,1.63154423e-01,1.62884674e-01,1.78007498e-01,1.76829066e-01,1.87316149e-01,1.85851769e-01,1.93922713e-01,1.91290918e-01
4.56000000e+00,1.29577562e-01,1.29009518e-01,1.60004213e-01,1.59723625e-01,1.74570993e-01,1.73402485e-01,1.83700383e-01,1.82253548e-01,1.90179765e-01,1.87589286e-01
4.58000000e+00,1.27074331e-01,1.26495333e-01,1.56913579e-01,1.56622826e-01,1.71198860e-01,1.70041082e-01,1.80151761e-01,1.78723689e-01,1.86505511e-01,1.83957934e-01
4.60000000e+00,1.24618515e-01,1.24029358e-01,1.53881058e-01,1.53581150e-01,1.67889729e-01,1.66743638e-01,1.76669076e-01,1.75260914e-01,1.82900295e-01,1.80395548e-01
4.62000000e+00,1.22209832e-01,1.21610681e-01,1.50904998e-01,1.50597487e-01,1.64642423e-01,1.63508958e-01,1.73252106e-01,1.71863971e-01,1.79362029e-01,1.76900842e-01
4.64000000e+00,1.19845830e-01,1.19238411e-01,1.47984654e-01,1.47670750e-01,1.61455631e-01,1.60335868e-01,1.69898376e-01,1.68531630e-01,1.75889641e-01,1.73472552e-01
4.66000000e+00,1.17527179e-01,1.16911669e-01,1.45119399e-01,1.44799872e-01,1.58328831e-01,1.57223214e-01,1.66607156e-01,1.65262683e-01,1.72482267e-01,1.70109438e-01
4.68000000e+00,1.15252577e-01,1.14629595e-01,1.42308623e-01,1.41983803e-01,1.55260608e-01,1.54169865e-01,1.63377777e-01,1.62055946e-01,1.69138104e-01,1.66810282e-01
4.70000000e+00,1.13021091e-01,1.12391345e-01,1.39550745e-01,1.39221516e-01,1.52250201e-01,1.51174712e-01,1.60209164e-01,1.58910255e-01,1.65856630e-01,1.63573890e-01
4.72000000e+00,1.10832192e-01,1.10196090e-01,1.36844471e-01,1.36512000e-01,1.49296090e-01,1.48236664e-01,1.57099590e-01,1.55824469e-01,1.62636653e-01,1.60399088e-01
4.74000000e+00,1.08684830e-01,1.08043017e-01,1.34189293e-01,1.33854266e-01,1.46397442e-01,1.45354653e-01,1.54047936e-01,1.52797466e-01,1.59477159e-01,1.57284726e-01
4.76000000e+00,1.06578015e-01,1.05931327e-01,1.31584480e-01,1.31247339e-01,1.43553749e-01,1.42527626e-01,1.51054144e-01,1.49828148e-01,1.56376585e-01,1.54229673e-01
4.78000000e+00,1.04511537e-01,1.03860237e-01,1.29028484e-01,1.28690266e-01,1.40763581e-01,1.39754555e-01,1.48116529e-01,1.46915434e-01,1.53334647e-01,1.51232819e-01
4.80000000e+00,1.02484420e-01,1.01828979e-01,1.26521409e-01,1.26182109e-01,1.38025522e-01,1.37034427e-01,1.45234227e-01,1.44058264e-01,1.50349632e-01,1.48293077e-01
4.82000000e+00,1.00495748e-01,9.98367968e-02,1.24061346e-01,1.23721949e-01,1.35339484e-01,1.34366250e-01,1.42406315e-01,1.41255599e-01,1.47420764e-01,1.45409376e-01
4.84000000e+00,9.85450447e-02,9.78829514e-02,1.21647939e-01,1.21308882e-01,1.32704258e-01,1.31749048e-01,1.39631718e-01,1.38506416e-01,1.44546717e-01,1.42580668e-01
4.86000000e+00,9.66316760e-02,9.59667157e-02,1.19280301e-01,1.18942023e-01,1.30118653e-01,1.29181865e-01,1.36909202e-01,1.35809714e-01,1.41727209e-01,1.39805923e-01
4.88000000e+00,9.47545171e-02,9.40873768e-02,1.16957784e-01,1.16620502e-01,1.27581969e-01,1.26663762e-01,1.34238183e-01,1.33164509e-01,1.38960972e-01,1.37084131e-01
4.90000000e+00,9.29131508e-02,9.22442348e-02,1.14679240e-01,1.14343466e-01,1.25093430e-01,1.24193817e-01,1.31617829e-01,1.30569834e-01,1.36247009e-01,1.34414298e-01
4.92000000e+00,9.11070183e-02,9.04366029e-02,1.12443693e-01,1.12110075e-01,1.22651830e-01,1.21771126e-01,1.29046902e-01,1.28024742e-01,1.33583963e-01,1.31795450e-01
4.94000000e+00,8.93354714e-02,8.86638073e-02,1.10251009e-01,1.09919509e-01,1.20256685e-01,1.19394799e-01,1.26524761e-01,1.25528302e-01,1.30971685e-01,1.29226632e-01
4.96000000e+00,8.75977501e-02,8.69251864e-02,1.08099900e-01,1.07770959e-01,1.17907308e-01,1.17063965e-01,1.24050520e-01,1.23079601e-01,1.28408909e-01,1.26706905e-01
4.98000000e+00,8.58930796e-02,8.52200913e-02,1.05989724e-01,1.05663633e-01,1.15602210e-01,1.14777769e-01,1.21623084e-01,1.20677742e-01,1.25894487e-01,1.24235348e-01
5.00000000e+00,8.42210278e-02,8.35478850e-02,1.03919774e-01,1.03596754e-01,1.13341324e-01,1.12535371e-01,1.19241990e-01,1.18321845e-01,1.23427846e-01,1.21811056e-01
5.02000000e+00,8.25811625e-02,8.19079424e-02,1.01889372e-01,1.01569559e-01,1.11122869e-01,1.10335946e-01,1.16905823e-01,1.16011046e-01,1.21008337e-01,1.19433141e-01
5.04000000e+00,8.09724629e-02,8.02996501e-02,9.98976901e-02,9.95812982e-02,1.08947068e-01,1.08178685e-01,1.14614233e-01,1.13744497e-01,1.18634507e-01,1.17100733e-01
5.06000000e+00,7.93946534e-02,7.87224061e-02,9.79439765e-02,9.76312363e-02,1.06812730e-01,1.06062794e-01,1.12366661e-01,1.11521366e-01,1.16306007e-01,1.14812976e-01
5.08000000e+00,7.78470337e-02,7.71756198e-02,9.60275531e-02,9.57186517e-02,1.04719050e-01,1.03987493e-01,1.10161662e-01,1.09340836e-01,1.14021957e-01,1.12569031e-01
5.10000000e+00,7.63290077e-02,7.56587113e-02,9.41478238e-02,9.38428361e-02,1.02665380e-01,1.01952017e-01,1.07998706e-01,1.07202104e-01,1.11781277e-01,1.10368072e-01
5.12000000e+00,7.48401359e-02,7.41711119e-02,9.23040211e-02,9.20030942e-02,1.00650698e-01,9.99556150e-02,1.05877176e-01,1.05104384e-01,1.09583691e-01,1.08209293e-01
5.14000000e+00,7.33798742e-02,7.27122633e-02,9.04954597e-02,9.01987438e-02,9.86751392e-02,9.79975492e-02,1.03796043e-01,1.03046903e-01,1.07428186e-01,1.06091897e-01
5.16000000e+00,7.19474927e-02,7.12816177e-02,8.87215734e-02,8.84291151e-02,9.67369378e-02,9.60770964e-02,1.01754859e-01,1.01028902e-01,1.05313465e-01,1.04015107e-01
5.18000000e+00,7.05427751e-02,6.98786376e-02,8.69816989e-02,8.66935508e-02,9.48358700e-02,9.41935462e-02,9.97528732e-02,9.90496367e-02,1.03239700e-01,1.01978157e-01
5.20000000e+00,6.91647977e-02,6.85027954e-02,8.52752626e-02,8.49914059e-02,9.29715410e-02,9.23462016e-02,9.77891013e-02,9.71083771e-02,1.01205453e-01,9.99802962e-02
5.22000000e+00,6.78133219e-02,6.71535734e-02,8.36014301e-02,8.33220471e-02,9.11428183e-02,9.05343783e-02,9.58630592e-02,9.52044055e-02,9.92101431e-02,9.80207874e-02
5.24000000e+00,6.64878041e-02,6.58304638e-02,8.19597468e-02,8.16848531e-02,8.93491209e-02,8.87574047e-02,9.39739794e-02,9.33370180e-02,9.72531736e-02,9.60989072e-02
5.26000000e+00,6.51878417e-02,6.45329682e-02,8.03497881e-02,8.00792139e-02,8.75900239e-02,8.70146217e-02,9.21213627e-02,9.15055237e-02,9.53339562e-02,9.42139455e-02
5.28000000e+00,6.39129132e-02,6.32605973e-02,7.87706599e-02,7.85045311e-02,8.58646557e-02,8.53053822e-02,9.03041586e-02,8.97092444e-02,9.34514478e-02,9.23652053e-02
5.30000000e+00,6.26622736e-02,6.20128713e-02,7.72219002e-02,7.69602171e-02,8.41726363e-02,8.36290513e-02,8.85219425e-02,8.79475143e-02,9.16054621e-02,9.05520026e-02
5.32000000e+00,6.14357330e-02,6.07893193e-02,7.57029355e-02,7.54456955e-02,8.25131610e-02,8.19850059e-02,8.67741629e-02,8.62196801e-02,8.97949412e-02,8.87736658e-02
5.34000000e+00,6.02329746e-02,5.95894790e-02,7.42132664e-02,7.39604004e-02,8.08854699e-02,8.03726341e-02,8.50599632e-02,8.45251006e-02,8.80192816e-02,8.70295357e-02
5.36000000e+00,5.90532124e-02,5.84128972e-02,7.27523491e-02,7.25037766e-02,7.92892948e-02,7.87913356e-02,8.33789632e-02,8.28631463e-02,8.62778649e-02,8.53189656e-02
5.38000000e+00,5.78962490e-02,5.72591288e-02,7.13194534e-02,7.10752791e-02,7.77238309e-02,7.72405214e-02,8.17301497e-02,8.12331995e-02,8.45699906e-02,8.36413205e-02
5.40000000e+00,5.67614436e-02,5.61277372e-02,6.99142069e-02,6.96743729e-02,7.61886016e-02,7.57196129e-02,8.01134482e-02,7.96346539e-02,8.28952193e-02,8.19959771e-02
5.42000000e+00,5.56484908e-02,5.50182942e-02,6.85361996e-02,6.83005334e-02,7.46831670e-02,7.42280428e-02,7.85278603e-02,7.80669143e-02,8.12528431e-02,8.03823238e-02
5.44000000e+00,5.45570925e-02,5.39303793e-02,6.71847612e-02,6.69532454e-02,7.32067674e-02,7.27652540e-02,7.69730359e-02,7.65293967e-02,7.96422586e-02,7.87997603e-02
5.46000000e+00,5.34867123e-02,5.28635802e-02,6.58595487e-02,6.56320033e-02,7.17588812e-02,7.13306999e-02,7.54482672e-02,7.50215280e-02,7.80628845e-02,7.72476974e-02
5.48000000e+00,5.24368063e-02,5.18174922e-02,6.45597130e-02,6.43363111e-02,7.03390911e-02,6.99238438e-02,7.39528909e-02,7.35427454e-02,7.65140727e-02,7.57255567e-02
5.50000000e+00,5.14072329e-02,5.07917181e-02,6.32850975e-02,6.30656820e-02,6.89468309e-02,6.85441594e-02,7.24867955e-02,7.20924969e-02,7.49951750e-02,7.42327707e-02
