D,NN_E_s0.05,Num_E_s0.05,NN_E_s0.10,Num_E_s0.10,NN_E_s0.15,Num_E_s0.15,NN_E_s0.20,Num_E_s0.20,NN_E_s0.25,Num_E_s0.25
8.32000000e+00,2.48740497e-03,2.52422161e-03,3.07072117e-03,3.14324420e-03,3.34473141e-03,3.42036375e-03,3.51464795e-03,3.60010228e-03,3.63441114e-03,3.70860911e-03
8.34000000e+00,2.42724014e-03,2.46284916e-03,2.99734878e-03,3.06683827e-03,3.26517643e-03,3.33722952e-03,3.43127060e-03,3.51260467e-03,3.54832644e-03,3.61847757e-03
8.36000000e+00,2.36841664e-03,2.40268923e-03,2.92559853e-03,2.99194110e-03,3.18739028e-03,3.25573655e-03,3.34972376e-03,3.42683422e-03,3.46414000e-03,3.53012504e-03
8.38000000e+00,2.31089396e-03,2.34371792e-03,2.85543245e-03,2.91852297e-03,3.11131170e-03,3.17585252e-03,3.26998462e-03,3.34275694e-03,3.38180782e-03,3.44351650e-03
8.40000000e+00,2.25465558e-03,2.28591177e-03,2.78682564e-03,2.84655472e-03,3.03691206e-03,3.09754574e-03,3.19199730e-03,3.26033947e-03,3.30129662e-03,3.35861761e-03
8.42000000e+00,2.19967053e-03,2.22924781e-03,2.71972967e-03,2.77600780e-03,2.96416064e-03,3.02078514e-03,3.11573618e-03,3.17954914e-03,3.22255329e-03,3.27539472e-03
8.44000000e+00,2.14590854e-03,2.17370351e-03,2.65411660e-03,2.70685419e-03,2.89302017e-03,2.94554026e-03,3.04115657e-03,3.10035389e-03,3.14555317e-03,3.19381481e-03
8.46000000e+00,2.09334516e-03,2.11925678e-03,2.58995756e-03,2.63906643e-03,2.82343896e-03,2.87178125e-03,2.96821888e-03,3.02272231e-03,3.07024363e-03,3.11384553e-03
8.48000000e+00,2.04194989e-03,2.06588598e-03,2.52721086e-03,2.57261759e-03,2.75539071e-03,2.79947881e-03,2.89687747e-03,2.94662360e-03,2.99658836e-03,3.03545517e-03
8.50000000e+00,1.99169922e-03,2.01356987e-03,2.46584811e-03,2.50748130e-03,2.68883095e-03,2.72860426e-03,2.82710185e-03,2.87202756e-03,2.92454148e-03,2.95861260e-03
8.52000000e+00,1.94256171e-03,1.96228764e-03,2.40583415e-03,2.44363167e-03,2.62373290e-03,2.65912946e-03,2.75885104e-03,2.79890458e-03,2.85406574e-03,2.88328736e-03
8.54000000e+00,1.89451012e-03,1.91201891e-03,2.34712637e-03,2.38104334e-03,2.56004976e-03,2.59102682e-03,2.69209105e-03,2.72722564e-03,2.78512784e-03,2.80944954e-03
8.56000000e+00,1.84752198e-03,1.86274367e-03,2.28970498e-03,2.31969144e-03,2.49775476e-03,2.52426929e-03,2.62677111e-03,2.65696229e-03,2.71767494e-03,2.73706984e-03
8.58000000e+00,1.80156692e-03,1.81444232e-03,2.23352853e-03,2.25955159e-03,2.43680179e-03,2.45883036e-03,2.56286119e-03,2.58808663e-03,2.65167886e-03,2.66611953e-03
8.60000000e+00,1.75661745e-03,1.76709563e-03,2.17856304e-03,2.20059990e-03,2.37715896e-03,2.39468405e-03,2.50031915e-03,2.52057131e-03,2.58709281e-03,2.59657044e-03
8.62000000e+00,1.71264773e-03,1.72068477e-03,2.12477986e-03,2.14281292e-03,2.31879274e-03,2.33180487e-03,2.43911054e-03,2.45438952e-03,2.52387649e-03,2.52839496e-03
8.64000000e+00,1.66963437e-03,1.67519127e-03,2.07213592e-03,2.08616770e-03,2.26165773e-03,2.27016783e-03,2.37918901e-03,2.38951498e-03,2.46199453e-03,2.46156602e-03
8.66000000e+00,1.62754289e-03,1.63059703e-03,2.02060747e-03,2.03064172e-03,2.20572134e-03,2.20974846e-03,2.32051616e-03,2.32592191e-03,2.40139640e-03,2.39605708e-03
8.68000000e+00,1.58634759e-03,1.58688428e-03,1.97015819e-03,1.97621289e-03,2.15094374e-03,2.15052273e-03,2.26306380e-03,2.26358506e-03,2.34205299e-03,2.33184211e-03
8.70000000e+00,1.54602691e-03,1.54403565e-03,1.92075071e-03,1.92285958e-03,2.09729350e-03,2.09246711e-03,2.20678281e-03,2.20247966e-03,2.28391890e-03,2.26889561e-03
8.72000000e+00,1.50655233e-03,1.50203405e-03,1.87235430e-03,1.87056058e-03,2.04473082e-03,2.03555853e-03,2.15163734e-03,2.14258142e-03,2.22694990e-03,2.20719258e-03
8.74000000e+00,1.46789011e-03,1.46086278e-03,1.82493206e-03,1.81929507e-03,1.99322100e-03,1.97977436e-03,2.09758850e-03,2.08386655e-03,2.17111292e-03,2.14670849e-03
8.76000000e+00,1.43002102e-03,1.42050545e-03,1.77845499e-03,1.76904269e-03,1.94271922e-03,1.92509243e-03,2.04459927e-03,2.02631170e-03,2.11636396e-03,2.08741931e-03
8.78000000e+00,1.39291596e-03,1.38094597e-03,1.73288456e-03,1.71978342e-03,1.89319521e-03,1.87149100e-03,1.99262239e-03,1.96989402e-03,2.06266623e-03,2.02930149e-03
8.80000000e+00,1.35654700e-03,1.34216861e-03,1.68819202e-03,1.67149769e-03,1.84461172e-03,1.81894876e-03,1.94163108e-03,1.91459105e-03,2.00997153e-03,1.97233192e-03
8.82000000e+00,1.32088840e-03,1.30415791e-03,1.64434256e-03,1.62416628e-03,1.79693045e-03,1.76744480e-03,1.89157820e-03,1.86038083e-03,1.95824844e-03,1.91648795e-03
8.84000000e+00,1.28591678e-03,1.26689874e-03,1.60130113e-03,1.57777035e-03,1.75012136e-03,1.71695865e-03,1.84243009e-03,1.80724180e-03,1.90744794e-03,1.86174740e-03
8.86000000e+00,1.25159894e-03,1.23037626e-03,1.55903189e-03,1.53229146e-03,1.70413824e-03,1.66747023e-03,1.79414544e-03,1.75515282e-03,1.85754278e-03,1.80808848e-03
8.88000000e+00,1.21791579e-03,1.19457591e-03,1.51751121e-03,1.48771149e-03,1.65895093e-03,1.61895985e-03,1.74668990e-03,1.70409318e-03,1.80848432e-03,1.75548988e-03
8.90000000e+00,1.18483522e-03,1.15948345e-03,1.47669867e-03,1.44401271e-03,1.61452382e-03,1.57140821e-03,1.70002074e-03,1.65404258e-03,1.76023738e-03,1.70393067e-03
8.92000000e+00,1.15233555e-03,1.12508489e-03,1.43656728e-03,1.40117772e-03,1.57081976e-03,1.52479639e-03,1.65410654e-03,1.60498111e-03,1.71276694e-03,1.65339035e-03
8.94000000e+00,1.12038956e-03,1.09136652e-03,1.39708130e-03,1.35918948e-03,1.52780523e-03,1.47910586e-03,1.60890969e-03,1.55688925e-03,1.66602770e-03,1.60384881e-03
8.96000000e+00,1.08897302e-03,1.05831491e-03,1.35821046e-03,1.31803128e-03,1.48544600e-03,1.43431842e-03,1.56438828e-03,1.50974787e-03,1.61998672e-03,1.55528636e-03
8.98000000e+00,1.05806091e-03,1.02591688e-03,1.31992751e-03,1.27768671e-03,1.44371588e-03,1.39041625e-03,1.52051728e-03,1.46353821e-03,1.57460989e-03,1.50768367e-03
9.00000000e+00,1.02763309e-03,9.94159542e-04,1.28220010e-03,1.23813973e-03,1.40257063e-03,1.34738189e-03,1.47725921e-03,1.41824189e-03,1.52986113e-03,1.46102180e-03
9.02000000e+00,9.97661846e-04,9.63030224e-04,1.24500378e-03,1.19937458e-03,1.36198883e-03,1.30519820e-03,1.43458613e-03,1.37384088e-03,1.48571248e-03,1.41528220e-03
9.04000000e+00,9.68125998e-04,9.32516523e-04,1.20830652e-03,1.16137584e-03,1.32194301e-03,1.26384839e-03,1.39245903e-03,1.33031752e-03,1.44212169e-03,1.37044665e-03
9.06000000e+00,9.39006743e-04,9.02606278e-04,1.17208506e-03,1.12412836e-03,1.28239335e-03,1.22331600e-03,1.35085511e-03,1.28765447e-03,1.39906793e-03,1.32649732e-03
9.08000000e+00,9.10279748e-04,8.73287567e-04,1.13631529e-03,1.08761731e-03,1.24332367e-03,1.18358489e-03,1.30974071e-03,1.24583477e-03,1.35651731e-03,1.28341671e-03
9.10000000e+00,8.81930173e-04,8.44548703e-04,1.10097544e-03,1.05182816e-03,1.20470743e-03,1.14463924e-03,1.26909558e-03,1.20484176e-03,1.31444680e-03,1.24118768e-03
9.12000000e+00,8.53937236e-04,8.16378230e-04,1.06604118e-03,1.01674664e-03,1.16652169e-03,1.10646356e-03,1.22889818e-03,1.16465912e-03,1.27283239e-03,1.19979343e-03
9.14000000e+00,8.26286559e-04,7.88764918e-04,1.03149784e-03,9.82358785e-04,1.12874515e-03,1.06904263e-03,1.18912326e-03,1.12527085e-03,1.23164954e-03,1.15921746e-03
9.16000000e+00,7.98961904e-04,7.61697758e-04,9.97325988e-04,9.48650891e-04,1.09136209e-03,1.03236155e-03,1.14975590e-03,1.08666128e-03,1.19088450e-03,1.11944364e-03
9.18000000e+00,7.71950814e-04,7.35165958e-04,9.63511353e-04,9.15609529e-04,1.05435913e-03,9.96405712e-04,1.11077726e-03,1.04881503e-03,1.15052145e-03,1.08045611e-03
9.20000000e+00,7.45242112e-04,7.09158940e-04,9.30042763e-04,8.83221536e-04,1.01772021e-03,9.61160798e-04,1.07218104e-03,1.01171702e-03,1.11054629e-03,1.04223937e-03
9.22000000e+00,7.18827359e-04,6.83666332e-04,8.96913582e-04,8.51474007e-04,9.81439836e-04,9.26612766e-04,1.03395409e-03,9.75352485e-04,1.07095263e-03,1.00477818e-03
9.24000000e+00,6.92698464e-04,6.58677970e-04,8.64115194e-04,8.20354290e-04,9.45512671e-04,8.92747855e-04,9.96092334e-04,9.39706941e-04,1.03173009e-03,9.68057643e-04
9.26000000e+00,6.66851993e-04,6.34183888e-04,8.31644225e-04,7.89849984e-04,9.09935159e-04,8.59552574e-04,9.58593271e-04,9.04766188e-04,9.92884627e-04,9.32063120e-04
9.28000000e+00,6.41285034e-04,6.10174319e-04,7.99502945e-04,7.59948933e-04,8.74706486e-04,8.27013695e-04,9.21463186e-04,8.70516309e-04,9.54416406e-04,8.96780279e-04
9.30000000e+00,6.15997182e-04,5.86639686e-04,7.67693447e-04,7.30639218e-04,8.39839166e-04,7.95118256e-04,8.84703302e-04,8.36943660e-04,9.16331483e-04,8.62195065e-04
9.32000000e+00,5.90992509e-04,5.63570602e-04,7.36223417e-04,7.01909158e-04,8.05333373e-04,7.63853547e-04,8.48325086e-04,8.04034866e-04,8.78637657e-04,8.28293702e-04
9.34000000e+00,5.66275441e-04,5.40957867e-04,7.05102866e-04,6.73747302e-04,7.71206105e-04,7.33207109e-04,8.12342798e-04,7.71776814e-04,8.41353496e-04,7.95062685e-04
9.36000000e+00,5.41856280e-04,5.18792460e-04,6.74345298e-04,6.46142422e-04,7.37472845e-04,7.03166728e-04,7.76773086e-04,7.40156652e-04,8.04496638e-04,7.62488773e-04
9.38000000e+00,5.17742534e-04,4.97065540e-04,6.43965090e-04,6.19083514e-04,7.04153266e-04,6.73720433e-04,7.41637661e-04,7.09161780e-04,7.68088154e-04,7.30558989e-04
9.40000000e+00,4.93949105e-04,4.75768438e-04,6.13986049e-04,5.92559791e-04,6.71268615e-04,6.44856488e-04,7.06960564e-04,6.78779848e-04,7.32151908e-04,6.99260610e-04
9.42000000e+00,4.70491941e-04,4.54892659e-04,5.84430411e-04,5.66560678e-04,6.38847123e-04,6.16563387e-04,6.72770198e-04,6.48998746e-04,6.96722651e-04,6.68581164e-04
9.44000000e+00,4.47389088e-04,4.34429874e-04,5.55322680e-04,5.41075807e-04,6.06917427e-04,5.88829852e-04,6.39098755e-04,6.19806605e-04,6.61831582e-04,6.38508425e-04
9.46000000e+00,4.24661441e-04,4.14371919e-04,5.26691903e-04,5.16095019e-04,5.75509621e-04,5.61644828e-04,6.05979294e-04,5.91191792e-04,6.27510191e-04,6.09030408e-04
9.48000000e+00,4.02331032e-04,3.94710791e-04,4.98568115e-04,4.91608350e-04,5.44661714e-04,5.34997478e-04,5.73448546e-04,5.63142898e-04,5.93800272e-04,5.80135364e-04
9.50000000e+00,3.80423066e-04,3.75438644e-04,4.70986677e-04,4.67606037e-04,5.14408690e-04,5.08877176e-04,5.41547430e-04,5.35648745e-04,5.60743501e-04,5.51811776e-04
9.52000000e+00,3.58964404e-04,3.56547789e-04,4.43981146e-04,4.44078507e-04,4.84790362e-04,4.83273510e-04,5.10313490e-04,5.08698372e-04,5.28379227e-04,5.24048355e-04
9.54000000e+00,3.37981794e-04,3.38030688e-04,4.17587551e-04,4.21016376e-04,4.55844653e-04,4.58176270e-04,4.79792623e-04,4.82281033e-04,4.96750930e-04,4.96834032e-04
9.56000000e+00,3.17504542e-04,3.19879950e-04,3.91843379e-04,3.98410447e-04,4.27613501e-04,4.33575449e-04,4.50024643e-04,4.56386198e-04,4.65904566e-04,4.70157959e-04
9.58000000e+00,2.97561637e-04,3.02088333e-04,3.66787601e-04,3.76251704e-04,4.00141871e-04,4.09461236e-04,4.21056640e-04,4.31003540e-04,4.35886905e-04,4.44009500e-04
9.60000000e+00,2.78183870e-04,2.84648735e-04,3.42457031e-04,3.54531306e-04,3.73467628e-04,3.85824015e-04,3.92930844e-04,4.06122941e-04,4.06742183e-04,4.18378231e-04
9.62000000e+00,2.59399530e-04,2.67554197e-04,3.18891340e-04,3.33240590e-04,3.47633701e-04,3.62654359e-04,3.65691958e-04,3.81734477e-04,3.78515164e-04,3.93253931e-04
9.64000000e+00,2.41236936e-04,2.50797895e-04,2.96124083e-04,3.12371063e-04,3.22679873e-04,3.39943028e-04,3.39381368e-04,3.57828424e-04,3.51249793e-04,3.68626583e-04
9.66000000e+00,2.23721960e-04,2.34373142e-04,2.74190388e-04,2.91914399e-04,2.98642786e-04,3.17680963e-04,3.14037810e-04,3.34395248e-04,3.24987137e-04,3.44486366e-04
9.68000000e+00,2.06878001e-04,2.18273381e-04,2.53119564e-04,2.71862437e-04,2.75556144e-04,2.95859284e-04,2.89696967e-04,3.11425604e-04,2.99763022e-04,3.20823652e-04
9.70000000e+00,1.90722945e-04,2.02492186e-04,2.32936611e-04,2.52207176e-04,2.53448787e-04,2.74469287e-04,2.66390067e-04,2.88910330e-04,2.75609753e-04,2.97629006e-04
9.72000000e+00,1.75267924e-04,1.87023258e-04,2.13659281e-04,2.32940774e-04,2.32339589e-04,2.53502439e-04,2.44138515e-04,2.66840445e-04,2.52550264e-04,2.74893176e-04
9.74000000e+00,1.60518161e-04,1.71860420e-04,1.95295346e-04,2.14055544e-04,2.12239902e-04,2.32950376e-04,2.22953706e-04,2.45207148e-04,2.30598132e-04,2.52607095e-04
9.76000000e+00,1.46466002e-04,1.56997621e-04,1.77841168e-04,1.95543950e-04,1.93147338e-04,2.12804898e-04,2.02835799e-04,2.24001807e-04,2.09753649e-04,2.30761874e-04
9.78000000e+00,1.33090856e-04,1.42428926e-04,1.61275559e-04,1.77398605e-04,1.75041918e-04,1.93057969e-04,1.83763666e-04,2.03215965e-04,1.89996790e-04,2.09348798e-04
9.80000000e+00,1.20355973e-04,1.28148519e-04,1.45559083e-04,1.59612268e-04,1.57883449e-04,1.73701709e-04,1.65698861e-04,1.82841329e-04,1.71288048e-04,1.88359325e-04
9.82000000e+00,1.08199521e-04,1.14150698e-04,1.30624365e-04,1.42177841e-04,1.41601806e-04,1.54728396e-04,1.48569481e-04,1.62869770e-04,1.53555811e-04,1.67785084e-04
9.84000000e+00,9.65302461e-05,1.00429875e-04,1.16368654e-04,1.25088366e-04,1.26090468e-04,1.36130459e-04,1.32266505e-04,1.43293320e-04,1.36688861e-04,1.47617865e-04
9.86000000e+00,8.52150333e-05,8.69805717e-05,1.02640151e-04,1.08337022e-04,1.11190435e-04,1.17900476e-04,1.16626528e-04,1.24104170e-04,1.20521137e-04,1.27849623e-04
9.88000000e+00,7.40584874e-05,7.37974171e-05,8.92174940e-05,9.19171243e-05,9.66681691e-05,1.00031174e-04,1.01409052e-04,1.05294661e-04,1.04807783e-04,1.08472470e-04
9.90000000e+00,6.27696572e-05,6.08751475e-05,7.57645030e-05,7.58221180e-05,8.21696158e-05,8.25154199e-05,8.62500310e-05,8.68572888e-05,8.91765012e-05,8.94786764e-05
9.92000000e+00,5.09137317e-05,4.82086029e-05,6.17756450e-05,6.00455792e-05,6.71596063e-05,6.53462247e-05,7.05959756e-05,6.87846962e-05,7.30631000e-05,7.08606620e-05
9.94000000e+00,3.78665572e-05,3.57927252e-05,4.64960613e-05,4.45812104e-05,5.08305748e-05,4.85167360e-05,5.36103798e-05,5.10696710e-05,5.56107807e-05,5.26109979e-05
9.96000000e+00,2.31330614e-05,2.36225562e-05,2.91970882e-05,2.94228384e-05,3.23631066e-05,3.20202368e-05,3.44248620e-05,3.37051438e-05,3.59203987e-05,3.47224019e-05
9.98000000e+00,8.79347590e-06,1.16932359e-05,1.21652738e-05,1.45644122e-05,1.41094215e-05,1.58501428e-05,1.54229674e-05,1.66841845e-05,1.63924906e-05,1.71877352e-05
1.00000000e+01,1.30209335e-15,0.00000000e+00,1.24537963e-15,0.00000000e+00,1.17799127e-15,0.00000000e+00,1.12783983e-15,0.00000000e+00,1.09027466e-15,0.00000000e+00
