D,Num_s0.05,New_s0.05,Num_s0.10,New_s0.10,Num_s0.15,New_s0.15,Num_s0.20,New_s0.20,Num_s0.25,New_s0.25
2.76000000e+00,7.42419114e-01,7.52111730e-01,9.11650391e-01,9.21532296e-01,9.87097588e-01,9.99453093e-01,1.03598495e+00,1.04723339e+00,1.06548869e+00,1.08069234e+00
2.78000000e+00,7.28201272e-01,7.38685192e-01,8.94261493e-01,9.05193291e-01,9.68284194e-01,9.81773267e-01,1.01624423e+00,1.02873662e+00,1.04518659e+00,1.06162854e+00
2.80000000e+00,7.14257762e-01,7.25520498e-01,8.77207900e-01,8.89173598e-01,9.49834078e-01,9.64439976e-01,9.96885223e-01,1.01060321e+00,1.02527743e+00,1.04293983e+00
2.82000000e+00,7.00583032e-01,7.12611953e-01,8.60482768e-01,8.73466198e-01,9.31739780e-01,9.47445546e-01,9.77900038e-01,9.92825037e-01,1.00575307e+00,1.02461782e+00
2.84000000e+00,6.87171658e-01,6.99953998e-01,8.44079413e-01,8.58064247e-01,9.13994016e-01,9.30782497e-01,9.59280992e-01,9.75394239e-01,9.86605588e-01,1.00665434e+00
2.86000000e+00,6.74018340e-01,6.87541214e-01,8.27991308e-01,8.42961074e-01,8.96589674e-01,9.14443539e-01,9.41020581e-01,9.58303128e-01,9.67827229e-01,9.89041436e-01
2.88000000e+00,6.61117896e-01,6.75368317e-01,8.12212076e-01,8.28150177e-01,8.79519807e-01,8.98421567e-01,9.23111477e-01,9.41544220e-01,9.49410432e-01,9.71771352e-01
2.90000000e+00,6.48465263e-01,6.63430148e-01,7.96735488e-01,8.13625214e-01,8.62777633e-01,8.82709655e-01,9.05546525e-01,9.25110219e-01,9.31347812e-01,9.54836529e-01
2.92000000e+00,6.36055491e-01,6.51721680e-01,7.81555456e-01,7.99379999e-01,8.46356525e-01,8.67301049e-01,8.88318737e-01,9.08994014e-01,9.13632159e-01,9.38229602e-01
2.94000000e+00,6.23883741e-01,6.40238003e-01,7.66666031e-01,7.85408502e-01,8.30250008e-01,8.52189165e-01,8.71421287e-01,8.93188671e-01,8.96256429e-01,9.21943392e-01
2.96000000e+00,6.11945279e-01,6.28974329e-01,7.52061400e-01,7.71704840e-01,8.14451758e-01,8.37367583e-01,8.54847508e-01,8.77687432e-01,8.79213745e-01,9.05970899e-01
2.98000000e+00,6.00235480e-01,6.17925985e-01,7.37735881e-01,7.58263274e-01,7.98955592e-01,8.22830041e-01,8.38590884e-01,8.62483706e-01,8.62497385e-01,8.90305300e-01
3.00000000e+00,5.88749816e-01,6.07088410e-01,7.23683918e-01,7.45078204e-01,7.83755471e-01,8.08570431e-01,8.22645050e-01,8.47571066e-01,8.46100783e-01,8.74939943e-01
3.02000000e+00,5.77483861e-01,5.96457154e-01,7.09900080e-01,7.32144168e-01,7.68845489e-01,7.94582795e-01,8.07003784e-01,8.32943244e-01,8.30017525e-01,8.59868338e-01
3.04000000e+00,5.66433285e-01,5.86027870e-01,6.96379056e-01,7.19455836e-01,7.54219874e-01,7.80861323e-01,7.91661007e-01,8.18594125e-01,8.14241340e-01,8.45084160e-01
3.06000000e+00,5.55593852e-01,5.75796317e-01,6.83115654e-01,7.07008007e-01,7.39872983e-01,7.67400344e-01,7.76610774e-01,8.04517746e-01,7.98766100e-01,8.30581235e-01
3.08000000e+00,5.44961417e-01,5.65758354e-01,6.70104793e-01,6.94795603e-01,7.25799297e-01,7.54194325e-01,7.61847275e-01,7.90708288e-01,7.83585814e-01,8.16353546e-01
3.10000000e+00,5.34531924e-01,5.55909937e-01,6.57341507e-01,6.82813669e-01,7.11993421e-01,7.41237868e-01,7.47364829e-01,7.77160076e-01,7.68694626e-01,8.02395219e-01
3.12000000e+00,5.24301405e-01,5.46247118e-01,6.44820935e-01,6.71057368e-01,6.98450078e-01,7.28525704e-01,7.33157881e-01,7.63867569e-01,7.54086811e-01,7.88700525e-01
3.14000000e+00,5.14265974e-01,5.36766041e-01,6.32538322e-01,6.59521979e-01,6.85164105e-01,7.16052690e-01,7.19220998e-01,7.50825363e-01,7.39756769e-01,7.75263872e-01
3.16000000e+00,5.04421830e-01,5.27462940e-01,6.20489018e-01,6.48202891e-01,6.72130454e-01,7.03813807e-01,7.05548866e-01,7.38028182e-01,7.25699024e-01,7.62079807e-01
3.18000000e+00,4.94765251e-01,5.18334138e-01,6.08668469e-01,6.37095603e-01,6.59344185e-01,6.91804155e-01,6.92136288e-01,7.25470878e-01,7.11908222e-01,7.49143005e-01
3.20000000e+00,4.85292594e-01,5.09376042e-01,5.97072221e-01,6.26195720e-01,6.46800464e-01,6.80018950e-01,6.78978181e-01,7.13148425e-01,6.98379122e-01,7.36448269e-01
3.22000000e+00,4.76000293e-01,5.00585142e-01,5.85695916e-01,6.15498948e-01,6.34494564e-01,6.68453521e-01,6.66069569e-01,7.01055915e-01,6.85106602e-01,7.23990528e-01
3.24000000e+00,4.66884854e-01,4.91958009e-01,5.74535284e-01,6.05001097e-01,6.22421855e-01,6.57103308e-01,6.53405585e-01,6.89188560e-01,6.72085647e-01,7.11764831e-01
3.26000000e+00,4.57942858e-01,4.83491293e-01,5.63586150e-01,5.94698070e-01,6.10577809e-01,6.45963858e-01,6.40981467e-01,6.77541683e-01,6.59311351e-01,6.99766344e-01
3.28000000e+00,4.49170956e-01,4.75181721e-01,5.52844423e-01,5.84585868e-01,5.98957993e-01,6.35030820e-01,6.28792553e-01,6.66110716e-01,6.46778914e-01,6.87990347e-01
3.30000000e+00,4.40565869e-01,4.67026095e-01,5.42306101e-01,5.74660584e-01,5.87558066e-01,6.24299948e-01,6.16834283e-01,6.54891199e-01,6.34483638e-01,6.76432232e-01
3.32000000e+00,4.32124385e-01,4.59021288e-01,5.31967262e-01,5.64918400e-01,5.76373782e-01,6.13767091e-01,6.05102189e-01,6.43878778e-01,6.22420925e-01,6.65087499e-01
3.34000000e+00,4.23843356e-01,4.51164245e-01,5.21824069e-01,5.55355586e-01,5.65400980e-01,6.03428196e-01,5.93591902e-01,6.33069198e-01,6.10586273e-01,6.53951753e-01
3.36000000e+00,4.15719701e-01,4.43451980e-01,5.11872761e-01,5.45968498e-01,5.54635589e-01,5.93279303e-01,5.82299142e-01,6.22458304e-01,5.98975277e-01,6.43020702e-01
3.38000000e+00,4.07750401e-01,4.35881576e-01,5.02109658e-01,5.36753575e-01,5.44073620e-01,5.83316544e-01,5.71219720e-01,6.12042036e-01,5.87583624e-01,6.32290154e-01
3.40000000e+00,3.99932498e-01,4.28450177e-01,4.92531153e-01,5.27707336e-01,5.33711170e-01,5.73536138e-01,5.60349532e-01,6.01816429e-01,5.76407089e-01,6.21756011e-01
3.42000000e+00,3.92263093e-01,4.21154996e-01,4.83133714e-01,5.18826379e-01,5.23544413e-01,5.63934392e-01,5.49684561e-01,5.91777609e-01,5.65441539e-01,6.11414275e-01
3.44000000e+00,3.84739348e-01,4.13993305e-01,4.73913881e-01,5.10107380e-01,5.13569603e-01,5.54507696e-01,5.39220873e-01,5.81921788e-01,5.54682923e-01,6.01261034e-01
3.46000000e+00,3.77358479e-01,4.06962437e-01,4.64868264e-01,5.01547089e-01,5.03783072e-01,5.45252522e-01,5.28954614e-01,5.72245268e-01,5.44127276e-01,5.91292471e-01
3.48000000e+00,3.70117760e-01,4.00059787e-01,4.55993542e-01,4.93142328e-01,4.94181225e-01,5.36165423e-01,5.18882012e-01,5.62744434e-01,5.33770713e-01,5.81504852e-01
3.50000000e+00,3.63014519e-01,3.93282803e-01,4.47286460e-01,4.84889992e-01,4.84760541e-01,5.27243027e-01,5.08999367e-01,5.53415751e-01,5.23609431e-01,5.71894531e-01
3.52000000e+00,3.56046136e-01,3.86628992e-01,4.38743832e-01,4.76787044e-01,4.75517570e-01,5.18482041e-01,4.99303059e-01,5.44255767e-01,5.13639702e-01,5.62457942e-01
3.54000000e+00,3.49210045e-01,3.80095918e-01,4.30362531e-01,4.68830516e-01,4.66448933e-01,5.09879243e-01,4.89789540e-01,5.35261106e-01,5.03857877e-01,5.53191602e-01
3.56000000e+00,3.42503731e-01,3.73681193e-01,4.22139496e-01,4.61017502e-01,4.57551318e-01,5.01431486e-01,4.80455332e-01,5.26428467e-01,4.94260377e-01,5.44092106e-01
3.58000000e+00,3.35924726e-01,3.67382486e-01,4.14071726e-01,4.53345166e-01,4.48821479e-01,4.93135690e-01,4.71297031e-01,5.17754626e-01,4.84843699e-01,5.35156125e-01
3.60000000e+00,3.29470614e-01,3.61197514e-01,4.06156280e-01,4.45810729e-01,4.40256235e-01,4.84988845e-01,4.62311297e-01,5.09236427e-01,4.75604410e-01,5.26380404e-01
3.62000000e+00,3.23139024e-01,3.55124046e-01,3.98390274e-01,4.38411476e-01,4.31852469e-01,4.76988008e-01,4.53494861e-01,5.00870787e-01,4.66539145e-01,5.17761762e-01
3.64000000e+00,3.16927633e-01,3.49159897e-01,3.90770884e-01,4.31144752e-01,4.23607128e-01,4.69130300e-01,4.44844516e-01,4.92654690e-01,4.57644607e-01,5.09297089e-01
3.66000000e+00,3.10834163e-01,3.43302931e-01,3.83295338e-01,4.24007957e-01,4.15517215e-01,4.61412906e-01,4.36357122e-01,4.84585188e-01,4.48917564e-01,5.00983343e-01
3.68000000e+00,3.04856381e-01,3.37551057e-01,3.75960922e-01,4.16998551e-01,4.07579795e-01,4.53833071e-01,4.28029598e-01,4.76659397e-01,4.40354849e-01,4.92817550e-01
3.70000000e+00,2.98992097e-01,3.31902229e-01,3.68764972e-01,4.10114048e-01,3.99791993e-01,4.46388103e-01,4.19858926e-01,4.68874497e-01,4.31953359e-01,4.84796800e-01
3.72000000e+00,2.93239163e-01,3.26354446e-01,3.61704878e-01,4.03352014e-01,3.92150985e-01,4.39075367e-01,4.11842148e-01,4.61227729e-01,4.23710051e-01,4.76918250e-01
3.74000000e+00,2.87595475e-01,3.20905749e-01,3.54778082e-01,3.96710071e-01,3.84654008e-01,4.31892286e-01,4.03976363e-01,4.53716395e-01,4.15621942e-01,4.69179117e-01
3.76000000e+00,2.82058967e-01,3.15554221e-01,3.47982073e-01,3.90185889e-01,3.77298350e-01,4.24836339e-01,3.96258728e-01,4.46337855e-01,4.07686109e-01,4.61576680e-01
3.78000000e+00,2.76627615e-01,3.10297986e-01,3.41314391e-01,3.83777190e-01,3.70081352e-01,4.17905058e-01,3.88686454e-01,4.39089527e-01,3.99899684e-01,4.54108277e-01
3.80000000e+00,2.71299433e-01,3.05135206e-01,3.34772622e-01,3.77481744e-01,3.63000408e-01,4.11096030e-01,3.81256809e-01,4.31968886e-01,3.92259858e-01,4.46771304e-01
3.82000000e+00,2.66072473e-01,3.00064085e-01,3.28354401e-01,3.71297369e-01,3.56052961e-01,4.04406893e-01,3.73967112e-01,4.24973460e-01,3.84763875e-01,4.39563212e-01
3.84000000e+00,2.60944826e-01,2.95082863e-01,3.22057406e-01,3.65221929e-01,3.49236505e-01,3.97835336e-01,3.66814736e-01,4.18100830e-01,3.77409034e-01,4.32481510e-01
3.86000000e+00,2.55914617e-01,2.90189818e-01,3.15879361e-01,3.59253335e-01,3.42548583e-01,3.91379098e-01,3.59797103e-01,4.11348630e-01,3.70192685e-01,4.25523758e-01
3.88000000e+00,2.50980011e-01,2.85383262e-01,3.09818035e-01,3.53389539e-01,3.35986783e-01,3.85035965e-01,3.52911686e-01,4.04714545e-01,3.63112230e-01,4.18687570e-01
3.90000000e+00,2.46139204e-01,2.80661546e-01,3.03871238e-01,3.47628540e-01,3.29548741e-01,3.78803770e-01,3.46156007e-01,3.98196308e-01,3.56165121e-01,4.11970611e-01
3.92000000e+00,2.41390428e-01,2.76023053e-01,2.98036821e-01,3.41968378e-01,3.23232138e-01,3.72680394e-01,3.39527635e-01,3.91791702e-01,3.49348861e-01,4.05370596e-01
3.94000000e+00,2.36731950e-01,2.71466200e-01,2.92312680e-01,3.36407132e-01,3.17034700e-01,3.66663761e-01,3.33024186e-01,3.85498556e-01,3.42660998e-01,3.98885288e-01
3.96000000e+00,2.32162068e-01,2.66989438e-01,2.86696746e-01,3.30942924e-01,3.10954197e-01,3.60751839e-01,3.26643321e-01,3.79314745e-01,3.36099130e-01,3.92512497e-01
3.98000000e+00,2.27679115e-01,2.62591249e-01,2.81186994e-01,3.25573914e-01,3.04988439e-01,3.54942640e-01,3.20382749e-01,3.73238189e-01,3.29660899e-01,3.86250082e-01
4.00000000e+00,2.23281452e-01,2.58270147e-01,2.75781435e-01,3.20298302e-01,2.99135280e-01,3.49234215e-01,3.14240218e-01,3.67266853e-01,3.23343993e-01,3.80095946e-01
4.02000000e+00,2.18967473e-01,2.54024676e-01,2.70478118e-01,3.15114323e-01,2.93392615e-01,3.43624660e-01,3.08213522e-01,3.61398743e-01,3.17146145e-01,3.74048034e-01
4.04000000e+00,2.14735604e-01,2.49853412e-01,2.65275129e-01,3.10020251e-01,2.87758378e-01,3.38112107e-01,3.02300497e-01,3.55631909e-01,3.11065129e-01,3.68104338e-01
4.06000000e+00,2.10584299e-01,2.45754957e-01,2.60170592e-01,3.05014394e-01,2.82230541e-01,3.32694729e-01,2.96499018e-01,3.49964440e-01,3.05098763e-01,3.62262889e-01
4.08000000e+00,2.06512041e-01,2.41727946e-01,2.55162663e-01,3.00095096e-01,2.76807118e-01,3.27370736e-01,2.90807003e-01,3.44394464e-01,2.99244906e-01,3.56521761e-01
4.10000000e+00,2.02517343e-01,2.37771038e-01,2.50249535e-01,2.95260735e-01,2.71486158e-01,3.22138376e-01,2.85222407e-01,3.38920151e-01,2.93501458e-01,3.50879069e-01
4.12000000e+00,1.98598744e-01,2.33882922e-01,2.45429436e-01,2.90509721e-01,2.66265746e-01,3.16995932e-01,2.79743225e-01,3.33539708e-01,2.87866358e-01,3.45332964e-01
4.14000000e+00,1.94754813e-01,2.30062313e-01,2.40700626e-01,2.85840500e-01,2.61144005e-01,3.11941724e-01,2.74367491e-01,3.28251376e-01,2.82337585e-01,3.39881639e-01
4.16000000e+00,1.90984144e-01,2.26307951e-01,2.36061397e-01,2.81251546e-01,2.56119093e-01,3.06974105e-01,2.69093274e-01,3.23053438e-01,2.76913155e-01,3.34523322e-01
4.18000000e+00,1.87285358e-01,2.22618602e-01,2.31510074e-01,2.76741367e-01,2.51189202e-01,3.02091463e-01,2.63918679e-01,3.17944206e-01,2.71591122e-01,3.29256279e-01
4.20000000e+00,1.83657104e-01,2.18993059e-01,2.27045013e-01,2.72308500e-01,2.46352557e-01,2.97292219e-01,2.58841849e-01,3.12922033e-01,2.66369577e-01,3.24078811e-01
4.22000000e+00,1.80098052e-01,2.15430137e-01,2.22664602e-01,2.67951512e-01,2.41607420e-01,2.92574825e-01,2.53860959e-01,3.07985301e-01,2.61246645e-01,3.18989254e-01
4.24000000e+00,1.76606901e-01,2.11928677e-01,2.18367258e-01,2.63668998e-01,2.36952081e-01,2.87937766e-01,2.48974222e-01,3.03132427e-01,2.56220490e-01,3.13985979e-01
4.26000000e+00,1.73182372e-01,2.08487541e-01,2.14151428e-01,2.59459585e-01,2.32384865e-01,2.83379557e-01,2.44179880e-01,2.98361860e-01,2.51289306e-01,3.09067389e-01
4.28000000e+00,1.69823211e-01,2.05105615e-01,2.10015587e-01,2.55321923e-01,2.27904127e-01,2.78898743e-01,2.39476212e-01,2.93672082e-01,2.46451323e-01,3.04231921e-01
4.30000000e+00,1.66528189e-01,2.01781808e-01,2.05958241e-01,2.51254693e-01,2.23508253e-01,2.74493900e-01,2.34861526e-01,2.89061604e-01,2.41704805e-01,2.99478042e-01
4.32000000e+00,1.63296096e-01,1.98515049e-01,2.01977920e-01,2.47256601e-01,2.19195659e-01,2.70163631e-01,2.30334163e-01,2.84528967e-01,2.37048046e-01,2.94804252e-01
4.34000000e+00,1.60125748e-01,1.95304291e-01,1.98073185e-01,2.43326378e-01,2.14964791e-01,2.65906568e-01,2.25892495e-01,2.80072743e-01,2.32479374e-01,2.90209080e-01
4.36000000e+00,1.57015982e-01,1.92148507e-01,1.94242622e-01,2.39462782e-01,2.10814124e-01,2.61721370e-01,2.21534924e-01,2.75691533e-01,2.27997147e-01,2.85691087e-01
4.38000000e+00,1.53965657e-01,1.89046687e-01,1.90484844e-01,2.35664596e-01,2.06742160e-01,2.57606723e-01,2.17259882e-01,2.71383963e-01,2.23599754e-01,2.81248859e-01
4.40000000e+00,1.50973653e-01,1.85997847e-01,1.86798489e-01,2.31930625e-01,2.02747430e-01,2.53561340e-01,2.13065829e-01,2.67148691e-01,2.19285614e-01,2.76881016e-01
4.42000000e+00,1.48038871e-01,1.83001018e-01,1.83182221e-01,2.28259701e-01,1.98828493e-01,2.49583959e-01,2.08951257e-01,2.62984399e-01,2.15053174e-01,2.72586200e-01
4.44000000e+00,1.45160233e-01,1.80055251e-01,1.79634729e-01,2.24650676e-01,1.94983933e-01,2.45673344e-01,2.04914681e-01,2.58889796e-01,2.10900913e-01,2.68363084e-01
4.46000000e+00,1.42336680e-01,1.77159617e-01,1.76154725e-01,2.21102428e-01,1.91212361e-01,2.41828283e-01,2.00954647e-01,2.54863617e-01,2.06827334e-01,2.64210366e-01
4.48000000e+00,1.39567174e-01,1.74313205e-01,1.72740945e-01,2.17613854e-01,1.87512414e-01,2.38047587e-01,1.97069728e-01,2.50904622e-01,2.02830972e-01,2.60126771e-01
4.50000000e+00,1.36850696e-01,1.71515121e-01,1.69392151e-01,2.14183874e-01,1.83882753e-01,2.34330093e-01,1.93258521e-01,2.47011595e-01,1.98910387e-01,2.56111048e-01
4.52000000e+00,1.34186245e-01,1.68764488e-01,1.66107126e-01,2.10811431e-01,1.80322067e-01,2.30674659e-01,1.89519651e-01,2.43183346e-01,1.95064164e-01,2.52161972e-01
4.54000000e+00,1.31572840e-01,1.66060449e-01,1.62884674e-01,2.07495486e-01,1.76829066e-01,2.27080165e-01,1.85851769e-01,2.39418708e-01,1.91290918e-01,2.48278341e-01
4.56000000e+00,1.29009518e-01,1.63402161e-01,1.59723625e-01,2.04235021e-01,1.73402485e-01,2.23545516e-01,1.82253548e-01,2.35716534e-01,1.87589286e-01,2.44458979e-01
4.58000000e+00,1.26495333e-01,1.60788799e-01,1.56622826e-01,2.01029041e-01,1.70041082e-01,2.20069636e-01,1.78723689e-01,2.32075704e-01,1.83957934e-01,2.40702732e-01
4.60000000e+00,1.24029358e-01,1.58219552e-01,1.53581150e-01,1.97876566e-01,1.66743638e-01,2.16651470e-01,1.75260914e-01,2.28495116e-01,1.80395548e-01,2.37008467e-01
4.62000000e+00,1.21610681e-01,1.55693628e-01,1.50597487e-01,1.94776637e-01,1.63508958e-01,2.13289986e-01,1.71863971e-01,2.24973694e-01,1.76900842e-01,2.33375075e-01
4.64000000e+00,1.19238411e-01,1.53210247e-01,1.47670750e-01,1.91728315e-01,1.60335868e-01,2.09984169e-01,1.68531630e-01,2.21510378e-01,1.73472552e-01,2.29801470e-01
4.66000000e+00,1.16911669e-01,1.50768647e-01,1.44799872e-01,1.88730678e-01,1.57223214e-01,2.06733026e-01,1.65262683e-01,2.18104134e-01,1.70109438e-01,2.26286585e-01
4.68000000e+00,1.14629595e-01,1.48368078e-01,1.41983803e-01,1.85782820e-01,1.54169865e-01,2.03535583e-01,1.62055946e-01,2.14753943e-01,1.66810282e-01,2.22829374e-01
4.70000000e+00,1.12391345e-01,1.46007807e-01,1.39221516e-01,1.82883856e-01,1.51174712e-01,2.00390884e-01,1.58910255e-01,2.11458811e-01,1.63573890e-01,2.19428812e-01
4.72000000e+00,1.10196090e-01,1.43687114e-01,1.36512000e-01,1.80032917e-01,1.48236664e-01,1.97297993e-01,1.55824469e-01,2.08217758e-01,1.60399088e-01,2.16083896e-01
4.74000000e+00,1.08043017e-01,1.41405292e-01,1.33854266e-01,1.77229148e-01,1.45354653e-01,1.94255990e-01,1.52797466e-01,2.05029826e-01,1.57284726e-01,2.12793638e-01
4.76000000e+00,1.05931327e-01,1.39161649e-01,1.31247339e-01,1.74471715e-01,1.42527626e-01,1.91263974e-01,1.49828148e-01,2.01894077e-01,1.54229673e-01,2.09557072e-01
4.78000000e+00,1.03860237e-01,1.36955506e-01,1.28690266e-01,1.71759796e-01,1.39754555e-01,1.88321062e-01,1.46915434e-01,1.98809587e-01,1.51232819e-01,2.06373251e-01
4.80000000e+00,1.01828979e-01,1.34786196e-01,1.26182109e-01,1.69092587e-01,1.37034427e-01,1.85426387e-01,1.44058264e-01,1.95775453e-01,1.48293077e-01,2.03241245e-01
4.82000000e+00,9.98367968e-02,1.32653065e-01,1.23721949e-01,1.66469300e-01,1.34366250e-01,1.82579098e-01,1.41255599e-01,1.92790789e-01,1.45409376e-01,2.00160142e-01
4.84000000e+00,9.78829514e-02,1.30555473e-01,1.21308882e-01,1.63889159e-01,1.31749048e-01,1.79778362e-01,1.38506416e-01,1.89854723e-01,1.42580668e-01,1.97129048e-01
4.86000000e+00,9.59667157e-02,1.28492790e-01,1.18942023e-01,1.61351406e-01,1.29181865e-01,1.77023361e-01,1.35809714e-01,1.86966405e-01,1.39805923e-01,1.94147087e-01
4.88000000e+00,9.40873768e-02,1.26464400e-01,1.16620502e-01,1.58855295e-01,1.26663762e-01,1.74313293e-01,1.33164509e-01,1.84124996e-01,1.37084131e-01,1.91213397e-01
4.90000000e+00,9.22442348e-02,1.24469697e-01,1.14343466e-01,1.56400096e-01,1.24193817e-01,1.71647370e-01,1.30569834e-01,1.81329676e-01,1.34414298e-01,1.88327135e-01
4.92000000e+00,9.04366029e-02,1.22508088e-01,1.12110075e-01,1.53985092e-01,1.21771126e-01,1.69024820e-01,1.28024742e-01,1.78579640e-01,1.31795450e-01,1.85487474e-01
4.94000000e+00,8.86638073e-02,1.20578989e-01,1.09919509e-01,1.51609580e-01,1.19394799e-01,1.66444886e-01,1.25528302e-01,1.75874098e-01,1.29226632e-01,1.82693601e-01
4.96000000e+00,8.69251864e-02,1.18681829e-01,1.07770959e-01,1.49272869e-01,1.17063965e-01,1.63906825e-01,1.23079601e-01,1.73212276e-01,1.26706905e-01,1.79944720e-01
4.98000000e+00,8.52200913e-02,1.16816047e-01,1.05663633e-01,1.46974282e-01,1.14777769e-01,1.61409907e-01,1.20677742e-01,1.70593412e-01,1.24235348e-01,1.77240049e-01
5.00000000e+00,8.35478850e-02,1.14981094e-01,1.03596754e-01,1.44713156e-01,1.12535371e-01,1.58953418e-01,1.18321845e-01,1.68016761e-01,1.21811056e-01,1.74578822e-01
5.02000000e+00,8.19079424e-02,1.13176428e-01,1.01569559e-01,1.42488838e-01,1.10335946e-01,1.56536655e-01,1.16011046e-01,1.65481591e-01,1.19433141e-01,1.71960286e-01
5.04000000e+00,8.02996501e-02,1.11401521e-01,9.95812982e-02,1.40300689e-01,1.08178685e-01,1.54158930e-01,1.13744497e-01,1.62987185e-01,1.17100733e-01,1.69383703e-01
5.06000000e+00,7.87224061e-02,1.09655852e-01,9.76312363e-02,1.38148081e-01,1.06062794e-01,1.51819566e-01,1.11521366e-01,1.60532838e-01,1.14812976e-01,1.66848349e-01
5.08000000e+00,7.71756198e-02,1.07938910e-01,9.57186517e-02,1.36030398e-01,1.03987493e-01,1.49517902e-01,1.09340836e-01,1.58117857e-01,1.12569031e-01,1.64353514e-01
5.10000000e+00,7.56587113e-02,1.06250197e-01,9.38428361e-02,1.33947036e-01,1.01952017e-01,1.47253285e-01,1.07202104e-01,1.55741566e-01,1.10368072e-01,1.61898499e-01
5.12000000e+00,7.41711119e-02,1.04589219e-01,9.20030942e-02,1.31897402e-01,9.99556150e-02,1.45025078e-01,1.05104384e-01,1.53403298e-01,1.08209293e-01,1.59482622e-01
5.14000000e+00,7.27122633e-02,1.02955495e-01,9.01987438e-02,1.29880914e-01,9.79975492e-02,1.42832654e-01,1.03046903e-01,1.51102400e-01,1.06091897e-01,1.57105209e-01
5.16000000e+00,7.12816177e-02,1.01348552e-01,8.84291151e-02,1.27897000e-01,9.60770964e-02,1.40675398e-01,1.01028902e-01,1.48838231e-01,1.04015107e-01,1.54765604e-01
5.18000000e+00,6.98786376e-02,9.97679246e-02,8.66935508e-02,1.25945100e-01,9.41935462e-02,1.38552706e-01,9.90496367e-02,1.46610162e-01,1.01978157e-01,1.52463157e-01
5.20000000e+00,6.85027954e-02,9.82131578e-02,8.49914059e-02,1.24024664e-01,9.23462016e-02,1.36463986e-01,9.71083771e-02,1.44417574e-01,9.99802962e-02,1.50197236e-01
5.22000000e+00,6.71535734e-02,9.66838038e-02,8.33220471e-02,1.22135150e-01,9.05343783e-02,1.34408656e-01,9.52044055e-02,1.42259863e-01,9.80207874e-02,1.47967217e-01
5.24000000e+00,6.58304638e-02,9.51794235e-02,8.16848531e-02,1.20276030e-01,8.87574047e-02,1.32386146e-01,9.33370180e-02,1.40136432e-01,9.60989072e-02,1.45772488e-01
5.26000000e+00,6.45329682e-02,9.36995858e-02,8.00792139e-02,1.18446783e-01,8.70146217e-02,1.30395895e-01,9.15055237e-02,1.38046699e-01,9.42139455e-02,1.43612449e-01
5.28000000e+00,6.32605973e-02,9.22438676e-02,7.85045311e-02,1.16646898e-01,8.53053822e-02,1.28437354e-01,8.97092444e-02,1.35990090e-01,9.23652053e-02,1.41486512e-01
5.30000000e+00,6.20128713e-02,9.08118536e-02,7.69602171e-02,1.14875873e-01,8.36290513e-02,1.26509982e-01,8.79475143e-02,1.33966042e-01,9.05520026e-02,1.39394098e-01
5.32000000e+00,6.07893193e-02,8.94031361e-02,7.54456955e-02,1.13133216e-01,8.19850059e-02,1.24613250e-01,8.62196801e-02,1.31974003e-01,8.87736658e-02,1.37334639e-01
5.34000000e+00,5.95894790e-02,8.80173147e-02,7.39604004e-02,1.11418445e-01,8.03726341e-02,1.22746639e-01,8.45251006e-02,1.30013430e-01,8.70295357e-02,1.35307578e-01
5.36000000e+00,5.84128972e-02,8.66539966e-02,7.25037766e-02,1.09731084e-01,7.87913356e-02,1.20909636e-01,8.28631463e-02,1.28083793e-01,8.53189656e-02,1.33312369e-01
5.38000000e+00,5.72591288e-02,8.53127961e-02,7.10752791e-02,1.08070667e-01,7.72405214e-02,1.19101741e-01,8.12331995e-02,1.26184567e-01,8.36413205e-02,1.31348473e-01
5.40000000e+00,5.61277372e-02,8.39933344e-02,6.96743729e-02,1.06436739e-01,7.57196129e-02,1.17322461e-01,7.96346539e-02,1.24315240e-01,8.19959771e-02,1.29415365e-01
5.42000000e+00,5.50182942e-02,8.26952397e-02,6.83005334e-02,1.04828849e-01,7.42280428e-02,1.15571314e-01,7.80669143e-02,1.22475309e-01,8.03823238e-02,1.27512525e-01
5.44000000e+00,5.39303793e-02,8.14181471e-02,6.69532454e-02,1.03246557e-01,7.27652540e-02,1.13847825e-01,7.65293967e-02,1.20664278e-01,7.87997603e-02,1.25639447e-01
5.46000000e+00,5.28635802e-02,8.01616982e-02,6.56320033e-02,1.01689430e-01,7.13306999e-02,1.12151528e-01,7.50215280e-02,1.18881663e-01,7.72476974e-02,1.23795631e-01
5.48000000e+00,5.18174922e-02,7.89255411e-02,6.43363111e-02,1.00157043e-01,6.99238438e-02,1.10481965e-01,7.35427454e-02,1.17126987e-01,7.57255567e-02,1.21980587e-01
5.50000000e+00,5.07917181e-02,7.77093302e-02,6.30656820e-02,9.86489791e-02,6.85441594e-02,1.08838688e-01,7.20924969e-02,1.15399780e-01,7.42327707e-02,1.20193834e-01
5.52000000e+00,4.97858685e-02,7.65127264e-02,6.18196382e-02,9.71648282e-02,6.71911298e-02,1.07221255e-01,7.06702404e-02,1.13699585e-01,7.27687823e-02,1.18434900e-01
5.54000000e+00,4.87995611e-02,7.53353965e-02,6.05977109e-02,9.57041881e-02,6.58642479e-02,1.05629234e-01,6.92754443e-02,1.12025949e-01,7.13330449e-02,1.16703321e-01
