D,Num_z1.93,New_z1.93,Num_z3.87,New_z3.87,Num_z5.80,New_z5.80,Num_z7.74,New_z7.74,Num_z9.67,New_z9.67
1.34000000e+00,1.48400846e+00,1.45990178e+00,2.33033094e+00,2.33207104e+00,2.78580049e+00,2.79582640e+00,2.97423111e+00,2.95208445e+00,3.04300288e+00,2.99243116e+00
1.36000000e+00,1.47354012e+00,1.45003804e+00,2.31081690e+00,2.31276215e+00,2.76051214e+00,2.76880223e+00,2.94635880e+00,2.92118362e+00,3.01414623e+00,2.95993741e+00
1.38000000e+00,1.46309112e+00,1.44019611e+00,2.29148242e+00,2.29359147e+00,2.73554357e+00,2.74208878e+00,2.91887465e+00,2.89072019e+00,2.98570489e+00,2.92795043e+00
1.40000000e+00,1.45266334e+00,1.43037691e+00,2.27232522e+00,2.27455852e+00,2.71088719e+00,2.71568130e+00,2.89176828e+00,2.86068514e+00,2.95766736e+00,2.89645848e+00
1.42000000e+00,1.44225859e+00,1.42058131e+00,2.25334305e+00,2.25566277e+00,2.68653569e+00,2.68957513e+00,2.86502976e+00,2.83106976e+00,2.93002260e+00,2.86545019e+00
1.44000000e+00,1.43187856e+00,1.41081017e+00,2.23453366e+00,2.23690371e+00,2.66248201e+00,2.66376573e+00,2.83864952e+00,2.80186558e+00,2.90276006e+00,2.83491460e+00
1.46000000e+00,1.42152487e+00,1.40106430e+00,2.21589482e+00,2.21828079e+00,2.63871935e+00,2.63824867e+00,2.81261841e+00,2.77306438e+00,2.87586959e+00,2.80484109e+00
1.48000000e+00,1.41119906e+00,1.39134452e+00,2.19742435e+00,2.19979347e+00,2.61524114e+00,2.61301960e+00,2.78692761e+00,2.74465820e+00,2.84934148e+00,2.77521938e+00
1.50000000e+00,1.40090261e+00,1.38165160e+00,2.17912006e+00,2.18144117e+00,2.59204104e+00,2.58807427e+00,2.76156864e+00,2.71663929e+00,2.82316639e+00,2.74603954e+00
1.52000000e+00,1.39063690e+00,1.37198628e+00,2.16097980e+00,2.16322332e+00,2.56911292e+00,2.56340853e+00,2.73653336e+00,2.68900013e+00,2.79733534e+00,2.71729193e+00
1.54000000e+00,1.38040325e+00,1.36234930e+00,2.14300145e+00,2.14513934e+00,2.54645089e+00,2.53901831e+00,2.71181394e+00,2.66173341e+00,2.77183971e+00,2.68896722e+00
1.56000000e+00,1.37020291e+00,1.35274136e+00,2.12518292e+00,2.12718864e+00,2.52404921e+00,2.51489964e+00,2.68740281e+00,2.63483202e+00,2.74667122e+00,2.66105637e+00
1.58000000e+00,1.36003707e+00,1.34316313e+00,2.10752213e+00,2.10937060e+00,2.50190238e+00,2.49104860e+00,2.66329272e+00,2.60828906e+00,2.72182190e+00,2.63355062e+00
