D,NN_p1,NN_p5,NN_p20,NN_p100,NN_p500,NN_p3000,PBE_p1,PBE_p5,PBE_p20,PBE_p100,PBE_p500,PBE_p3000
2.38000000e+00,1.75684601e-01,1.19737589e+00,2.11079431e+00,2.49968243e+00,2.60459137e+00,2.67275548e+00,1.72419551e-01,1.22137575e+00,2.12297547e+00,2.48602567e+00,2.56675295e+00,2.58393224e+00
2.40000000e+00,1.71985611e-01,1.17389131e+00,2.07028341e+00,2.45219469e+00,2.55366731e+00,2.61799192e+00,1.68825103e-01,1.19787720e+00,2.08155947e+00,2.43694269e+00,2.51593109e+00,2.53273883e+00
2.42000000e+00,1.68368176e-01,1.15090334e+00,2.03066063e+00,2.40568590e+00,2.50375986e+00,2.56437135e+00,1.65309643e-01,1.17484497e+00,2.04100566e+00,2.38891092e+00,2.46620477e+00,2.48265049e+00
2.44000000e+00,1.64829284e-01,1.12840033e+00,1.99190068e+00,2.36013508e+00,2.45485568e+00,2.51188374e+00,1.61871258e-01,1.15226890e+00,2.00129328e+00,2.34190380e+00,2.41754600e+00,2.43363892e+00
2.46000000e+00,1.61367580e-01,1.10636890e+00,1.95397556e+00,2.31551147e+00,2.40691185e+00,2.46049643e+00,1.58508093e-01,1.13013907e+00,1.96240221e+00,2.29589559e+00,2.36992769e+00,2.38567675e+00
2.48000000e+00,1.57981634e-01,1.08479953e+00,1.91686738e+00,2.27179718e+00,2.35992432e+00,2.41018987e+00,1.55218344e-01,1.10844583e+00,1.92431292e+00,2.25086140e+00,2.32332361e+00,2.33873746e+00
2.50000000e+00,1.54669523e-01,1.06368244e+00,1.88055468e+00,2.22895789e+00,2.31386352e+00,2.36093712e+00,1.52000254e-01,1.08717980e+00,1.88700647e+00,2.20677708e+00,2.27770838e+00,2.29279539e+00
2.52000000e+00,1.51429608e-01,1.04300249e+00,1.84501040e+00,2.18699074e+00,2.26871729e+00,2.31271648e+00,1.48852119e-01,1.06633180e+00,1.85046443e+00,2.16361925e+00,2.23305740e+00,2.24782568e+00
2.54000000e+00,1.48260131e-01,1.02275431e+00,1.81021953e+00,2.14585519e+00,2.22445226e+00,2.26550484e+00,1.45772277e-01,1.04589292e+00,1.81466895e+00,2.12136523e+00,2.18934683e+00,2.20380424e+00
2.56000000e+00,1.45159379e-01,1.00292563e+00,1.77615798e+00,2.10553908e+00,2.18106413e+00,2.21927691e+00,1.42759115e-01,1.02585445e+00,1.77960268e+00,2.07999306e+00,2.14655358e+00,2.16070775e+00
2.58000000e+00,1.42126083e-01,9.83506739e-01,1.74280643e+00,2.06601954e+00,2.13851571e+00,2.17402053e+00,1.39811063e-01,1.00620792e+00,1.74524874e+00,2.03948143e+00,2.10465527e+00,2.11851357e+00
2.60000000e+00,1.39158472e-01,9.64488029e-01,1.71015108e+00,2.02727938e+00,2.09680820e+00,2.12970591e+00,1.36926591e-01,9.86945053e-01,1.71159077e+00,1.99980965e+00,2.06363018e+00,2.07719978e+00
2.62000000e+00,1.36255726e-01,9.45859969e-01,1.67817509e+00,1.98930037e+00,2.05591011e+00,2.08632731e+00,1.34104212e-01,9.68057791e-01,1.67861284e+00,1.96095767e+00,2.02345726e+00,2.03674511e+00
2.64000000e+00,1.33415267e-01,9.27612960e-01,1.64684951e+00,1.95205784e+00,2.01582170e+00,2.04384422e+00,1.31342480e-01,9.49538267e-01,1.64629948e+00,1.92290603e+00,1.98411610e+00,1.99712893e+00
2.66000000e+00,1.30636632e-01,9.09741342e-01,1.61616409e+00,1.91554117e+00,1.97650552e+00,2.00224900e+00,1.28639983e-01,9.31378808e-01,1.61463563e+00,1.88563585e+00,1.94558687e+00,1.95833123e+00
2.68000000e+00,1.27918139e-01,8.92231941e-01,1.58610237e+00,1.87973297e+00,1.93795788e+00,1.96152234e+00,1.25995351e-01,9.13571930e-01,1.58360667e+00,1.84912876e+00,1.90785035e+00,1.92033257e+00
2.70000000e+00,1.25258058e-01,8.75078917e-01,1.55665445e+00,1.84461367e+00,1.90016055e+00,1.92164779e+00,1.23407247e-01,8.96110327e-01,1.55319837e+00,1.81336698e+00,1.87088787e+00,1.88311412e+00
2.72000000e+00,1.22655600e-01,8.58274877e-01,1.52779460e+00,1.81016529e+00,1.86309779e+00,1.88259506e+00,1.20874370e-01,8.78986871e-01,1.52339688e+00,1.77833319e+00,1.83468129e+00,1.84665756e+00
2.74000000e+00,1.20109335e-01,8.41809034e-01,1.49951267e+00,1.77637529e+00,1.82674682e+00,1.84436440e+00,1.18395453e-01,8.62194603e-01,1.49418873e+00,1.74401058e+00,1.79921302e+00,1.81094511e+00
2.76000000e+00,1.17618144e-01,8.25674713e-01,1.47179639e+00,1.74323058e+00,1.79111183e+00,1.80693269e+00,1.15969261e-01,8.45726730e-01,1.46556081e+00,1.71038283e+00,1.76446595e+00,1.77595951e+00
2.78000000e+00,1.15180328e-01,8.09865057e-01,1.44462633e+00,1.71071553e+00,1.75616431e+00,1.77027178e+00,1.13594591e-01,8.29576618e-01,1.43750036e+00,1.67743407e+00,1.73042347e+00,1.74168399e+00
2.80000000e+00,1.12795189e-01,7.94373155e-01,1.41799355e+00,1.67881441e+00,1.72188890e+00,1.73437703e+00,1.11270272e-01,8.13737791e-01,1.40999494e+00,1.64514885e+00,1.69706943e+00,1.70810224e+00
2.82000000e+00,1.10461235e-01,7.79192984e-01,1.39188731e+00,1.64751804e+00,1.68828118e+00,1.69923246e+00,1.08995162e-01,7.98203921e-01,1.38303247e+00,1.61351217e+00,1.66438814e+00,1.67519842e+00
2.84000000e+00,1.08177662e-01,7.64313400e-01,1.36628759e+00,1.61680973e+00,1.65532458e+00,1.66481638e+00,1.06768147e-01,7.82968830e-01,1.35660116e+00,1.58250945e+00,1.63236434e+00,1.64295712e+00
2.86000000e+00,1.05943032e-01,7.49729991e-01,1.34118676e+00,1.58667338e+00,1.62300265e+00,1.63111377e+00,1.04588143e-01,7.68026481e-01,1.33068953e+00,1.55212650e+00,1.60098319e+00,1.61136338e+00
2.88000000e+00,1.03756383e-01,7.35434890e-01,1.31657255e+00,1.55710173e+00,1.59131002e+00,1.59811580e+00,1.02454092e-01,7.53370975e-01,1.30528640e+00,1.52234949e+00,1.57023027e+00,1.58040263e+00
2.90000000e+00,1.01616666e-01,7.21426189e-01,1.29243052e+00,1.52808452e+00,1.56023085e+00,1.56580365e+00,1.00364964e-01,7.38996548e-01,1.28038088e+00,1.49316499e+00,1.54009153e+00,1.55006070e+00
2.92000000e+00,9.95229483e-02,7.07692623e-01,1.26875567e+00,1.49960136e+00,1.52974701e+00,1.53415906e+00,9.83197520e-02,7.24897568e-01,1.25596234e+00,1.46455994e+00,1.51055331e+00,1.52032381e+00
2.94000000e+00,9.74740684e-02,6.94228292e-01,1.24553084e+00,1.47165024e+00,1.49986148e+00,1.50317550e+00,9.63174770e-02,7.11068528e-01,1.23202043e+00,1.43652158e+00,1.48160233e+00,1.49117854e+00
2.96000000e+00,9.54689234e-02,6.81029439e-01,1.22274745e+00,1.44421625e+00,1.47054195e+00,1.47283328e+00,9.43571826e-02,6.97504047e-01,1.20854506e+00,1.40903754e+00,1.45322565e+00,1.46261184e+00
2.98000000e+00,9.35068205e-02,6.68088675e-01,1.20039928e+00,1.41729259e+00,1.44179726e+00,1.44312263e+00,9.24379363e-02,6.84198863e-01,1.18552640e+00,1.38209574e+00,1.42541066e+00,1.43461100e+00
3.00000000e+00,9.15865377e-02,6.55402541e-01,1.17847133e+00,1.39086032e+00,1.41360641e+00,1.41402745e+00,9.05588285e-02,6.71147831e-01,1.16295484e+00,1.35568443e+00,1.39814512e+00,1.40716365e+00
3.02000000e+00,8.97073150e-02,6.42962873e-01,1.15695739e+00,1.36491466e+00,1.38596284e+00,1.38553822e+00,8.87189718e-02,6.58345920e-01,1.14082103e+00,1.32979215e+00,1.37141707e+00,1.38025775e+00
3.04000000e+00,8.78681093e-02,6.30766094e-01,1.13584578e+00,1.33945024e+00,1.35885000e+00,1.35763812e+00,8.69175006e-02,6.45788209e-01,1.11911583e+00,1.30440775e+00,1.34521489e+00,1.35388155e+00
3.06000000e+00,8.60683024e-02,6.18806243e-01,1.11512876e+00,1.31444919e+00,1.33226454e+00,1.33031893e+00,8.51535701e-02,6.33469887e-01,1.09783034e+00,1.27952035e+00,1.31952723e+00,1.32802363e+00
3.08000000e+00,8.43068361e-02,6.07078254e-01,1.09479606e+00,1.28990614e+00,1.30619395e+00,1.30356133e+00,8.34263560e-02,6.21386246e-01,1.07695587e+00,1.25511935e+00,1.29434307e+00,1.30267285e+00
3.10000000e+00,8.25829729e-02,5.95578194e-01,1.07484245e+00,1.26581645e+00,1.28062606e+00,1.27736509e+00,8.17350538e-02,6.09532680e-01,1.05648393e+00,1.23119444e+00,1.26965163e+00,1.27781835e+00
3.12000000e+00,8.08957443e-02,5.84299386e-01,1.05525601e+00,1.24216020e+00,1.25555348e+00,1.25170946e+00,8.00788783e-02,5.97904684e-01,1.03640625e+00,1.20773553e+00,1.24544243e+00,1.25344955e+00
3.14000000e+00,7.92444050e-02,5.73236704e-01,1.03603029e+00,1.21893883e+00,1.23096859e+00,1.22658527e+00,7.84570633e-02,5.86497849e-01,1.01671473e+00,1.18473281e+00,1.22170525e+00,1.22955615e+00
3.16000000e+00,7.76282921e-02,5.62389672e-01,1.01715863e+00,1.19614208e+00,1.20685887e+00,1.20198488e+00,7.68688605e-02,5.75307861e-01,9.97401493e-01,1.16217670e+00,1.19843011e+00,1.20612809e+00
3.18000000e+00,7.60463551e-02,5.51747680e-01,9.98632371e-01,1.17375553e+00,1.18321502e+00,1.17789054e+00,7.53135395e-02,5.64330496e-01,9.78458824e-01,1.14005786e+00,1.17560730e+00,1.18315557e+00
3.20000000e+00,7.44981766e-02,5.41312456e-01,9.80444193e-01,1.15177858e+00,1.16003025e+00,1.15429449e+00,7.37903873e-02,5.53561623e-01,9.59879200e-01,1.11836717e+00,1.15322733e+00,1.16062902e+00
3.22000000e+00,7.29826093e-02,5.31076431e-01,9.62589979e-01,1.13020420e+00,1.13729787e+00,1.13118744e+00,7.22987076e-02,5.42997195e-01,9.41655269e-01,1.09709575e+00,1.13128095e+00,1.13853913e+00
3.24000000e+00,7.14993253e-02,5.21034658e-01,9.45055068e-01,1.10901845e+00,1.11500454e+00,1.10856378e+00,7.08378204e-02,5.32633253e-01,9.23779851e-01,1.07623492e+00,1.10975914e+00,1.11687679e+00
3.26000000e+00,7.00474977e-02,5.11185527e-01,9.27839398e-01,1.08822095e+00,1.09314680e+00,1.08640361e+00,6.94070618e-02,5.22465920e-01,9.06245929e-01,1.05577621e+00,1.08865310e+00,1.09563312e+00
3.28000000e+00,6.86263219e-02,5.01523912e-01,9.10936534e-01,1.06779504e+00,1.07171154e+00,1.06470430e+00,6.80057832e-02,5.12491398e-01,8.89046649e-01,1.03571136e+00,1.06795423e+00,1.07479947e+00
3.30000000e+00,6.72352090e-02,4.92044717e-01,8.94335687e-01,1.04774296e+00,1.05069602e+00,1.04345059e+00,6.66333512e-02,5.02705972e-01,8.72175310e-01,1.01603229e+00,1.04765415e+00,1.05436738e+00
3.32000000e+00,6.58734962e-02,4.82747048e-01,8.78037155e-01,1.02805841e+00,1.03008604e+00,1.02263820e+00,6.52891470e-02,4.93106000e-01,8.55625367e-01,9.96731129e-01,1.02774467e+00,1.03432860e+00
3.34000000e+00,6.45403787e-02,4.73626196e-01,8.62025678e-01,1.00872433e+00,1.00987923e+00,1.00225484e+00,6.39725664e-02,4.83687918e-01,8.39390419e-01,9.77800183e-01,1.00821779e+00,1.01467507e+00
3.36000000e+00,6.32355064e-02,4.64675814e-01,8.46304834e-01,9.89743769e-01,9.90065634e-01,9.82294559e-01,6.26830187e-02,4.74448235e-01,8.23464209e-01,9.59231937e-01,9.89065729e-01,9.95398924e-01
3.38000000e+00,6.19581901e-02,4.55896229e-01,8.30863237e-01,9.71107244e-01,9.70639229e-01,9.62746620e-01,6.14199272e-02,4.65383529e-01,8.07840623e-01,9.41019053e-01,9.70280849e-01,9.76492485e-01
3.40000000e+00,6.07077256e-02,4.47280705e-01,8.15696895e-01,9.52808619e-01,9.51590836e-01,9.43600357e-01,6.01827280e-02,4.56490451e-01,7.92513677e-01,9.23154360e-01,9.51855709e-01,9.57948248e-01
3.42000000e+00,5.94835430e-02,4.38829094e-01,8.00803602e-01,9.34841752e-01,9.32913125e-01,9.24851298e-01,5.89708704e-02,4.47765720e-01,7.77477526e-01,9.05630854e-01,9.33783040e-01,9.39758887e-01
3.44000000e+00,5.82850389e-02,4.30536836e-01,7.86171257e-01,9.17199731e-01,9.14602399e-01,9.06485021e-01,5.77838162e-02,4.39206119e-01,7.62726447e-01,8.88441690e-01,9.16055739e-01,9.21917243e-01
3.46000000e+00,5.71118630e-02,4.22400922e-01,7.71799922e-01,8.99879217e-01,8.96648765e-01,8.88501763e-01,5.66210393e-02,4.30808498e-01,7.48254847e-01,8.71580179e-01,8.98666865e-01,9.04416322e-01
3.48000000e+00,5.59631065e-02,4.14416492e-01,7.57682502e-01,8.82871866e-01,8.79047394e-01,8.70886445e-01,5.54820256e-02,4.22569771e-01,7.34057252e-01,8.55039783e-01,8.81609637e-01,8.87249290e-01
3.50000000e+00,5.48384748e-02,4.06584084e-01,7.43815064e-01,8.66173267e-01,8.61788332e-01,8.53635490e-01,5.43662727e-02,4.14486913e-01,7.20128309e-01,8.38814113e-01,8.64877426e-01,8.70409468e-01
3.52000000e+00,5.37375771e-02,3.98896992e-01,7.30194509e-01,8.49777639e-01,8.44867468e-01,8.36739302e-01,5.32732894e-02,4.06556959e-01,7.06462779e-01,8.22896920e-01,8.48463755e-01,8.53890328e-01
3.54000000e+00,5.26595823e-02,3.91354859e-01,7.16811419e-01,8.33681047e-01,8.28277767e-01,8.20193052e-01,5.22025957e-02,3.98777004e-01,6.93055537e-01,8.07282098e-01,8.32362292e-01,8.37685491e-01
3.56000000e+00,5.16040586e-02,3.83954138e-01,7.03666210e-01,8.17875147e-01,8.12014818e-01,8.03983271e-01,5.11537220e-02,3.91144203e-01,6.79901566e-01,7.91963673e-01,8.16566844e-01,8.21788718e-01
3.58000000e+00,5.05707487e-02,3.76691431e-01,6.90750599e-01,8.02359045e-01,7.96071112e-01,7.88107812e-01,5.01262098e-02,3.83655763e-01,6.66995957e-01,7.76935805e-01,8.01071360e-01,8.06193911e-01
3.60000000e+00,4.95589487e-02,3.69564712e-01,6.78066075e-01,7.87122965e-01,7.80439258e-01,7.72559762e-01,4.91196103e-02,3.76308950e-01,6.54333904e-01,7.62192782e-01,7.85869919e-01,7.90895105e-01
3.62000000e+00,4.85681184e-02,3.62571746e-01,6.65600359e-01,7.72166908e-01,7.65114665e-01,7.57330656e-01,4.81334849e-02,3.69101082e-01,6.41910705e-01,7.47729016e-01,7.70956733e-01,7.75886470e-01
3.64000000e+00,4.75979261e-02,3.55708390e-01,6.53355658e-01,7.57481277e-01,7.50090122e-01,7.42413104e-01,4.71674047e-02,3.62029531e-01,6.29721755e-01,7.33539041e-01,7.56326140e-01,7.61162302e-01
3.66000000e+00,4.66480106e-02,3.48974258e-01,6.41326249e-01,7.43065715e-01,7.35363781e-01,7.27803767e-01,4.62209505e-02,3.55091720e-01,6.17762545e-01,7.19617512e-01,7.41972602e-01,7.46717021e-01
3.68000000e+00,4.57178764e-02,3.42365474e-01,6.29505754e-01,7.28911161e-01,7.20925808e-01,7.13490248e-01,4.52937121e-02,3.48285123e-01,6.06028662e-01,7.05959195e-01,7.27890702e-01,7.32545170e-01
3.70000000e+00,4.48069498e-02,3.35879564e-01,6.17895603e-01,7.15017498e-01,7.06771374e-01,6.99473798e-01,4.43852884e-02,3.41607263e-01,5.94515784e-01,6.92558971e-01,7.14075138e-01,7.18641409e-01
3.72000000e+00,4.39149626e-02,3.29514652e-01,6.06486380e-01,7.01375425e-01,6.92896485e-01,6.85741723e-01,4.34952873e-02,3.35055711e-01,5.83219678e-01,6.79411830e-01,7.00520723e-01,7.05000514e-01
3.74000000e+00,4.30414416e-02,3.23269278e-01,5.95279276e-01,6.87982917e-01,6.79294765e-01,6.72290862e-01,4.26233251e-02,3.28628086e-01,5.72136199e-01,6.66512869e-01,6.87222384e-01,6.91617374e-01
3.76000000e+00,4.21860218e-02,3.17139685e-01,5.84268570e-01,6.74837649e-01,6.65960491e-01,6.59116626e-01,4.17690267e-02,3.22322053e-01,5.61261287e-01,6.53857288e-01,6.74175151e-01,6.78486985e-01
3.78000000e+00,4.13482897e-02,3.11124295e-01,5.73450267e-01,6.61932051e-01,6.52889907e-01,6.46211565e-01,4.09320250e-02,3.16135322e-01,5.50590965e-01,6.41440389e-01,6.61374166e-01,6.65604451e-01
3.80000000e+00,4.05278951e-02,3.05220038e-01,5.62821329e-01,6.49263620e-01,6.40076756e-01,6.33567631e-01,4.01119610e-02,3.10065647e-01,5.40121337e-01,6.29257574e-01,6.48814667e-01,6.52964980e-01
3.82000000e+00,3.97244543e-02,2.99427241e-01,5.52378297e-01,6.36828542e-01,6.27516687e-01,6.21182144e-01,3.93084836e-02,3.04110827e-01,5.29848587e-01,6.17304338e-01,6.36491998e-01,6.40563880e-01
3.84000000e+00,3.89374495e-02,2.93741137e-01,5.42118430e-01,6.24622226e-01,6.15206420e-01,6.09051645e-01,3.85212493e-02,2.98268700e-01,5.19768975e-01,6.05576274e-01,6.24401599e-01,6.28396559e-01
3.86000000e+00,3.81666869e-02,2.88161337e-01,5.32039523e-01,6.12641037e-01,6.03139043e-01,5.97164869e-01,3.77499220e-02,2.92537150e-01,5.09878839e-01,5.94069063e-01,6.12539003e-01,6.16458519e-01
3.88000000e+00,3.74118052e-02,2.82685727e-01,5.22135854e-01,6.00880086e-01,5.91308296e-01,5.85523486e-01,3.69941728e-02,2.86914097e-01,5.00174589e-01,5.82778478e-01,6.00899839e-01,6.04745358e-01
3.90000000e+00,3.66724804e-02,2.77311116e-01,5.12406588e-01,5.89336693e-01,5.79713285e-01,5.74114978e-01,3.62536801e-02,2.81397505e-01,4.90652706e-01,5.71700377e-01,5.89479826e-01,5.93252766e-01
3.92000000e+00,3.59482542e-02,2.72037089e-01,5.02848983e-01,5.78006685e-01,5.68347812e-01,5.62941313e-01,3.55281291e-02,2.75985373e-01,4.81309744e-01,5.60830705e-01,5.78274771e-01,5.81976519e-01
3.94000000e+00,3.52388844e-02,2.66861081e-01,4.93456930e-01,5.66885591e-01,5.57206094e-01,5.51993906e-01,3.48172118e-02,2.70675742e-01,4.72142323e-01,5.50165490e-01,5.67280567e-01,5.70912482e-01
3.96000000e+00,3.45439911e-02,2.61781633e-01,4.84231800e-01,5.55971861e-01,5.46286643e-01,5.41268229e-01,3.41206270e-02,2.65466688e-01,4.63147133e-01,5.39700839e-01,5.56493191e-01,5.60056606e-01
3.98000000e+00,3.38634402e-02,2.56796509e-01,4.75168943e-01,5.45259774e-01,5.35581768e-01,5.30759275e-01,3.34380796e-02,2.60356324e-01,4.54320928e-01,5.29432940e-01,5.45908705e-01,5.49404923e-01
4.00000000e+00,3.31966951e-02,2.51904279e-01,4.66264755e-01,5.34746051e-01,5.25090218e-01,5.20464838e-01,3.27692812e-02,2.55342798e-01,4.45660525e-01,5.19358058e-01,5.35523248e-01,5.38953547e-01
4.02000000e+00,3.25435959e-02,2.47103274e-01,4.57518190e-01,5.24428725e-01,5.14806747e-01,5.10376513e-01,3.21139493e-02,2.50424294e-01,4.37162807e-01,5.09472532e-01,5.25333038e-01,5.28698670e-01
4.04000000e+00,3.19038294e-02,2.42391378e-01,4.48925287e-01,5.14303327e-01,5.04727304e-01,5.00493407e-01,3.14718075e-02,2.45599032e-01,4.28824714e-01,4.99772776e-01,5.15334370e-01,5.18636563e-01
4.06000000e+00,3.12770791e-02,2.37767249e-01,4.40483630e-01,5.04367650e-01,4.94848162e-01,4.90810007e-01,3.08425854e-02,2.40865263e-01,4.20643251e-01,4.90255276e-01,5.05523616e-01,5.08763570e-01
4.08000000e+00,3.06629576e-02,2.33229354e-01,4.32191551e-01,4.94615912e-01,4.85162765e-01,4.81322497e-01,3.02260182e-02,2.36221272e-01,4.12615477e-01,4.80916588e-01,4.95897216e-01,4.99076109e-01
4.10000000e+00,3.00614536e-02,2.28775889e-01,4.24045891e-01,4.85047549e-01,4.75672454e-01,4.72024739e-01,2.96218469e-02,2.31665376e-01,4.04738512e-01,4.71753335e-01,4.86451685e-01,4.89570672e-01
4.12000000e+00,2.94721182e-02,2.24405587e-01,4.16044176e-01,4.75657374e-01,4.66367602e-01,4.62915838e-01,2.90298178e-02,2.27195925e-01,3.97009528e-01,4.62762211e-01,4.77183606e-01,4.80243818e-01
4.14000000e+00,2.88947653e-02,2.20116273e-01,4.08184648e-01,4.66443032e-01,4.57249314e-01,4.53988701e-01,2.84496828e-02,2.22811299e-01,3.89425755e-01,4.53939971e-01,4.68089631e-01,4.71092177e-01
4.16000000e+00,2.83290744e-02,2.15907976e-01,4.00463223e-01,4.57402676e-01,4.48312372e-01,4.45242107e-01,2.78811988e-02,2.18509908e-01,3.81984477e-01,4.45283438e-01,4.59166479e-01,4.62112444e-01
4.18000000e+00,2.77747959e-02,2.11777240e-01,3.92880380e-01,4.48531419e-01,4.39552546e-01,4.36670482e-01,2.73241281e-02,2.14290193e-01,3.74683027e-01,4.36789494e-01,4.50410931e-01,4.53301382e-01
4.20000000e+00,2.72317901e-02,2.07723260e-01,3.85431379e-01,4.39827412e-01,4.30966407e-01,4.28270847e-01,2.67782377e-02,2.10150624e-01,3.67518793e-01,4.28455085e-01,4.41819835e-01,4.44655816e-01
4.22000000e+00,2.66997050e-02,2.03746065e-01,3.78115356e-01,4.31287378e-01,4.22550410e-01,4.20039773e-01,2.62432998e-02,2.06089698e-01,3.60489211e-01,4.20277216e-01,4.33390098e-01,4.36172632e-01
4.24000000e+00,2.61783209e-02,1.99842691e-01,3.70930344e-01,4.22907919e-01,4.14302498e-01,4.11973625e-01,2.57190912e-02,2.02105943e-01,3.53591768e-01,4.12252950e-01,4.25118691e-01,4.27848782e-01
4.26000000e+00,2.56674830e-02,1.96012169e-01,3.63872558e-01,4.14686710e-01,4.06218141e-01,4.04068172e-01,2.52053935e-02,1.98197912e-01,3.46823997e-01,4.04379407e-01,4.17002640e-01,4.19681273e-01
4.28000000e+00,2.51668505e-02,1.92252889e-01,3.56940627e-01,4.06621039e-01,3.98294210e-01,3.96320730e-01,2.47019930e-02,1.94364187e-01,3.40183479e-01,3.96653765e-01,4.09039034e-01,4.11667172e-01
4.30000000e+00,2.46763229e-02,1.88564360e-01,3.50134164e-01,3.98708194e-01,3.90527755e-01,3.88727427e-01,2.42086801e-02,1.90603374e-01,3.33667841e-01,3.89073254e-01,4.01225015e-01,4.03803605e-01
4.32000000e+00,2.41955686e-02,1.84944764e-01,3.43449414e-01,3.90944809e-01,3.82915109e-01,3.81286412e-01,2.37252499e-02,1.86914108e-01,3.27274757e-01,3.81635160e-01,3.93557781e-01,3.96087750e-01
4.34000000e+00,2.37245411e-02,1.81392550e-01,3.36883694e-01,3.83328646e-01,3.75454456e-01,3.73993069e-01,2.32515017e-02,1.83295048e-01,3.21001942e-01,3.74336820e-01,3.86034586e-01,3.88516844e-01
4.36000000e+00,2.32628714e-02,1.77907422e-01,3.30437005e-01,3.75858158e-01,3.68141770e-01,3.66845012e-01,2.27872390e-02,1.79744876e-01,3.14847157e-01,3.67175621e-01,3.78652735e-01,3.81088175e-01
4.38000000e+00,2.28104685e-02,1.74487099e-01,3.24105740e-01,3.68529767e-01,3.60973895e-01,3.59837741e-01,2.23322695e-02,1.76262303e-01,3.08808203e-01,3.60149004e-01,3.71409586e-01,3.73799083e-01
4.40000000e+00,2.23670769e-02,1.71131477e-01,3.17888558e-01,3.61339748e-01,3.53948891e-01,3.52971315e-01,2.18864046e-02,1.72846060e-01,3.02882925e-01,3.53254455e-01,3.64302549e-01,3.66646960e-01
4.42000000e+00,2.19325554e-02,1.67838231e-01,3.11784863e-01,3.54287386e-01,3.47063154e-01,3.46238732e-01,2.14494599e-02,1.69494904e-01,2.97069207e-01,3.46489511e-01,3.57329081e-01,3.59629249e-01
4.44000000e+00,2.15067212e-02,1.64606616e-01,3.05789798e-01,3.47369909e-01,3.40313435e-01,3.39640051e-01,2.10212547e-02,1.66207614e-01,2.91364973e-01,3.39851754e-01,3.50486690e-01,3.52743440e-01
4.46000000e+00,2.10892800e-02,1.61435813e-01,2.99904197e-01,3.40585172e-01,3.33699197e-01,3.33172768e-01,2.06016123e-02,1.62982991e-01,2.85768187e-01,3.33338814e-01,3.43772931e-01,3.45987073e-01
4.48000000e+00,2.06802376e-02,1.58324867e-01,2.94125348e-01,3.33929449e-01,3.27215761e-01,3.26832950e-01,2.01903593e-02,1.59819860e-01,2.80276849e-01,3.26948364e-01,3.37185405e-01,3.39357733e-01
4.50000000e+00,2.02792492e-02,1.55272126e-01,2.88451999e-01,3.27400863e-01,3.20860207e-01,3.20617616e-01,1.97873261e-02,1.56717067e-01,2.74889000e-01,3.20678123e-01,3.30721759e-01,3.32853052e-01
4.52000000e+00,1.98862255e-02,1.52277350e-01,2.82882005e-01,3.20998371e-01,3.14631522e-01,3.14525217e-01,1.93923465e-02,1.53673479e-01,2.69602714e-01,3.14525852e-01,3.24379685e-01,3.26470708e-01
4.54000000e+00,1.95009876e-02,1.49338320e-01,2.77412415e-01,3.14718366e-01,3.08525503e-01,3.08552295e-01,1.90052580e-02,1.50687985e-01,2.64416104e-01,3.08489355e-01,3.18156919e-01,3.20208422e-01
4.56000000e+00,1.91233661e-02,1.46454781e-01,2.72043705e-01,3.08558404e-01,3.02541167e-01,3.02696526e-01,1.86259011e-02,1.47759493e-01,2.59327316e-01,3.02566478e-01,3.12051239e-01,3.14063957e-01
4.58000000e+00,1.87532734e-02,1.43625557e-01,2.66773373e-01,3.02518040e-01,2.96675473e-01,2.96956062e-01,1.82541198e-02,1.44886934e-01,2.54334532e-01,2.96755105e-01,3.06060466e-01,3.08035122e-01
4.60000000e+00,1.83904544e-02,1.40849620e-01,2.61599898e-01,2.96593308e-01,2.90926099e-01,2.91327685e-01,1.78897614e-02,1.42069255e-01,2.49435968e-01,2.91053164e-01,3.00182461e-01,3.02119763e-01
4.62000000e+00,1.80347674e-02,1.38126031e-01,2.56520987e-01,2.90782869e-01,2.85289764e-01,2.85810024e-01,1.75326761e-02,1.39305426e-01,2.44629872e-01,2.85458618e-01,2.94415126e-01,2.96315769e-01
4.64000000e+00,1.76860634e-02,1.35453761e-01,2.51535743e-01,2.85084456e-01,2.79765636e-01,2.80400276e-01,1.71827173e-02,1.36594434e-01,2.39914525e-01,2.79969470e-01,2.88756403e-01,2.90621068e-01
4.66000000e+00,1.73442140e-02,1.32832408e-01,2.46642321e-01,2.79496014e-01,2.74350196e-01,2.75095582e-01,1.68397414e-02,1.33935286e-01,2.35288240e-01,2.74583761e-01,2.83204272e-01,2.85033628e-01
4.68000000e+00,1.70091204e-02,1.30260125e-01,2.41839871e-01,2.74015486e-01,2.69043058e-01,2.69894332e-01,1.65036079e-02,1.31327007e-01,2.30749362e-01,2.69299567e-01,2.77756750e-01,2.79551455e-01
4.70000000e+00,1.66806448e-02,1.27736643e-01,2.37124920e-01,2.68641531e-01,2.63840288e-01,2.64794171e-01,1.61741790e-02,1.28768639e-01,2.26296265e-01,2.64115002e-01,2.72411893e-01,2.74172590e-01
4.72000000e+00,1.63585655e-02,1.25260666e-01,2.32498467e-01,2.63371259e-01,2.58739918e-01,2.59793699e-01,1.58513198e-02,1.26259243e-01,2.21927356e-01,2.59028214e-01,2.67167792e-01,2.68895114e-01
