D,NN_p1,NN_p5,NN_p20,NN_p100,NN_p500,NN_p3000,PBE_p1,PBE_p5,PBE_p20,PBE_p100,PBE_p500,PBE_p3000
7.10000000e+00,1.47894246e-03,1.13124372e-02,2.03561410e-02,2.39599310e-02,2.48269122e-02,2.56751049e-02,1.39046255e-03,1.13808966e-02,2.02693601e-02,2.37515068e-02,2.45178021e-02,2.46805273e-02
7.12000000e+00,1.44639227e-03,1.10727856e-02,1.99240595e-02,2.34566983e-02,2.43092589e-02,2.51408648e-02,1.36132440e-03,1.11432698e-02,1.98470926e-02,2.32570723e-02,2.40074983e-02,2.41668541e-02
7.14000000e+00,1.41447061e-03,1.08377831e-02,1.95005499e-02,2.29631104e-02,2.38012187e-02,2.46166158e-02,1.33276336e-03,1.09103163e-02,1.94330949e-02,2.27723077e-02,2.35071718e-02,2.36632235e-02
7.16000000e+00,1.38317188e-03,1.06073432e-02,1.90854073e-02,2.24789903e-02,2.33026631e-02,2.41022334e-02,1.30476798e-03,1.06819445e-02,1.90272066e-02,2.22970256e-02,2.30166293e-02,2.31694410e-02
7.18000000e+00,1.35248573e-03,1.03813708e-02,1.86784863e-02,2.20042057e-02,2.28134692e-02,2.35975012e-02,1.27732706e-03,1.04580649e-02,1.86292699e-02,2.18310420e-02,2.25356812e-02,2.26853156e-02
7.20000000e+00,1.32239948e-03,1.01598063e-02,1.82795785e-02,2.15385370e-02,2.23334711e-02,2.31021959e-02,1.25042962e-03,1.02385896e-02,1.82391304e-02,2.13741768e-02,2.20641417e-02,2.22106603e-02
7.22000000e+00,1.29290507e-03,9.94254928e-03,1.78885926e-02,2.10818406e-02,2.18625180e-02,2.26163305e-02,1.22406488e-03,1.00234322e-02,1.78566365e-02,2.09262530e-02,2.16018281e-02,2.17452915e-02
7.24000000e+00,1.26398623e-03,9.72953718e-03,1.75053533e-02,2.06339527e-02,2.14003213e-02,2.21396144e-02,1.19822229e-03,9.81250840e-03,1.74816395e-02,2.04870972e-02,2.11485617e-02,2.12890291e-02
7.26000000e+00,1.23564026e-03,9.52067785e-03,1.71297193e-02,2.01946422e-02,2.09469907e-02,2.16719192e-02,1.17289152e-03,9.60573516e-03,1.71139936e-02,2.00565391e-02,2.07041669e-02,2.08416964e-02
7.28000000e+00,1.20785262e-03,9.31590050e-03,1.67615153e-02,1.97639484e-02,2.05021240e-02,2.12130677e-02,1.14806241e-03,9.40303125e-03,1.67535557e-02,1.96344119e-02,2.02684716e-02,2.04031202e-02
7.30000000e+00,1.18061679e-03,9.11510736e-03,1.64006166e-02,1.93414800e-02,2.00656895e-02,2.07630061e-02,1.12372503e-03,9.20431695e-03,1.64001856e-02,1.92205518e-02,1.98413069e-02,1.99731305e-02
7.32000000e+00,1.15392020e-03,8.91825464e-03,1.60468817e-02,1.89272594e-02,1.96375418e-02,2.03214735e-02,1.09986964e-03,9.00951411e-03,1.60537458e-02,1.88147983e-02,1.94225071e-02,1.95515606e-02
7.34000000e+00,1.12775958e-03,8.72527435e-03,1.57001931e-02,1.85210332e-02,1.92174856e-02,1.98883880e-02,1.07648669e-03,8.81854609e-03,1.57141013e-02,1.84169937e-02,1.90119098e-02,1.91382470e-02
7.36000000e+00,1.10211421e-03,8.53605475e-03,1.53604075e-02,1.81227159e-02,1.88054591e-02,1.94635894e-02,1.05356682e-03,8.63133775e-03,1.53811197e-02,1.80269838e-02,1.86093557e-02,1.87330293e-02
7.38000000e+00,1.07698934e-03,8.35058000e-03,1.50274038e-02,1.77321862e-02,1.84012707e-02,1.90469231e-02,1.03110086e-03,8.44781540e-03,1.50546713e-02,1.76446168e-02,1.82146884e-02,1.83357503e-02
7.40000000e+00,1.05236715e-03,8.16874672e-03,1.47010311e-02,1.73492189e-02,1.80047881e-02,1.86382886e-02,1.00907981e-03,8.26790678e-03,1.47346287e-02,1.72697442e-02,1.78277547e-02,1.79462556e-02
7.42000000e+00,1.02823996e-03,7.99049810e-03,1.43811833e-02,1.69737563e-02,1.76159162e-02,1.82374846e-02,9.87494865e-04,8.09154105e-03,1.44208672e-02,1.69022203e-02,1.74484042e-02,1.75643939e-02
7.44000000e+00,1.00460195e-03,7.81575311e-03,1.40677243e-02,1.66056324e-02,1.72344763e-02,1.78444292e-02,9.66337384e-04,7.91864874e-03,1.41132643e-02,1.65419020e-02,1.70764894e-02,1.71900167e-02
7.46000000e+00,9.81442630e-04,7.64448615e-03,1.37605462e-02,1.62447095e-02,1.68604013e-02,1.74589641e-02,9.45598899e-04,7.74916173e-03,1.38116999e-02,1.61886492e-02,1.67118657e-02,1.68229786e-02
7.48000000e+00,9.58754157e-04,7.47659709e-03,1.34595186e-02,1.58908907e-02,1.64935272e-02,1.70809515e-02,9.25271110e-04,7.58301323e-03,1.35160563e-02,1.58423242e-02,1.63543912e-02,1.64631366e-02
7.50000000e+00,9.36527678e-04,7.31204031e-03,1.31645547e-02,1.55440290e-02,1.61337182e-02,1.67103373e-02,9.05345883e-04,7.42013774e-03,1.32262179e-02,1.55027923e-02,1.60039268e-02,1.61103508e-02
7.52000000e+00,9.14758013e-04,7.15076132e-03,1.28755243e-02,1.52039910e-02,1.57808866e-02,1.63468979e-02,8.85815243e-04,7.26047106e-03,1.29420715e-02,1.51699211e-02,1.56603360e-02,1.57644839e-02
7.54000000e+00,8.93433928e-04,6.99269166e-03,1.25923092e-02,1.48706697e-02,1.54348509e-02,1.59905478e-02,8.66671374e-04,7.10395021e-03,1.26635060e-02,1.48435809e-02,1.53234850e-02,1.54254010e-02
7.56000000e+00,8.72549368e-04,6.83777127e-03,1.23148281e-02,1.45439198e-02,1.50956037e-02,1.56411678e-02,8.47906616e-04,6.95051346e-03,1.23904125e-02,1.45236444e-02,1.49932425e-02,1.50929701e-02
7.58000000e+00,8.52096302e-04,6.68595824e-03,1.20429220e-02,1.42236715e-02,1.47629408e-02,1.52986264e-02,8.29513458e-04,6.80010028e-03,1.21226842e-02,1.42099868e-02,1.46694797e-02,1.47670616e-02
7.60000000e+00,8.32070247e-04,6.53718505e-03,1.17765544e-02,1.39098251e-02,1.44367944e-02,1.49628231e-02,8.11484542e-04,6.65265132e-03,1.18602163e-02,1.39024858e-02,1.43520705e-02,1.44475484e-02
7.62000000e+00,8.12457409e-04,6.39140513e-03,1.15156053e-02,1.36021832e-02,1.41170062e-02,1.46336434e-02,7.93812652e-04,6.50810836e-03,1.16029060e-02,1.36010213e-02,1.40408909e-02,1.41343059e-02
7.64000000e+00,7.93253945e-04,6.24855421e-03,1.12599330e-02,1.33006740e-02,1.38035072e-02,1.43109215e-02,7.76490718e-04,6.36641436e-03,1.13506526e-02,1.33054755e-02,1.37358196e-02,1.38272118e-02
7.66000000e+00,7.74454908e-04,6.10858761e-03,1.10094976e-02,1.30052334e-02,1.34961633e-02,1.39945690e-02,7.59511806e-04,6.22751337e-03,1.11033573e-02,1.30157331e-02,1.34367374e-02,1.35261463e-02
7.68000000e+00,7.56051682e-04,5.97145734e-03,1.07641546e-02,1.27156833e-02,1.31949149e-02,1.36845000e-02,7.42869124e-04,6.09135052e-03,1.08609232e-02,1.27316808e-02,1.31435275e-02,1.32309918e-02
7.70000000e+00,7.38035014e-04,5.83709357e-03,1.05238268e-02,1.24319680e-02,1.28995953e-02,1.33806085e-02,7.26556012e-04,5.95787204e-03,1.06232552e-02,1.24532075e-02,1.28560753e-02,1.29416330e-02
7.72000000e+00,7.20403041e-04,5.70547581e-03,1.02884481e-02,1.21539747e-02,1.26101431e-02,1.30827380e-02,7.10565943e-04,5.82702519e-03,1.03902602e-02,1.21802044e-02,1.25742686e-02,1.26579568e-02
7.74000000e+00,7.03145401e-04,5.57653792e-03,1.00579122e-02,1.18816085e-02,1.23264436e-02,1.27908159e-02,6.94892518e-04,5.69875825e-03,1.01618469e-02,1.19125647e-02,1.22979970e-02,1.23798523e-02
7.76000000e+00,6.86254061e-04,5.45021612e-03,9.83209070e-03,1.16147259e-02,1.20483954e-02,1.25047145e-02,6.79529466e-04,5.57302054e-03,9.93792551e-03,1.16501836e-02,1.20271527e-02,1.21072108e-02
7.78000000e+00,6.69725647e-04,5.32651646e-03,9.61097330e-03,1.13532795e-02,1.17758904e-02,1.22243250e-02,6.64470640e-04,5.44976235e-03,9.71840828e-03,1.13929584e-02,1.17616296e-02,1.18399256e-02
7.80000000e+00,6.53553579e-04,5.20533603e-03,9.39442124e-03,1.10971527e-02,1.15088532e-02,1.19495858e-02,6.49710015e-04,5.32893493e-03,9.50320901e-03,1.11407884e-02,1.15013238e-02,1.15778921e-02
7.82000000e+00,6.37730642e-04,5.08666085e-03,9.18236747e-03,1.08462712e-02,1.12471832e-02,1.16803627e-02,6.35241685e-04,5.21049052e-03,9.29224321e-03,1.08935749e-02,1.12461333e-02,1.13210078e-02
7.84000000e+00,6.22251129e-04,4.97043272e-03,8.97470303e-03,1.06004914e-02,1.09907612e-02,1.14165414e-02,6.21059860e-04,5.09438226e-03,9.08542802e-03,1.06512209e-02,1.09959584e-02,1.10691720e-02
7.86000000e+00,6.07108464e-04,4.85661486e-03,8.77138972e-03,1.03597762e-02,1.07395556e-02,1.11580612e-02,6.07158867e-04,4.98056422e-03,8.88268218e-03,1.04136316e-02,1.07507008e-02,1.08222861e-02
7.88000000e+00,5.92295313e-04,4.74517047e-03,8.57233722e-03,1.01239951e-02,1.04934061e-02,1.09047834e-02,5.93533144e-04,4.86899137e-03,8.68392603e-03,1.01807136e-02,1.05102646e-02,1.05802533e-02
7.90000000e+00,5.77807252e-04,4.63604229e-03,8.37744493e-03,9.89308674e-03,1.02522271e-02,1.06566548e-02,5.80177239e-04,4.75961954e-03,8.48908143e-03,9.95237577e-03,1.02745555e-02,1.03429789e-02
7.92000000e+00,5.63639740e-04,4.52919956e-03,8.18666816e-03,9.66695044e-03,1.00159571e-02,1.04135135e-02,5.67085809e-04,4.65240545e-03,8.29807177e-03,9.72852842e-03,1.00434811e-02,1.01103697e-02
7.94000000e+00,5.49784920e-04,4.42459900e-03,7.99989235e-03,9.44547914e-03,9.78449825e-03,1.01753408e-02,5.54253616e-04,4.54730666e-03,8.11082194e-03,9.50908374e-03,9.81695071e-03,9.88233461e-03
7.96000000e+00,5.36237552e-04,4.32220194e-03,7.81707931e-03,9.22864582e-03,9.55777708e-03,9.94199421e-03,5.41675526e-04,4.44428155e-03,7.92725826e-03,9.29395558e-03,9.59487546e-03,9.65878409e-03
7.98000000e+00,5.22991002e-04,4.22196370e-03,7.63812754e-03,9.01627541e-03,9.33568925e-03,9.71341133e-03,5.29346506e-04,4.34328933e-03,7.74730850e-03,9.08305949e-03,9.37716821e-03,9.43963042e-03
8.00000000e+00,5.10040554e-04,4.12384328e-03,7.46298023e-03,8.80837068e-03,9.11816396e-03,9.48945433e-03,5.17261624e-04,4.24428999e-03,7.57090185e-03,8.87631263e-03,9.16374349e-03,9.22478759e-03
8.02000000e+00,4.97382309e-04,4.02780948e-03,7.29157496e-03,8.60480964e-03,8.90508108e-03,9.27007664e-03,5.05416045e-04,4.14724432e-03,7.39796884e-03,8.67363377e-03,8.95451750e-03,9.01417124e-03
8.04000000e+00,4.85007709e-04,3.93382460e-03,7.12383352e-03,8.40553083e-03,8.69640708e-03,9.05519444e-03,4.93805030e-04,4.05211387e-03,7.22844138e-03,8.47494326e-03,8.74940804e-03,8.80769863e-03
8.06000000e+00,4.72914835e-04,3.84185137e-03,6.95968326e-03,8.21042899e-03,8.49203859e-03,8.84470996e-03,4.82423934e-04,3.95886094e-03,7.06225269e-03,8.28016302e-03,8.54833452e-03,8.60528867e-03
8.08000000e+00,4.61095740e-04,3.75184231e-03,6.79904921e-03,8.01942404e-03,8.29190295e-03,8.63852073e-03,4.71268204e-04,3.86744858e-03,6.89933730e-03,8.08921644e-03,8.35121793e-03,8.40686179e-03
8.10000000e+00,4.49546322e-04,3.66377039e-03,6.64187875e-03,7.83245917e-03,8.09589028e-03,8.43652617e-03,4.60333376e-04,3.77784055e-03,6.73963100e-03,7.90202844e-03,8.15798077e-03,8.21234001e-03
8.12000000e+00,4.38260729e-04,3.57760419e-03,6.48810016e-03,7.64943007e-03,7.90393539e-03,8.23870488e-03,4.49615076e-04,3.69000134e-03,6.58307085e-03,7.71852537e-03,7.96854706e-03,8.02164684e-03
8.14000000e+00,4.27234394e-04,3.49328457e-03,6.33763988e-03,7.47030787e-03,7.71599356e-03,8.04492552e-03,4.39109016e-04,3.60389610e-03,6.42959512e-03,7.53863503e-03,7.78284228e-03,7.83470727e-03
8.16000000e+00,4.16463648e-04,3.41081107e-03,6.19044527e-03,7.29496218e-03,7.53193581e-03,7.85509497e-03,4.28810993e-04,3.51949071e-03,6.27914329e-03,7.36228661e-03,7.60079337e-03,7.65144777e-03
8.18000000e+00,4.05941915e-04,3.33012198e-03,6.04645535e-03,7.12335110e-03,7.35172164e-03,7.66917411e-03,4.18716887e-04,3.43675168e-03,6.13165601e-03,7.18941069e-03,7.42232869e-03,7.47179623e-03
8.20000000e+00,3.95663053e-04,3.25120008e-03,5.90558397e-03,6.95538707e-03,7.17525790e-03,7.48706050e-03,4.08822659e-04,3.35564619e-03,5.98707510e-03,7.01993919e-03,7.24737799e-03,7.29568193e-03
8.22000000e+00,3.85624211e-04,3.17399646e-03,5.76778781e-03,6.79099420e-03,7.00246822e-03,7.30867311e-03,3.99124353e-04,3.27614208e-03,5.84534350e-03,6.85380535e-03,7.07587239e-03,7.12303553e-03
8.24000000e+00,3.75821401e-04,3.09848762e-03,5.63300634e-03,6.63011102e-03,6.83329673e-03,7.13392626e-03,3.89618088e-04,3.19820779e-03,5.70640527e-03,6.69094373e-03,6.90774434e-03,6.95378906e-03
8.26000000e+00,3.66247608e-04,3.02462908e-03,5.50117204e-03,6.47266489e-03,6.66765822e-03,6.96277339e-03,3.80300060e-04,3.12181240e-03,5.57020557e-03,6.53129014e-03,6.74292761e-03,6.78787583e-03
8.28000000e+00,3.56898905e-04,2.95240642e-03,5.37221599e-03,6.31856080e-03,6.50546094e-03,6.79511111e-03,3.71166543e-04,3.04692559e-03,5.43669061e-03,6.37478165e-03,6.58135725e-03,6.62523050e-03
8.30000000e+00,3.47772293e-04,2.88177445e-03,5.24609722e-03,6.16775174e-03,6.34666439e-03,6.63084723e-03,3.62213883e-04,2.97351765e-03,5.30580767e-03,6.22135657e-03,6.42296961e-03,6.46578895e-03
8.32000000e+00,3.38860991e-04,2.81269662e-03,5.12273191e-03,6.02015527e-03,6.19118894e-03,6.46995567e-03,3.53438498e-04,2.90155942e-03,5.17750504e-03,6.07095437e-03,6.26770223e-03,6.30948835e-03
8.34000000e+00,3.30161012e-04,2.74515222e-03,5.00207674e-03,5.87570295e-03,6.03894051e-03,6.31233584e-03,3.44836877e-04,2.83102234e-03,5.05173204e-03,5.92351575e-03,6.11549390e-03,6.15626706e-03
8.36000000e+00,3.21668747e-04,2.67909956e-03,4.88406327e-03,5.73434867e-03,5.88988326e-03,6.15792768e-03,3.36405580e-04,2.76187840e-03,4.92843895e-03,5.77898254e-03,5.96628458e-03,6.00606468e-03
8.38000000e+00,3.13379336e-04,2.61451607e-03,4.76864493e-03,5.59598068e-03,5.74392965e-03,6.00665202e-03,3.28141234e-04,2.69410015e-03,4.80757705e-03,5.63729769e-03,5.82001543e-03,5.85882194e-03
8.40000000e+00,3.05288442e-04,2.55136308e-03,4.65574581e-03,5.46056358e-03,5.60102379e-03,5.85841108e-03,3.20040533e-04,2.62766067e-03,4.68909856e-03,5.49840529e-03,5.67662872e-03,5.71448076e-03
8.42000000e+00,2.97391962e-04,2.48960988e-03,4.54531098e-03,5.32801030e-03,5.46108466e-03,5.71318017e-03,3.12100237e-04,2.56253356e-03,4.57295663e-03,5.36225052e-03,5.53606788e-03,5.57298419e-03
8.44000000e+00,2.89684540e-04,2.42922269e-03,4.43729898e-03,5.19827660e-03,5.32405823e-03,5.57087734e-03,3.04317168e-04,2.49869296e-03,4.45910533e-03,5.22877959e-03,5.39827741e-03,5.43427636e-03
8.46000000e+00,2.82163965e-04,2.37017800e-03,4.33162926e-03,5.07127261e-03,5.18987095e-03,5.43142762e-03,2.96688214e-04,2.43611350e-03,4.34749963e-03,5.09793982e-03,5.26320293e-03,5.29830253e-03
8.48000000e+00,2.74823949e-04,2.31243949e-03,4.22826596e-03,4.94693266e-03,5.05845062e-03,5.29476628e-03,2.89210322e-04,2.37477031e-03,4.23809538e-03,4.96967950e-03,5.13079108e-03,5.16500901e-03
8.50000000e+00,2.67661817e-04,2.25597410e-03,4.12712852e-03,4.82519437e-03,4.92975162e-03,5.16082579e-03,2.81880502e-04,2.31463903e-03,4.13084928e-03,4.84394797e-03,5.00098958e-03,5.03434314e-03
8.52000000e+00,2.60672939e-04,2.20075529e-03,4.02817689e-03,4.70601255e-03,4.80367942e-03,5.02955774e-03,2.74695821e-04,2.25569574e-03,4.02571889e-03,4.72069553e-03,4.87374713e-03,4.90625331e-03
8.54000000e+00,2.53853243e-04,2.14675395e-03,3.93134169e-03,4.58928617e-03,4.68021398e-03,4.90088575e-03,2.67653406e-04,2.19791704e-03,3.92266261e-03,4.59987349e-03,4.74901348e-03,4.78068892e-03
8.56000000e+00,2.47199205e-04,2.09392887e-03,3.83658241e-03,4.47498308e-03,4.55927709e-03,4.77474974e-03,2.60750438e-04,2.14127994e-03,3.82163963e-03,4.48143406e-03,4.62673932e-03,4.65760035e-03
8.58000000e+00,2.40705616e-04,2.04226468e-03,3.74381244e-03,4.36301762e-03,4.44079377e-03,4.65110363e-03,2.53984157e-04,2.08576193e-03,3.72260995e-03,4.36533042e-03,4.50687631e-03,4.53693894e-03
8.60000000e+00,2.34369858e-04,1.99171435e-03,3.65300197e-03,4.25334042e-03,4.32472350e-03,4.52986686e-03,2.47351857e-04,2.03134094e-03,3.62553435e-03,4.25151665e-03,4.38937708e-03,4.41865700e-03
8.62000000e+00,2.28187797e-04,1.94225973e-03,3.56407976e-03,4.14587278e-03,4.21098992e-03,4.41098865e-03,2.40850883e-04,1.97799532e-03,3.53037439e-03,4.13994775e-03,4.27419516e-03,4.30270774e-03
8.64000000e+00,2.22154587e-04,1.89386157e-03,3.47699714e-03,4.04056581e-03,4.09955578e-03,4.29442944e-03,2.34478636e-04,1.92570388e-03,3.43709237e-03,4.03057956e-03,4.16128499e-03,4.18904533e-03
8.66000000e+00,2.16267304e-04,1.84649497e-03,3.39169265e-03,3.93735617e-03,3.99033912e-03,4.18010913e-03,2.28232567e-04,1.87444580e-03,3.34565132e-03,3.92336881e-03,4.05060191e-03,4.07762480e-03
8.68000000e+00,2.10522179e-04,1.80012605e-03,3.30810086e-03,3.83618171e-03,3.88330640e-03,4.06798441e-03,2.22110177e-04,1.82420070e-03,3.25601502e-03,3.81827308e-03,3.94210213e-03,3.96840207e-03
8.70000000e+00,2.04915414e-04,1.75472570e-03,3.22617101e-03,3.73696536e-03,3.77839664e-03,3.95800080e-03,2.16109017e-04,1.77494860e-03,3.16814793e-03,3.71525076e-03,3.83574271e-03,3.86133392e-03
8.72000000e+00,1.99442569e-04,1.71026622e-03,3.14585632e-03,3.63968173e-03,3.67556070e-03,3.85012571e-03,2.10226686e-04,1.72666990e-03,3.08201524e-03,3.61426108e-03,3.73148157e-03,3.75637798e-03
8.74000000e+00,1.94100721e-04,1.66670617e-03,3.06708575e-03,3.54424771e-03,3.57473781e-03,3.74428392e-03,2.04460832e-04,1.67934539e-03,2.99758279e-03,3.51526403e-03,3.62927743e-03,3.65349271e-03
8.76000000e+00,1.88886232e-04,1.62402866e-03,2.98980880e-03,3.45061673e-03,3.47587815e-03,3.64043168e-03,1.98809147e-04,1.63295625e-03,2.91481710e-03,3.41822043e-03,3.52908982e-03,3.55263737e-03
8.78000000e+00,1.83794502e-04,1.58219121e-03,2.91397190e-03,3.35872243e-03,3.37894494e-03,3.53854336e-03,1.93269372e-04,1.58748401e-03,2.83368535e-03,3.32309183e-03,3.43087907e-03,3.45377203e-03
8.80000000e+00,1.78822826e-04,1.54117122e-03,2.83951638e-03,3.26851266e-03,3.28387739e-03,3.43855238e-03,1.87839291e-04,1.54291058e-03,2.75415538e-03,3.22984054e-03,3.33460629e-03,3.35685754e-03
8.82000000e+00,1.73967506e-04,1.50093855e-03,2.76638614e-03,3.17994691e-03,3.19063361e-03,3.34043126e-03,1.82516730e-04,1.49921822e-03,2.67619562e-03,3.13842963e-03,3.24023335e-03,3.26185551e-03
8.84000000e+00,1.69224688e-04,1.46145571e-03,2.69452459e-03,3.09295626e-03,3.09917028e-03,3.24412575e-03,1.77299562e-04,1.45638953e-03,2.59977515e-03,3.04882286e-03,3.14772285e-03,3.16872831e-03
8.86000000e+00,1.64591067e-04,1.42269745e-03,2.62388284e-03,3.00749089e-03,3.00943851e-03,3.14960117e-03,1.72185699e-04,1.41440748e-03,2.52486364e-03,2.96098473e-03,3.05703814e-03,3.07743903e-03
8.88000000e+00,1.60063093e-04,1.38463278e-03,2.55441130e-03,2.92350957e-03,2.92140269e-03,3.05683049e-03,1.67173096e-04,1.37325535e-03,2.45143138e-03,2.87488042e-03,2.96814329e-03,2.98795151e-03
8.90000000e+00,1.55636968e-04,1.34723471e-03,2.48604966e-03,2.84096436e-03,2.83502718e-03,2.96575273e-03,1.62259748e-04,1.33291674e-03,2.37944922e-03,2.79047578e-03,2.88100305e-03,2.90023028e-03
8.92000000e+00,1.51310000e-04,1.31047156e-03,2.41874950e-03,2.75980495e-03,2.75026611e-03,2.87636649e-03,1.57443688e-04,1.29337562e-03,2.30888859e-03,2.70773737e-03,2.79558290e-03,2.81424056e-03
8.94000000e+00,1.47078244e-04,1.27431424e-03,2.35245656e-03,2.67998991e-03,2.66708084e-03,2.78861052e-03,1.52722992e-04,1.25461622e-03,2.23972146e-03,2.62663235e-03,2.71184895e-03,2.72994826e-03
8.96000000e+00,1.42938370e-04,1.23873632e-03,2.28713173e-03,2.60146847e-03,2.58544390e-03,2.70247017e-03,1.48095770e-04,1.21662311e-03,2.17192040e-03,2.54712857e-03,2.62976801e-03,2.64731997e-03
8.98000000e+00,1.38887219e-04,1.20370719e-03,2.22272542e-03,2.52421550e-03,2.50532245e-03,2.61791190e-03,1.43560172e-04,1.17938117e-03,2.10545846e-03,2.46919450e-03,2.54930753e-03,2.56632292e-03
9.00000000e+00,1.34921414e-04,1.16920692e-03,2.15918920e-03,2.44818884e-03,2.42667901e-03,2.53490964e-03,1.39114382e-04,1.14287556e-03,2.04030926e-03,2.39279920e-03,2.47043559e-03,2.48692497e-03
9.02000000e+00,1.31037727e-04,1.13520073e-03,2.09648535e-03,2.37334659e-03,2.34948448e-03,2.45343475e-03,1.34756624e-04,1.10709174e-03,1.97644692e-03,2.31791238e-03,2.39312091e-03,2.40909464e-03
9.04000000e+00,1.27233056e-04,1.10166962e-03,2.03456846e-03,2.29966850e-03,2.27371999e-03,2.37347139e-03,1.30485154e-04,1.07201546e-03,1.91384608e-03,2.24450431e-03,2.31733280e-03,2.33280105e-03
9.06000000e+00,1.23504113e-04,1.06858776e-03,1.97341223e-03,2.22712080e-03,2.19935365e-03,2.29499117e-03,1.26298263e-04,1.03763274e-03,1.85248186e-03,2.17254586e-03,2.24304121e-03,2.25801393e-03
9.08000000e+00,1.19847988e-04,1.03593117e-03,1.91296858e-03,2.15566996e-03,2.12636311e-03,2.21797591e-03,1.22194277e-04,1.00392989e-03,1.79232989e-03,2.10200846e-03,2.17021664e-03,2.18470360e-03
9.10000000e+00,1.16261734e-04,1.00368168e-03,1.85321830e-03,2.08530296e-03,2.05473346e-03,2.14240700e-03,1.18171553e-04,9.70893477e-04,1.73336626e-03,2.03286412e-03,2.09883020e-03,2.11284096e-03
9.12000000e+00,1.12742018e-04,9.71815898e-04,1.79412740e-03,2.01599160e-03,1.98443211e-03,2.06826814e-03,1.14228484e-04,9.38510341e-04,1.67556754e-03,1.96508539e-03,2.02885354e-03,2.04239749e-03
9.14000000e+00,1.09286659e-04,9.40320548e-04,1.73567573e-03,1.94772612e-03,1.91544404e-03,1.99554348e-03,1.10363491e-04,9.06767579e-04,1.61891076e-03,1.89864534e-03,1.96025889e-03,1.97334522e-03
9.16000000e+00,1.05892643e-04,9.09178809e-04,1.67784106e-03,1.88048417e-03,1.84776145e-03,1.92422874e-03,1.06575028e-04,8.75652540e-04,1.56337340e-03,1.83351760e-03,1.89301901e-03,1.90565674e-03
9.18000000e+00,1.02557184e-04,8.78374616e-04,1.62060955e-03,1.81426026e-03,1.78136269e-03,1.85429829e-03,1.02861581e-04,8.45152825e-04,1.50893339e-03,1.76967629e-03,1.82710719e-03,1.83930518e-03
9.20000000e+00,9.92778150e-05,8.47895746e-04,1.56396767e-03,1.74904009e-03,1.71623565e-03,1.78574421e-03,9.92216635e-05,8.15256279e-04,1.45556907e-03,1.70709607e-03,1.76249727e-03,1.77426417e-03
9.22000000e+00,9.60524558e-05,8.17739463e-04,1.50791206e-03,1.68482005e-03,1.65236578e-03,1.71856233e-03,9.56538199e-05,7.85950985e-04,1.40325923e-03,1.64575206e-03,1.69916358e-03,1.71050789e-03
9.24000000e+00,9.28788140e-05,7.87890458e-04,1.45243807e-03,1.62159814e-03,1.58974377e-03,1.65274099e-03,9.21566230e-05,7.57225263e-04,1.35198308e-03,1.58561990e-03,1.63708096e-03,1.64801101e-03
9.26000000e+00,8.97544523e-05,7.58353097e-04,1.39755162e-03,1.55937613e-03,1.52836065e-03,1.58827007e-03,8.87286740e-05,7.29067663e-04,1.30172021e-03,1.52667569e-03,1.57622475e-03,1.58674871e-03
9.28000000e+00,8.66779083e-05,7.29121559e-04,1.34325761e-03,1.49815204e-03,1.46821141e-03,1.52515003e-03,8.53686016e-05,7.01466960e-04,1.25245065e-03,1.46889600e-03,1.51657077e-03,1.52669664e-03
9.30000000e+00,8.36474355e-05,7.00200326e-04,1.28956791e-03,1.43793307e-03,1.40928547e-03,1.46337051e-03,8.20750618e-05,6.74412150e-04,1.20415478e-03,1.41225788e-03,1.45809531e-03,1.46783095e-03
9.32000000e+00,8.06615062e-05,6.71594520e-04,1.23649964e-03,1.37872575e-03,1.35157548e-03,1.40293175e-03,7.88467373e-05,6.47892448e-04,1.15681340e-03,1.35673881e-03,1.40077513e-03,1.41012823e-03
9.34000000e+00,7.77186142e-05,6.43308857e-04,1.18407269e-03,1.32053823e-03,1.29508064e-03,1.34382141e-03,7.56823367e-05,6.21897279e-04,1.11040768e-03,1.30231672e-03,1.34458746e-03,1.35356556e-03
9.36000000e+00,7.48180755e-05,6.15359575e-04,1.13231374e-03,1.26338610e-03,1.23979512e-03,1.28604798e-03,7.25805942e-05,5.96416280e-04,1.06491915e-03,1.24896998e-03,1.28950995e-03,1.29812045e-03
9.38000000e+00,7.19586969e-05,5.87756047e-04,1.08125515e-03,1.20727462e-03,1.18571136e-03,1.22960040e-03,6.95402692e-05,5.71439288e-04,1.02032972e-03,1.19667737e-03,1.23552072e-03,1.24377087e-03
9.40000000e+00,6.91401947e-05,5.60517830e-04,1.03092357e-03,1.15222239e-03,1.13283121e-03,1.17448077e-03,6.65601455e-05,5.46956346e-04,9.76621626e-04,1.14541810e-03,1.18259829e-03,1.19049520e-03
9.42000000e+00,6.63620522e-05,5.33664774e-04,9.81358462e-04,1.09824259e-03,1.08115305e-03,1.12068991e-03,6.36390311e-05,5.22957687e-04,9.33777489e-04,1.09517179e-03,1.13072162e-03,1.13827226e-03
9.44000000e+00,6.36238401e-05,5.07218414e-04,9.32598079e-04,1.04535220e-03,1.03067677e-03,1.06822606e-03,6.07757576e-05,4.99433743e-04,8.91780254e-04,1.04591844e-03,1.07987009e-03,1.08708128e-03
