D,Num_s0.05,New_s0.05,Num_s0.10,New_s0.10,Num_s0.15,New_s0.15,Num_s0.20,New_s0.20,Num_s0.25,New_s0.25
2.68000000e+00,1.17684930e+00,1.08587587e+00,1.28717957e+00,1.19044187e+00,1.33253356e+00,1.23481974e+00,1.36086554e+00,1.26043148e+00,1.37759448e+00,1.27745359e+00
2.70000000e+00,1.16653357e+00,1.07640572e+00,1.27610598e+00,1.18015137e+00,1.32114125e+00,1.22417130e+00,1.34927138e+00,1.24956941e+00,1.36588004e+00,1.26644493e+00
2.72000000e+00,1.15630248e+00,1.06704017e+00,1.26512105e+00,1.16997239e+00,1.30983962e+00,1.21363754e+00,1.33776930e+00,1.23882398e+00,1.35425856e+00,1.25555432e+00
2.74000000e+00,1.14615521e+00,1.05777771e+00,1.25422391e+00,1.15990336e+00,1.29862779e+00,1.20321685e+00,1.32635839e+00,1.22819358e+00,1.34272911e+00,1.24478013e+00
2.76000000e+00,1.13609097e+00,1.04861687e+00,1.24341374e+00,1.14994274e+00,1.28750490e+00,1.19290767e+00,1.31503776e+00,1.21767663e+00,1.33129079e+00,1.23412076e+00
2.78000000e+00,1.12610896e+00,1.03955619e+00,1.23268970e+00,1.14008904e+00,1.27647008e+00,1.18270847e+00,1.30380655e+00,1.20727155e+00,1.31994272e+00,1.22357464e+00
2.80000000e+00,1.11620842e+00,1.03059425e+00,1.22205099e+00,1.13034076e+00,1.26552251e+00,1.17261773e+00,1.29266391e+00,1.19697683e+00,1.30868403e+00,1.21314021e+00
2.82000000e+00,1.10638859e+00,1.02172966e+00,1.21149681e+00,1.12069645e+00,1.25466139e+00,1.16263396e+00,1.28160900e+00,1.18679095e+00,1.29751389e+00,1.20281595e+00
2.84000000e+00,1.09664874e+00,1.01296104e+00,1.20102641e+00,1.11115468e+00,1.24388589e+00,1.15275572e+00,1.27064100e+00,1.17671245e+00,1.28643146e+00,1.19260039e+00
2.86000000e+00,1.08698813e+00,1.00428705e+00,1.19063901e+00,1.10171404e+00,1.23319526e+00,1.14298156e+00,1.25975912e+00,1.16673986e+00,1.27543592e+00,1.18249204e+00
2.88000000e+00,1.07740605e+00,9.95706374e-01,1.18033387e+00,1.09237317e+00,1.22258871e+00,1.13331008e+00,1.24896257e+00,1.15687177e+00,1.26452649e+00,1.17248948e+00
2.90000000e+00,1.06790182e+00,9.87217709e-01,1.17011026e+00,1.08313071e+00,1.21206550e+00,1.12373990e+00,1.23825058e+00,1.14710677e+00,1.25370239e+00,1.16259128e+00
2.92000000e+00,1.05847473e+00,9.78819785e-01,1.15996746e+00,1.07398532e+00,1.20162488e+00,1.11426966e+00,1.22762240e+00,1.13744348e+00,1.24296284e+00,1.15279606e+00
2.94000000e+00,1.04912411e+00,9.70511350e-01,1.14990477e+00,1.06493570e+00,1.19126613e+00,1.10489802e+00,1.21707728e+00,1.12788057e+00,1.23230709e+00,1.14310245e+00
2.96000000e+00,1.03984931e+00,9.62291178e-01,1.13992150e+00,1.05598056e+00,1.18098855e+00,1.09562369e+00,1.20661451e+00,1.11841668e+00,1.22173442e+00,1.13350911e+00
2.98000000e+00,1.03064967e+00,9.54158063e-01,1.13001697e+00,1.04711866e+00,1.17079143e+00,1.08644536e+00,1.19623336e+00,1.10905053e+00,1.21124410e+00,1.12401472e+00
3.00000000e+00,1.02152455e+00,9.46110820e-01,1.12019052e+00,1.03834873e+00,1.16067408e+00,1.07736177e+00,1.18593313e+00,1.09978082e+00,1.20083541e+00,1.11461798e+00
3.02000000e+00,1.01247333e+00,9.38148284e-01,1.11044148e+00,1.02966958e+00,1.15063585e+00,1.06837169e+00,1.17571315e+00,1.09060630e+00,1.19050766e+00,1.10531761e+00
3.04000000e+00,1.00349538e+00,9.30269315e-01,1.10076922e+00,1.02108000e+00,1.14067605e+00,1.05947387e+00,1.16557273e+00,1.08152572e+00,1.18026017e+00,1.09611237e+00
3.06000000e+00,9.94590092e-01,9.22472787e-01,1.09117311e+00,1.01257881e+00,1.13079405e+00,1.05066713e+00,1.15551122e+00,1.07253787e+00,1.17009226e+00,1.08700102e+00
3.08000000e+00,9.85756874e-01,9.14757597e-01,1.08165252e+00,1.00416486e+00,1.12098921e+00,1.04195028e+00,1.14552795e+00,1.06364153e+00,1.16000329e+00,1.07798235e+00
3.10000000e+00,9.76995135e-01,9.07122662e-01,1.07220684e+00,9.95837011e-01,1.11126090e+00,1.03332215e+00,1.13562229e+00,1.05483555e+00,1.14999258e+00,1.06905517e+00
3.12000000e+00,9.68304294e-01,8.99566913e-01,1.06283548e+00,9.87594142e-01,1.10160850e+00,1.02478161e+00,1.12579362e+00,1.04611875e+00,1.14005952e+00,1.06021830e+00
3.14000000e+00,9.59683780e-01,8.92089305e-01,1.05353783e+00,9.79435157e-01,1.09203140e+00,1.01632753e+00,1.11604131e+00,1.03748999e+00,1.13020347e+00,1.05147060e+00
3.16000000e+00,9.51133032e-01,8.84688807e-01,1.04431332e+00,9.71358972e-01,1.08252902e+00,1.00795880e+00,1.10636476e+00,1.02894816e+00,1.12042382e+00,1.04281093e+00
3.18000000e+00,9.42651494e-01,8.77364407e-01,1.03516138e+00,9.63364526e-01,1.07310075e+00,9.99674336e-01,1.09676336e+00,1.02049215e+00,1.11071996e+00,1.03423817e+00
3.20000000e+00,9.34238621e-01,8.70115109e-01,1.02608144e+00,9.55450772e-01,1.06374603e+00,9.91473067e-01,1.08723652e+00,1.01212087e+00,1.10109129e+00,1.02575122e+00
3.22000000e+00,9.25893874e-01,8.62939935e-01,1.01707295e+00,9.47616682e-01,1.05446428e+00,9.83353942e-01,1.07778368e+00,1.00383325e+00,1.09153724e+00,1.01734901e+00
3.24000000e+00,9.17616723e-01,8.55837922e-01,1.00813536e+00,9.39861244e-01,1.04525495e+00,9.75315925e-01,1.06840425e+00,9.95628253e-01,1.08205721e+00,1.00903048e+00
3.26000000e+00,9.09406645e-01,8.48808125e-01,9.99268128e-01,9.32183463e-01,1.03611749e+00,9.67357997e-01,1.05909768e+00,9.87504835e-01,1.07265065e+00,1.00079458e+00
3.28000000e+00,9.01263123e-01,8.41849613e-01,9.90470724e-01,9.24582359e-01,1.02705134e+00,9.59479156e-01,1.04986342e+00,9.79461981e-01,1.06331699e+00,9.92640282e-01
3.30000000e+00,8.93185649e-01,8.34961469e-01,9.81742627e-01,9.17056969e-01,1.01805597e+00,9.51678416e-01,1.04070091e+00,9.71498690e-01,1.05405568e+00,9.84566572e-01
3.32000000e+00,8.85173718e-01,8.28142796e-01,9.73083319e-01,9.09606346e-01,1.00913087e+00,9.43954805e-01,1.03160962e+00,9.63613976e-01,1.04486619e+00,9.76572456e-01
3.34000000e+00,8.77226836e-01,8.21392706e-01,9.64492291e-01,9.02229555e-01,1.00027550e+00,9.36307369e-01,1.02258902e+00,9.55806869e-01,1.03574796e+00,9.68656952e-01
3.36000000e+00,8.69344513e-01,8.14710329e-01,9.55969040e-01,8.94925679e-01,9.91489347e-01,9.28735167e-01,1.01363860e+00,9.48076415e-01,1.02670049e+00,9.60819097e-01
3.38000000e+00,8.61526264e-01,8.08094807e-01,9.47513071e-01,8.87693815e-01,9.82771915e-01,9.21237275e-01,1.00475783e+00,9.40421675e-01,1.01772324e+00,9.53057939e-01
3.40000000e+00,8.53771611e-01,8.01545299e-01,9.39123895e-01,8.80533074e-01,9.74122701e-01,9.13812780e-01,9.95946210e-01,9.32841723e-01,1.00881571e+00,9.45372544e-01
3.42000000e+00,8.46080083e-01,7.95060973e-01,9.30801028e-01,8.73442579e-01,9.65541213e-01,9.06460786e-01,9.87203240e-01,9.25335649e-01,9.99977392e-01,9.37761991e-01
3.44000000e+00,8.38451212e-01,7.88641014e-01,9.22543994e-01,8.66421470e-01,9.57026963e-01,8.99180411e-01,9.78528425e-01,9.17902556e-01,9.91207782e-01,9.30225374e-01
3.46000000e+00,8.30884538e-01,7.82284619e-01,9.14352320e-01,8.59468899e-01,9.48579471e-01,8.91970785e-01,9.69921277e-01,9.10541561e-01,9.82506392e-01,9.22761799e-01
3.48000000e+00,8.23379603e-01,7.75990996e-01,9.06225543e-01,8.52584029e-01,9.40198265e-01,8.84831052e-01,9.61381317e-01,9.03251795e-01,9.73872735e-01,9.15370387e-01
3.50000000e+00,8.15935957e-01,7.69759368e-01,8.98163201e-01,8.45766040e-01,9.31882875e-01,8.77760369e-01,9.52908069e-01,8.96032402e-01,9.65306332e-01,9.08050274e-01
3.52000000e+00,8.08553153e-01,7.63588969e-01,8.90164840e-01,8.39014121e-01,9.23632838e-01,8.70757906e-01,9.44501064e-01,8.88882538e-01,9.56806710e-01,9.00800605e-01
3.54000000e+00,8.01230750e-01,7.57479045e-01,8.82230011e-01,8.32327475e-01,9.15447699e-01,8.63822846e-01,9.36159838e-01,8.81801375e-01,9.48373400e-01,8.93620543e-01
3.56000000e+00,7.93968311e-01,7.51428854e-01,8.74358270e-01,8.25705318e-01,9.07327004e-01,8.56954384e-01,9.27883935e-01,8.74788093e-01,9.40005942e-01,8.86509259e-01
3.58000000e+00,7.86765404e-01,7.45437664e-01,8.66549175e-01,8.19146876e-01,8.99270307e-01,8.50151728e-01,9.19672900e-01,8.67841888e-01,9.31703878e-01,8.79465938e-01
3.60000000e+00,7.79621599e-01,7.39504758e-01,8.58802293e-01,8.12651388e-01,8.91277166e-01,8.43414095e-01,9.11526287e-01,8.60961965e-01,9.23466758e-01,8.72489779e-01
3.62000000e+00,7.72536474e-01,7.33629426e-01,8.51117194e-01,8.06218104e-01,8.83347145e-01,8.36740718e-01,9.03443654e-01,8.54147544e-01,9.15294134e-01,8.65579990e-01
3.64000000e+00,7.65509607e-01,7.27810971e-01,8.43493451e-01,7.99846285e-01,8.75479810e-01,8.30130837e-01,8.95424562e-01,8.47397854e-01,9.07185567e-01,8.58735793e-01
3.66000000e+00,7.58540584e-01,7.22048707e-01,8.35930642e-01,7.93535205e-01,8.67674735e-01,8.23583707e-01,8.87468580e-01,8.40712136e-01,8.99140620e-01,8.51956420e-01
3.68000000e+00,7.51628992e-01,7.16341957e-01,8.28428351e-01,7.87284145e-01,8.59931496e-01,8.17098591e-01,8.79575278e-01,8.34089643e-01,8.91158861e-01,8.45241115e-01
3.70000000e+00,7.44774422e-01,7.10690055e-01,8.20986163e-01,7.81092399e-01,8.52249674e-01,8.10674766e-01,8.71744234e-01,8.27529638e-01,8.83239863e-01,8.38589133e-01
3.72000000e+00,7.37976470e-01,7.05092345e-01,8.13603669e-01,7.74959273e-01,8.44628853e-01,8.04311516e-01,8.63975027e-01,8.21031396e-01,8.75383204e-01,8.31999739e-01
3.74000000e+00,7.31234734e-01,6.99548182e-01,8.06280463e-01,7.68884081e-01,8.37068623e-01,7.98008139e-01,8.56267242e-01,8.14594201e-01,8.67588465e-01,8.25472211e-01
3.76000000e+00,7.24548817e-01,6.94056928e-01,7.99016143e-01,7.62866146e-01,8.29568577e-01,7.91763940e-01,8.48620467e-01,8.08217348e-01,8.59855232e-01,8.19005833e-01
3.78000000e+00,7.17918323e-01,6.88617957e-01,7.91810310e-01,7.56904804e-01,8.22128310e-01,7.85578237e-01,8.41034296e-01,8.01900142e-01,8.52183095e-01,8.12599905e-01
3.80000000e+00,7.11342862e-01,6.83230651e-01,7.84662570e-01,7.50999399e-01,8.14747424e-01,7.79450355e-01,8.33508325e-01,7.95641900e-01,8.44571647e-01,8.06253732e-01
3.82000000e+00,7.04822045e-01,6.77894402e-01,7.77572530e-01,7.45149284e-01,8.07425522e-01,7.73379632e-01,8.26042153e-01,7.89441945e-01,8.37020486e-01,7.99966633e-01
3.84000000e+00,6.98355487e-01,6.72608611e-01,7.70539801e-01,7.39353822e-01,8.00162211e-01,7.67365411e-01,8.18635384e-01,7.83299613e-01,8.29529212e-01,7.93737933e-01
3.86000000e+00,6.91942807e-01,6.67372686e-01,7.63563999e-01,7.33612385e-01,7.92957102e-01,7.61407050e-01,8.11287625e-01,7.77214247e-01,8.22097431e-01,7.87566970e-01
3.88000000e+00,6.85583623e-01,6.62186045e-01,7.56644741e-01,7.27924355e-01,7.85809808e-01,7.55503910e-01,8.03998486e-01,7.71185202e-01,8.14724750e-01,7.81453088e-01
3.90000000e+00,6.79277561e-01,6.57048116e-01,7.49781647e-01,7.22289121e-01,7.78719946e-01,7.49655367e-01,7.96767581e-01,7.65211840e-01,8.07410780e-01,7.75395644e-01
3.92000000e+00,6.73024246e-01,6.51958333e-01,7.42974341e-01,7.16706083e-01,7.71687135e-01,7.43860802e-01,7.89594526e-01,7.59293532e-01,8.00155136e-01,7.69394001e-01
3.94000000e+00,6.66823308e-01,6.46916139e-01,7.36222449e-01,7.11174646e-01,7.64711000e-01,7.38119605e-01,7.82478941e-01,7.53429658e-01,7.92957435e-01,7.63447531e-01
3.96000000e+00,6.60674377e-01,6.41920985e-01,7.29525601e-01,7.05694228e-01,7.57791164e-01,7.32431176e-01,7.75420449e-01,7.47619609e-01,7.85817299e-01,7.57555618e-01
3.98000000e+00,6.54577088e-01,6.36972330e-01,7.22883427e-01,7.00264250e-01,7.50927257e-01,7.26794923e-01,7.68418675e-01,7.41862781e-01,7.78734350e-01,7.51717650e-01
4.00000000e+00,6.48531078e-01,6.32069640e-01,7.16295562e-01,6.94884147e-01,7.44118909e-01,7.21210261e-01,7.61473248e-01,7.36158580e-01,7.71708215e-01,7.45933027e-01
4.02000000e+00,6.42535985e-01,6.27212391e-01,7.09761643e-01,6.89553357e-01,7.37365755e-01,7.15676615e-01,7.54583798e-01,7.30506421e-01,7.64738523e-01,7.40201156e-01
4.04000000e+00,6.36591451e-01,6.22400064e-01,7.03281308e-01,6.84271327e-01,7.30667429e-01,7.10193417e-01,7.47749959e-01,7.24905726e-01,7.57824906e-01,7.34521452e-01
4.06000000e+00,6.30697120e-01,6.17632148e-01,6.96854199e-01,6.79037514e-01,7.24023572e-01,7.04760106e-01,7.40971368e-01,7.19355924e-01,7.50966999e-01,7.28893338e-01
4.08000000e+00,6.24852637e-01,6.12908140e-01,6.90479960e-01,6.73851380e-01,7.17433823e-01,6.99376130e-01,7.34247662e-01,7.13856454e-01,7.44164438e-01,7.23316245e-01
4.10000000e+00,6.19057650e-01,6.08227542e-01,6.84158238e-01,6.68712395e-01,7.10897826e-01,6.94040944e-01,7.27578483e-01,7.08406762e-01,7.37416862e-01,7.17789612e-01
4.12000000e+00,6.13311811e-01,6.03589867e-01,6.77888679e-01,6.63620037e-01,7.04415227e-01,6.88754011e-01,7.20963474e-01,7.03006300e-01,7.30723914e-01,7.12312886e-01
4.14000000e+00,6.07614772e-01,5.98994629e-01,6.71670934e-01,6.58573791e-01,6.97985673e-01,6.83514801e-01,7.14402281e-01,6.97654529e-01,7.24085238e-01,7.06885521e-01
4.16000000e+00,6.01966186e-01,5.94441355e-01,6.65504656e-01,6.53573148e-01,6.91608815e-01,6.78322790e-01,7.07894551e-01,6.92350917e-01,7.17500479e-01,7.01506977e-01
4.18000000e+00,5.96365711e-01,5.89929575e-01,6.59389500e-01,6.48617607e-01,6.85284304e-01,6.73177463e-01,7.01439935e-01,6.87094940e-01,7.10969287e-01,6.96176723e-01
4.20000000e+00,5.90813005e-01,5.85458824e-01,6.53325120e-01,6.43706674e-01,6.79011794e-01,6.68078311e-01,6.95038084e-01,6.81886079e-01,7.04491312e-01,6.90894236e-01
4.22000000e+00,5.85307729e-01,5.81028649e-01,6.47311177e-01,6.38839860e-01,6.72790942e-01,6.63024831e-01,6.88688652e-01,6.76723823e-01,6.98066206e-01,6.85658997e-01
4.24000000e+00,5.79849545e-01,5.76638597e-01,6.41347329e-01,6.34016684e-01,6.66621404e-01,6.58016529e-01,6.82391297e-01,6.71607668e-01,6.91693625e-01,6.80470497e-01
4.26000000e+00,5.74438118e-01,5.72288225e-01,6.35433240e-01,6.29236672e-01,6.60502842e-01,6.53052915e-01,6.76145674e-01,6.66537116e-01,6.85373225e-01,6.75328231e-01
4.28000000e+00,5.69073113e-01,5.67977095e-01,6.29568572e-01,6.24499355e-01,6.54434916e-01,6.48133508e-01,6.69951445e-01,6.61511677e-01,6.79104665e-01,6.70231703e-01
4.30000000e+00,5.63754200e-01,5.63704776e-01,6.23752992e-01,6.19804272e-01,6.48417291e-01,6.43257831e-01,6.63808271e-01,6.56530867e-01,6.72887605e-01,6.65180422e-01
4.32000000e+00,5.58481047e-01,5.59470840e-01,6.17986166e-01,6.15150965e-01,6.42449630e-01,6.38425415e-01,6.57715815e-01,6.51594207e-01,6.66721707e-01,6.60173904e-01
4.34000000e+00,5.53253327e-01,5.55274869e-01,6.12267764e-01,6.10538985e-01,6.36531602e-01,6.33635797e-01,6.51673743e-01,6.46701226e-01,6.60606636e-01,6.55211671e-01
4.36000000e+00,5.48070712e-01,5.51116446e-01,6.06597457e-01,6.05967887e-01,6.30662875e-01,6.28888518e-01,6.45681721e-01,6.41851457e-01,6.54542057e-01,6.50293253e-01
4.38000000e+00,5.42932878e-01,5.46995164e-01,6.00974916e-01,6.01437235e-01,6.24843119e-01,6.24183129e-01,6.39739419e-01,6.37044443e-01,6.48527638e-01,6.45418184e-01
4.40000000e+00,5.37839502e-01,5.42910618e-01,5.95399815e-01,5.96946595e-01,6.19072005e-01,6.19519183e-01,6.33846506e-01,6.32279728e-01,6.42563047e-01,6.40586004e-01
4.42000000e+00,5.32790263e-01,5.38862410e-01,5.89871831e-01,5.92495541e-01,6.13349208e-01,6.14896241e-01,6.28002654e-01,6.27556866e-01,6.36647956e-01,6.35796260e-01
4.44000000e+00,5.27784840e-01,5.34850147e-01,5.84390640e-01,5.88083651e-01,6.07674402e-01,6.10313870e-01,6.22207536e-01,6.22875415e-01,6.30782037e-01,6.31048506e-01
4.46000000e+00,5.22822915e-01,5.30873442e-01,5.78955920e-01,5.83710510e-01,6.02047263e-01,6.05771639e-01,6.16460828e-01,6.18234938e-01,6.24964964e-01,6.26342299e-01
4.48000000e+00,5.17904172e-01,5.26931913e-01,5.73567352e-01,5.79375707e-01,5.96467471e-01,6.01269128e-01,6.10762205e-01,6.13635005e-01,6.19196412e-01,6.21677202e-01
4.50000000e+00,5.13028295e-01,5.23025181e-01,5.68224618e-01,5.75078838e-01,5.90934703e-01,5.96805918e-01,6.05111347e-01,6.09075191e-01,6.13476058e-01,6.17052787e-01
4.52000000e+00,5.08194972e-01,5.19152874e-01,5.62927399e-01,5.70819502e-01,5.85448641e-01,5.92381598e-01,5.99507931e-01,6.04555077e-01,6.07803580e-01,6.12468628e-01
4.54000000e+00,5.03403891e-01,5.15314625e-01,5.57675381e-01,5.66597306e-01,5.80008968e-01,5.87995761e-01,5.93951639e-01,6.00074248e-01,6.02178658e-01,6.07924304e-01
4.56000000e+00,4.98654741e-01,5.11510070e-01,5.52468249e-01,5.62411860e-01,5.74615367e-01,5.83648005e-01,5.88442153e-01,5.95632296e-01,5.96600973e-01,6.03419403e-01
4.58000000e+00,4.93947214e-01,5.07738853e-01,5.47305691e-01,5.58262778e-01,5.69267522e-01,5.79337933e-01,5.82979157e-01,5.91228816e-01,5.91070209e-01,5.98953515e-01
4.60000000e+00,4.89281002e-01,5.04000618e-01,5.42187395e-01,5.54149683e-01,5.63965122e-01,5.75065156e-01,5.77562335e-01,5.86863410e-01,5.85586048e-01,5.94526237e-01
4.62000000e+00,4.84655801e-01,5.00295018e-01,5.37113052e-01,5.50072197e-01,5.58707853e-01,5.70829285e-01,5.72191374e-01,5.82535684e-01,5.80148176e-01,5.90137169e-01
4.64000000e+00,4.80071305e-01,4.96621708e-01,5.32082351e-01,5.46029953e-01,5.53495404e-01,5.66629940e-01,5.66865961e-01,5.78245249e-01,5.74756279e-01,5.85785918e-01
4.66000000e+00,4.75527213e-01,4.92980349e-01,5.27094987e-01,5.42022584e-01,5.48327466e-01,5.62466744e-01,5.61585785e-01,5.73991723e-01,5.69410046e-01,5.81472095e-01
4.68000000e+00,4.71023223e-01,4.89370604e-01,5.22150654e-01,5.38049729e-01,5.43203731e-01,5.58339324e-01,5.56350537e-01,5.69774725e-01,5.64109166e-01,5.77195316e-01
4.70000000e+00,4.66559035e-01,4.85792142e-01,5.17249045e-01,5.34111033e-01,5.38123892e-01,5.54247313e-01,5.51159908e-01,5.65593881e-01,5.58853329e-01,5.72955202e-01
4.72000000e+00,4.62134352e-01,4.82244637e-01,5.12389860e-01,5.30206144e-01,5.33087642e-01,5.50190349e-01,5.46013590e-01,5.61448822e-01,5.53642228e-01,5.68751378e-01
4.74000000e+00,4.57748877e-01,4.78727766e-01,5.07572794e-01,5.26334713e-01,5.28094679e-01,5.46168072e-01,5.40911278e-01,5.57339183e-01,5.48475554e-01,5.64583475e-01
4.76000000e+00,4.53402315e-01,4.75241210e-01,5.02797548e-01,5.22496399e-01,5.23144698e-01,5.42180130e-01,5.35852667e-01,5.53264603e-01,5.43353002e-01,5.60451127e-01
4.78000000e+00,4.49094372e-01,4.71784654e-01,4.98063821e-01,5.18690862e-01,5.18237397e-01,5.38226173e-01,5.30837452e-01,5.49224725e-01,5.38274268e-01,5.56353974e-01
4.80000000e+00,4.44824755e-01,4.68357788e-01,4.93371317e-01,5.14917769e-01,5.13372477e-01,5.34305854e-01,5.25865333e-01,5.45219199e-01,5.33239048e-01,5.52291659e-01
4.82000000e+00,4.40593175e-01,4.64960305e-01,4.88719737e-01,5.11176787e-01,5.08549636e-01,5.30418835e-01,5.20936008e-01,5.41247676e-01,5.28247041e-01,5.48263830e-01
4.84000000e+00,4.36399340e-01,4.61591902e-01,4.84108787e-01,5.07467592e-01,5.03768579e-01,5.26564777e-01,5.16049177e-01,5.37309814e-01,5.23297944e-01,5.44270139e-01
4.86000000e+00,4.32242965e-01,4.58252279e-01,4.79538172e-01,5.03789861e-01,4.99029006e-01,5.22743348e-01,5.11204541e-01,5.33405273e-01,5.18391460e-01,5.40310243e-01
4.88000000e+00,4.28123762e-01,4.54941142e-01,4.75007599e-01,5.00143276e-01,4.94330623e-01,5.18954219e-01,5.06401803e-01,5.29533719e-01,5.13527288e-01,5.36383803e-01
4.90000000e+00,4.24041446e-01,4.51658199e-01,4.70516776e-01,4.96527521e-01,4.89673135e-01,5.15197066e-01,5.01640666e-01,5.25694821e-01,5.08705132e-01,5.32490483e-01
4.92000000e+00,4.19995734e-01,4.48403162e-01,4.66065412e-01,4.92942287e-01,4.85056248e-01,5.11471568e-01,4.96920835e-01,5.21888251e-01,5.03924696e-01,5.28629953e-01
4.94000000e+00,4.15986343e-01,4.45175746e-01,4.61653219e-01,4.89387267e-01,4.80479671e-01,5.07777409e-01,4.92242017e-01,5.18113688e-01,4.99185683e-01,5.24801884e-01
4.96000000e+00,4.12012992e-01,4.41975669e-01,4.57279908e-01,4.85862157e-01,4.75943112e-01,5.04114275e-01,4.87603919e-01,5.14370811e-01,4.94487802e-01,5.21005954e-01
4.98000000e+00,4.08075404e-01,4.38802656e-01,4.52945192e-01,4.82366658e-01,4.71446282e-01,5.00481857e-01,4.83006248e-01,5.10659306e-01,4.89830758e-01,5.17241843e-01
5.00000000e+00,4.04173298e-01,4.35656431e-01,4.48648786e-01,4.78900474e-01,4.66988893e-01,4.96879849e-01,4.78448716e-01,5.06978862e-01,4.85214261e-01,5.13509237e-01
5.02000000e+00,4.00306400e-01,4.32536724e-01,4.44390406e-01,4.75463313e-01,4.62570656e-01,4.93307951e-01,4.73931031e-01,5.03329171e-01,4.80638020e-01,5.09807822e-01
5.04000000e+00,3.96474434e-01,4.29443268e-01,4.40169768e-01,4.72054887e-01,4.58191286e-01,4.89765863e-01,4.69452907e-01,4.99709928e-01,4.76101745e-01,5.06137291e-01
5.06000000e+00,3.92677126e-01,4.26375797e-01,4.35986591e-01,4.68674909e-01,4.53850497e-01,4.86253290e-01,4.65014056e-01,4.96120833e-01,4.71605150e-01,5.02497340e-01
5.08000000e+00,3.88914205e-01,4.23334052e-01,4.31840594e-01,4.65323098e-01,4.49548007e-01,4.82769943e-01,4.60614193e-01,4.92561590e-01,4.67147946e-01,4.98887667e-01
5.10000000e+00,3.85185399e-01,4.20317774e-01,4.27731498e-01,4.61999176e-01,4.45283532e-01,4.79315533e-01,4.56253033e-01,4.89031905e-01,4.62729848e-01,4.95307976e-01
5.12000000e+00,3.81490440e-01,4.17326710e-01,4.23659025e-01,4.58702867e-01,4.41056792e-01,4.75889775e-01,4.51930293e-01,4.85531488e-01,4.58350571e-01,4.91757972e-01
5.14000000e+00,3.77829059e-01,4.14360606e-01,4.19622898e-01,4.55433900e-01,4.36867505e-01,4.72492389e-01,4.47645691e-01,4.82060052e-01,4.54009833e-01,4.88237366e-01
5.16000000e+00,3.74200990e-01,4.11419215e-01,4.15622842e-01,4.52192005e-01,4.32715394e-01,4.69123097e-01,4.43398944e-01,4.78617316e-01,4.49707350e-01,4.84745870e-01
5.18000000e+00,3.70605968e-01,4.08502291e-01,4.11658582e-01,4.48976918e-01,4.28600179e-01,4.65781624e-01,4.39189775e-01,4.75202998e-01,4.45442843e-01,4.81283200e-01
5.20000000e+00,3.67043729e-01,4.05609591e-01,4.07729846e-01,4.45788375e-01,4.24521586e-01,4.62467700e-01,4.35017903e-01,4.71816822e-01,4.41216030e-01,4.77849077e-01
5.22000000e+00,3.63514012e-01,4.02740877e-01,4.03836362e-01,4.42626117e-01,4.20479339e-01,4.59181057e-01,4.30883052e-01,4.68458515e-01,4.37026632e-01,4.74443224e-01
5.24000000e+00,3.60016555e-01,3.99895910e-01,3.99977859e-01,4.39489888e-01,4.16473163e-01,4.55921429e-01,4.26784945e-01,4.65127807e-01,4.32874374e-01,4.71065366e-01
5.26000000e+00,3.56551099e-01,3.97074456e-01,3.96154069e-01,4.36379436e-01,4.12502785e-01,4.52688554e-01,4.22723308e-01,4.61824431e-01,4.28758977e-01,4.67715233e-01
5.28000000e+00,3.53117386e-01,3.94276286e-01,3.92364723e-01,4.33294508e-01,4.08567935e-01,4.49482175e-01,4.18697865e-01,4.58548123e-01,4.24680167e-01,4.64392557e-01
5.30000000e+00,3.49715160e-01,3.91501169e-01,3.88609555e-01,4.30234859e-01,4.04668341e-01,4.46302034e-01,4.14708345e-01,4.55298621e-01,4.20637670e-01,4.61097075e-01
5.32000000e+00,3.46344165e-01,3.88748880e-01,3.84888299e-01,4.27200243e-01,4.00803735e-01,4.43147880e-01,4.10754476e-01,4.52075669e-01,4.16631212e-01,4.57828524e-01
5.34000000e+00,3.43004149e-01,3.86019196e-01,3.81200692e-01,4.24190418e-01,3.96973849e-01,4.40019462e-01,4.06835987e-01,4.48879010e-01,4.12660523e-01,4.54586646e-01
5.36000000e+00,3.39694859e-01,3.83311897e-01,3.77546471e-01,4.21205147e-01,3.93178415e-01,4.36916533e-01,4.02952610e-01,4.45708394e-01,4.08725331e-01,4.51371186e-01
5.38000000e+00,3.36416045e-01,3.80626763e-01,3.73925374e-01,4.18244191e-01,3.89417169e-01,4.33838850e-01,3.99104076e-01,4.42563571e-01,4.04825367e-01,4.48181891e-01
5.40000000e+00,3.33167456e-01,3.77963581e-01,3.70337142e-01,4.15307319e-01,3.85689846e-01,4.30786169e-01,3.95290120e-01,4.39444294e-01,4.00960364e-01,4.45018512e-01
5.42000000e+00,3.29948845e-01,3.75322137e-01,3.66781515e-01,4.12394300e-01,3.81996183e-01,4.27758254e-01,3.91510475e-01,4.36350321e-01,3.97130053e-01,4.41880802e-01
5.44000000e+00,3.26759967e-01,3.72702220e-01,3.63258236e-01,4.09504904e-01,3.78335918e-01,4.24754868e-01,3.87764877e-01,4.33281410e-01,3.93334171e-01,4.38768516e-01
5.46000000e+00,3.23600575e-01,3.70103623e-01,3.59767050e-01,4.06638907e-01,3.74708792e-01,4.21775777e-01,3.84053064e-01,4.30237324e-01,3.89572452e-01,4.35681414e-01
