D,NN_z0.5,NN_z1.0,NN_z2.0,NN_z4.0,NN_z7.0,NN_z11.0,PBE_z0.5,PBE_z1.0,PBE_z2.0,PBE_z4.0,PBE_z7.0,PBE_z11.0
2.20000000e+00,4.77186255e-02,1.95387736e-01,6.56874001e-01,1.81656897e+00,2.70705175e+00,3.09883428e+00,3.16710130e-02,1.90552012e-01,6.71916588e-01,1.80026840e+00,2.74586496e+00,3.01969839e+00
2.22000000e+00,4.68893722e-02,1.91830143e-01,6.45240545e-01,1.78168833e+00,2.65306568e+00,3.03726411e+00,3.11041908e-02,1.87115682e-01,6.59539201e-01,1.76562043e+00,2.69115223e+00,2.95891120e+00
2.24000000e+00,4.60732467e-02,1.88335419e-01,6.33821309e-01,1.74747849e+00,2.60032892e+00,2.97693419e+00,3.05464640e-02,1.83736061e-01,6.47381526e-01,1.73167037e+00,2.63763584e+00,2.89948280e+00
2.26000000e+00,4.52699475e-02,1.84902728e-01,6.22607589e-01,1.71392739e+00,2.54880738e+00,2.91784286e+00,2.99977235e-02,1.80412392e-01,6.35439866e-01,1.69840246e+00,2.58528452e+00,2.84137638e+00
2.28000000e+00,4.44792733e-02,1.81530803e-01,6.11597657e-01,1.68102658e+00,2.49846220e+00,2.85995531e+00,2.94578605e-02,1.77143922e-01,6.23710580e-01,1.66580133e+00,2.53406800e+00,2.78455641e+00
2.30000000e+00,4.37010340e-02,1.78217754e-01,6.00787342e-01,1.64876294e+00,2.44926190e+00,2.80323720e+00,2.89267658e-02,1.73929902e-01,6.12190082e-01,1.63385205e+00,2.48395704e+00,2.72898857e+00
2.32000000e+00,4.29348573e-02,1.74963072e-01,5.90170681e-01,1.61711788e+00,2.40116644e+00,2.74766898e+00,2.84043306e-02,1.70769588e-01,6.00874840e-01,1.60254011e+00,2.43492332e+00,2.67463971e+00
2.34000000e+00,4.21806313e-02,1.71765968e-01,5.79745114e-01,1.58608794e+00,2.35415840e+00,2.69322252e+00,2.78904462e-02,1.67662239e-01,5.89761379e-01,1.57185135e+00,2.38693946e+00,2.62147778e+00
2.36000000e+00,4.14384268e-02,1.68625146e-01,5.69506168e-01,1.55565798e+00,2.30819321e+00,2.63987112e+00,2.73850040e-02,1.64607118e-01,5.78846275e-01,1.54177202e+00,2.33997893e+00,2.56947180e+00
2.38000000e+00,4.07077484e-02,1.65539816e-01,5.59449017e-01,1.52581716e+00,2.26324987e+00,2.58760262e+00,2.68878957e-02,1.61603497e-01,5.68126160e-01,1.51228872e+00,2.29401606e+00,2.51859182e+00
2.40000000e+00,3.99885550e-02,1.62508190e-01,5.49572349e-01,1.49655700e+00,2.21929431e+00,2.53637791e+00,2.63990132e-02,1.58650647e-01,5.57597717e-01,1.48338841e+00,2.24902598e+00,2.46880887e+00
2.42000000e+00,3.92806903e-02,1.59530118e-01,5.39869428e-01,1.46786547e+00,2.17630029e+00,2.48618698e+00,2.59182488e-02,1.55747848e-01,5.47257681e-01,1.45505837e+00,2.20498459e+00,2.42009491e+00
2.44000000e+00,3.85839529e-02,1.56603932e-01,5.30337095e-01,1.43973076e+00,2.13424492e+00,2.43699527e+00,2.54454952e-02,1.52894386e-01,5.37102840e-01,1.42728624e+00,2.16186856e+00,2.37242280e+00
2.46000000e+00,3.78981046e-02,1.53729126e-01,5.20973563e-01,1.41214490e+00,2.09309912e+00,2.38879609e+00,2.49806455e-02,1.50089549e-01,5.27130031e-01,1.40005996e+00,2.11965524e+00,2.32576627e+00
2.48000000e+00,3.72229442e-02,1.50905058e-01,5.11774242e-01,1.38509166e+00,2.05283761e+00,2.34156346e+00,2.45235932e-02,1.47332635e-01,5.17336142e-01,1.37336779e+00,2.07832271e+00,2.28009990e+00
2.50000000e+00,3.65585834e-02,1.48129955e-01,5.02736807e-01,1.35857296e+00,2.01344275e+00,2.29526472e+00,2.40742324e-02,1.44622943e-01,5.07718109e-01,1.34719828e+00,2.03784968e+00,2.23539905e+00
2.52000000e+00,3.59044150e-02,1.45403460e-01,4.93856400e-01,1.33256578e+00,1.97487772e+00,2.24989653e+00,2.36324577e-02,1.41959782e-01,4.98272920e-01,1.32154027e+00,1.99821552e+00,2.19163983e+00
2.54000000e+00,3.52606326e-02,1.42724991e-01,4.85130608e-01,1.30706930e+00,1.93713331e+00,2.20543504e+00,2.31981641e-02,1.39342466e-01,4.88997608e-01,1.29638289e+00,1.95940020e+00,2.14879913e+00
2.56000000e+00,3.46269682e-02,1.40092894e-01,4.76556093e-01,1.28206885e+00,1.90018249e+00,2.16186500e+00,2.27712475e-02,1.36770313e-01,4.79889255e-01,1.27171554e+00,1.92138429e+00,2.10685452e+00
2.58000000e+00,3.40034179e-02,1.37506887e-01,4.68131125e-01,1.25756049e+00,1.86400580e+00,2.11915636e+00,2.23516042e-02,1.34242650e-01,4.70944989e-01,1.24752788e+00,1.88414893e+00,2.06578425e+00
2.60000000e+00,3.33895758e-02,1.34966269e-01,4.59850758e-01,1.23353016e+00,1.82857990e+00,2.07730365e+00,2.19391313e-02,1.31758809e-01,4.62161985e-01,1.22380983e+00,1.84767580e+00,2.02556724e+00
2.62000000e+00,3.27854045e-02,1.32469952e-01,4.51713264e-01,1.20996857e+00,1.79388547e+00,2.03628445e+00,2.15337264e-02,1.29318129e-01,4.53537464e-01,1.20055155e+00,1.81194712e+00,1.98618303e+00
2.64000000e+00,3.21909562e-02,1.30017117e-01,4.43717092e-01,1.18686914e+00,1.75991154e+00,1.99608243e+00,2.11352881e-02,1.26919955e-01,4.45068690e-01,1.17774344e+00,1.77694562e+00,1.94761178e+00
2.66000000e+00,3.16057876e-02,1.27606943e-01,4.35857266e-01,1.16422129e+00,1.72662985e+00,1.95667899e+00,2.07437155e-02,1.24563639e-01,4.36752973e-01,1.15537616e+00,1.74265452e+00,1.90983423e+00
2.68000000e+00,3.10298018e-02,1.25238881e-01,4.28131819e-01,1.14201891e+00,1.69402552e+00,1.91805923e+00,2.03589086e-02,1.22248539e-01,4.28587667e-01,1.13344057e+00,1.70905750e+00,1.87283168e+00
2.70000000e+00,3.04630287e-02,1.22911833e-01,4.20538157e-01,1.12024999e+00,1.66208422e+00,1.88021266e+00,1.99807681e-02,1.19974020e-01,4.20570168e-01,1.11192774e+00,1.67613872e+00,1.83658597e+00
2.72000000e+00,2.99052764e-02,1.20625876e-01,4.13074732e-01,1.09890938e+00,1.63078392e+00,1.84311664e+00,1.96091955e-02,1.17739455e-01,4.12697914e-01,1.09082899e+00,1.64388276e+00,1.80107948e+00
2.74000000e+00,2.93563157e-02,1.18379302e-01,4.05737579e-01,1.07798719e+00,1.60011744e+00,1.80676055e+00,1.92440933e-02,1.15544222e-01,4.04968386e-01,1.07013581e+00,1.61227465e+00,1.76629507e+00
2.76000000e+00,2.88161431e-02,1.16172053e-01,3.98526222e-01,1.05747640e+00,1.57006168e+00,1.77112710e+00,1.88853646e-02,1.13387707e-01,3.97379105e-01,1.04983991e+00,1.58129981e+00,1.73221611e+00
2.78000000e+00,2.82846410e-02,1.14003547e-01,3.91436458e-01,1.03736544e+00,1.54060483e+00,1.73620391e+00,1.85329135e-02,1.11269302e-01,3.89927635e-01,1.02993320e+00,1.55094407e+00,1.69882642e+00
2.80000000e+00,2.77616680e-02,1.11872591e-01,3.84466588e-01,1.01764953e+00,1.51172829e+00,1.70197499e+00,1.81866450e-02,1.09188406e-01,3.82611577e-01,1.01040777e+00,1.52119364e+00,1.66611029e+00
2.82000000e+00,2.72469614e-02,1.09778725e-01,3.77614558e-01,9.98320580e-01,1.48342180e+00,1.66843152e+00,1.78464649e-02,1.07144426e-01,3.75428572e-01,9.91255883e-01,1.49203511e+00,1.63405244e+00
2.84000000e+00,2.67405696e-02,1.07721753e-01,3.70878607e-01,9.79367375e-01,1.45567250e+00,1.63554847e+00,1.75122800e-02,1.05136775e-01,3.68376302e-01,9.72470007e-01,1.46345540e+00,1.60263801e+00
2.86000000e+00,2.62422971e-02,1.05700657e-01,3.64256531e-01,9.60789502e-01,1.42846572e+00,1.60332870e+00,1.71839980e-02,1.03164872e-01,3.61452486e-01,9.54042766e-01,1.43544182e+00,1.57185254e+00
2.88000000e+00,2.57523172e-02,1.03714600e-01,3.57745767e-01,9.42576170e-01,1.40179062e+00,1.57174730e+00,1.68615274e-02,1.01228146e-01,3.54654878e-01,9.35966956e-01,1.40798198e+00,1.54168199e+00
2.90000000e+00,2.52699424e-02,1.01763554e-01,3.51343691e-01,9.24717844e-01,1.37563038e+00,1.54079640e+00,1.65447778e-02,9.93260299e-02,3.47981273e-01,9.18235540e-01,1.38106382e+00,1.51211266e+00
2.92000000e+00,2.47956198e-02,9.98465642e-02,3.45050544e-01,9.07208920e-01,1.34997392e+00,1.51046216e+00,1.62336597e-02,9.74579647e-02,3.41429501e-01,9.00841637e-01,1.35467561e+00,1.48313126e+00
2.94000000e+00,2.43289489e-02,9.79630053e-02,3.38862211e-01,8.90042186e-01,1.32481420e+00,1.48073411e+00,1.59280845e-02,9.56233984e-02,3.34997427e-01,8.83778524e-01,1.32880591e+00,1.45472482e+00
2.96000000e+00,2.38698013e-02,9.61124152e-02,3.32778007e-01,8.73211563e-01,1.30013490e+00,1.45159745e+00,1.56279646e-02,9.38217860e-02,3.28682952e-01,8.67039629e-01,1.30344357e+00,1.42688073e+00
2.98000000e+00,2.34182514e-02,9.42945480e-02,3.26795578e-01,8.56710732e-01,1.27592897e+00,1.42304218e+00,1.53332134e-02,9.20525892e-02,3.22484014e-01,8.50618525e-01,1.27857775e+00,1.39958672e+00
3.00000000e+00,2.29742154e-02,9.25083011e-02,3.20913136e-01,8.40532243e-01,1.25218141e+00,1.39505947e+00,1.50437453e-02,9.03152768e-02,3.16398581e-01,8.34508929e-01,1.25419784e+00,1.37283082e+00
3.02000000e+00,2.25374103e-02,9.07536373e-02,3.15128684e-01,8.24667096e-01,1.22888541e+00,1.36763525e+00,1.47594756e-02,8.86093243e-02,3.10424659e-01,8.18704698e-01,1.23029355e+00,1.34660139e+00
3.04000000e+00,2.21077818e-02,8.90298188e-02,3.09442043e-01,8.09114993e-01,1.20603132e+00,1.34075403e+00,1.44803206e-02,8.69342142e-02,3.04560284e-01,8.03199822e-01,1.20685481e+00,1.32088707e+00
3.06000000e+00,2.16855519e-02,8.73363465e-02,3.03849727e-01,7.93861926e-01,1.18360722e+00,1.31441414e+00,1.42061976e-02,8.52894358e-02,2.98803528e-01,7.87988425e-01,1.18387181e+00,1.29567681e+00
3.08000000e+00,2.12701019e-02,8.56726021e-02,2.98350781e-01,7.78907418e-01,1.16160142e+00,1.28859937e+00,1.39370249e-02,8.36744852e-02,2.93152491e-01,7.73064758e-01,1.16133499e+00,1.27095983e+00
3.10000000e+00,2.08616853e-02,8.40385854e-02,2.92943776e-01,7.64242649e-01,1.14000928e+00,1.26330137e+00,1.36727218e-02,8.20888655e-02,2.87605309e-01,7.58423198e-01,1.13923502e+00,1.24672564e+00
3.12000000e+00,2.04600804e-02,8.24331120e-02,2.87627429e-01,7.49861956e-01,1.11882269e+00,1.23850894e+00,1.34132085e-02,8.05320861e-02,2.82160147e-01,7.44058243e-01,1.11756279e+00,1.22296399e+00
3.14000000e+00,2.00652834e-02,8.08560178e-02,2.82400221e-01,7.35762537e-01,1.09803176e+00,1.21421409e+00,1.31584064e-02,7.90036636e-02,2.76815201e-01,7.29964508e-01,1.09630943e+00,1.19966490e+00
3.16000000e+00,1.96771622e-02,7.93070644e-02,2.77259797e-01,7.21934974e-01,1.07762349e+00,1.19040525e+00,1.29082377e-02,7.75031210e-02,2.71568697e-01,7.16136726e-01,1.07546627e+00,1.17681864e+00
3.18000000e+00,1.92956198e-02,7.77856931e-02,2.72204697e-01,7.08373785e-01,1.05759668e+00,1.16707039e+00,1.26626257e-02,7.60299879e-02,2.66418892e-01,7.02569741e-01,1.05502485e+00,1.15441571e+00
3.20000000e+00,1.89206265e-02,7.62910098e-02,2.67235309e-01,6.95073962e-01,1.03793967e+00,1.14420557e+00,1.24214946e-02,7.45838006e-02,2.61364071e-01,6.89258507e-01,1.03497691e+00,1.13244685e+00
3.22000000e+00,1.85519699e-02,7.48231933e-02,2.62348056e-01,6.82032943e-01,1.01864445e+00,1.12179947e+00,1.21847695e-02,7.31641021e-02,2.56402548e-01,6.76198085e-01,1.01531440e+00,1.11090303e+00
3.24000000e+00,1.81897525e-02,7.33816400e-02,2.57542908e-01,6.69241130e-01,9.99703646e-01,1.09983718e+00,1.19523769e-02,7.17704416e-02,2.51532667e-01,6.63383640e-01,9.96029448e-01,1.08977543e+00
3.26000000e+00,1.78337619e-02,7.19656423e-02,2.52817690e-01,6.56696022e-01,9.81113613e-01,1.07832086e+00,1.17242438e-02,7.04023750e-02,2.46752798e-01,6.50810438e-01,9.77114367e-01,1.06905545e+00
3.28000000e+00,1.74839068e-02,7.05752149e-02,2.48172164e-01,6.44390404e-01,9.62862015e-01,1.05723464e+00,1.15002984e-02,6.90594645e-02,2.42061338e-01,6.38473845e-01,9.58561651e-01,1.04873469e+00
3.30000000e+00,1.71402209e-02,6.92095384e-02,2.43604735e-01,6.32320285e-01,9.44944680e-01,1.03656936e+00,1.12804699e-02,6.77412786e-02,2.37456715e-01,6.26369322e-01,9.40363971e-01,1.02880495e+00
3.32000000e+00,1.68024562e-02,6.78686351e-02,2.39112765e-01,6.20482743e-01,9.27354574e-01,1.01632106e+00,1.10646885e-02,6.64473923e-02,2.32937378e-01,6.14492427e-01,9.22514163e-01,1.00925824e+00
3.34000000e+00,1.64706949e-02,6.65515736e-02,2.34696552e-01,6.08870864e-01,9.10087585e-01,9.96476948e-01,1.08528852e-02,6.51773866e-02,2.28501808e-01,6.02838806e-01,9.05005233e-01,9.90086736e-01
3.36000000e+00,1.61447302e-02,6.52584210e-02,2.30354741e-01,5.97479880e-01,8.93134117e-01,9.77032602e-01,1.06449921e-02,6.39308490e-02,2.24148507e-01,5.91404198e-01,8.87830341e-01,9.71282812e-01
3.38000000e+00,1.58245992e-02,6.39886707e-02,2.26085857e-01,5.86304545e-01,8.76487315e-01,9.57978010e-01,1.04409422e-02,6.27073730e-02,2.19876005e-01,5.80184428e-01,8.70982807e-01,9.52839015e-01
3.40000000e+00,1.55101409e-02,6.27418682e-02,2.21889019e-01,5.75342715e-01,8.60143363e-01,9.39305842e-01,1.02406695e-02,6.15065580e-02,2.15682856e-01,5.69175406e-01,8.54456099e-01,9.34748065e-01
3.42000000e+00,1.52013032e-02,6.15177341e-02,2.17762679e-01,5.64588368e-01,8.44095886e-01,9.21010196e-01,1.00441088e-02,6.03280097e-02,2.11567640e-01,5.58373126e-01,8.38243836e-01,9.17002851e-01
3.44000000e+00,1.48980441e-02,6.03157654e-02,2.13706166e-01,5.54036796e-01,8.28338623e-01,9.03081059e-01,9.85119618e-03,5.91713397e-02,2.07528959e-01,5.47773664e-01,8.22339775e-01,8.99596423e-01
3.46000000e+00,1.46002164e-02,5.91357462e-02,2.09717587e-01,5.43685555e-01,8.12869251e-01,8.85511577e-01,9.66186826e-03,5.80361655e-02,2.03565441e-01,5.37373174e-01,8.06737815e-01,8.82521991e-01
3.48000000e+00,1.43077485e-02,5.79773709e-02,2.05796823e-01,5.33528149e-01,7.97676027e-01,8.68296146e-01,9.47606279e-03,5.69221105e-02,1.99675736e-01,5.27167888e-01,7.91431990e-01,8.65772921e-01
3.50000000e+00,1.40206534e-02,5.68402931e-02,2.01942459e-01,5.23562491e-01,7.82759666e-01,8.51424575e-01,9.29371843e-03,5.58288038e-02,1.95858516e-01,5.17154115e-01,7.76416467e-01,8.49342727e-01
3.52000000e+00,1.37387989e-02,5.57238534e-02,1.98154151e-01,5.13782322e-01,7.68111110e-01,8.34893644e-01,9.11477470e-03,5.47558803e-02,1.92112480e-01,5.07328235e-01,7.61685537e-01,8.33225067e-01
3.54000000e+00,1.34621309e-02,5.46280630e-02,1.94429427e-01,5.04187107e-01,7.53727078e-01,8.18696499e-01,8.93917207e-03,5.37029807e-02,1.88436344e-01,4.97686704e-01,7.47233621e-01,8.17413744e-01
3.56000000e+00,1.31905675e-02,5.35523705e-02,1.90768301e-01,4.94770437e-01,7.39602268e-01,8.02821338e-01,8.76685187e-03,5.26697509e-02,1.84828849e-01,4.88226046e-01,7.33055257e-01,8.01902698e-01
3.58000000e+00,1.29240155e-02,5.24967723e-02,1.87169969e-01,4.85528618e-01,7.25733161e-01,7.87266910e-01,8.59775636e-03,5.16558429e-02,1.81288757e-01,4.78942854e-01,7.19145105e-01,7.86686002e-01
3.60000000e+00,1.26624191e-02,5.14604896e-02,1.83633000e-01,4.76459622e-01,7.12112188e-01,7.72024870e-01,8.43182863e-03,5.06609139e-02,1.77814852e-01,4.69833791e-01,7.05497936e-01,7.71757861e-01
3.62000000e+00,1.24057038e-02,5.04436269e-02,1.80156484e-01,4.67559069e-01,6.98737741e-01,7.57088244e-01,8.26901269e-03,4.96846264e-02,1.74405938e-01,4.60895582e-01,6.92108638e-01,7.57112606e-01
3.64000000e+00,1.21538471e-02,4.94456366e-02,1.76739782e-01,4.58823234e-01,6.85602725e-01,7.42450774e-01,8.10925339e-03,4.87266485e-02,1.71060839e-01,4.52125021e-01,6.78972205e-01,7.42744693e-01
3.66000000e+00,1.19067160e-02,4.84661423e-02,1.73381791e-01,4.50249553e-01,6.72705173e-01,7.28110313e-01,7.95249643e-03,4.77866536e-02,1.67778400e-01,4.43518960e-01,6.66083738e-01,7.28648699e-01
3.68000000e+00,1.16642769e-02,4.75050695e-02,1.70081705e-01,4.41833973e-01,6.60039663e-01,7.14055181e-01,7.79868838e-03,4.68643202e-02,1.64557486e-01,4.35074316e-01,6.53438442e-01,7.14819315e-01
3.70000000e+00,1.14263715e-02,4.65620719e-02,1.66838571e-01,4.33573604e-01,6.47602797e-01,7.00284600e-01,7.64777663e-03,4.59593320e-02,1.61396983e-01,4.26788065e-01,6.41031626e-01,7.01251350e-01
3.72000000e+00,1.11930715e-02,4.56366539e-02,1.63651273e-01,4.25464064e-01,6.35388672e-01,6.86788201e-01,7.49970941e-03,4.50713779e-02,1.58295792e-01,4.18657243e-01,6.28858692e-01,6.87939722e-01
3.74000000e+00,1.09642493e-02,4.47287336e-02,1.60519615e-01,4.17504311e-01,6.23394966e-01,6.73564076e-01,7.35443576e-03,4.42001518e-02,1.55252838e-01,4.10678941e-01,6.16915144e-01,6.74879460e-01
3.76000000e+00,1.07397856e-02,4.38378640e-02,1.57442376e-01,4.09690529e-01,6.11617088e-01,6.60605788e-01,7.21190554e-03,4.33453526e-02,1.52267062e-01,4.02850309e-01,6.05196576e-01,6.62065696e-01
3.78000000e+00,1.05196768e-02,4.29640077e-02,1.54418856e-01,4.02019322e-01,6.00051522e-01,6.47905886e-01,7.07206941e-03,4.25066842e-02,1.49337423e-01,3.95168552e-01,5.93698675e-01,6.49493666e-01
3.80000000e+00,1.03038102e-02,4.21065204e-02,1.51447982e-01,3.94487470e-01,5.88693380e-01,6.35461092e-01,6.93487883e-03,4.16838551e-02,1.46462899e-01,3.87630926e-01,5.82417217e-01,6.37158707e-01
3.82000000e+00,1.00921746e-02,4.12654839e-02,1.48529440e-01,3.87093604e-01,5.77539980e-01,6.23266339e-01,6.80028603e-03,4.08765789e-02,1.43642485e-01,3.80234743e-01,5.71348064e-01,6.25056254e-01
3.84000000e+00,9.88468342e-03,4.04404178e-02,1.45661756e-01,3.79834116e-01,5.66589653e-01,6.11316741e-01,6.66824404e-03,4.00845737e-02,1.40875196e-01,3.72977364e-01,5.60487166e-01,6.13181836e-01
3.86000000e+00,9.68119968e-03,3.96311097e-02,1.42845094e-01,3.72706801e-01,5.55836141e-01,5.99604607e-01,6.53870663e-03,3.93075626e-02,1.38160060e-01,3.65856204e-01,5.49830553e-01,6.01531076e-01
3.88000000e+00,9.48178768e-03,3.88372503e-02,1.40077695e-01,3.65707576e-01,5.45275629e-01,5.88128030e-01,6.41162833e-03,3.85452729e-02,1.35496125e-01,3.58868723e-01,5.39374337e-01,5.90099690e-01
3.90000000e+00,9.28626116e-03,3.80587578e-02,1.37359500e-01,3.58836204e-01,5.34907699e-01,5.76880395e-01,6.28696445e-03,3.77974367e-02,1.32882455e-01,3.52012433e-01,5.29114708e-01,5.78883478e-01
3.92000000e+00,9.09463689e-03,3.72950956e-02,1.34689212e-01,3.52088243e-01,5.24725854e-01,5.65857530e-01,6.16467098e-03,3.70637905e-02,1.30318129e-01,3.45284892e-01,5.19047936e-01,5.67878331e-01
3.94000000e+00,8.90680589e-03,3.65462899e-02,1.32067114e-01,3.45462501e-01,5.14728963e-01,5.55057347e-01,6.04470470e-03,3.63440754e-02,1.27802245e-01,3.38683704e-01,5.09170363e-01,5.57080221e-01
3.96000000e+00,8.72272812e-03,3.58118862e-02,1.29491031e-01,3.38955879e-01,5.04913151e-01,5.44472158e-01,5.92702307e-03,3.56380367e-02,1.25333913e-01,3.32206519e-01,4.99478406e-01,5.46485204e-01
3.98000000e+00,8.54236633e-03,3.50916386e-02,1.26961440e-01,3.32566649e-01,4.95274991e-01,5.34096360e-01,5.81158428e-03,3.49454239e-02,1.22912261e-01,3.25851032e-01,4.89968554e-01,5.36089416e-01
4.00000000e+00,8.36560596e-03,3.43855023e-02,1.24477349e-01,3.26292068e-01,4.85813290e-01,5.23929894e-01,5.69834720e-03,3.42659910e-02,1.20536433e-01,3.19614980e-01,4.80637367e-01,5.25889072e-01
4.02000000e+00,8.19240883e-03,3.36930305e-02,1.22037962e-01,3.20130080e-01,4.76521701e-01,5.13964951e-01,5.58727141e-03,3.35994961e-02,1.18205586e-01,3.13496144e-01,4.71481471e-01,5.15880463e-01
4.04000000e+00,8.02270137e-03,3.30140330e-02,1.19642101e-01,3.14078808e-01,4.67400461e-01,5.04198372e-01,5.47831717e-03,3.29457013e-02,1.15918892e-01,3.07492346e-01,4.62497561e-01,5.06059954e-01
4.06000000e+00,7.85642117e-03,3.23484354e-02,1.17290191e-01,3.08136106e-01,4.58444417e-01,4.94626939e-01,5.37144542e-03,3.23043728e-02,1.13675540e-01,3.01601450e-01,4.53682398e-01,4.96423985e-01
4.08000000e+00,7.69355288e-03,3.16957124e-02,1.14980780e-01,3.02299440e-01,4.49651569e-01,4.85245943e-01,5.26661774e-03,3.16752811e-02,1.11474730e-01,2.95821359e-01,4.45032804e-01,4.86969066e-01
4.10000000e+00,7.53401918e-03,3.10559236e-02,1.12713337e-01,2.96567351e-01,4.41020340e-01,4.76052642e-01,5.16379639e-03,3.10582002e-02,1.09315679e-01,2.90150015e-01,4.36545668e-01,4.77691776e-01
4.12000000e+00,7.37771206e-03,3.04285716e-02,1.10487275e-01,2.90937394e-01,4.32545304e-01,4.67041463e-01,5.06294426e-03,3.04529083e-02,1.07197615e-01,2.84585401e-01,4.28217936e-01,4.68588764e-01
4.14000000e+00,7.22462637e-03,2.98136417e-02,1.08301841e-01,2.85408288e-01,4.24227208e-01,4.58207965e-01,4.96402488e-03,2.98591873e-02,1.05119782e-01,2.79125534e-01,4.20046616e-01,4.59656744e-01
4.16000000e+00,7.07467459e-03,2.92109773e-02,1.06156811e-01,2.79978842e-01,4.16060477e-01,4.49551135e-01,4.86700242e-03,2.92768230e-02,1.03081436e-01,2.73768471e-01,4.12028774e-01,4.50892496e-01
4.18000000e+00,6.92783389e-03,2.86201108e-02,1.04051068e-01,2.74644792e-01,4.08043861e-01,4.41065460e-01,4.77184166e-03,2.87056047e-02,1.01081848e-01,2.68512305e-01,4.04161533e-01,4.42292863e-01
4.20000000e+00,6.78401254e-03,2.80409846e-02,1.01984456e-01,2.69406468e-01,4.00174350e-01,4.32748795e-01,4.67850798e-03,2.81453257e-02,9.91202987e-02,2.63355162e-01,3.96442072e-01,4.33854751e-01
4.22000000e+00,6.64318725e-03,2.74734125e-02,9.99558046e-02,2.64261335e-01,3.92450184e-01,4.24595714e-01,4.58696737e-03,2.75957826e-02,9.71960848e-02,2.58295205e-01,3.88867625e-01,4.25575124e-01
4.24000000e+00,6.50528073e-03,2.69170590e-02,9.79647338e-02,2.59208471e-01,3.84868890e-01,4.16604578e-01,4.49718642e-03,2.70567757e-02,9.53085138e-02,2.53330631e-01,3.81435479e-01,4.17451009e-01
4.26000000e+00,6.37020729e-03,2.63718460e-02,9.60110053e-02,2.54245132e-01,3.77425432e-01,4.08771098e-01,4.40913229e-03,2.65281088e-02,9.34569059e-02,2.48459670e-01,3.74142973e-01,4.09479489e-01
4.28000000e+00,6.23799488e-03,2.58375052e-02,9.40937996e-02,2.49370635e-01,3.70121121e-01,4.01092380e-01,4.32277272e-03,2.60095890e-02,9.16405934e-02,2.43680585e-01,3.66987499e-01,4.01657704e-01
4.30000000e+00,6.10853545e-03,2.53138877e-02,9.22122747e-02,2.44583055e-01,3.62952709e-01,3.93564135e-01,4.23807603e-03,2.55010271e-02,8.98589205e-02,2.38991670e-01,3.59966497e-01,3.93982850e-01
4.32000000e+00,5.98176569e-03,2.48007644e-02,9.03663635e-02,2.39880636e-01,3.55915695e-01,3.86184722e-01,4.15501106e-03,2.50022369e-02,8.81112431e-02,2.34391254e-01,3.53077457e-01,3.86452177e-01
4.34000000e+00,5.85767673e-03,2.42979489e-02,8.85548741e-02,2.35262081e-01,3.49010408e-01,3.78950566e-01,4.07354724e-03,2.45130358e-02,8.63969285e-02,2.29877693e-01,3.46317918e-01,3.79062989e-01
4.36000000e+00,5.73620806e-03,2.38052234e-02,8.67779329e-02,2.30726540e-01,3.42233270e-01,3.71859640e-01,3.99365453e-03,2.40332442e-02,8.47153557e-02,2.25449374e-01,3.39685464e-01,3.71812639e-01
4.38000000e+00,5.61728794e-03,2.33224463e-02,8.50345343e-02,2.26271644e-01,3.35582584e-01,3.64906967e-01,3.91530340e-03,2.35626857e-02,8.30659143e-02,2.21104717e-01,3.33177725e-01,3.64698536e-01
4.40000000e+00,5.50086796e-03,2.28494201e-02,8.33242759e-02,2.21896082e-01,3.29055309e-01,3.58090907e-01,3.83846487e-03,2.31011873e-02,8.14480051e-02,2.16842167e-01,3.26792379e-01,3.57718134e-01
4.42000000e+00,5.38689643e-03,2.23859958e-02,8.16464499e-02,2.17599556e-01,3.22651029e-01,3.51407468e-01,3.76311047e-03,2.26485787e-02,7.98610398e-02,2.12660200e-01,3.20527146e-01,3.50868938e-01
4.44000000e+00,5.27533656e-03,2.19318550e-02,8.00008327e-02,2.13379383e-01,3.16365749e-01,3.44855785e-01,3.68921224e-03,2.22046930e-02,7.83044404e-02,2.08557320e-01,3.14379787e-01,3.44148501e-01
4.46000000e+00,5.16617065e-03,2.14870200e-02,7.83865824e-02,2.09235117e-01,3.10198992e-01,3.38432223e-01,3.61674270e-03,2.17693661e-02,7.67776394e-02,2.04532057e-01,3.08348110e-01,3.37554421e-01
4.48000000e+00,5.05929766e-03,2.10511964e-02,7.68035054e-02,2.05164745e-01,3.04147452e-01,3.32134306e-01,3.54567488e-03,2.13424368e-02,7.52800794e-02,2.00582970e-01,3.02429962e-01,3.31084344e-01
4.50000000e+00,4.95470827e-03,2.06242036e-02,7.52509683e-02,2.01168016e-01,2.98210800e-01,3.25958997e-01,3.47598231e-03,2.09237469e-02,7.38112133e-02,1.96708644e-01,2.96623229e-01,3.24735958e-01
4.52000000e+00,4.85233543e-03,2.02059485e-02,7.37280771e-02,1.97242767e-01,2.92385459e-01,3.19903791e-01,3.40763896e-03,2.05131409e-02,7.23705037e-02,1.92907688e-01,2.90925840e-01,3.18506998e-01
4.54000000e+00,4.75214748e-03,1.97961796e-02,7.22349882e-02,1.93388849e-01,2.86669761e-01,3.13966453e-01,3.34061929e-03,2.01104664e-02,7.09574229e-02,1.89178739e-01,2.85335760e-01,3.12395239e-01
