D,NN_z0.5,NN_z1.0,NN_z2.0,NN_z4.0,NN_z7.0,NN_z11.0,PBE_z0.5,PBE_z1.0,PBE_z2.0,PBE_z4.0,PBE_z7.0,PBE_z11.0
4.56000000e+00,4.65407828e-03,1.93947796e-02,7.07709566e-02,1.89603224e-01,2.81062067e-01,3.08144361e-01,3.27489823e-03,1.97155735e-02,6.95714526e-02,1.85520459e-01,2.79850995e-01,3.06398500e-01
4.58000000e+00,4.55810828e-03,1.90015640e-02,6.93350658e-02,1.85887009e-01,2.75561094e-01,3.02435368e-01,3.21045114e-03,1.93283150e-02,6.82120842e-02,1.81931532e-01,2.74469585e-01,3.00514640e-01
4.60000000e+00,4.46420535e-03,1.86164789e-02,6.79273531e-02,1.82237625e-01,2.70164132e-01,2.96836615e-01,3.14725384e-03,1.89485464e-02,6.68788181e-02,1.78410669e-01,2.69189611e-01,2.94741560e-01
4.62000000e+00,4.37228568e-03,1.82392206e-02,6.65470660e-02,1.78654268e-01,2.64869601e-01,2.91346461e-01,3.08528260e-03,1.85761260e-02,6.55711638e-02,1.74956603e-01,2.64009185e-01,2.89077198e-01
4.64000000e+00,4.28233994e-03,1.78697184e-02,6.51939064e-02,1.75136372e-01,2.59676397e-01,2.85962313e-01,3.02451410e-03,1.82109145e-02,6.42886396e-02,1.71568091e-01,2.58926458e-01,2.83519532e-01
4.66000000e+00,4.19432484e-03,1.75077748e-02,6.38674572e-02,1.71681792e-01,2.54581302e-01,2.80682147e-01,2.96492547e-03,1.78527751e-02,6.30307727e-02,1.68243913e-01,2.53939615e-01,2.78066579e-01
4.68000000e+00,4.10819333e-03,1.71532836e-02,6.25669733e-02,1.68290272e-01,2.49584839e-01,2.75503606e-01,2.90649422e-03,1.75015736e-02,6.17970989e-02,1.64982869e-01,2.49046872e-01,2.72716392e-01
4.70000000e+00,4.02391097e-03,1.68061499e-02,6.12922758e-02,1.64961234e-01,2.44682997e-01,2.70424634e-01,2.84919831e-03,1.71571782e-02,6.05871622e-02,1.61783784e-01,2.44246481e-01,2.67467060e-01
4.72000000e+00,3.94143444e-03,1.64661240e-02,6.00428432e-02,1.61692798e-01,2.39874661e-01,2.65444070e-01,2.79301609e-03,1.68194596e-02,5.94005153e-02,1.58645504e-01,2.39536726e-01,2.62316708e-01
4.74000000e+00,3.86071461e-03,1.61330570e-02,5.88182025e-02,1.58484474e-01,2.35159278e-01,2.60557979e-01,2.73792629e-03,1.64882906e-02,5.82367187e-02,1.55566894e-01,2.34915922e-01,2.57263497e-01
4.76000000e+00,3.78174405e-03,1.58068910e-02,5.76176606e-02,1.55334741e-01,2.30534360e-01,2.55766213e-01,2.68390806e-03,1.61635467e-02,5.70953411e-02,1.52546843e-01,2.30382415e-01,2.52305621e-01
4.78000000e+00,3.70445242e-03,1.54874297e-02,5.64413294e-02,1.52243286e-01,2.25997984e-01,2.51066029e-01,2.63094092e-03,1.58451054e-02,5.59759591e-02,1.49584256e-01,2.25934584e-01,2.47441309e-01
4.80000000e+00,3.62882321e-03,1.51746143e-02,5.52883372e-02,1.49208799e-01,2.21549019e-01,2.46454880e-01,2.57900476e-03,1.55328466e-02,5.48781569e-02,1.46678063e-01,2.21570836e-01,2.42668821e-01
4.82000000e+00,3.55482614e-03,1.48682371e-02,5.41584343e-02,1.46230668e-01,2.17186317e-01,2.41932496e-01,2.52807985e-03,1.52266524e-02,5.38015264e-02,1.43827210e-01,2.17289607e-01,2.37986451e-01
4.84000000e+00,3.48241464e-03,1.45681920e-02,5.30512817e-02,1.43307328e-01,2.12907791e-01,2.37496331e-01,2.47814682e-03,1.49264070e-02,5.27456670e-02,1.41030664e-01,2.13089363e-01,2.33392523e-01
4.86000000e+00,3.41154635e-03,1.42743587e-02,5.19663393e-02,1.40438780e-01,2.08712295e-01,2.33143985e-01,2.42918667e-03,1.46319967e-02,5.17101854e-02,1.38287409e-01,2.08968598e-01,2.28885395e-01
4.88000000e+00,3.34220915e-03,1.39866052e-02,5.09031005e-02,1.37623444e-01,2.04597890e-01,2.28874028e-01,2.38118074e-03,1.43433102e-02,5.06946956e-02,1.35596451e-01,2.04925835e-01,2.24463452e-01
4.90000000e+00,3.27435019e-03,1.37048345e-02,4.98615727e-02,1.34860963e-01,2.00562611e-01,2.24685743e-01,2.33411072e-03,1.40602377e-02,4.96988186e-02,1.32956812e-01,2.00959622e-01,2.20125111e-01
4.92000000e+00,3.20796692e-03,1.34288687e-02,4.88408394e-02,1.32149577e-01,1.96606532e-01,2.20576659e-01,2.28795865e-03,1.37826721e-02,4.87221824e-02,1.30367530e-01,1.97068534e-01,2.15868817e-01
4.94000000e+00,3.14298645e-03,1.31586296e-02,4.78407741e-02,1.29490227e-01,1.92727312e-01,2.16544956e-01,2.24270687e-03,1.35105078e-02,4.77644217e-02,1.27827665e-01,1.93251175e-01,2.11693046e-01
4.96000000e+00,3.07940459e-03,1.28940316e-02,4.68611270e-02,1.26880243e-01,1.88923642e-01,2.12589040e-01,2.19833810e-03,1.32436413e-02,4.68251783e-02,1.25336291e-01,1.89506173e-01,2.07596299e-01
4.98000000e+00,3.01718037e-03,1.26348566e-02,4.59013060e-02,1.24320045e-01,1.85194135e-01,2.08707541e-01,2.15483534e-03,1.29819710e-02,4.59041002e-02,1.22892500e-01,1.85832179e-01,2.03577108e-01
5.00000000e+00,2.95628724e-03,1.23810973e-02,4.49610688e-02,1.21807739e-01,1.81537211e-01,2.04899967e-01,2.11218193e-03,1.27253974e-02,4.50008422e-02,1.20495400e-01,1.82227872e-01,1.99634028e-01
5.02000000e+00,2.89670844e-03,1.21325739e-02,4.40398492e-02,1.19343810e-01,1.77951843e-01,2.01163322e-01,2.07036151e-03,1.24738226e-02,4.41150653e-02,1.18144117e-01,1.78691954e-01,1.95765645e-01
5.04000000e+00,2.83840345e-03,1.18892137e-02,4.31375653e-02,1.16926476e-01,1.74436823e-01,1.97496623e-01,2.02935804e-03,1.22271505e-02,4.32464368e-02,1.15837790e-01,1.75223152e-01,1.91970568e-01
5.06000000e+00,2.78133736e-03,1.16509246e-02,4.22537178e-02,1.14555337e-01,1.70990422e-01,1.93898514e-01,1.98915576e-03,1.19852871e-02,4.23946301e-02,1.13575578e-01,1.71820214e-01,1.88247433e-01
5.08000000e+00,2.72549642e-03,1.14175482e-02,4.13880460e-02,1.12229742e-01,1.67611733e-01,1.90367654e-01,1.94973922e-03,1.17481399e-02,4.15593248e-02,1.11356651e-01,1.68481914e-01,1.84594900e-01
5.10000000e+00,2.67084921e-03,1.11890426e-02,4.05399725e-02,1.09948769e-01,1.64299250e-01,1.86902940e-01,1.91109327e-03,1.15156181e-02,4.07402064e-02,1.09180198e-01,1.65207045e-01,1.81011655e-01
5.12000000e+00,2.61736009e-03,1.09652262e-02,3.97094600e-02,1.07711650e-01,1.61052212e-01,1.83502436e-01,1.87320302e-03,1.12876327e-02,3.99369661e-02,1.07045420e-01,1.61994426e-01,1.77496407e-01
5.14000000e+00,2.56500929e-03,1.07461130e-02,3.88958901e-02,1.05517946e-01,1.57868549e-01,1.80164978e-01,1.83605388e-03,1.10640965e-02,3.91493010e-02,1.04951534e-01,1.58842895e-01,1.74047890e-01
5.16000000e+00,2.51378608e-03,1.05315214e-02,3.80991511e-02,1.03366651e-01,1.54748037e-01,1.76890016e-01,1.79963152e-03,1.08449237e-02,3.83769137e-02,1.02897772e-01,1.55751311e-01,1.70664860e-01
5.18000000e+00,2.46364321e-03,1.03213899e-02,3.73188481e-02,1.01256952e-01,1.51688561e-01,1.73675314e-01,1.76392190e-03,1.06300302e-02,3.76195125e-02,1.00883378e-01,1.52718557e-01,1.67346096e-01
5.20000000e+00,2.41456740e-03,1.01155611e-02,3.65546308e-02,9.91887748e-02,1.48689896e-01,1.70520216e-01,1.72891122e-03,1.04193335e-02,3.68768108e-02,9.89076129e-02,1.49743533e-01,1.64090401e-01
5.22000000e+00,2.36652698e-03,9.91405360e-03,3.58061157e-02,9.71606076e-02,1.45749941e-01,1.67423368e-01,1.69458596e-03,1.02127527e-02,3.61485276e-02,9.69697481e-02,1.46825161e-01,1.60896597e-01
5.24000000e+00,2.31950940e-03,9.71670914e-03,3.50732170e-02,9.51725766e-02,1.42868295e-01,1.64383709e-01,1.66093285e-03,1.00102083e-02,3.54343873e-02,9.50690702e-02,1.43962383e-01,1.57763530e-01
5.26000000e+00,2.27348902e-03,9.52341501e-03,3.43553200e-02,9.32233110e-02,1.40043378e-01,1.61399886e-01,1.62793887e-03,9.81162242e-03,3.47341189e-02,9.32048786e-02,1.41154159e-01,1.54690067e-01
5.28000000e+00,2.22843816e-03,9.33416281e-03,3.36524881e-02,9.13126469e-02,1.37274504e-01,1.58470616e-01,1.59559124e-03,9.61691856e-03,3.40474571e-02,9.13764854e-02,1.38399470e-01,1.51675095e-01
5.30000000e+00,2.18433910e-03,9.14882403e-03,3.29641663e-02,8.94395709e-02,1.34560302e-01,1.55595377e-01,1.56387744e-03,9.42602170e-03,3.33741410e-02,8.95832155e-02,1.35697314e-01,1.48717522e-01
5.32000000e+00,2.14116275e-03,8.96727573e-03,3.22900377e-02,8.76037031e-02,1.31899923e-01,1.52772501e-01,1.53278517e-03,9.23885826e-03,3.27139150e-02,8.78244062e-02,1.33046707e-01,1.45816275e-01
5.34000000e+00,2.09890609e-03,8.78949091e-03,3.16300280e-02,8.58042687e-02,1.29292458e-01,1.50001705e-01,1.50230238e-03,9.05535601e-03,3.20665280e-02,8.60994068e-02,1.30446686e-01,1.42970302e-01
5.36000000e+00,2.05753162e-03,8.61540902e-03,3.09836809e-02,8.40405524e-02,1.26736090e-01,1.47281110e-01,1.47241724e-03,8.87544412e-03,3.14317338e-02,8.44075790e-02,1.27896303e-01,1.40178570e-01
5.38000000e+00,2.01702816e-03,8.44488200e-03,3.03507913e-02,8.23120624e-02,1.24230824e-01,1.44609883e-01,1.44311813e-03,8.69905308e-03,3.08092906e-02,8.27482959e-02,1.25394628e-01,1.37440064e-01
5.40000000e+00,1.97737594e-03,8.27788655e-03,2.97310594e-02,8.06184337e-02,1.21775307e-01,1.41987905e-01,1.41439368e-03,8.52611472e-03,3.01989613e-02,8.11209424e-02,1.22940748e-01,1.34753788e-01
5.42000000e+00,1.93855306e-03,8.11432581e-03,2.91242227e-02,7.89586753e-02,1.19368263e-01,1.39413163e-01,1.38623272e-03,8.35656215e-03,2.96005133e-02,7.95249146e-02,1.20533767e-01,1.32118766e-01
5.44000000e+00,1.90054160e-03,7.95411877e-03,2.85301022e-02,7.73321167e-02,1.17009215e-01,1.36884913e-01,1.35862429e-03,8.19032975e-03,2.90137182e-02,7.79596199e-02,1.18172805e-01,1.29534037e-01
5.46000000e+00,1.86331791e-03,7.79722258e-03,2.79482566e-02,7.57384226e-02,1.14696793e-01,1.34402528e-01,1.33155765e-03,8.02735314e-03,2.84383520e-02,7.64244764e-02,1.15856999e-01,1.26998659e-01
5.48000000e+00,1.82687037e-03,7.64353806e-03,2.73786467e-02,7.41771907e-02,1.12430394e-01,1.31964788e-01,1.30502227e-03,7.86756919e-03,2.78741948e-02,7.49189132e-02,1.13585501e-01,1.24511709e-01
5.50000000e+00,1.79118442e-03,7.49302609e-03,2.68209055e-02,7.26474375e-02,1.10208906e-01,1.29571319e-01,1.27900780e-03,7.71091595e-03,2.73210310e-02,7.34423699e-02,1.11357479e-01,1.22072277e-01
5.52000000e+00,1.75623735e-03,7.34558189e-03,2.62747370e-02,7.11485967e-02,1.08031668e-01,1.27221391e-01,1.25350410e-03,7.55733265e-03,2.67786490e-02,7.19942964e-02,1.09172116e-01,1.19679474e-01
5.54000000e+00,1.72201497e-03,7.20115006e-03,2.57400088e-02,6.96805269e-02,1.05897710e-01,1.24913096e-01,1.22850123e-03,7.40675968e-03,2.62468411e-02,7.05741527e-02,1.07028611e-01,1.17332425e-01
5.56000000e+00,1.68849633e-03,7.05969846e-03,2.52164006e-02,6.82422444e-02,1.03805937e-01,1.22646391e-01,1.20398943e-03,7.25913859e-03,2.57254036e-02,6.91814091e-02,1.04926177e-01,1.15030270e-01
5.58000000e+00,1.65567361e-03,6.92111859e-03,2.47037970e-02,6.68333545e-02,1.01756006e-01,1.20420232e-01,1.17995913e-03,7.11441201e-03,2.52141367e-02,6.78155454e-02,1.02864040e-01,1.12772168e-01
5.60000000e+00,1.62351993e-03,6.78538764e-03,2.42018793e-02,6.54534325e-02,9.97465998e-02,1.18234105e-01,1.15640095e-03,6.97252369e-03,2.47128442e-02,6.64760512e-02,1.00841443e-01,1.10557290e-01
5.62000000e+00,1.59204088e-03,6.65240129e-03,2.37103477e-02,6.41016737e-02,9.77770537e-02,1.16086915e-01,1.13330568e-03,6.83341844e-03,2.42213338e-02,6.51624256e-02,9.88576402e-02,1.08384824e-01
5.64000000e+00,1.56119664e-03,6.52212743e-03,2.32291520e-02,6.27778992e-02,9.58468616e-02,1.13977998e-01,1.11066429e-03,6.69704214e-03,2.37394168e-02,6.38741768e-02,9.69119021e-02,1.06253974e-01
5.66000000e+00,1.53098349e-03,6.39452040e-03,2.27579828e-02,6.14812449e-02,9.39547420e-02,1.11906715e-01,1.08846793e-03,6.56334169e-03,2.32669079e-02,6.26108224e-02,9.50035110e-02,1.04163956e-01
5.68000000e+00,1.50139153e-03,6.26948802e-03,2.22966783e-02,6.02114424e-02,9.21002030e-02,1.09872326e-01,1.06670792e-03,6.43226503e-03,2.28036255e-02,6.13718887e-02,9.31317627e-02,1.02114002e-01
5.70000000e+00,1.47240132e-03,6.14699954e-03,2.18449552e-02,5.89676984e-02,9.02825892e-02,1.07874021e-01,1.04537573e-03,6.30376107e-03,2.23493913e-02,6.01569111e-02,9.12959662e-02,1.00103359e-01
5.72000000e+00,1.44399540e-03,6.02697954e-03,2.14026924e-02,5.77499047e-02,8.85008574e-02,1.05911113e-01,1.02446301e-03,6.17777971e-03,2.19040306e-02,5.89654333e-02,8.94954431e-02,9.81312859e-02
5.74000000e+00,1.41617737e-03,5.90940379e-03,2.09696107e-02,5.65572903e-02,8.67545158e-02,1.03982903e-01,1.00396157e-03,6.05427181e-03,2.14673717e-02,5.77970077e-02,8.77295275e-02,9.61970561e-02
5.76000000e+00,1.38891651e-03,5.79419592e-03,2.05456149e-02,5.53895980e-02,8.50428268e-02,1.02088913e-01,9.83863381e-04,5.93318919e-03,2.10392464e-02,5.66511951e-02,8.59975657e-02,9.42999564e-02
5.78000000e+00,1.36220828e-03,5.68131683e-03,2.01304369e-02,5.42460755e-02,8.33652243e-02,1.00228250e-01,9.64160552e-04,5.81448457e-03,2.06194896e-02,5.55275643e-02,8.42989163e-02,9.24392868e-02
5.80000000e+00,1.33603415e-03,5.57069620e-03,1.97238456e-02,5.31263128e-02,8.17206651e-02,9.84004810e-02,9.44845360e-04,5.69811160e-03,2.02079394e-02,5.44256922e-02,8.26329495e-02,9.06143600e-02
5.82000000e+00,1.31039158e-03,5.46230422e-03,1.93257239e-02,5.20301349e-02,8.01087692e-02,9.66047645e-02,9.25910226e-04,5.58402480e-03,1.98044369e-02,5.33451636e-02,8.09990473e-02,8.88245015e-02
5.84000000e+00,1.28526462e-03,5.35609387e-03,1.89359523e-02,5.09566627e-02,7.85286129e-02,9.48408023e-02,9.07347717e-04,5.47217957e-03,1.94088263e-02,5.22855712e-02,7.93966029e-02,8.70690493e-02
5.86000000e+00,1.26063847e-03,5.25201438e-03,1.85542628e-02,4.99058180e-02,7.69799575e-02,9.31077600e-02,8.89150543e-04,5.36253219e-03,1.90209546e-02,5.12465150e-02,7.78250211e-02,8.53473533e-02
5.88000000e+00,1.23650790e-03,5.15000382e-03,1.81804895e-02,4.88766879e-02,7.54613802e-02,9.14051235e-02,8.71311557e-04,5.25503975e-03,1.86406720e-02,5.02276026e-02,7.62837172e-02,8.36587758e-02
5.90000000e+00,1.21285301e-03,5.05003752e-03,1.78144611e-02,4.78692874e-02,7.39733279e-02,8.97321552e-02,8.53823750e-04,5.14966019e-03,1.82678314e-02,4.92284492e-02,7.47721177e-02,8.20026906e-02
5.92000000e+00,1.18967565e-03,4.95206797e-03,1.74560659e-02,4.68829758e-02,7.25145414e-02,8.80887136e-02,8.36680246e-04,5.04635225e-03,1.79022883e-02,4.82486767e-02,7.32896595e-02,8.03784830e-02
5.94000000e+00,1.16695231e-03,4.85604536e-03,1.71050616e-02,4.59174439e-02,7.10842535e-02,8.64736736e-02,8.19874305e-04,4.94507547e-03,1.75439013e-02,4.72879145e-02,7.18357902e-02,7.87855500e-02
5.96000000e+00,1.14468369e-03,4.76192590e-03,1.67613551e-02,4.49721627e-02,6.96825087e-02,8.48870948e-02,8.03399316e-04,4.84579016e-03,1.71925316e-02,4.63457988e-02,7.04099672e-02,7.72232994e-02
5.98000000e+00,1.12285197e-03,4.66969283e-03,1.64247360e-02,4.40467373e-02,6.83081448e-02,8.33281651e-02,7.87248796e-04,4.74845742e-03,1.68480430e-02,4.54219724e-02,6.90116584e-02,7.56911502e-02
6.00000000e+00,1.10145123e-03,4.57925908e-03,1.60950441e-02,4.31408361e-02,6.69609532e-02,8.17961395e-02,7.71416388e-04,4.65303907e-03,1.65103017e-02,4.45160853e-02,6.76403413e-02,7.41885319e-02
6.02000000e+00,1.08047377e-03,4.49063443e-03,1.57722067e-02,4.22539264e-02,6.56401441e-02,8.02907869e-02,7.55895860e-04,4.55949769e-03,1.61791770e-02,4.36277935e-02,6.62955032e-02,7.27148848e-02
6.04000000e+00,1.05990702e-03,4.40374250e-03,1.54560450e-02,4.13857363e-02,6.43452108e-02,7.88117424e-02,7.40681097e-04,4.46779658e-03,1.58545401e-02,4.27567598e-02,6.49766408e-02,7.12696594e-02
6.06000000e+00,1.03974261e-03,4.31856792e-03,1.51463496e-02,4.05358300e-02,6.30757138e-02,7.73583725e-02,7.25766105e-04,4.37789974e-03,1.55362650e-02,4.19026532e-02,6.36832603e-02,6.98523165e-02
6.08000000e+00,1.01997354e-03,4.23506368e-03,1.48430485e-02,3.97038460e-02,6.18312210e-02,7.59302229e-02,7.11145008e-04,4.28977187e-03,1.52242281e-02,4.10651491e-02,6.24148769e-02,6.84623267e-02
6.10000000e+00,1.00058794e-03,4.15321160e-03,1.45460004e-02,3.88894528e-02,6.06110990e-02,7.45266750e-02,6.96812041e-04,4.20337837e-03,1.49183081e-02,4.02439288e-02,6.11710151e-02,6.70991708e-02
6.12000000e+00,9.81580350e-04,4.07293951e-03,1.42550133e-02,3.80921364e-02,5.94148152e-02,7.31474161e-02,6.82761552e-04,4.11868527e-03,1.46183861e-02,3.94386795e-02,5.99512079e-02,6.57623388e-02
6.14000000e+00,9.62940103e-04,3.99424555e-03,1.39700351e-02,3.73116806e-02,5.82418814e-02,7.17921779e-02,6.68988000e-04,4.03565931e-03,1.43243453e-02,3.86490947e-02,5.87549972e-02,6.44513304e-02
6.16000000e+00,9.44660918e-04,3.91708314e-03,1.36908824e-02,3.65476534e-02,5.70919625e-02,7.04601109e-02,6.55485951e-04,3.95426783e-03,1.40360713e-02,3.78748733e-02,5.75819334e-02,6.31656545e-02
6.18000000e+00,9.26735054e-04,3.84142995e-03,1.34173920e-02,3.57997306e-02,5.59643880e-02,6.91510811e-02,6.42250075e-04,3.87447883e-03,1.37534519e-02,3.71157200e-02,5.64315753e-02,6.19048293e-02
6.20000000e+00,9.09153605e-04,3.76724638e-03,1.31495269e-02,3.50676291e-02,5.48589118e-02,6.78648204e-02,6.29275149e-04,3.79626091e-03,1.34763770e-02,3.63713451e-02,5.53034898e-02,6.06683818e-02
6.22000000e+00,8.91911681e-04,3.69448005e-03,1.28871100e-02,3.43508795e-02,5.37748002e-02,6.66006729e-02,6.16556049e-04,3.71958330e-03,1.32047386e-02,3.56414642e-02,5.41972520e-02,5.94558478e-02
6.24000000e+00,8.74998455e-04,3.62314493e-03,1.26300193e-02,3.36492956e-02,5.27119003e-02,6.53581321e-02,6.04087752e-04,3.64441581e-03,1.29384308e-02,3.49257985e-02,5.31124450e-02,5.82667718e-02
6.26000000e+00,8.58410029e-04,3.55316862e-03,1.23781860e-02,3.29624899e-02,5.16695194e-02,6.41371310e-02,5.91865333e-04,3.57072885e-03,1.26773497e-02,3.42240743e-02,5.20486594e-02,5.71007068e-02
6.28000000e+00,8.42136971e-04,3.48455063e-03,1.21314628e-02,3.22900973e-02,5.06473817e-02,6.29371703e-02,5.79883962e-04,3.49849340e-03,1.24213935e-02,3.35360232e-02,5.10054937e-02,5.59572140e-02
6.30000000e+00,8.26174684e-04,3.41725419e-03,1.18897296e-02,3.16318795e-02,4.96451519e-02,6.17578439e-02,5.68138903e-04,3.42768099e-03,1.21704624e-02,3.28613818e-02,4.99825539e-02,5.48358629e-02
6.32000000e+00,8.10516474e-04,3.35124019e-03,1.16528915e-02,3.09874993e-02,4.86622304e-02,6.05987310e-02,5.56625513e-04,3.35826372e-03,1.19244582e-02,3.21998916e-02,4.89794532e-02,5.37362311e-02
6.34000000e+00,7.95154367e-04,3.28649161e-03,1.14208153e-02,3.03566381e-02,4.76983972e-02,5.94592988e-02,5.45339240e-04,3.29021423e-03,1.16832850e-02,3.15512991e-02,4.79958122e-02,5.26579038e-02
6.36000000e+00,7.80080329e-04,3.22298217e-03,1.11934608e-02,2.97390409e-02,4.67532165e-02,5.83397038e-02,5.34275620e-04,3.22350569e-03,1.14468484e-02,3.09153556e-02,4.70312585e-02,5.16004744e-02
6.38000000e+00,7.65292090e-04,3.16068158e-03,1.09706549e-02,2.91343909e-02,4.58261371e-02,5.72393388e-02,5.23430277e-04,3.15811179e-03,1.12150561e-02,3.02918170e-02,4.60854268e-02,5.05635434e-02
6.40000000e+00,7.50784180e-04,3.09956470e-03,1.07523454e-02,2.85424348e-02,4.49170209e-02,5.61577268e-02,5.12798918e-04,3.09400673e-03,1.09878175e-02,2.96804441e-02,4.51579585e-02,4.95467192e-02
6.42000000e+00,7.36548565e-04,3.03960941e-03,1.05384095e-02,2.79628150e-02,4.40254137e-02,5.50946891e-02,5.02377338e-04,3.03116521e-03,1.07650435e-02,2.90810018e-02,4.42485019e-02,4.85496171e-02
6.44000000e+00,7.22576631e-04,2.98078661e-03,1.03287604e-02,2.73953620e-02,4.31509577e-02,5.40498681e-02,4.92161409e-04,2.96956244e-03,1.05466471e-02,2.84932599e-02,4.33567116e-02,4.75718600e-02
6.46000000e+00,7.08867738e-04,2.92307581e-03,1.01232911e-02,2.68397611e-02,4.22931835e-02,5.30231111e-02,4.82147088e-04,2.90917409e-03,1.03325428e-02,2.79169923e-02,4.24822490e-02,4.66130777e-02
6.48000000e+00,6.95416238e-04,2.86645908e-03,9.92193352e-03,2.62958091e-02,4.14520465e-02,5.20138629e-02,4.72330409e-04,2.84997631e-03,1.01226467e-02,2.73519773e-02,4.16247818e-02,4.56729068e-02
6.50000000e+00,6.82212296e-04,2.81090569e-03,9.72456113e-03,2.57631112e-02,4.06269804e-02,5.10218628e-02,4.62707484e-04,2.79194574e-03,9.91687656e-03,2.67979973e-02,4.07839838e-02,4.47509910e-02
6.52000000e+00,6.69255736e-04,2.75639584e-03,9.53112543e-03,2.52415389e-02,3.98176536e-02,5.00469543e-02,4.53274500e-04,2.73505944e-03,9.71515182e-03,2.62548391e-02,3.99595350e-02,4.38469804e-02
6.54000000e+00,6.56539050e-04,2.70290440e-03,9.34154168e-03,2.47308109e-02,3.90238240e-02,4.90888059e-02,4.44027720e-04,2.67929493e-03,9.51739338e-03,2.57222932e-02,3.91511216e-02,4.29605318e-02
6.56000000e+00,6.44056592e-04,2.65041599e-03,9.15571488e-03,2.42306795e-02,3.82451639e-02,4.81470153e-02,4.34963480e-04,2.62463017e-03,9.32352369e-03,2.52001543e-02,3.83584353e-02,4.20913085e-02
6.58000000e+00,6.31804811e-04,2.59890431e-03,8.97354726e-03,2.37408988e-02,3.74813825e-02,4.72213477e-02,4.26078185e-04,2.57104356e-03,9.13346672e-03,2.46882210e-02,3.75811741e-02,4.12389801e-02
6.60000000e+00,6.19781436e-04,2.54835514e-03,8.79497360e-03,2.32612956e-02,3.67321000e-02,4.63117249e-02,4.17368315e-04,2.51851391e-03,8.94714790e-03,2.41862957e-02,3.68190413e-02,4.04032223e-02
6.62000000e+00,6.07977563e-04,2.49874615e-03,8.61993805e-03,2.27916148e-02,3.59971412e-02,4.54175547e-02,4.08830415e-04,2.46702043e-03,8.76449410e-03,2.36941846e-02,3.60717461e-02,3.95837169e-02
6.64000000e+00,5.96389349e-04,2.45005847e-03,8.44832137e-03,2.23315451e-02,3.52761336e-02,4.45388481e-02,4.00461099e-04,2.41654277e-03,8.58543361e-03,2.32116976e-02,3.53390029e-02,3.87801520e-02
6.66000000e+00,5.85015921e-04,2.40226672e-03,8.28006584e-03,2.18809415e-02,3.45688425e-02,4.36750166e-02,3.92257048e-04,2.36706095e-03,8.40989612e-03,2.27386481e-02,3.46205316e-02,3.79922211e-02
6.68000000e+00,5.73850586e-04,2.35536229e-03,8.11510812e-03,2.14397237e-02,3.38749699e-02,4.28263657e-02,3.84215007e-04,2.31855539e-03,8.23781267e-03,2.22748532e-02,3.39160576e-02,3.72196238e-02
6.70000000e+00,5.62885543e-04,2.30932771e-03,7.95339793e-03,2.10074168e-02,3.31943147e-02,4.19921204e-02,3.76331785e-04,2.27100689e-03,8.06911564e-03,2.18201335e-02,3.32253111e-02,3.64620654e-02
6.72000000e+00,5.52124751e-04,2.26413109e-03,7.79482163e-03,2.05840655e-02,3.25265042e-02,4.11722437e-02,3.68604254e-04,2.22439662e-03,7.90373873e-03,2.13743129e-02,3.25480277e-02,3.57192564e-02
6.74000000e+00,5.41557674e-04,2.21977779e-03,7.63934106e-03,2.01693363e-02,3.18713449e-02,4.03666012e-02,3.61029346e-04,2.17870614e-03,7.74161691e-03,2.09372188e-02,3.18839480e-02,3.49909132e-02
6.76000000e+00,5.31183847e-04,2.17622705e-03,7.48686865e-03,1.97630618e-02,3.12285181e-02,3.95747796e-02,3.53604055e-04,2.13391735e-03,7.58268643e-03,2.05086818e-02,3.12328173e-02,3.42767573e-02
6.78000000e+00,5.20998263e-04,2.13347329e-03,7.33737648e-03,1.93650499e-02,3.05978358e-02,3.87964733e-02,3.46325432e-04,2.09001251e-03,7.42688476e-03,2.00885359e-02,3.05943859e-02,3.35765155e-02
6.80000000e+00,5.10994811e-04,2.09150929e-03,7.19075650e-03,1.89751629e-02,2.99791712e-02,3.80317606e-02,3.39190588e-04,2.04697421e-03,7.27415061e-03,1.96766180e-02,2.99684088e-02,3.28899197e-02
6.82000000e+00,5.01173898e-04,2.05030176e-03,7.04696868e-03,1.85931232e-02,2.93721426e-02,3.72802578e-02,3.32196689e-04,2.00478542e-03,7.12442386e-03,1.92727683e-02,2.93546455e-02,3.22167071e-02
6.84000000e+00,4.91532322e-04,2.00985069e-03,6.90595014e-03,1.82188489e-02,2.87765171e-02,3.65416594e-02,3.25340957e-04,1.96342941e-03,6.97764556e-03,1.88768302e-02,2.87528604e-02,3.15566197e-02
6.86000000e+00,4.82061529e-04,1.97013561e-03,6.76765107e-03,1.78521145e-02,2.81921886e-02,3.58160660e-02,3.18620668e-04,1.92288979e-03,6.83375791e-03,1.84886498e-02,2.81628219e-02,3.09094043e-02
6.88000000e+00,4.72763786e-04,1.93113904e-03,6.63201697e-03,1.74927860e-02,2.76188161e-02,3.51028144e-02,3.12033153e-04,1.88315049e-03,6.69270424e-03,1.81080764e-02,2.75843033e-02,3.02748127e-02
6.90000000e+00,4.63631615e-04,1.89285050e-03,6.49896776e-03,1.71407014e-02,2.70562675e-02,3.44021246e-02,3.05575794e-04,1.84419575e-03,6.55442897e-03,1.77349620e-02,2.70170818e-02,2.96526012e-02
