D,p,source,u
5.02000000e+00,0.2662,PBE,3.26328915e-02
5.02000000e+00,0.5324,NN,8.54075700e-02
5.02000000e+00,0.5324,PBE,9.58281056e-02
5.02000000e+00,0.7985,NN,1.25397921e-01
5.02000000e+00,0.7985,PBE,1.25534150e-01
5.02000000e+00,1.0647,NN,1.62445009e-01
5.02000000e+00,1.0647,PBE,1.53587819e-01
5.02000000e+00,1.3308,NN,1.96199059e-01
5.02000000e+00,1.3308,PBE,2.04230616e-01
5.04000000e+00,0.2662,NN,4.29577008e-02
5.04000000e+00,0.2662,PBE,3.23040972e-02
5.04000000e+00,0.5324,NN,8.45504180e-02
5.04000000e+00,0.5324,PBE,9.48660989e-02
5.04000000e+00,0.7985,NN,1.24141581e-01
5.04000000e+00,0.7985,PBE,1.24277505e-01
5.04000000e+00,1.0647,NN,1.60824105e-01
5.04000000e+00,1.0647,PBE,1.52055354e-01
5.04000000e+00,1.3308,NN,1.94251269e-01
5.04000000e+00,1.3308,PBE,2.02207221e-01
5.06000000e+00,0.2662,NN,4.25266549e-02
5.06000000e+00,0.2662,PBE,3.19786967e-02
5.06000000e+00,0.5324,NN,8.37020278e-02
5.06000000e+00,0.5324,PBE,9.39139260e-02
5.06000000e+00,0.7985,NN,1.22897796e-01
5.06000000e+00,0.7985,PBE,1.23033610e-01
5.06000000e+00,1.0647,NN,1.59219280e-01
5.06000000e+00,1.0647,PBE,1.50538303e-01
5.06000000e+00,1.3308,NN,1.92322835e-01
5.06000000e+00,1.3308,PBE,2.00203802e-01
5.08000000e+00,0.2662,NN,4.20999937e-02
5.08000000e+00,0.2662,PBE,3.16566526e-02
5.08000000e+00,0.5324,NN,8.28622654e-02
5.08000000e+00,0.5324,PBE,9.29714810e-02
5.08000000e+00,0.7985,NN,1.21666618e-01
5.08000000e+00,0.7985,PBE,1.21802328e-01
5.08000000e+00,1.0647,NN,1.57630667e-01
5.08000000e+00,1.0647,PBE,1.49036506e-01
5.08000000e+00,1.3308,NN,1.90413430e-01
5.08000000e+00,1.3308,PBE,1.98220160e-01
5.10000000e+00,0.2662,NN,4.16777246e-02
5.10000000e+00,0.2662,PBE,3.13379279e-02
5.10000000e+00,0.5324,NN,8.20311159e-02
5.10000000e+00,0.5324,PBE,9.20386592e-02
5.10000000e+00,0.7985,NN,1.20447971e-01
5.10000000e+00,0.7985,PBE,1.20583527e-01
5.10000000e+00,1.0647,NN,1.56057954e-01
5.10000000e+00,1.0647,PBE,1.47549805e-01
5.10000000e+00,1.3308,NN,1.88522831e-01
5.10000000e+00,1.3308,PBE,1.96256101e-01
5.12000000e+00,0.2662,NN,4.12597880e-02
5.12000000e+00,0.2662,PBE,3.10224861e-02
5.12000000e+00,0.5324,NN,8.12084302e-02
5.12000000e+00,0.5324,PBE,9.11153574e-02
5.12000000e+00,0.7985,NN,1.19241662e-01
5.12000000e+00,0.7985,PBE,1.19377076e-01
5.12000000e+00,1.0647,NN,1.54500946e-01
5.12000000e+00,1.0647,PBE,1.46078044e-01
5.12000000e+00,1.3308,NN,1.86650887e-01
5.12000000e+00,1.3308,PBE,1.94311432e-01
5.14000000e+00,0.2662,NN,4.08460908e-02
5.14000000e+00,0.2662,PBE,3.07102913e-02
5.14000000e+00,0.5324,NN,8.03941712e-02
5.14000000e+00,0.5324,PBE,9.02014736e-02
5.14000000e+00,0.7985,NN,1.18047468e-01
5.14000000e+00,0.7985,PBE,1.18182845e-01
5.14000000e+00,1.0647,NN,1.52959451e-01
5.14000000e+00,1.0647,PBE,1.44621070e-01
5.14000000e+00,1.3308,NN,1.84797391e-01
5.14000000e+00,1.3308,PBE,1.92385962e-01
5.16000000e+00,0.2662,NN,4.04366516e-02
5.16000000e+00,0.2662,PBE,3.04013078e-02
5.16000000e+00,0.5324,NN,7.95881525e-02
5.16000000e+00,0.5324,PBE,8.92969068e-02
5.16000000e+00,0.7985,NN,1.16865471e-01
5.16000000e+00,0.7985,PBE,1.17000704e-01
5.16000000e+00,1.0647,NN,1.51433393e-01
5.16000000e+00,1.0647,PBE,1.43178730e-01
5.16000000e+00,1.3308,NN,1.82962239e-01
5.16000000e+00,1.3308,PBE,1.90479502e-01
5.18000000e+00,0.2662,NN,4.00313772e-02
5.18000000e+00,0.2662,PBE,3.00955006e-02
5.18000000e+00,0.5324,NN,7.87903741e-02
5.18000000e+00,0.5324,PBE,8.84015575e-02
5.18000000e+00,0.7985,NN,1.15695380e-01
5.18000000e+00,0.7985,PBE,1.15830528e-01
5.18000000e+00,1.0647,NN,1.49922639e-01
5.18000000e+00,1.0647,PBE,1.41750874e-01
5.18000000e+00,1.3308,NN,1.81145281e-01
5.18000000e+00,1.3308,PBE,1.88591864e-01
5.20000000e+00,0.2662,NN,3.96302603e-02
5.20000000e+00,0.2662,PBE,2.97928350e-02
5.20000000e+00,0.5324,NN,7.80006945e-02
5.20000000e+00,0.5324,PBE,8.75153273e-02
5.20000000e+00,0.7985,NN,1.14537098e-01
5.20000000e+00,0.7985,PBE,1.14672189e-01
5.20000000e+00,1.0647,NN,1.48426980e-01
5.20000000e+00,1.0647,PBE,1.40337352e-01
5.20000000e+00,1.3308,NN,1.79346174e-01
5.20000000e+00,1.3308,PBE,1.86722863e-01
5.22000000e+00,0.2662,NN,3.92332077e-02
5.22000000e+00,0.2662,PBE,2.94932768e-02
5.22000000e+00,0.5324,NN,7.72190541e-02
5.22000000e+00,0.5324,PBE,8.66381191e-02
5.22000000e+00,0.7985,NN,1.13390483e-01
5.22000000e+00,0.7985,PBE,1.13525566e-01
5.22000000e+00,1.0647,NN,1.46946222e-01
5.22000000e+00,1.0647,PBE,1.38938018e-01
5.22000000e+00,1.3308,NN,1.77564949e-01
5.22000000e+00,1.3308,PBE,1.84872316e-01
5.24000000e+00,0.2662,NN,3.88402194e-02
5.24000000e+00,0.2662,PBE,2.91967922e-02
5.24000000e+00,0.5324,NN,7.64454231e-02
5.24000000e+00,0.5324,PBE,8.57698367e-02
5.24000000e+00,0.7985,NN,1.12255462e-01
5.24000000e+00,0.7985,PBE,1.12390533e-01
5.24000000e+00,1.0647,NN,1.45480245e-01
5.24000000e+00,1.0647,PBE,1.37552725e-01
5.24000000e+00,1.3308,NN,1.75801292e-01
5.24000000e+00,1.3308,PBE,1.83040041e-01
5.26000000e+00,0.2662,NN,3.84512730e-02
5.26000000e+00,0.2662,PBE,2.89033478e-02
5.26000000e+00,0.5324,NN,7.56795853e-02
5.26000000e+00,0.5324,PBE,8.49103853e-02
5.26000000e+00,0.7985,NN,1.11131907e-01
5.26000000e+00,0.7985,PBE,1.11266972e-01
5.26000000e+00,1.0647,NN,1.44029006e-01
5.26000000e+00,1.0647,PBE,1.36181329e-01
5.26000000e+00,1.3308,NN,1.74055085e-01
5.26000000e+00,1.3308,PBE,1.81225858e-01
5.28000000e+00,0.2662,NN,3.80662344e-02
5.28000000e+00,0.2662,PBE,2.86129107e-02
5.28000000e+00,0.5324,NN,7.49215782e-02
5.28000000e+00,0.5324,PBE,8.40596711e-02
5.28000000e+00,0.7985,NN,1.10019781e-01
5.28000000e+00,0.7985,PBE,1.10154761e-01
5.28000000e+00,1.0647,NN,1.42592221e-01
5.28000000e+00,1.0647,PBE,1.34823689e-01
5.28000000e+00,1.3308,NN,1.72326073e-01
5.28000000e+00,1.3308,PBE,1.79429589e-01
5.30000000e+00,0.2662,NN,3.76851596e-02
5.30000000e+00,0.2662,PBE,2.83254484e-02
5.30000000e+00,0.5324,NN,7.41712153e-02
5.30000000e+00,0.5324,PBE,8.32176015e-02
5.30000000e+00,0.7985,NN,1.08918779e-01
5.30000000e+00,0.7985,PBE,1.09053783e-01
5.30000000e+00,1.0647,NN,1.41169816e-01
5.30000000e+00,1.0647,PBE,1.33479662e-01
5.30000000e+00,1.3308,NN,1.70614138e-01
5.30000000e+00,1.3308,PBE,1.77651057e-01
5.32000000e+00,0.2662,NN,3.73079441e-02
5.32000000e+00,0.2662,PBE,2.80409286e-02
5.32000000e+00,0.5324,NN,7.34285265e-02
5.32000000e+00,0.5324,PBE,8.23840849e-02
5.32000000e+00,0.7985,NN,1.07828923e-01
5.32000000e+00,0.7985,PBE,1.07963919e-01
5.32000000e+00,1.0647,NN,1.39761582e-01
5.32000000e+00,1.0647,PBE,1.32149110e-01
5.32000000e+00,1.3308,NN,1.68919146e-01
5.32000000e+00,1.3308,PBE,1.75890089e-01
5.34000000e+00,0.2662,NN,3.69345844e-02
5.34000000e+00,0.2662,PBE,2.77593197e-02
5.34000000e+00,0.5324,NN,7.26933256e-02
5.34000000e+00,0.5324,PBE,8.15590310e-02
5.34000000e+00,0.7985,NN,1.06749997e-01
5.34000000e+00,0.7985,PBE,1.06885055e-01
5.34000000e+00,1.0647,NN,1.38367385e-01
5.34000000e+00,1.0647,PBE,1.30831895e-01
5.34000000e+00,1.3308,NN,1.67240933e-01
5.34000000e+00,1.3308,PBE,1.74146511e-01
5.36000000e+00,0.2662,NN,3.65650058e-02
5.36000000e+00,0.2662,PBE,2.74805903e-02
5.36000000e+00,0.5324,NN,7.19655976e-02
5.36000000e+00,0.5324,PBE,8.07423501e-02
5.36000000e+00,0.7985,NN,1.05682001e-01
5.36000000e+00,0.7985,PBE,1.05817076e-01
5.36000000e+00,1.0647,NN,1.36987165e-01
5.36000000e+00,1.0647,PBE,1.29527881e-01
5.36000000e+00,1.3308,NN,1.65579244e-01
5.36000000e+00,1.3308,PBE,1.72420153e-01
5.38000000e+00,0.2662,NN,3.61992009e-02
5.38000000e+00,0.2662,PBE,2.72047094e-02
5.38000000e+00,0.5324,NN,7.12452009e-02
5.38000000e+00,0.5324,PBE,7.99339542e-02
5.38000000e+00,0.7985,NN,1.04624741e-01
5.38000000e+00,0.7985,PBE,1.04759869e-01
5.38000000e+00,1.0647,NN,1.35620698e-01
5.38000000e+00,1.0647,PBE,1.28236932e-01
5.38000000e+00,1.3308,NN,1.63933918e-01
5.38000000e+00,1.3308,PBE,1.70710845e-01
5.40000000e+00,0.2662,NN,3.58371139e-02
5.40000000e+00,0.2662,PBE,2.69316465e-02
5.40000000e+00,0.5324,NN,7.05322027e-02
5.40000000e+00,0.5324,PBE,7.91337557e-02
5.40000000e+00,0.7985,NN,1.03578120e-01
5.40000000e+00,0.7985,PBE,1.03713322e-01
5.40000000e+00,1.0647,NN,1.34267956e-01
5.40000000e+00,1.0647,PBE,1.26958916e-01
5.40000000e+00,1.3308,NN,1.62304953e-01
5.40000000e+00,1.3308,PBE,1.69018419e-01
5.42000000e+00,0.2662,NN,3.54786888e-02
5.42000000e+00,0.2662,PBE,2.66613713e-02
5.42000000e+00,0.5324,NN,6.98263496e-02
5.42000000e+00,0.5324,PBE,7.83416684e-02
5.42000000e+00,0.7985,NN,1.02542058e-01
5.42000000e+00,0.7985,PBE,1.02677324e-01
5.42000000e+00,1.0647,NN,1.32928595e-01
5.42000000e+00,1.0647,PBE,1.25693700e-01
5.42000000e+00,1.3308,NN,1.60692140e-01
5.42000000e+00,1.3308,PBE,1.67342709e-01
5.44000000e+00,0.2662,NN,3.51238959e-02
5.44000000e+00,0.2662,PBE,2.63938539e-02
5.44000000e+00,0.5324,NN,6.91276714e-02
5.44000000e+00,0.5324,PBE,7.75576070e-02
5.44000000e+00,0.7985,NN,1.01516441e-01
5.44000000e+00,0.7985,PBE,1.01651766e-01
5.44000000e+00,1.0647,NN,1.31602675e-01
5.44000000e+00,1.0647,PBE,1.24441153e-01
5.44000000e+00,1.3308,NN,1.59095153e-01
5.44000000e+00,1.3308,PBE,1.65683551e-01
5.46000000e+00,0.2662,NN,3.47727388e-02
5.46000000e+00,0.2662,PBE,2.61290649e-02
5.46000000e+00,0.5324,NN,6.84360936e-02
5.46000000e+00,0.5324,PBE,7.67814872e-02
5.46000000e+00,0.7985,NN,1.00501142e-01
5.46000000e+00,0.7985,PBE,1.00636540e-01
5.46000000e+00,1.0647,NN,1.30289942e-01
5.46000000e+00,1.0647,PBE,1.23201147e-01
5.46000000e+00,1.3308,NN,1.57514021e-01
5.46000000e+00,1.3308,PBE,1.64040782e-01
5.48000000e+00,0.2662,NN,3.44251469e-02
5.48000000e+00,0.2662,PBE,2.58669752e-02
5.48000000e+00,0.5324,NN,6.77514225e-02
5.48000000e+00,0.5324,PBE,7.60132257e-02
5.48000000e+00,0.7985,NN,9.94960219e-02
5.48000000e+00,0.7985,PBE,9.96315394e-02
5.48000000e+00,1.0647,NN,1.28990367e-01
5.48000000e+00,1.0647,PBE,1.21973555e-01
5.48000000e+00,1.3308,NN,1.55948430e-01
5.48000000e+00,1.3308,PBE,1.62414241e-01
5.50000000e+00,0.2662,NN,3.40810269e-02
5.50000000e+00,0.2662,PBE,2.56075559e-02
5.50000000e+00,0.5324,NN,6.70737550e-02
5.50000000e+00,0.5324,PBE,7.52527402e-02
5.50000000e+00,0.7985,NN,9.85010564e-02
5.50000000e+00,0.7985,PBE,9.86366575e-02
5.50000000e+00,1.0647,NN,1.27703726e-01
5.50000000e+00,1.0647,PBE,1.20758248e-01
5.50000000e+00,1.3308,NN,1.54398412e-01
5.50000000e+00,1.3308,PBE,1.60803769e-01
5.52000000e+00,0.2662,NN,3.37404646e-02
5.52000000e+00,0.2662,PBE,2.53507786e-02
5.52000000e+00,0.5324,NN,6.64029345e-02
5.52000000e+00,0.5324,PBE,7.44999491e-02
5.52000000e+00,0.7985,NN,9.75160971e-02
5.52000000e+00,0.7985,PBE,9.76517904e-02
5.52000000e+00,1.0647,NN,1.26429901e-01
5.52000000e+00,1.0647,PBE,1.19555104e-01
5.52000000e+00,1.3308,NN,1.52863696e-01
5.52000000e+00,1.3308,PBE,1.59209207e-01
5.54000000e+00,0.2662,NN,3.34032960e-02
5.54000000e+00,0.2662,PBE,2.50966152e-02
5.54000000e+00,0.5324,NN,6.57389089e-02
5.54000000e+00,0.5324,PBE,7.37547720e-02
5.54000000e+00,0.7985,NN,9.65410545e-02
5.54000000e+00,0.7985,PBE,9.66768346e-02
5.54000000e+00,1.0647,NN,1.25168845e-01
5.54000000e+00,1.0647,PBE,1.18363997e-01
5.54000000e+00,1.3308,NN,1.51344165e-01
5.54000000e+00,1.3308,PBE,1.57630399e-01
5.56000000e+00,0.2662,NN,3.30695920e-02
5.56000000e+00,0.2662,PBE,2.48450380e-02
5.56000000e+00,0.5324,NN,6.50815517e-02
5.56000000e+00,0.5324,PBE,7.30171294e-02
5.56000000e+00,0.7985,NN,9.55757797e-02
5.56000000e+00,0.7985,PBE,9.57116878e-02
5.56000000e+00,1.0647,NN,1.23920366e-01
5.56000000e+00,1.0647,PBE,1.17184807e-01
5.56000000e+00,1.3308,NN,1.49839684e-01
5.56000000e+00,1.3308,PBE,1.56067190e-01
5.58000000e+00,0.2662,NN,3.27392444e-02
5.58000000e+00,0.2662,PBE,2.45960194e-02
5.58000000e+00,0.5324,NN,6.44308329e-02
5.58000000e+00,0.5324,PBE,7.22869425e-02
5.58000000e+00,0.7985,NN,9.46202353e-02
5.58000000e+00,0.7985,PBE,9.47562491e-02
5.58000000e+00,1.0647,NN,1.22684255e-01
5.58000000e+00,1.0647,PBE,1.16017410e-01
5.58000000e+00,1.3308,NN,1.48350060e-01
5.58000000e+00,1.3308,PBE,1.54519427e-01
5.60000000e+00,0.2662,NN,3.24122235e-02
5.60000000e+00,0.2662,PBE,2.43495324e-02
5.60000000e+00,0.5324,NN,6.37866482e-02
5.60000000e+00,0.5324,PBE,7.15641337e-02
5.60000000e+00,0.7985,NN,9.36742797e-02
5.60000000e+00,0.7985,PBE,9.38104183e-02
5.60000000e+00,1.0647,NN,1.21460579e-01
5.60000000e+00,1.0647,PBE,1.14861689e-01
5.60000000e+00,1.3308,NN,1.46875218e-01
5.60000000e+00,1.3308,PBE,1.52986958e-01
5.62000000e+00,0.2662,NN,3.20885293e-02
5.62000000e+00,0.2662,PBE,2.41055502e-02
5.62000000e+00,0.5324,NN,6.31490573e-02
5.62000000e+00,0.5324,PBE,7.08486260e-02
5.62000000e+00,0.7985,NN,9.27378312e-02
5.62000000e+00,0.7985,PBE,9.28740966e-02
5.62000000e+00,1.0647,NN,1.20249160e-01
5.62000000e+00,1.0647,PBE,1.13717525e-01
5.62000000e+00,1.3308,NN,1.45414904e-01
5.62000000e+00,1.3308,PBE,1.51469633e-01
5.64000000e+00,0.2662,NN,3.17680985e-02
5.64000000e+00,0.2662,PBE,2.38640463e-02
5.64000000e+00,0.5324,NN,6.25178218e-02
5.64000000e+00,0.5324,PBE,7.01403435e-02
5.64000000e+00,0.7985,NN,9.18108001e-02
5.64000000e+00,0.7985,PBE,9.19471863e-02
5.64000000e+00,1.0647,NN,1.19049683e-01
5.64000000e+00,1.0647,PBE,1.12584799e-01
5.64000000e+00,1.3308,NN,1.43969089e-01
5.64000000e+00,1.3308,PBE,1.49967302e-01
5.66000000e+00,0.2662,NN,3.14509273e-02
5.66000000e+00,0.2662,PBE,2.36249945e-02
5.66000000e+00,0.5324,NN,6.18930124e-02
5.66000000e+00,0.5324,PBE,6.94392110e-02
5.66000000e+00,0.7985,NN,9.08930600e-02
5.66000000e+00,0.7985,PBE,9.10295906e-02
5.66000000e+00,1.0647,NN,1.17862262e-01
5.66000000e+00,1.0647,PBE,1.11463398e-01
5.66000000e+00,1.3308,NN,1.42537490e-01
5.66000000e+00,1.3308,PBE,1.48479819e-01
5.68000000e+00,0.2662,NN,3.11369617e-02
5.68000000e+00,0.2662,PBE,2.33883690e-02
5.68000000e+00,0.5324,NN,6.12744428e-02
5.68000000e+00,0.5324,PBE,6.87451543e-02
5.68000000e+00,0.7985,NN,8.99845287e-02
5.68000000e+00,0.7985,PBE,9.01212138e-02
5.68000000e+00,1.0647,NN,1.16686679e-01
5.68000000e+00,1.0647,PBE,1.10353204e-01
5.68000000e+00,1.3308,NN,1.41120136e-01
5.68000000e+00,1.3308,PBE,1.47007037e-01
5.70000000e+00,0.2662,NN,3.08261681e-02
5.70000000e+00,0.2662,PBE,2.31541441e-02
5.70000000e+00,0.5324,NN,6.06621616e-02
5.70000000e+00,0.5324,PBE,6.80580997e-02
5.70000000e+00,0.7985,NN,8.90852138e-02
5.70000000e+00,0.7985,PBE,8.92219614e-02
5.70000000e+00,1.0647,NN,1.15522839e-01
5.70000000e+00,1.0647,PBE,1.09254107e-01
5.70000000e+00,1.3308,NN,1.39716849e-01
5.70000000e+00,1.3308,PBE,1.45548812e-01
5.72000000e+00,0.2662,NN,3.05184908e-02
5.72000000e+00,0.2662,PBE,2.29222947e-02
5.72000000e+00,0.5324,NN,6.00560717e-02
5.72000000e+00,0.5324,PBE,6.73779748e-02
5.72000000e+00,0.7985,NN,8.81948546e-02
5.72000000e+00,0.7985,PBE,8.83317398e-02
5.72000000e+00,1.0647,NN,1.14370532e-01
5.72000000e+00,1.0647,PBE,1.08165992e-01
5.72000000e+00,1.3308,NN,1.38327450e-01
5.72000000e+00,1.3308,PBE,1.44105001e-01
5.74000000e+00,0.2662,NN,3.02139334e-02
5.74000000e+00,0.2662,PBE,2.26927958e-02
5.74000000e+00,0.5324,NN,5.94560541e-02
5.74000000e+00,0.5324,PBE,6.67047077e-02
5.74000000e+00,0.7985,NN,8.73134285e-02
5.74000000e+00,0.7985,PBE,8.74504564e-02
5.74000000e+00,1.0647,NN,1.13229834e-01
5.74000000e+00,1.0647,PBE,1.07088748e-01
5.74000000e+00,1.3308,NN,1.36951685e-01
5.74000000e+00,1.3308,PBE,1.42675462e-01
5.76000000e+00,0.2662,NN,2.99124718e-02
5.76000000e+00,0.2662,PBE,2.24656226e-02
5.76000000e+00,0.5324,NN,5.88620491e-02
5.76000000e+00,0.5324,PBE,6.60382274e-02
5.76000000e+00,0.7985,NN,8.64408985e-02
5.76000000e+00,0.7985,PBE,8.65780198e-02
5.76000000e+00,1.0647,NN,1.12100415e-01
5.76000000e+00,1.0647,PBE,1.06022267e-01
5.76000000e+00,1.3308,NN,1.35589585e-01
5.76000000e+00,1.3308,PBE,1.41260054e-01
5.78000000e+00,0.2662,NN,2.96140406e-02
5.78000000e+00,0.2662,PBE,2.22407508e-02
5.78000000e+00,0.5324,NN,5.82740903e-02
5.78000000e+00,0.5324,PBE,6.53784636e-02
5.78000000e+00,0.7985,NN,8.55771005e-02
5.78000000e+00,0.7985,PBE,8.57143392e-02
5.78000000e+00,1.0647,NN,1.10982329e-01
5.78000000e+00,1.0647,PBE,1.04966439e-01
5.78000000e+00,1.3308,NN,1.34241030e-01
5.78000000e+00,1.3308,PBE,1.39858640e-01
5.80000000e+00,0.2662,NN,2.93186363e-02
5.80000000e+00,0.2662,PBE,2.20181562e-02
5.80000000e+00,0.5324,NN,5.76920360e-02
5.80000000e+00,0.5324,PBE,6.47253469e-02
5.80000000e+00,0.7985,NN,8.47219676e-02
5.80000000e+00,0.7985,PBE,8.48593253e-02
5.80000000e+00,1.0647,NN,1.09875314e-01
5.80000000e+00,1.0647,PBE,1.03921157e-01
5.80000000e+00,1.3308,NN,1.32905871e-01
5.80000000e+00,1.3308,PBE,1.38471081e-01
5.82000000e+00,0.2662,NN,2.90261917e-02
5.82000000e+00,0.2662,PBE,2.17978151e-02
5.82000000e+00,0.5324,NN,5.71158268e-02
5.82000000e+00,0.5324,PBE,6.40788087e-02
5.82000000e+00,0.7985,NN,8.38754401e-02
5.82000000e+00,0.7985,PBE,8.40128893e-02
5.82000000e+00,1.0647,NN,1.08779438e-01
5.82000000e+00,1.0647,PBE,1.02886313e-01
5.82000000e+00,1.3308,NN,1.31583810e-01
5.82000000e+00,1.3308,PBE,1.37097241e-01
5.84000000e+00,0.2662,NN,2.87367105e-02
5.84000000e+00,0.2662,PBE,2.15797037e-02
5.84000000e+00,0.5324,NN,5.65454513e-02
5.84000000e+00,0.5324,PBE,6.34387810e-02
5.84000000e+00,0.7985,NN,8.30374062e-02
5.84000000e+00,0.7985,PBE,8.31749436e-02
5.84000000e+00,1.0647,NN,1.07694454e-01
5.84000000e+00,1.0647,PBE,1.01861803e-01
5.84000000e+00,1.3308,NN,1.30274937e-01
5.84000000e+00,1.3308,PBE,1.35736985e-01
5.86000000e+00,0.2662,NN,2.84501202e-02
5.86000000e+00,0.2662,PBE,2.13637989e-02
5.86000000e+00,0.5324,NN,5.59807867e-02
5.86000000e+00,0.5324,PBE,6.28051966e-02
5.86000000e+00,0.7985,NN,8.22077394e-02
5.86000000e+00,0.7985,PBE,8.23454016e-02
5.86000000e+00,1.0647,NN,1.06620304e-01
5.86000000e+00,1.0647,PBE,1.00847522e-01
5.86000000e+00,1.3308,NN,1.28979027e-01
5.86000000e+00,1.3308,PBE,1.34390180e-01
5.88000000e+00,0.2662,NN,2.81664450e-02
5.88000000e+00,0.2662,PBE,2.11500776e-02
5.88000000e+00,0.5324,NN,5.54218255e-02
5.88000000e+00,0.5324,PBE,6.21779892e-02
5.88000000e+00,0.7985,NN,8.13864097e-02
5.88000000e+00,0.7985,PBE,8.15241774e-02
5.88000000e+00,1.0647,NN,1.05556853e-01
5.88000000e+00,1.0647,PBE,9.98433679e-02
5.88000000e+00,1.3308,NN,1.27695903e-01
5.88000000e+00,1.3308,PBE,1.33056693e-01
5.90000000e+00,0.2662,NN,2.78856382e-02
5.90000000e+00,0.2662,PBE,2.09385170e-02
5.90000000e+00,0.5324,NN,5.48684970e-02
5.90000000e+00,0.5324,PBE,6.15570930e-02
5.90000000e+00,0.7985,NN,8.05733874e-02
5.90000000e+00,0.7985,PBE,8.07111863e-02
5.90000000e+00,1.0647,NN,1.04504034e-01
5.90000000e+00,1.0647,PBE,9.88492375e-02
5.90000000e+00,1.3308,NN,1.26425624e-01
5.90000000e+00,1.3308,PBE,1.31736393e-01
5.92000000e+00,0.2662,NN,2.76076309e-02
5.92000000e+00,0.2662,PBE,2.07290946e-02
5.92000000e+00,0.5324,NN,5.43206744e-02
5.92000000e+00,0.5324,PBE,6.09424431e-02
5.92000000e+00,0.7985,NN,7.97684491e-02
5.92000000e+00,0.7985,PBE,7.99063443e-02
5.92000000e+00,1.0647,NN,1.03461713e-01
5.92000000e+00,1.0647,PBE,9.78650302e-02
5.92000000e+00,1.3308,NN,1.25167847e-01
5.92000000e+00,1.3308,PBE,1.30429152e-01
5.94000000e+00,0.2662,NN,2.73324344e-02
5.94000000e+00,0.2662,PBE,2.05217882e-02
5.94000000e+00,0.5324,NN,5.37784174e-02
5.94000000e+00,0.5324,PBE,6.03339752e-02
5.94000000e+00,0.7985,NN,7.89716393e-02
5.94000000e+00,0.7985,PBE,7.91095684e-02
5.94000000e+00,1.0647,NN,1.02429800e-01
5.94000000e+00,1.0647,PBE,9.68906458e-02
5.94000000e+00,1.3308,NN,1.23922460e-01
5.94000000e+00,1.3308,PBE,1.29134840e-01
5.96000000e+00,0.2662,NN,2.70600002e-02
5.96000000e+00,0.2662,PBE,2.03165756e-02
5.96000000e+00,0.5324,NN,5.32416105e-02
5.96000000e+00,0.5324,PBE,5.97316259e-02
5.96000000e+00,0.7985,NN,7.81827495e-02
5.96000000e+00,0.7985,PBE,7.83207764e-02
5.96000000e+00,1.0647,NN,1.01408213e-01
5.96000000e+00,1.0647,PBE,9.59259856e-02
5.96000000e+00,1.3308,NN,1.22689523e-01
5.96000000e+00,1.3308,PBE,1.27853330e-01
5.98000000e+00,0.2662,NN,2.67903376e-02
5.98000000e+00,0.2662,PBE,2.01134352e-02
5.98000000e+00,0.5324,NN,5.27102053e-02
5.98000000e+00,0.5324,PBE,5.91353321e-02
5.98000000e+00,0.7985,NN,7.74018094e-02
5.98000000e+00,0.7985,PBE,7.75398871e-02
5.98000000e+00,1.0647,NN,1.00396700e-01
5.98000000e+00,1.0647,PBE,9.49709515e-02
5.98000000e+00,1.3308,NN,1.21468835e-01
5.98000000e+00,1.3308,PBE,1.26584496e-01
6.00000000e+00,0.2662,NN,2.65233647e-02
6.00000000e+00,0.2662,PBE,1.99123455e-02
6.00000000e+00,0.5324,NN,5.21840751e-02
6.00000000e+00,0.5324,PBE,5.85450319e-02
6.00000000e+00,0.7985,NN,7.66287223e-02
6.00000000e+00,0.7985,PBE,7.67668201e-02
6.00000000e+00,1.0647,NN,9.93954316e-02
6.00000000e+00,1.0647,PBE,9.40254466e-02
6.00000000e+00,1.3308,NN,1.20260201e-01
6.00000000e+00,1.3308,PBE,1.25328214e-01
6.02000000e+00,0.2662,NN,2.62590777e-02
6.02000000e+00,0.2662,PBE,1.97132851e-02
6.02000000e+00,0.5324,NN,5.16633317e-02
6.02000000e+00,0.5324,PBE,5.79606636e-02
6.02000000e+00,0.7985,NN,7.58633837e-02
6.02000000e+00,0.7985,PBE,7.60014958e-02
6.02000000e+00,1.0647,NN,9.84040201e-02
6.02000000e+00,1.0647,PBE,9.30893752e-02
6.02000000e+00,1.3308,NN,1.19063593e-01
6.02000000e+00,1.3308,PBE,1.24084361e-01
6.04000000e+00,0.2662,NN,2.59974487e-02
6.04000000e+00,0.2662,PBE,1.95162330e-02
6.04000000e+00,0.5324,NN,5.11477627e-02
6.04000000e+00,0.5324,PBE,5.73821664e-02
6.04000000e+00,0.7985,NN,7.51056969e-02
6.04000000e+00,0.7985,PBE,7.52438356e-02
6.04000000e+00,1.0647,NN,9.74226296e-02
6.04000000e+00,1.0647,PBE,9.21626421e-02
6.04000000e+00,1.3308,NN,1.17878832e-01
6.04000000e+00,1.3308,PBE,1.22852813e-01
6.06000000e+00,0.2662,NN,2.57384423e-02
6.06000000e+00,0.2662,PBE,1.93211684e-02
6.06000000e+00,0.5324,NN,5.06374314e-02
6.06000000e+00,0.5324,PBE,5.68094803e-02
6.06000000e+00,0.7985,NN,7.43556023e-02
6.06000000e+00,0.7985,PBE,7.44937616e-02
6.06000000e+00,1.0647,NN,9.64510217e-02
6.06000000e+00,1.0647,PBE,9.12451537e-02
6.06000000e+00,1.3308,NN,1.16705783e-01
