D,p,source,u
2.52000000e+00,0.2662,PBE,1.22719672e-01
2.52000000e+00,0.5324,NN,3.16994220e-01
2.52000000e+00,0.5324,PBE,3.53633361e-01
2.52000000e+00,0.7985,NN,4.57123637e-01
2.52000000e+00,0.7985,PBE,4.56990021e-01
2.52000000e+00,1.0647,NN,5.79857230e-01
2.52000000e+00,1.0647,PBE,5.50997974e-01
2.52000000e+00,1.3308,NN,6.86363041e-01
2.52000000e+00,1.3308,PBE,7.11981041e-01
2.54000000e+00,0.2662,NN,1.60242036e-01
2.54000000e+00,0.2662,PBE,1.21295926e-01
2.54000000e+00,0.5324,NN,3.13401043e-01
2.54000000e+00,0.5324,PBE,3.49676060e-01
2.54000000e+00,0.7985,NN,4.52129275e-01
2.54000000e+00,0.7985,PBE,4.52002841e-01
2.54000000e+00,1.0647,NN,5.73752582e-01
2.54000000e+00,1.0647,PBE,5.45139911e-01
2.54000000e+00,1.3308,NN,6.79372072e-01
2.54000000e+00,1.3308,PBE,7.04772721e-01
2.56000000e+00,0.2662,NN,1.58395812e-01
2.56000000e+00,0.2662,PBE,1.19892974e-01
2.56000000e+00,0.5324,NN,3.09857428e-01
2.56000000e+00,0.5324,PBE,3.45772147e-01
2.56000000e+00,0.7985,NN,4.47198212e-01
2.56000000e+00,0.7985,PBE,4.47079388e-01
2.56000000e+00,1.0647,NN,5.67719758e-01
2.56000000e+00,1.0647,PBE,5.39352655e-01
2.56000000e+00,1.3308,NN,6.72458827e-01
2.56000000e+00,1.3308,PBE,6.97643129e-01
2.58000000e+00,0.2662,NN,1.56576380e-01
2.58000000e+00,0.2662,PBE,1.18510381e-01
2.58000000e+00,0.5324,NN,3.06362361e-01
2.58000000e+00,0.5324,PBE,3.41920627e-01
2.58000000e+00,0.7985,NN,4.42329884e-01
2.58000000e+00,0.7985,PBE,4.42218569e-01
2.58000000e+00,1.0647,NN,5.61757863e-01
2.58000000e+00,1.0647,PBE,5.33635087e-01
2.58000000e+00,1.3308,NN,6.65621817e-01
2.58000000e+00,1.3308,PBE,6.90591185e-01
2.60000000e+00,0.2662,NN,1.54783130e-01
2.60000000e+00,0.2662,PBE,1.17147722e-01
2.60000000e+00,0.5324,NN,3.02915245e-01
2.60000000e+00,0.5324,PBE,3.38120535e-01
2.60000000e+00,0.7985,NN,4.37523216e-01
2.60000000e+00,0.7985,PBE,4.37419317e-01
2.60000000e+00,1.0647,NN,5.55866122e-01
2.60000000e+00,1.0647,PBE,5.27986111e-01
2.60000000e+00,1.3308,NN,6.58860028e-01
2.60000000e+00,1.3308,PBE,6.83615824e-01
2.62000000e+00,0.2662,NN,1.53015524e-01
2.62000000e+00,0.2662,PBE,1.15804586e-01
2.62000000e+00,0.5324,NN,2.99514860e-01
2.62000000e+00,0.5324,PBE,3.34370929e-01
2.62000000e+00,0.7985,NN,4.32776839e-01
2.62000000e+00,0.7985,PBE,4.32680592e-01
2.62000000e+00,1.0647,NN,5.50043404e-01
2.62000000e+00,1.0647,PBE,5.22404657e-01
2.62000000e+00,1.3308,NN,6.52172327e-01
2.62000000e+00,1.3308,PBE,6.76716010e-01
2.64000000e+00,0.2662,NN,1.51273295e-01
2.64000000e+00,0.2662,PBE,1.14480576e-01
2.64000000e+00,0.5324,NN,2.96160430e-01
2.64000000e+00,0.5324,PBE,3.30670889e-01
2.64000000e+00,0.7985,NN,4.28089917e-01
2.64000000e+00,0.7985,PBE,4.28001377e-01
2.64000000e+00,1.0647,NN,5.44288397e-01
2.64000000e+00,1.0647,PBE,5.16889678e-01
2.64000000e+00,1.3308,NN,6.45557821e-01
2.64000000e+00,1.3308,PBE,6.69890722e-01
2.66000000e+00,0.2662,NN,1.49555609e-01
2.66000000e+00,0.2662,PBE,1.13175302e-01
2.66000000e+00,0.5324,NN,2.92851299e-01
2.66000000e+00,0.5324,PBE,3.27019523e-01
2.66000000e+00,0.7985,NN,4.23461705e-01
2.66000000e+00,0.7985,PBE,4.23380680e-01
2.66000000e+00,1.0647,NN,5.38600445e-01
2.66000000e+00,1.0647,PBE,5.11440151e-01
2.66000000e+00,1.3308,NN,6.39015555e-01
2.66000000e+00,1.3308,PBE,6.63138964e-01
2.68000000e+00,0.2662,NN,1.47862047e-01
2.68000000e+00,0.2662,PBE,1.11888389e-01
2.68000000e+00,0.5324,NN,2.89586395e-01
2.68000000e+00,0.5324,PBE,3.23415958e-01
2.68000000e+00,0.7985,NN,4.18890923e-01
2.68000000e+00,0.7985,PBE,4.18817531e-01
2.68000000e+00,1.0647,NN,5.32978177e-01
2.68000000e+00,1.0647,PBE,5.06055074e-01
2.68000000e+00,1.3308,NN,6.32544518e-01
2.68000000e+00,1.3308,PBE,6.56459758e-01
2.70000000e+00,0.2662,NN,1.46192253e-01
2.70000000e+00,0.2662,PBE,1.10619472e-01
2.70000000e+00,0.5324,NN,2.86365002e-01
2.70000000e+00,0.5324,PBE,3.19859344e-01
2.70000000e+00,0.7985,NN,4.14376915e-01
2.70000000e+00,0.7985,PBE,4.14310984e-01
2.70000000e+00,1.0647,NN,5.27420938e-01
2.70000000e+00,1.0647,PBE,5.00733467e-01
2.70000000e+00,1.3308,NN,6.26143873e-01
2.70000000e+00,1.3308,PBE,6.49852146e-01
2.72000000e+00,0.2662,NN,1.44545645e-01
2.72000000e+00,0.2662,PBE,1.09368194e-01
2.72000000e+00,0.5324,NN,2.83186346e-01
2.72000000e+00,0.5324,PBE,3.16348853e-01
2.72000000e+00,0.7985,NN,4.09918547e-01
2.72000000e+00,0.7985,PBE,4.09860113e-01
2.72000000e+00,1.0647,NN,5.21927953e-01
2.72000000e+00,1.0647,PBE,4.95474373e-01
2.72000000e+00,1.3308,NN,6.19812250e-01
2.72000000e+00,1.3308,PBE,6.43315188e-01
2.74000000e+00,0.2662,NN,1.42921865e-01
2.74000000e+00,0.2662,PBE,1.08134211e-01
2.74000000e+00,0.5324,NN,2.80049592e-01
2.74000000e+00,0.5324,PBE,3.12883677e-01
2.74000000e+00,0.7985,NN,4.05515015e-01
2.74000000e+00,0.7985,PBE,4.05464016e-01
2.74000000e+00,1.0647,NN,5.16497612e-01
2.74000000e+00,1.0647,PBE,4.90276853e-01
2.74000000e+00,1.3308,NN,6.13549352e-01
2.74000000e+00,1.3308,PBE,6.36847963e-01
2.76000000e+00,0.2662,NN,1.41320258e-01
2.76000000e+00,0.2662,PBE,1.06917187e-01
2.76000000e+00,0.5324,NN,2.76954263e-01
2.76000000e+00,0.5324,PBE,3.09463026e-01
2.76000000e+00,0.7985,NN,4.01165515e-01
2.76000000e+00,0.7985,PBE,4.01121809e-01
2.76000000e+00,1.0647,NN,5.11129737e-01
2.76000000e+00,1.0647,PBE,4.85139988e-01
2.76000000e+00,1.3308,NN,6.07353806e-01
2.76000000e+00,1.3308,PBE,6.30449567e-01
2.78000000e+00,0.2662,NN,1.39740691e-01
2.78000000e+00,0.2662,PBE,1.05716795e-01
2.78000000e+00,0.5324,NN,2.73899347e-01
2.78000000e+00,0.5324,PBE,3.06086134e-01
2.78000000e+00,0.7985,NN,3.96869004e-01
2.78000000e+00,0.7985,PBE,3.96832628e-01
2.78000000e+00,1.0647,NN,5.05823016e-01
2.78000000e+00,1.0647,PBE,4.80062880e-01
2.78000000e+00,1.3308,NN,6.01224840e-01
2.78000000e+00,1.3308,PBE,6.24119115e-01
2.80000000e+00,0.2662,NN,1.38182491e-01
2.80000000e+00,0.2662,PBE,1.04532719e-01
2.80000000e+00,0.5324,NN,2.70884216e-01
2.80000000e+00,0.5324,PBE,3.02752248e-01
2.80000000e+00,0.7985,NN,3.92624766e-01
2.80000000e+00,0.7985,PBE,3.92595631e-01
2.80000000e+00,1.0647,NN,5.00576794e-01
2.80000000e+00,1.0647,PBE,4.75044648e-01
2.80000000e+00,1.3308,NN,5.95161736e-01
2.80000000e+00,1.3308,PBE,6.17855737e-01
2.82000000e+00,0.2662,NN,1.36645466e-01
2.82000000e+00,0.2662,PBE,1.03364648e-01
2.82000000e+00,0.5324,NN,2.67908156e-01
2.82000000e+00,0.5324,PBE,2.99460638e-01
2.82000000e+00,0.7985,NN,3.88431966e-01
2.82000000e+00,0.7985,PBE,3.88409992e-01
2.82000000e+00,1.0647,NN,4.95389938e-01
2.82000000e+00,1.0647,PBE,4.70084431e-01
2.82000000e+00,1.3308,NN,5.89163303e-01
2.82000000e+00,1.3308,PBE,6.11658580e-01
2.84000000e+00,0.2662,NN,1.35129035e-01
2.84000000e+00,0.2662,PBE,1.02212284e-01
2.84000000e+00,0.5324,NN,2.64970779e-01
2.84000000e+00,0.5324,PBE,2.96210587e-01
2.84000000e+00,0.7985,NN,3.84289920e-01
2.84000000e+00,0.7985,PBE,3.84274904e-01
2.84000000e+00,1.0647,NN,4.90261883e-01
2.84000000e+00,1.0647,PBE,4.65181385e-01
2.84000000e+00,1.3308,NN,5.83229065e-01
2.84000000e+00,1.3308,PBE,6.05526806e-01
2.86000000e+00,0.2662,NN,1.33632898e-01
2.86000000e+00,0.2662,PBE,1.01075333e-01
2.86000000e+00,0.5324,NN,2.62070924e-01
2.86000000e+00,0.5324,PBE,2.93001399e-01
2.86000000e+00,0.7985,NN,3.80197704e-01
2.86000000e+00,0.7985,PBE,3.80189578e-01
2.86000000e+00,1.0647,NN,4.85191762e-01
2.86000000e+00,1.0647,PBE,4.60334681e-01
2.86000000e+00,1.3308,NN,5.77358186e-01
2.86000000e+00,1.3308,PBE,5.99459594e-01
2.88000000e+00,0.2662,NN,1.32156640e-01
2.88000000e+00,0.2662,PBE,9.99535100e-02
2.88000000e+00,0.5324,NN,2.59208351e-01
2.88000000e+00,0.5324,PBE,2.89832392e-01
2.88000000e+00,0.7985,NN,3.76154631e-01
2.88000000e+00,0.7985,PBE,3.76153243e-01
2.88000000e+00,1.0647,NN,4.80178833e-01
2.88000000e+00,1.0647,PBE,4.55543511e-01
2.88000000e+00,1.3308,NN,5.71549475e-01
2.88000000e+00,1.3308,PBE,5.93456136e-01
2.90000000e+00,0.2662,NN,1.30699977e-01
2.90000000e+00,0.2662,PBE,9.88465386e-02
2.90000000e+00,0.5324,NN,2.56382048e-01
2.90000000e+00,0.5324,PBE,2.86702901e-01
2.90000000e+00,0.7985,NN,3.72160047e-01
2.90000000e+00,0.7985,PBE,3.72165143e-01
2.90000000e+00,1.0647,NN,4.75221962e-01
2.90000000e+00,1.0647,PBE,4.50807081e-01
2.90000000e+00,1.3308,NN,5.65802515e-01
2.90000000e+00,1.3308,PBE,5.87515641e-01
2.92000000e+00,0.2662,NN,1.29262462e-01
2.92000000e+00,0.2662,PBE,9.77541485e-02
2.92000000e+00,0.5324,NN,2.53591865e-01
2.92000000e+00,0.5324,PBE,2.83612276e-01
2.92000000e+00,0.7985,NN,3.68212849e-01
2.92000000e+00,0.7985,PBE,3.68224541e-01
2.92000000e+00,1.0647,NN,4.70320642e-01
2.92000000e+00,1.0647,PBE,4.46124611e-01
2.92000000e+00,1.3308,NN,5.60116529e-01
2.92000000e+00,1.3308,PBE,5.81637330e-01
2.94000000e+00,0.2662,NN,1.27843738e-01
2.94000000e+00,0.2662,PBE,9.66760767e-02
2.94000000e+00,0.5324,NN,2.50836939e-01
2.94000000e+00,0.5324,PBE,2.80559883e-01
2.94000000e+00,0.7985,NN,3.64312649e-01
2.94000000e+00,0.7985,PBE,3.64330712e-01
2.94000000e+00,1.0647,NN,4.65474248e-01
2.94000000e+00,1.0647,PBE,4.41495341e-01
2.94000000e+00,1.3308,NN,5.54490447e-01
2.94000000e+00,1.3308,PBE,5.75820439e-01
2.96000000e+00,0.2662,NN,1.26443550e-01
2.96000000e+00,0.2662,PBE,9.56120670e-02
2.96000000e+00,0.5324,NN,2.48116672e-01
2.96000000e+00,0.5324,PBE,2.77545100e-01
2.96000000e+00,0.7985,NN,3.60458851e-01
2.96000000e+00,0.7985,PBE,3.60482949e-01
2.96000000e+00,1.0647,NN,4.60681796e-01
2.96000000e+00,1.0647,PBE,4.36918522e-01
2.96000000e+00,1.3308,NN,5.48923969e-01
2.96000000e+00,1.3308,PBE,5.70064216e-01
2.98000000e+00,0.2662,NN,1.25061497e-01
2.98000000e+00,0.2662,PBE,9.45618697e-02
2.98000000e+00,0.5324,NN,2.45430544e-01
2.98000000e+00,0.5324,PBE,2.74567322e-01
2.98000000e+00,0.7985,NN,3.56650412e-01
2.98000000e+00,0.7985,PBE,3.56680560e-01
2.98000000e+00,1.0647,NN,4.55942512e-01
2.98000000e+00,1.0647,PBE,4.32393421e-01
2.98000000e+00,1.3308,NN,5.43416083e-01
2.98000000e+00,1.3308,PBE,5.64367925e-01
3.00000000e+00,0.2662,NN,1.23697296e-01
3.00000000e+00,0.2662,PBE,9.35252413e-02
3.00000000e+00,0.5324,NN,2.42778033e-01
3.00000000e+00,0.5324,PBE,2.71625956e-01
3.00000000e+00,0.7985,NN,3.52886766e-01
3.00000000e+00,0.7985,PBE,3.52922866e-01
3.00000000e+00,1.0647,NN,4.51255947e-01
3.00000000e+00,1.0647,PBE,4.27919321e-01
3.00000000e+00,1.3308,NN,5.37965834e-01
3.00000000e+00,1.3308,PBE,5.58730839e-01
3.02000000e+00,0.2662,NN,1.22350626e-01
3.02000000e+00,0.2662,PBE,9.25019446e-02
3.02000000e+00,0.5324,NN,2.40158409e-01
3.02000000e+00,0.5324,PBE,2.68720424e-01
3.02000000e+00,0.7985,NN,3.49167347e-01
3.02000000e+00,0.7985,PBE,3.49209204e-01
3.02000000e+00,1.0647,NN,4.46621090e-01
3.02000000e+00,1.0647,PBE,4.23495515e-01
3.02000000e+00,1.3308,NN,5.32572865e-01
3.02000000e+00,1.3308,PBE,5.53152245e-01
3.04000000e+00,0.2662,NN,1.21021204e-01
3.04000000e+00,0.2662,PBE,9.14917483e-02
3.04000000e+00,0.5324,NN,2.37571344e-01
3.04000000e+00,0.5324,PBE,2.65850158e-01
3.04000000e+00,0.7985,NN,3.45491529e-01
3.04000000e+00,0.7985,PBE,3.45538923e-01
3.04000000e+00,1.0647,NN,4.42037702e-01
3.04000000e+00,1.0647,PBE,4.19121313e-01
3.04000000e+00,1.3308,NN,5.27236223e-01
3.04000000e+00,1.3308,PBE,5.47631445e-01
3.06000000e+00,0.2662,NN,1.19708613e-01
3.06000000e+00,0.2662,PBE,9.04944267e-02
3.06000000e+00,0.5324,NN,2.35016271e-01
3.06000000e+00,0.5324,PBE,2.63014606e-01
3.06000000e+00,0.7985,NN,3.41858476e-01
3.06000000e+00,0.7985,PBE,3.41911385e-01
3.06000000e+00,1.0647,NN,4.37504470e-01
3.06000000e+00,1.0647,PBE,4.14796037e-01
3.06000000e+00,1.3308,NN,5.21955609e-01
3.06000000e+00,1.3308,PBE,5.42167747e-01
3.08000000e+00,0.2662,NN,1.18412733e-01
3.08000000e+00,0.2662,PBE,8.95097596e-02
3.08000000e+00,0.5324,NN,2.32492760e-01
3.08000000e+00,0.5324,PBE,2.60213226e-01
3.08000000e+00,0.7985,NN,3.38267893e-01
3.08000000e+00,0.7985,PBE,3.38325968e-01
3.08000000e+00,1.0647,NN,4.33021247e-01
3.08000000e+00,1.0647,PBE,4.10519021e-01
3.08000000e+00,1.3308,NN,5.16730309e-01
3.08000000e+00,1.3308,PBE,5.36760476e-01
3.10000000e+00,0.2662,NN,1.17133208e-01
3.10000000e+00,0.2662,PBE,8.85375323e-02
3.10000000e+00,0.5324,NN,2.29999989e-01
3.10000000e+00,0.5324,PBE,2.57445488e-01
3.10000000e+00,0.7985,NN,3.34718853e-01
3.10000000e+00,0.7985,PBE,3.34782060e-01
3.10000000e+00,1.0647,NN,4.28587139e-01
3.10000000e+00,1.0647,PBE,4.06289612e-01
3.10000000e+00,1.3308,NN,5.11559069e-01
3.10000000e+00,1.3308,PBE,5.31408964e-01
3.12000000e+00,0.2662,NN,1.15869708e-01
3.12000000e+00,0.2662,PBE,8.75775352e-02
3.12000000e+00,0.5324,NN,2.27537796e-01
3.12000000e+00,0.5324,PBE,2.54710874e-01
3.12000000e+00,0.7985,NN,3.31211001e-01
3.12000000e+00,0.7985,PBE,3.31279061e-01
3.12000000e+00,1.0647,NN,4.24201638e-01
3.12000000e+00,1.0647,PBE,4.02107170e-01
3.12000000e+00,1.3308,NN,5.06441772e-01
3.12000000e+00,1.3308,PBE,5.26112557e-01
3.14000000e+00,0.2662,NN,1.14622086e-01
3.14000000e+00,0.2662,PBE,8.66295638e-02
3.14000000e+00,0.5324,NN,2.25105599e-01
3.14000000e+00,0.5324,PBE,2.52008877e-01
3.14000000e+00,0.7985,NN,3.27743381e-01
3.14000000e+00,0.7985,PBE,3.27816384e-01
3.14000000e+00,1.0647,NN,4.19863939e-01
3.14000000e+00,1.0647,PBE,3.97971067e-01
3.14000000e+00,1.3308,NN,5.01377583e-01
3.14000000e+00,1.3308,PBE,5.20870609e-01
3.16000000e+00,0.2662,NN,1.13389865e-01
3.16000000e+00,0.2662,PBE,8.56934184e-02
3.16000000e+00,0.5324,NN,2.22702801e-01
3.16000000e+00,0.5324,PBE,2.49339000e-01
3.16000000e+00,0.7985,NN,3.24315906e-01
3.16000000e+00,0.7985,PBE,3.24393455e-01
3.16000000e+00,1.0647,NN,4.15573597e-01
3.16000000e+00,1.0647,PBE,3.93880684e-01
3.16000000e+00,1.3308,NN,4.96365905e-01
3.16000000e+00,1.3308,PBE,5.15682487e-01
3.18000000e+00,0.2662,NN,1.12173006e-01
3.18000000e+00,0.2662,PBE,8.47689039e-02
3.18000000e+00,0.5324,NN,2.20329076e-01
3.18000000e+00,0.5324,PBE,2.46700759e-01
3.18000000e+00,0.7985,NN,3.20927769e-01
3.18000000e+00,0.7985,PBE,3.21009708e-01
3.18000000e+00,1.0647,NN,4.11329865e-01
3.18000000e+00,1.0647,PBE,3.89835415e-01
3.18000000e+00,1.3308,NN,4.91406322e-01
3.18000000e+00,1.3308,PBE,5.10547567e-01
3.20000000e+00,0.2662,NN,1.10971160e-01
3.20000000e+00,0.2662,PBE,8.38558301e-02
3.20000000e+00,0.5324,NN,2.17984065e-01
3.20000000e+00,0.5324,PBE,2.44093677e-01
3.20000000e+00,0.7985,NN,3.17578256e-01
3.20000000e+00,0.7985,PBE,3.17664592e-01
3.20000000e+00,1.0647,NN,4.07132328e-01
3.20000000e+00,1.0647,PBE,3.85834667e-01
3.20000000e+00,1.3308,NN,4.86497760e-01
3.20000000e+00,1.3308,PBE,5.05465233e-01
3.22000000e+00,0.2662,NN,1.09784164e-01
3.22000000e+00,0.2662,PBE,8.29540108e-02
3.22000000e+00,0.5324,NN,2.15667218e-01
3.22000000e+00,0.5324,PBE,2.41517290e-01
3.22000000e+00,0.7985,NN,3.14267188e-01
3.22000000e+00,0.7985,PBE,3.14357563e-01
3.22000000e+00,1.0647,NN,4.02980149e-01
3.22000000e+00,1.0647,PBE,3.81877854e-01
3.22000000e+00,1.3308,NN,4.81639922e-01
3.22000000e+00,1.3308,PBE,5.00434882e-01
3.24000000e+00,0.2662,NN,1.08611591e-01
3.24000000e+00,0.2662,PBE,8.20632643e-02
3.24000000e+00,0.5324,NN,2.13378027e-01
3.24000000e+00,0.5324,PBE,2.38971140e-01
3.24000000e+00,0.7985,NN,3.10993671e-01
3.24000000e+00,0.7985,PBE,3.11088089e-01
3.24000000e+00,1.0647,NN,3.98872763e-01
3.24000000e+00,1.0647,PBE,3.77964402e-01
3.24000000e+00,1.3308,NN,4.76832330e-01
3.24000000e+00,1.3308,PBE,4.95455918e-01
3.26000000e+00,0.2662,NN,1.07453391e-01
3.26000000e+00,0.2662,PBE,8.11834132e-02
3.26000000e+00,0.5324,NN,2.11116225e-01
3.26000000e+00,0.5324,PBE,2.36454783e-01
3.26000000e+00,0.7985,NN,3.07757348e-01
3.26000000e+00,0.7985,PBE,3.07855650e-01
3.26000000e+00,1.0647,NN,3.94809932e-01
3.26000000e+00,1.0647,PBE,3.74093748e-01
3.26000000e+00,1.3308,NN,4.72074181e-01
3.26000000e+00,1.3308,PBE,4.90527756e-01
3.28000000e+00,0.2662,NN,1.06309213e-01
3.28000000e+00,0.2662,PBE,8.03142838e-02
3.28000000e+00,0.5324,NN,2.08881304e-01
3.28000000e+00,0.5324,PBE,2.33967781e-01
3.28000000e+00,0.7985,NN,3.04557681e-01
3.28000000e+00,0.7985,PBE,3.04659734e-01
3.28000000e+00,1.0647,NN,3.90790701e-01
3.28000000e+00,1.0647,PBE,3.70265339e-01
3.28000000e+00,1.3308,NN,4.67364848e-01
3.28000000e+00,1.3308,PBE,4.85649817e-01
3.30000000e+00,0.2662,NN,1.05178930e-01
3.30000000e+00,0.2662,PBE,7.94557067e-02
3.30000000e+00,0.5324,NN,2.06672847e-01
3.30000000e+00,0.5324,PBE,2.31509705e-01
3.30000000e+00,0.7985,NN,3.01394343e-01
3.30000000e+00,0.7985,PBE,3.01499837e-01
3.30000000e+00,1.0647,NN,3.86814773e-01
3.30000000e+00,1.0647,PBE,3.66478629e-01
3.30000000e+00,1.3308,NN,4.62703973e-01
3.30000000e+00,1.3308,PBE,4.80821535e-01
3.32000000e+00,0.2662,NN,1.04062267e-01
3.32000000e+00,0.2662,PBE,7.86075159e-02
3.32000000e+00,0.5324,NN,2.04490498e-01
3.32000000e+00,0.5324,PBE,2.29080136e-01
3.32000000e+00,0.7985,NN,2.98266619e-01
3.32000000e+00,0.7985,PBE,2.98375469e-01
3.32000000e+00,1.0647,NN,3.82881522e-01
3.32000000e+00,1.0647,PBE,3.62733085e-01
3.32000000e+00,1.3308,NN,4.58090901e-01
3.32000000e+00,1.3308,PBE,4.76042349e-01
3.34000000e+00,0.2662,NN,1.02959052e-01
3.34000000e+00,0.2662,PBE,7.77695493e-02
3.34000000e+00,0.5324,NN,2.02333942e-01
3.34000000e+00,0.5324,PBE,2.26678662e-01
3.34000000e+00,0.7985,NN,2.95174092e-01
3.34000000e+00,0.7985,PBE,2.95286145e-01
3.34000000e+00,1.0647,NN,3.78990322e-01
3.34000000e+00,1.0647,PBE,3.59028181e-01
3.34000000e+00,1.3308,NN,4.53525066e-01
3.34000000e+00,1.3308,PBE,4.71311707e-01
3.36000000e+00,0.2662,NN,1.01868995e-01
3.36000000e+00,0.2662,PBE,7.69416483e-02
3.36000000e+00,0.5324,NN,2.00202554e-01
3.36000000e+00,0.5324,PBE,2.24304881e-01
3.36000000e+00,0.7985,NN,2.92116195e-01
3.36000000e+00,0.7985,PBE,2.92231390e-01
3.36000000e+00,1.0647,NN,3.75140995e-01
3.36000000e+00,1.0647,PBE,3.55363401e-01
3.36000000e+00,1.3308,NN,4.49006051e-01
3.36000000e+00,1.3308,PBE,4.66629067e-01
3.38000000e+00,0.2662,NN,1.00791991e-01
3.38000000e+00,0.2662,PBE,7.61236579e-02
3.38000000e+00,0.5324,NN,1.98096335e-01
3.38000000e+00,0.5324,PBE,2.21958397e-01
3.38000000e+00,0.7985,NN,2.89092660e-01
3.38000000e+00,0.7985,PBE,2.89210741e-01
3.38000000e+00,1.0647,NN,3.71332467e-01
3.38000000e+00,1.0647,PBE,3.51738238e-01
3.38000000e+00,1.3308,NN,4.44533110e-01
3.38000000e+00,1.3308,PBE,4.61993894e-01
3.40000000e+00,0.2662,NN,9.97277126e-02
3.40000000e+00,0.2662,PBE,7.53154263e-02
3.40000000e+00,0.5324,NN,1.96014538e-01
3.40000000e+00,0.5324,PBE,2.19638824e-01
3.40000000e+00,0.7985,NN,2.86102921e-01
3.40000000e+00,0.7985,PBE,2.86223738e-01
3.40000000e+00,1.0647,NN,3.67564827e-01
3.40000000e+00,1.0647,PBE,3.48152191e-01
3.40000000e+00,1.3308,NN,4.40105736e-01
3.40000000e+00,1.3308,PBE,4.57405660e-01
3.42000000e+00,0.2662,NN,9.86761525e-02
3.42000000e+00,0.2662,PBE,7.45168050e-02
3.42000000e+00,0.5324,NN,1.93957105e-01
3.42000000e+00,0.5324,PBE,2.17345781e-01
3.42000000e+00,0.7985,NN,2.83146352e-01
3.42000000e+00,0.7985,PBE,2.83269934e-01
3.42000000e+00,1.0647,NN,3.63837123e-01
3.42000000e+00,1.0647,PBE,3.44604772e-01
3.42000000e+00,1.3308,NN,4.35723633e-01
3.42000000e+00,1.3308,PBE,4.52863846e-01
3.44000000e+00,0.2662,NN,9.76368785e-02
3.44000000e+00,0.2662,PBE,7.37276488e-02
3.44000000e+00,0.5324,NN,1.91923514e-01
3.44000000e+00,0.5324,PBE,2.15078896e-01
3.44000000e+00,0.7985,NN,2.80222833e-01
3.44000000e+00,0.7985,PBE,2.80348887e-01
3.44000000e+00,1.0647,NN,3.60149235e-01
3.44000000e+00,1.0647,PBE,3.41095496e-01
3.44000000e+00,1.3308,NN,4.31386143e-01
3.44000000e+00,1.3308,PBE,4.48367939e-01
3.46000000e+00,0.2662,NN,9.66100097e-02
3.46000000e+00,0.2662,PBE,7.29478154e-02
3.46000000e+00,0.5324,NN,1.89913407e-01
3.46000000e+00,0.5324,PBE,2.12837805e-01
3.46000000e+00,0.7985,NN,2.77331710e-01
3.46000000e+00,0.7985,PBE,2.77460165e-01
3.46000000e+00,1.0647,NN,3.56500417e-01
3.46000000e+00,1.0647,PBE,3.37623891e-01
3.46000000e+00,1.3308,NN,4.27092791e-01
3.46000000e+00,1.3308,PBE,4.43917435e-01
3.48000000e+00,0.2662,NN,9.55950171e-02
3.48000000e+00,0.2662,PBE,7.21771656e-02
3.48000000e+00,0.5324,NN,1.87926516e-01
3.48000000e+00,0.5324,PBE,2.10622148e-01
3.48000000e+00,0.7985,NN,2.74472535e-01
3.48000000e+00,0.7985,PBE,2.74603343e-01
3.48000000e+00,1.0647,NN,3.52890134e-01
3.48000000e+00,1.0647,PBE,3.34189490e-01
3.48000000e+00,1.3308,NN,4.22843009e-01
3.48000000e+00,1.3308,PBE,4.39511835e-01
3.50000000e+00,0.2662,NN,9.45919901e-02
3.50000000e+00,0.2662,PBE,7.14155631e-02
3.50000000e+00,0.5324,NN,1.85962617e-01
3.50000000e+00,0.5324,PBE,2.08431574e-01
3.50000000e+00,0.7985,NN,2.71645099e-01
3.50000000e+00,0.7985,PBE,2.71778002e-01
3.50000000e+00,1.0647,NN,3.49318087e-01
3.50000000e+00,1.0647,PBE,3.30791833e-01
3.50000000e+00,1.3308,NN,4.18636441e-01
3.50000000e+00,1.3308,PBE,4.35150650e-01
3.52000000e+00,0.2662,NN,9.36005861e-02
3.52000000e+00,0.2662,PBE,7.06628743e-02
3.52000000e+00,0.5324,NN,1.84021175e-01
3.52000000e+00,0.5324,PBE,2.06265740e-01
3.52000000e+00,0.7985,NN,2.68848807e-01
3.52000000e+00,0.7985,PBE,2.68983734e-01
3.52000000e+00,1.0647,NN,3.45783770e-01
3.52000000e+00,1.0647,PBE,3.27430470e-01
3.52000000e+00,1.3308,NN,4.14472610e-01
3.52000000e+00,1.3308,PBE,4.30833394e-01
3.54000000e+00,0.2662,NN,9.26208049e-02
3.54000000e+00,0.2662,PBE,6.99189687e-02
3.54000000e+00,0.5324,NN,1.82101965e-01
3.54000000e+00,0.5324,PBE,2.04124305e-01
3.54000000e+00,0.7985,NN,2.66083360e-01
3.54000000e+00,0.7985,PBE,2.66220134e-01
3.54000000e+00,1.0647,NN,3.42286766e-01
3.54000000e+00,1.0647,PBE,3.24104955e-01
3.54000000e+00,1.3308,NN,4.10350680e-01
3.54000000e+00,1.3308,PBE,4.26559592e-01
3.56000000e+00,0.2662,NN,9.16522816e-02
3.56000000e+00,0.2662,PBE,6.91837180e-02
3.56000000e+00,0.5324,NN,1.80204600e-01
3.56000000e+00,0.5324,PBE,2.02006939e-01
3.56000000e+00,0.7985,NN,2.63348252e-01
3.56000000e+00,0.7985,PBE,2.63486807e-01
3.56000000e+00,1.0647,NN,3.38826656e-01
3.56000000e+00,1.0647,PBE,3.20814853e-01
3.56000000e+00,1.3308,NN,4.06270802e-01
