D,NN_E_z1.93,Num_E_z1.93,NN_E_z3.87,Num_E_z3.87,NN_E_z5.80,Num_E_z5.80,NN_E_z7.74,Num_E_z7.74,NN_E_z9.67,Num_E_z9.67
2.76000000e+00,3.76721799e-01,3.97379105e-01,1.02386689e+00,9.92527981e-01,1.39319313e+00,1.43609217e+00,1.65656841e+00,1.64361994e+00,1.76901579e+00,1.72218990e+00
2.78000000e+00,3.70004982e-01,3.89927635e-01,1.00451815e+00,9.73729524e-01,1.36669970e+00,1.40862538e+00,1.62527382e+00,1.61201540e+00,1.73457360e+00,1.68900283e+00
2.80000000e+00,3.63403767e-01,3.82611577e-01,9.85543370e-01,9.55289538e-01,1.34078181e+00,1.38170030e+00,1.59457338e+00,1.58104409e+00,1.70079315e+00,1.65648472e+00
2.82000000e+00,3.56913328e-01,3.75428572e-01,9.66930211e-01,9.37200841e-01,1.31541729e+00,1.35530518e+00,1.56445622e+00,1.55069182e+00,1.66765201e+00,1.62462040e+00
2.84000000e+00,3.50532532e-01,3.68376302e-01,9.48677361e-01,9.19456411e-01,1.29059184e+00,1.32942859e+00,1.53490484e+00,1.52094481e+00,1.63514245e+00,1.59339515e+00
2.86000000e+00,3.44260782e-01,3.61452486e-01,9.30774868e-01,9.02049387e-01,1.26629794e+00,1.30405940e+00,1.50591636e+00,1.49178963e+00,1.60324883e+00,1.56279463e+00
2.88000000e+00,3.38095069e-01,3.54654878e-01,9.13215995e-01,8.84973062e-01,1.24251771e+00,1.27918674e+00,1.47746587e+00,1.46321324e+00,1.57196176e+00,1.53280490e+00
2.90000000e+00,3.32032531e-01,3.47981273e-01,8.95993948e-01,8.68220879e-01,1.21923840e+00,1.25480005e+00,1.44955444e+00,1.43520291e+00,1.54127717e+00,1.50341239e+00
2.92000000e+00,3.26073438e-01,3.41429501e-01,8.79104733e-01,8.51786424e-01,1.19644558e+00,1.23088901e+00,1.42216229e+00,1.40774628e+00,1.51117110e+00,1.47460389e+00
2.94000000e+00,3.20213467e-01,3.34997427e-01,8.62538040e-01,8.35663431e-01,1.17413139e+00,1.20744355e+00,1.39528358e+00,1.38083127e+00,1.48163867e+00,1.44636656e+00
2.96000000e+00,3.14453214e-01,3.28682952e-01,8.46290112e-01,8.19845766e-01,1.15227878e+00,1.18445389e+00,1.36890566e+00,1.35444617e+00,1.45267200e+00,1.41868789e+00
2.98000000e+00,3.08789313e-01,3.22484014e-01,8.30354869e-01,8.04327433e-01,1.13088012e+00,1.16191045e+00,1.34301591e+00,1.32857952e+00,1.42425525e+00,1.39155569e+00
3.00000000e+00,3.03219974e-01,3.16398581e-01,8.14723492e-01,7.89102568e-01,1.10992098e+00,1.13980390e+00,1.31760883e+00,1.30322019e+00,1.39638519e+00,1.36495809e+00
3.02000000e+00,2.97744811e-01,3.10424659e-01,7.99392104e-01,7.74165431e-01,1.08939445e+00,1.11812516e+00,1.29267251e+00,1.27835732e+00,1.36904907e+00,1.33888354e+00
3.04000000e+00,2.92361349e-01,3.04560284e-01,7.84354627e-01,7.59510409e-01,1.06928158e+00,1.09686533e+00,1.26819527e+00,1.25398033e+00,1.34223235e+00,1.31332078e+00
3.06000000e+00,2.87068933e-01,2.98803528e-01,7.69605756e-01,7.45132010e-01,1.04958010e+00,1.07601576e+00,1.24417269e+00,1.23007890e+00,1.31592917e+00,1.28825883e+00
3.08000000e+00,2.81863987e-01,2.93152491e-01,7.55138040e-01,7.31024858e-01,1.03027725e+00,1.05556799e+00,1.22059536e+00,1.20664298e+00,1.29012990e+00,1.26368700e+00
3.10000000e+00,2.76747197e-01,2.87605309e-01,7.40947902e-01,7.17183694e-01,1.01135910e+00,1.03551376e+00,1.19745266e+00,1.18366275e+00,1.26482785e+00,1.23959487e+00
3.12000000e+00,2.71716118e-01,2.82160147e-01,7.27027833e-01,7.03603369e-01,9.92823780e-01,1.01584501e+00,1.17473292e+00,1.16112865e+00,1.24001324e+00,1.21597228e+00
3.14000000e+00,2.66768545e-01,2.76815201e-01,7.13372648e-01,6.90278845e-01,9.74655509e-01,9.96553887e-01,1.15243459e+00,1.13903136e+00,1.21566975e+00,1.19280932e+00
3.16000000e+00,2.61904269e-01,2.71568697e-01,6.99979484e-01,6.77205189e-01,9.56847906e-01,9.77632694e-01,1.13054657e+00,1.11736177e+00,1.19179893e+00,1.17009633e+00
3.18000000e+00,2.57122010e-01,2.66418892e-01,6.86841309e-01,6.64377572e-01,9.39390719e-01,9.59073929e-01,1.10905874e+00,1.09611100e+00,1.16838479e+00,1.14782389e+00
3.20000000e+00,2.52419621e-01,2.61364071e-01,6.73952878e-01,6.51791267e-01,9.22276497e-01,9.40870264e-01,1.08796668e+00,1.07527038e+00,1.14542234e+00,1.12598279e+00
3.22000000e+00,2.47796312e-01,2.56402548e-01,6.61308765e-01,6.39441644e-01,9.05497909e-01,9.23014536e-01,1.06726170e+00,1.05483147e+00,1.12290287e+00,1.10456408e+00
3.24000000e+00,2.43250445e-01,2.51532667e-01,6.48905814e-01,6.27324171e-01,8.89043987e-01,9.05499749e-01,1.04693615e+00,1.03478600e+00,1.10081983e+00,1.08355900e+00
3.26000000e+00,2.38780811e-01,2.46752798e-01,6.36735916e-01,6.15434408e-01,8.72910321e-01,8.88319066e-01,1.02698553e+00,1.01512592e+00,1.07916319e+00,1.06295902e+00
3.28000000e+00,2.34385937e-01,2.42061338e-01,6.24798119e-01,6.03768008e-01,8.57085586e-01,8.71465808e-01,1.00739789e+00,9.95843348e-01,1.05792689e+00,1.04275579e+00
3.30000000e+00,2.30065316e-01,2.37456715e-01,6.13085926e-01,5.92320713e-01,8.41568232e-01,8.54933442e-01,9.88170981e-01,9.76930611e-01,1.03710103e+00,1.02294117e+00
3.32000000e+00,2.25817099e-01,2.32937378e-01,6.01594985e-01,5.81088351e-01,8.26344192e-01,8.38715586e-01,9.69298184e-01,9.58380201e-01,1.01667929e+00,1.00350723e+00
3.34000000e+00,2.21640751e-01,2.28501808e-01,5.90320706e-01,5.70066837e-01,8.11409295e-01,8.22806000e-01,9.50771511e-01,9.40184787e-01,9.96653497e-01,9.84446199e-01
3.36000000e+00,2.17534900e-01,2.24148507e-01,5.79258382e-01,5.59252167e-01,7.96758652e-01,8.07198582e-01,9.32582855e-01,9.22337209e-01,9.77019072e-01,9.65750507e-01
3.38000000e+00,2.13497698e-01,2.19876005e-01,5.68404019e-01,5.48640420e-01,7.82382786e-01,7.91887366e-01,9.14729118e-01,9.04830470e-01,9.57764983e-01,9.47412751e-01
3.40000000e+00,2.09529027e-01,2.15682856e-01,5.57754993e-01,5.38227752e-01,7.68276870e-01,7.76866518e-01,8.97202671e-01,8.87657733e-01,9.38887119e-01,9.29425703e-01
3.42000000e+00,2.05627277e-01,2.11567640e-01,5.47305226e-01,5.28010399e-01,7.54434943e-01,7.62130331e-01,8.79998922e-01,8.70812318e-01,9.20379579e-01,9.11782299e-01
3.44000000e+00,2.01792076e-01,2.07528959e-01,5.37050724e-01,5.17984671e-01,7.40850568e-01,7.47673224e-01,8.63112390e-01,8.54287693e-01,9.02228951e-01,8.94475640e-01
3.46000000e+00,1.98021248e-01,2.03565441e-01,5.26988328e-01,5.08146951e-01,7.27516413e-01,7.33489737e-01,8.46533358e-01,8.38077477e-01,8.84436488e-01,8.77498982e-01
3.48000000e+00,1.94314629e-01,1.99675736e-01,5.17114282e-01,4.98493696e-01,7.14428246e-01,7.19574527e-01,8.30262423e-01,8.22175430e-01,8.66992235e-01,8.60845733e-01
3.50000000e+00,1.90671429e-01,1.95858516e-01,5.07423103e-01,4.89021432e-01,7.01581657e-01,7.05922368e-01,8.14289272e-01,8.06575449e-01,8.49889755e-01,8.44509453e-01
3.52000000e+00,1.87089622e-01,1.92112480e-01,4.97913241e-01,4.79726755e-01,6.88969672e-01,6.92528144e-01,7.98609793e-01,7.91271571e-01,8.33122551e-01,8.28483844e-01
3.54000000e+00,1.83569312e-01,1.88436344e-01,4.88579303e-01,4.70606325e-01,6.76585793e-01,6.79386852e-01,7.83220232e-01,7.76257960e-01,8.16684842e-01,8.12762749e-01
3.56000000e+00,1.80109471e-01,1.84828849e-01,4.79420513e-01,4.61656873e-01,6.64430439e-01,6.66493592e-01,7.68114209e-01,7.61528912e-01,8.00568581e-01,7.97340148e-01
3.58000000e+00,1.76707968e-01,1.81288757e-01,4.70430434e-01,4.52875190e-01,6.52491093e-01,6.53843568e-01,7.53287315e-01,7.47078844e-01,7.84771562e-01,7.82210154e-01
3.60000000e+00,1.73365027e-01,1.77814852e-01,4.61606801e-01,4.44258132e-01,6.40768409e-01,6.41432088e-01,7.38734663e-01,7.32902298e-01,7.69286990e-01,7.67367011e-01
3.62000000e+00,1.70079529e-01,1.74405938e-01,4.52945948e-01,4.35802615e-01,6.29256546e-01,6.29254555e-01,7.24450052e-01,7.18993931e-01,7.54106760e-01,7.52805087e-01
3.64000000e+00,1.66851133e-01,1.71060839e-01,4.44444269e-01,4.27505616e-01,6.17949545e-01,6.17306472e-01,7.10432827e-01,7.05348519e-01,7.39225864e-01,7.38518874e-01
3.66000000e+00,1.63678020e-01,1.67778400e-01,4.36100334e-01,4.19364171e-01,6.06844842e-01,6.05583432e-01,6.96673453e-01,6.91960947e-01,7.24638343e-01,7.24502983e-01
3.68000000e+00,1.60559669e-01,1.64557486e-01,4.27909106e-01,4.11375372e-01,5.95937133e-01,5.94081122e-01,6.83169842e-01,6.78826210e-01,7.10339487e-01,7.10752142e-01
3.70000000e+00,1.57495618e-01,1.61396983e-01,4.19868559e-01,4.03536369e-01,5.85221589e-01,5.82795318e-01,6.69916391e-01,6.65939411e-01,6.96323872e-01,6.97261192e-01
3.72000000e+00,1.54484987e-01,1.58295792e-01,4.11975145e-01,3.95844367e-01,5.74697256e-01,5.71721882e-01,6.56911731e-01,6.53295756e-01,6.82587326e-01,6.84025085e-01
3.74000000e+00,1.51526138e-01,1.55252838e-01,4.04227197e-01,3.88296622e-01,5.64358115e-01,5.60856762e-01,6.44147396e-01,6.40890550e-01,6.69122756e-01,6.71038879e-01
3.76000000e+00,1.48619041e-01,1.52267062e-01,3.96619409e-01,3.80890446e-01,5.54199696e-01,5.50195987e-01,6.31621718e-01,6.28719201e-01,6.55924916e-01,6.58297740e-01
3.78000000e+00,1.45763174e-01,1.49337423e-01,3.89151782e-01,3.73623202e-01,5.44217885e-01,5.39735670e-01,6.19330645e-01,6.16777210e-01,6.42990828e-01,6.45796932e-01
3.80000000e+00,1.42956614e-01,1.46462899e-01,3.81819963e-01,3.66492300e-01,5.34411430e-01,5.29472001e-01,6.07268631e-01,6.05060172e-01,6.30312085e-01,6.33531823e-01
3.82000000e+00,1.40199810e-01,1.43642485e-01,3.74621958e-01,3.59495205e-01,5.24775088e-01,5.19401247e-01,5.95432103e-01,5.93563775e-01,6.17886305e-01,6.21497876e-01
3.84000000e+00,1.37491673e-01,1.40875196e-01,3.67554247e-01,3.52629425e-01,5.15305758e-01,5.09519752e-01,5.83818138e-01,5.82283795e-01,6.05708241e-01,6.09690649e-01
3.86000000e+00,1.34831026e-01,1.38160060e-01,3.60615641e-01,3.45892520e-01,5.06001830e-01,4.99823931e-01,5.72422028e-01,5.71216095e-01,5.93772590e-01,5.98105792e-01
3.88000000e+00,1.32217720e-01,1.35496125e-01,3.53802532e-01,3.39282091e-01,4.96858507e-01,4.90310273e-01,5.61240494e-01,5.60356625e-01,5.82075655e-01,5.86739046e-01
3.90000000e+00,1.29650831e-01,1.32882455e-01,3.47113103e-01,3.32795790e-01,4.87872094e-01,4.80975336e-01,5.50269783e-01,5.49701415e-01,5.70611238e-01,5.75586240e-01
3.92000000e+00,1.27129689e-01,1.30318129e-01,3.40544492e-01,3.26431310e-01,4.79040295e-01,4.71815747e-01,5.39504647e-01,5.39246578e-01,5.59376061e-01,5.64643287e-01
3.94000000e+00,1.24653071e-01,1.27802245e-01,3.34094912e-01,3.20186387e-01,4.70360875e-01,4.62828200e-01,5.28943658e-01,5.28988305e-01,5.48365951e-01,5.53906187e-01
3.96000000e+00,1.22220963e-01,1.25333913e-01,3.27762038e-01,3.14058803e-01,4.61829960e-01,4.54009455e-01,5.18583059e-01,5.18922865e-01,5.37576795e-01,5.43371018e-01
3.98000000e+00,1.19832739e-01,1.22912261e-01,3.21542978e-01,3.08046378e-01,4.53445613e-01,4.45356334e-01,5.08417547e-01,5.09046601e-01,5.27001917e-01,5.33033940e-01
4.00000000e+00,1.17487401e-01,1.20536433e-01,3.15435976e-01,3.02146975e-01,4.45204616e-01,4.36865725e-01,4.98446345e-01,4.99355931e-01,5.16639829e-01,5.22891192e-01
4.02000000e+00,1.15184039e-01,1.18205586e-01,3.09440345e-01,2.96358497e-01,4.37104732e-01,4.28534573e-01,4.88663405e-01,4.89847344e-01,5.06485701e-01,5.12939086e-01
4.04000000e+00,1.12922654e-01,1.15918892e-01,3.03551584e-01,2.90678885e-01,4.29142773e-01,4.20359886e-01,4.79066342e-01,4.80517399e-01,4.96533096e-01,5.03174011e-01
4.06000000e+00,1.10702202e-01,1.13675540e-01,2.97769904e-01,2.85106121e-01,4.21316743e-01,4.12338730e-01,4.69652593e-01,4.71362724e-01,4.86780018e-01,4.93592427e-01
4.08000000e+00,1.08522169e-01,1.11474730e-01,2.92090446e-01,2.79638222e-01,4.13623929e-01,4.04468226e-01,4.60418224e-01,4.62380014e-01,4.77224201e-01,4.84190864e-01
4.10000000e+00,1.06381752e-01,1.09315679e-01,2.86514997e-01,2.74273242e-01,4.06061828e-01,3.96745553e-01,4.51360404e-01,4.53566030e-01,4.67859656e-01,4.74965924e-01
4.12000000e+00,1.04280718e-01,1.07197615e-01,2.81038910e-01,2.69009274e-01,3.98628801e-01,3.89167944e-01,4.42477465e-01,4.44917595e-01,4.58682030e-01,4.65914274e-01
4.14000000e+00,1.02218114e-01,1.05119782e-01,2.75661558e-01,2.63844444e-01,3.91322136e-01,3.81732686e-01,4.33762848e-01,4.36431597e-01,4.49689418e-01,4.57032649e-01
4.16000000e+00,1.00193441e-01,1.03081436e-01,2.70380467e-01,2.58776914e-01,3.84138852e-01,3.74437118e-01,4.25215930e-01,4.28104984e-01,4.40876991e-01,4.48317847e-01
4.18000000e+00,9.82059911e-02,1.01081848e-01,2.65194982e-01,2.53804878e-01,3.77077788e-01,3.67278629e-01,4.16834146e-01,4.19934763e-01,4.32241052e-01,4.39766730e-01
4.20000000e+00,9.62555856e-02,9.91202987e-02,2.60101825e-01,2.48926567e-01,3.70137811e-01,3.60254661e-01,4.08613026e-01,4.11918002e-01,4.23779637e-01,4.31376222e-01
4.22000000e+00,9.43411812e-02,9.71960848e-02,2.55100191e-01,2.44140242e-01,3.63315433e-01,3.53362702e-01,4.00550425e-01,4.04051822e-01,4.15487260e-01,4.23143306e-01
4.24000000e+00,9.24624056e-02,9.53085138e-02,2.50189602e-01,2.39444197e-01,3.56608272e-01,3.46600291e-01,3.92644048e-01,3.96333404e-01,4.07362908e-01,4.15065026e-01
4.26000000e+00,9.06185657e-02,9.34569059e-02,2.45366231e-01,2.34836758e-01,3.50014895e-01,3.39965010e-01,3.84889573e-01,3.88759982e-01,3.99400204e-01,4.07138481e-01
4.28000000e+00,8.88094977e-02,9.16405934e-02,2.40629688e-01,2.30316281e-01,3.43534976e-01,3.33454491e-01,3.77285242e-01,3.81328843e-01,3.91597778e-01,3.99360829e-01
4.30000000e+00,8.70341137e-02,8.98589205e-02,2.35978648e-01,2.25881153e-01,3.37163985e-01,3.27066409e-01,3.69829684e-01,3.74037327e-01,3.83952022e-01,3.91729282e-01
4.32000000e+00,8.52922946e-02,8.81112431e-02,2.31411368e-01,2.21529790e-01,3.30902696e-01,3.20798483e-01,3.62518191e-01,3.66882825e-01,3.76460314e-01,3.84241105e-01
4.34000000e+00,8.35833549e-02,8.63969285e-02,2.26926282e-01,2.17260639e-01,3.24746221e-01,3.14648477e-01,3.55348855e-01,3.59862778e-01,3.69119436e-01,3.76893618e-01
4.36000000e+00,8.19066688e-02,8.47153557e-02,2.22522348e-01,2.13072173e-01,3.18696409e-01,3.08614195e-01,3.48319173e-01,3.52974677e-01,3.61925632e-01,3.69684192e-01
4.38000000e+00,8.02619457e-02,8.30659143e-02,2.18196929e-01,2.08962895e-01,3.12749267e-01,3.02693484e-01,3.41426075e-01,3.46216059e-01,3.54875773e-01,3.62610247e-01
4.40000000e+00,7.86482468e-02,8.14480051e-02,2.13949874e-01,2.04931335e-01,3.06903929e-01,2.96884231e-01,3.34668159e-01,3.39584511e-01,3.47968072e-01,3.55669253e-01
4.42000000e+00,7.70655647e-02,7.98610398e-02,2.09779844e-01,2.00976050e-01,3.01158547e-01,2.91184362e-01,3.28042626e-01,3.33077662e-01,3.41199100e-01,3.48858731e-01
4.44000000e+00,7.55129382e-02,7.83044404e-02,2.05685288e-01,1.97095622e-01,2.95511723e-01,2.85591844e-01,3.21546197e-01,3.26693191e-01,3.34565938e-01,3.42176246e-01
4.46000000e+00,7.39901960e-02,7.67776394e-02,2.01664537e-01,1.93288663e-01,2.89961755e-01,2.80104681e-01,3.15177381e-01,3.20428816e-01,3.28065574e-01,3.35619411e-01
4.48000000e+00,7.24966377e-02,7.52800794e-02,1.97716638e-01,1.89553806e-01,2.84506828e-01,2.74720913e-01,3.08933169e-01,3.14282301e-01,3.21696341e-01,3.29185884e-01
4.50000000e+00,7.10320622e-02,7.38112133e-02,1.93840876e-01,1.85889711e-01,2.79146582e-01,2.69438618e-01,3.02812099e-01,3.08251453e-01,3.15454781e-01,3.22873368e-01
4.52000000e+00,6.95956573e-02,7.23705037e-02,1.90035358e-01,1.82295064e-01,2.73878336e-01,2.64255912e-01,2.96811700e-01,3.02334119e-01,3.09337825e-01,3.16679609e-01
4.54000000e+00,6.81872666e-02,7.09574229e-02,1.86298579e-01,1.78768573e-01,2.68700153e-01,2.59170942e-01,2.90928572e-01,2.96528186e-01,3.03343475e-01,3.10602397e-01
4.56000000e+00,6.68061003e-02,6.95714526e-02,1.82630852e-01,1.75308969e-01,2.63612986e-01,2.54181893e-01,2.85162002e-01,2.90831583e-01,2.97469139e-01,3.04639561e-01
4.58000000e+00,6.54518232e-02,6.82120842e-02,1.79029197e-01,1.71915010e-01,2.58612871e-01,2.49286981e-01,2.79509395e-01,2.85242275e-01,2.91712940e-01,2.98788974e-01
4.60000000e+00,6.41240254e-02,6.68788181e-02,1.75493985e-01,1.68585472e-01,2.53700018e-01,2.44484458e-01,2.73968279e-01,2.79758268e-01,2.86071509e-01,2.93048547e-01
4.62000000e+00,6.28221855e-02,6.55711638e-02,1.72023132e-01,1.65319157e-01,2.48873368e-01,2.39772607e-01,2.68536299e-01,2.74377604e-01,2.80543029e-01,2.87416231e-01
4.64000000e+00,6.15459159e-02,6.42886396e-02,1.68616563e-01,1.62114887e-01,2.44130492e-01,2.35149741e-01,2.63212442e-01,2.69098361e-01,2.75125653e-01,2.81890016e-01
4.66000000e+00,6.02947474e-02,6.30307727e-02,1.65272132e-01,1.58971507e-01,2.39470139e-01,2.30614209e-01,2.57993847e-01,2.63918654e-01,2.69815296e-01,2.76467928e-01
4.68000000e+00,5.90683036e-02,6.17970989e-02,1.61989316e-01,1.55887881e-01,2.34892011e-01,2.26164386e-01,2.52878755e-01,2.58836633e-01,2.64611751e-01,2.71148033e-01
4.70000000e+00,5.78659512e-02,6.05871622e-02,1.58767164e-01,1.52862897e-01,2.30394199e-01,2.21798679e-01,2.47865289e-01,2.53850483e-01,2.59511381e-01,2.65928429e-01
4.72000000e+00,5.66873215e-02,5.94005153e-02,1.55604616e-01,1.49895460e-01,2.25975424e-01,2.17515525e-01,2.42951706e-01,2.48958421e-01,2.54513115e-01,2.60807253e-01
4.74000000e+00,5.55324592e-02,5.82367187e-02,1.52500913e-01,1.46984496e-01,2.21634716e-01,2.13313388e-01,2.38134995e-01,2.44158700e-01,2.49614984e-01,2.55782676e-01
4.76000000e+00,5.44002242e-02,5.70953411e-02,1.49454743e-01,1.44128952e-01,2.17371166e-01,2.09190764e-01,2.33414263e-01,2.39449601e-01,2.44813457e-01,2.50852902e-01
4.78000000e+00,5.32906204e-02,5.59759591e-02,1.46465167e-01,1.41327794e-01,2.13183030e-01,2.05146172e-01,2.28788435e-01,2.34829443e-01,2.40108073e-01,2.46016168e-01
4.80000000e+00,5.22033051e-02,5.48781569e-02,1.43531293e-01,1.38580005e-01,2.09069148e-01,2.01178162e-01,2.24254161e-01,2.30296571e-01,2.35496223e-01,2.41270747e-01
4.82000000e+00,5.11375926e-02,5.38015264e-02,1.40652657e-01,1.35884589e-01,2.05029160e-01,1.97285308e-01,2.19810262e-01,2.25849362e-01,2.30975777e-01,2.36614940e-01
4.84000000e+00,5.00932448e-02,5.27456670e-02,1.37827769e-01,1.33240566e-01,2.01060921e-01,1.93466213e-01,2.15455756e-01,2.21486225e-01,2.26544932e-01,2.32047082e-01
4.86000000e+00,4.90700789e-02,5.17101854e-02,1.35056019e-01,1.30646976e-01,1.97164014e-01,1.89719504e-01,2.11187646e-01,2.17205597e-01,2.22202003e-01,2.27565539e-01
4.88000000e+00,4.80675064e-02,5.06946956e-02,1.32336602e-01,1.28102875e-01,1.93337470e-01,1.86043834e-01,2.07004458e-01,2.13005943e-01,2.17945233e-01,2.23168706e-01
4.90000000e+00,4.70849946e-02,4.96988186e-02,1.29668638e-01,1.25607337e-01,1.89579487e-01,1.82437880e-01,2.02905566e-01,2.08885757e-01,2.13772401e-01,2.18855008e-01
4.92000000e+00,4.61223908e-02,4.87221824e-02,1.27050892e-01,1.23159453e-01,1.85889840e-01,1.78900343e-01,1.98888287e-01,2.04843562e-01,2.09682271e-01,2.14622899e-01
4.94000000e+00,4.51792218e-02,4.77644217e-02,1.24483079e-01,1.20758331e-01,1.82266831e-01,1.75429950e-01,1.94951490e-01,2.00877908e-01,2.05672920e-01,2.10470863e-01
4.96000000e+00,4.42551859e-02,4.68251783e-02,1.21964023e-01,1.18403094e-01,1.78709671e-01,1.72025449e-01,1.91094071e-01,1.96987369e-01,2.01742619e-01,2.06397409e-01
4.98000000e+00,4.33501080e-02,4.59041002e-02,1.19492866e-01,1.16092881e-01,1.75217882e-01,1.68685612e-01,1.87313139e-01,1.93170549e-01,1.97889850e-01,2.02401078e-01
5.00000000e+00,4.24632803e-02,4.50008422e-02,1.17069595e-01,1.13826850e-01,1.71789259e-01,1.65409234e-01,1.83608025e-01,1.89426075e-01,1.94112703e-01,1.98480433e-01
5.02000000e+00,4.15945277e-02,4.41150653e-02,1.14692330e-01,1.11604170e-01,1.68423772e-01,1.62195132e-01,1.79977462e-01,1.85752601e-01,1.90410092e-01,1.94634068e-01
5.04000000e+00,4.07435074e-02,4.32464368e-02,1.12360716e-01,1.09424029e-01,1.65120408e-01,1.59042144e-01,1.76419631e-01,1.82148804e-01,1.86780006e-01,1.90860598e-01
5.06000000e+00,3.99099030e-02,4.23946301e-02,1.10074587e-01,1.07285627e-01,1.61877915e-01,1.55949129e-01,1.72933146e-01,1.78613388e-01,1.83221832e-01,1.87158668e-01
5.08000000e+00,3.90932634e-02,4.15593248e-02,1.07832216e-01,1.05188180e-01,1.58695206e-01,1.52914968e-01,1.69516370e-01,1.75145077e-01,1.79732397e-01,1.83526946e-01
5.10000000e+00,3.82933728e-02,4.07402064e-02,1.05633445e-01,1.03130919e-01,1.55571580e-01,1.49938562e-01,1.66167930e-01,1.71742622e-01,1.76311657e-01,1.79964124e-01
5.12000000e+00,3.75099517e-02,3.99369661e-02,1.03477098e-01,1.01113087e-01,1.52505949e-01,1.47018833e-01,1.62886858e-01,1.68404796e-01,1.72958091e-01,1.76468919e-01
5.14000000e+00,3.67427021e-02,3.91493010e-02,1.01363473e-01,9.91339436e-02,1.49497703e-01,1.44154721e-01,1.59671560e-01,1.65130393e-01,1.69669941e-01,1.73040071e-01
5.16000000e+00,3.59911062e-02,3.83769137e-02,9.92908701e-02,9.71927600e-02,1.46545723e-01,1.41345188e-01,1.56521291e-01,1.61918231e-01,1.66445747e-01,1.69676343e-01
5.18000000e+00,3.52550074e-02,3.76195125e-02,9.72587913e-02,9.52888217e-02,1.43648699e-01,1.38589212e-01,1.53433710e-01,1.58767149e-01,1.63284555e-01,1.66376522e-01
5.20000000e+00,3.45342010e-02,3.68768108e-02,9.52666625e-02,9.34214269e-02,1.40806437e-01,1.35885792e-01,1.50408328e-01,1.55676006e-01,1.60184726e-01,1.63139416e-01
5.22000000e+00,3.38282213e-02,3.61485276e-02,9.33138579e-02,9.15898871e-02,1.38017789e-01,1.33233944e-01,1.47443399e-01,1.52643684e-01,1.57145262e-01,1.59963855e-01
5.24000000e+00,3.31367590e-02,3.54343873e-02,9.13996324e-02,8.97935260e-02,1.35281637e-01,1.30632704e-01,1.44537717e-01,1.49669085e-01,1.54164657e-01,1.56848690e-01
5.26000000e+00,3.24595794e-02,3.47341189e-02,8.95232260e-02,8.80316803e-02,1.32597595e-01,1.28081123e-01,1.41690552e-01,1.46751131e-01,1.51241809e-01,1.53792796e-01
5.28000000e+00,3.17965150e-02,3.40474571e-02,8.76841322e-02,8.63036983e-02,1.29964441e-01,1.25578271e-01,1.38900623e-01,1.43888762e-01,1.48375317e-01,1.50795064e-01
5.30000000e+00,3.11471149e-02,3.33741410e-02,8.58816952e-02,8.46089408e-02,1.27381310e-01,1.23123236e-01,1.36166379e-01,1.41080940e-01,1.45564929e-01,1.47854408e-01
5.32000000e+00,3.05111725e-02,3.27139150e-02,8.41151550e-02,8.29467802e-02,1.24847509e-01,1.20715120e-01,1.33486792e-01,1.38326646e-01,1.42808124e-01,1.44969763e-01
5.34000000e+00,2.98885107e-02,3.20665280e-02,8.23840201e-02,8.13166005e-02,1.22362256e-01,1.18353043e-01,1.30861208e-01,1.35624877e-01,1.40104666e-01,1.42140082e-01
5.36000000e+00,2.92786863e-02,3.14317338e-02,8.06875750e-02,7.97177969e-02,1.19924739e-01,1.16036143e-01,1.28288031e-01,1.32974652e-01,1.37453064e-01,1.39364336e-01
5.38000000e+00,2.86814943e-02,3.08092906e-02,7.90252015e-02,7.81497759e-02,1.17533997e-01,1.13763570e-01,1.25766233e-01,1.30375004e-01,1.34852722e-01,1.36641518e-01
5.40000000e+00,2.80968249e-02,3.01989613e-02,7.73962662e-02,7.66119551e-02,1.15189172e-01,1.11534493e-01,1.23295210e-01,1.27824988e-01,1.32302254e-01,1.33970637e-01
5.42000000e+00,2.75242310e-02,2.96005133e-02,7.58004412e-02,7.51037625e-02,1.12889864e-01,1.09348094e-01,1.20873488e-01,1.25323672e-01,1.29800692e-01,1.31350721e-01
5.44000000e+00,2.69635767e-02,2.90137182e-02,7.42368177e-02,7.36246371e-02,1.10634945e-01,1.07203571e-01,1.18499890e-01,1.22870146e-01,1.27346575e-01,1.28780815e-01
5.46000000e+00,2.64145806e-02,2.84383520e-02,7.27049857e-02,7.21740279e-02,1.08423866e-01,1.05100137e-01,1.16173796e-01,1.20463511e-01,1.24939874e-01,1.26259983e-01
5.48000000e+00,2.58769859e-02,2.78741948e-02,7.12041408e-02,7.07513944e-02,1.06255680e-01,1.03037019e-01,1.13894247e-01,1.18102890e-01,1.22579008e-01,1.23787305e-01
5.50000000e+00,2.53506098e-02,2.73210310e-02,6.97340965e-02,6.93562057e-02,1.04129620e-01,1.01013458e-01,1.11659870e-01,1.15787418e-01,1.20263070e-01,1.21361880e-01
5.52000000e+00,2.48352196e-02,2.67786490e-02,6.82938918e-02,6.79879413e-02,1.02045350e-01,9.90287092e-02,1.09470569e-01,1.13516248e-01,1.17991336e-01,1.18982819e-01
5.54000000e+00,2.43305620e-02,2.62468411e-02,6.68833032e-02,6.66460897e-02,1.00001641e-01,9.70820420e-02,1.07324600e-01,1.11288548e-01,1.15762599e-01,1.16649255e-01
