D,NN_E_z1.93,Num_E_z1.93,NN_E_z3.87,Num_E_z3.87,NN_E_z5.80,Num_E_z5.80,NN_E_z7.74,Num_E_z7.74,NN_E_z9.67,Num_E_z9.67
5.56000000e+00,2.38364153e-02,2.57254036e-02,6.55016229e-02,6.53301495e-02,9.79979262e-02,9.51727387e-02,1.05221383e-01,1.09103502e-01,1.13576122e-01,1.14360332e-01
5.58000000e+00,2.33525205e-02,2.52141367e-02,6.41483590e-02,6.40396282e-02,9.60334837e-02,9.33000949e-02,1.03160068e-01,1.06960307e-01,1.11430965e-01,1.12115212e-01
5.60000000e+00,2.28787232e-02,2.47128442e-02,6.28227666e-02,6.27740425e-02,9.41077471e-02,9.14634191e-02,1.01139545e-01,1.04858177e-01,1.09326907e-01,1.09913074e-01
5.62000000e+00,2.24148445e-02,2.42213338e-02,6.15247339e-02,6.15329182e-02,9.22197551e-02,8.96620327e-02,9.91591886e-02,1.02796339e-01,1.07262447e-01,1.07753108e-01
5.64000000e+00,2.19605602e-02,2.37394168e-02,6.02532551e-02,6.03157899e-02,9.03693736e-02,8.78952695e-02,9.72181708e-02,1.00774035e-01,1.05236590e-01,1.05634522e-01
5.66000000e+00,2.15157848e-02,2.32669079e-02,5.90083674e-02,5.91222007e-02,8.85550603e-02,8.61624757e-02,9.53158140e-02,9.87905210e-02,1.03249148e-01,1.03556539e-01
5.68000000e+00,2.10802350e-02,2.28036255e-02,5.77890649e-02,5.79517023e-02,8.67769867e-02,8.44630094e-02,9.34510231e-02,9.68450656e-02,1.01298988e-01,1.01518393e-01
5.70000000e+00,2.06538029e-02,2.23493913e-02,5.65953292e-02,5.68038548e-02,8.50341022e-02,8.27962407e-02,9.16230977e-02,9.49369518e-02,9.93857011e-02,9.95193349e-02
5.72000000e+00,2.02362165e-02,2.19040306e-02,5.54262139e-02,5.56782264e-02,8.33256394e-02,8.11615513e-02,8.98314267e-02,9.30654759e-02,9.75078270e-02,9.75586288e-02
5.74000000e+00,1.98273137e-02,2.14673717e-02,5.42815290e-02,5.45743934e-02,8.16512331e-02,7.95583342e-02,8.80752280e-02,9.12299466e-02,9.56654698e-02,9.56355518e-02
5.76000000e+00,1.94269475e-02,2.10392464e-02,5.31607382e-02,5.34919399e-02,8.00099745e-02,7.79859937e-02,8.63534585e-02,8.94296857e-02,9.38574821e-02,9.37493948e-02
5.78000000e+00,1.90348551e-02,2.06194896e-02,5.20632304e-02,5.24304580e-02,7.84013644e-02,7.64439452e-02,8.46656859e-02,8.76640274e-02,9.20833200e-02,9.18994614e-02
5.80000000e+00,1.86509136e-02,2.02079394e-02,5.09887002e-02,5.13895471e-02,7.68249035e-02,7.49316147e-02,8.30111429e-02,8.59323182e-02,9.03422311e-02,9.00850683e-02
5.82000000e+00,1.82749517e-02,1.98044369e-02,4.99367602e-02,5.03688143e-02,7.52798617e-02,7.34484391e-02,8.13890994e-02,8.42339166e-02,8.86335522e-02,8.83055446e-02
5.84000000e+00,1.79068390e-02,1.94088263e-02,4.89066727e-02,4.93678739e-02,7.37657249e-02,7.19938655e-02,7.97990412e-02,8.25681931e-02,8.69566277e-02,8.65602320e-02
5.86000000e+00,1.75462961e-02,1.90209546e-02,4.78984565e-02,4.83863476e-02,7.22816736e-02,7.05673513e-02,7.82402754e-02,8.09345296e-02,8.53110924e-02,8.48484841e-02
5.88000000e+00,1.71932708e-02,1.86406720e-02,4.69112210e-02,4.74238640e-02,7.08273500e-02,6.91683641e-02,7.67119005e-02,7.93323195e-02,8.36957991e-02,8.31696666e-02
5.90000000e+00,1.68475285e-02,1.82678314e-02,4.59448509e-02,4.64800587e-02,6.94023669e-02,6.77963810e-02,7.52135366e-02,7.77609675e-02,8.21103081e-02,8.15231568e-02
5.92000000e+00,1.65088996e-02,1.79022883e-02,4.49987724e-02,4.55545742e-02,6.80054948e-02,6.64508893e-02,7.37445354e-02,7.62198892e-02,8.05545449e-02,7.99083435e-02
5.94000000e+00,1.61773264e-02,1.75439013e-02,4.40725349e-02,4.46470596e-02,6.66368902e-02,6.51313854e-02,7.23042041e-02,7.47085111e-02,7.90274069e-02,7.83246269e-02
5.96000000e+00,1.58525873e-02,1.71925316e-02,4.31658477e-02,4.37571706e-02,6.52957261e-02,6.38373753e-02,7.08920360e-02,7.32262702e-02,7.75281861e-02,7.67714182e-02
5.98000000e+00,1.55345602e-02,1.68480430e-02,4.22782116e-02,4.28845694e-02,6.39813170e-02,6.25683741e-02,6.95070997e-02,7.17726140e-02,7.60566518e-02,7.52481396e-02
6.00000000e+00,1.52230635e-02,1.65103017e-02,4.14093062e-02,4.20289246e-02,6.26933277e-02,6.13239058e-02,6.81494549e-02,7.03470002e-02,7.46123642e-02,7.37542238e-02
6.02000000e+00,1.49180051e-02,1.61791770e-02,4.05587703e-02,4.11899109e-02,6.14311323e-02,6.01035035e-02,6.68182001e-02,6.89488966e-02,7.31945187e-02,7.22891142e-02
6.04000000e+00,1.46191660e-02,1.58545401e-02,3.97261828e-02,4.03672091e-02,6.01943918e-02,5.89067088e-02,6.55126795e-02,6.75777809e-02,7.18028024e-02,7.08522643e-02
6.06000000e+00,1.43265380e-02,1.55362650e-02,3.89112234e-02,3.95605061e-02,5.89824170e-02,5.77330718e-02,6.42325133e-02,6.62331404e-02,7.04365298e-02,6.94431379e-02
6.08000000e+00,1.40398871e-02,1.52242281e-02,3.81134301e-02,3.87694947e-02,5.77947162e-02,5.65821512e-02,6.29772022e-02,6.49144719e-02,6.90951794e-02,6.80612087e-02
6.10000000e+00,1.37591092e-02,1.49183081e-02,3.73323411e-02,3.79938733e-02,5.66309467e-02,5.54535138e-02,6.17461391e-02,6.36212816e-02,6.77785799e-02,6.67059602e-02
6.12000000e+00,1.34841027e-02,1.46183861e-02,3.65679078e-02,3.72333463e-02,5.54905050e-02,5.43467343e-02,6.05388172e-02,6.23530849e-02,6.64859340e-02,6.53768853e-02
6.14000000e+00,1.32146720e-02,1.43243453e-02,3.58195566e-02,3.64876234e-02,5.43728955e-02,5.32613957e-02,5.93549497e-02,6.11094062e-02,6.52168468e-02,6.40734866e-02
6.16000000e+00,1.29507696e-02,1.40360713e-02,3.50870192e-02,3.57564199e-02,5.32778576e-02,5.21970885e-02,5.81937991e-02,5.98897787e-02,6.39710724e-02,6.27952756e-02
6.18000000e+00,1.26922335e-02,1.37534519e-02,3.43699120e-02,3.50394564e-02,5.22047207e-02,5.11534110e-02,5.70548549e-02,5.86937444e-02,6.27478808e-02,6.15417733e-02
6.20000000e+00,1.24389594e-02,1.34763770e-02,3.36680152e-02,3.43364588e-02,5.11530042e-02,5.01299690e-02,5.59380166e-02,5.75208536e-02,6.15469255e-02,6.03125092e-02
6.22000000e+00,1.21908663e-02,1.32047386e-02,3.29808071e-02,3.36471582e-02,5.01225851e-02,4.91263755e-02,5.48426323e-02,5.63706652e-02,6.03676923e-02,5.91070219e-02
6.24000000e+00,1.19477976e-02,1.29384308e-02,3.23081501e-02,3.29712909e-02,4.91127297e-02,4.81422510e-02,5.37682660e-02,5.52427462e-02,5.92100359e-02,5.79248582e-02
6.26000000e+00,1.17096510e-02,1.26773497e-02,3.16497087e-02,3.23085978e-02,4.81230542e-02,4.71772228e-02,5.27144410e-02,5.41366718e-02,5.80734313e-02,5.67655738e-02
6.28000000e+00,1.14762913e-02,1.24213935e-02,3.10050882e-02,3.16588251e-02,4.71532643e-02,4.62309256e-02,5.16806282e-02,5.30520250e-02,5.69573380e-02,5.56287323e-02
6.30000000e+00,1.12476824e-02,1.21704624e-02,3.03741135e-02,3.10217237e-02,4.62028757e-02,4.53030005e-02,5.06667532e-02,5.19883967e-02,5.58615178e-02,5.45139056e-02
6.32000000e+00,1.10236658e-02,1.19244582e-02,2.97563411e-02,3.03970492e-02,4.52714711e-02,4.43930956e-02,4.96721640e-02,5.09453853e-02,5.47854826e-02,5.34206737e-02
6.34000000e+00,1.08041875e-02,1.16832850e-02,2.91515682e-02,2.97845616e-02,4.43587229e-02,4.35008657e-02,4.86964993e-02,4.99225968e-02,5.37289716e-02,5.23486241e-02
6.36000000e+00,1.05890939e-02,1.14468484e-02,2.85594519e-02,2.91840259e-02,4.34642993e-02,4.26259716e-02,4.77394946e-02,4.89196446e-02,5.26914932e-02,5.12973524e-02
6.38000000e+00,1.03783365e-02,1.12150561e-02,2.79798452e-02,2.85952113e-02,4.25875746e-02,4.17680811e-02,4.68006693e-02,4.79361493e-02,5.16728647e-02,5.02664615e-02
6.40000000e+00,1.01717999e-02,1.09878175e-02,2.74123289e-02,2.80178912e-02,4.17284518e-02,4.09268678e-02,4.58796546e-02,4.69717385e-02,5.06724939e-02,4.92555618e-02
6.42000000e+00,9.96939093e-03,1.07650435e-02,2.68567000e-02,2.74518437e-02,4.08864282e-02,4.01020116e-02,4.49760705e-02,4.60260470e-02,4.96902689e-02,4.82642710e-02
6.44000000e+00,9.77102295e-03,1.05466471e-02,2.63126995e-02,2.68968508e-02,4.00611535e-02,3.92931984e-02,4.40897085e-02,4.50987162e-02,4.87258583e-02,4.72922140e-02
6.46000000e+00,9.57661774e-03,1.03325428e-02,2.57801767e-02,2.63526989e-02,3.92523147e-02,3.85001200e-02,4.32199612e-02,4.41893945e-02,4.77786027e-02,4.63390227e-02
6.48000000e+00,9.38605331e-03,1.01226467e-02,2.52585933e-02,2.58191782e-02,3.84595804e-02,3.77224740e-02,4.23667878e-02,4.32977365e-02,4.68485989e-02,4.54043357e-02
6.50000000e+00,9.19928402e-03,9.91687656e-03,2.47479845e-02,2.52960831e-02,3.76825184e-02,3.69599638e-02,4.15296927e-02,4.24234038e-02,4.59352471e-02,4.44877987e-02
6.52000000e+00,9.01621487e-03,9.71515182e-03,2.42479704e-02,2.47832117e-02,3.69209684e-02,3.62122982e-02,4.07084674e-02,4.15660639e-02,4.50382940e-02,4.35890638e-02
6.54000000e+00,8.83679185e-03,9.51739338e-03,2.37583201e-02,2.42803662e-02,3.61745879e-02,3.54791917e-02,3.99026573e-02,4.07253908e-02,4.41576801e-02,4.27077899e-02
6.56000000e+00,8.66089948e-03,9.32352369e-03,2.32788827e-02,2.37873524e-02,3.54427844e-02,3.47603641e-02,3.91119942e-02,3.99010646e-02,4.32928167e-02,4.18436419e-02
6.58000000e+00,8.48846789e-03,9.13346672e-03,2.28093918e-02,2.33039799e-02,3.47255506e-02,3.40555405e-02,3.83361727e-02,3.90927713e-02,4.24434952e-02,4.09962914e-02
6.60000000e+00,8.31942540e-03,8.94714790e-03,2.23495811e-02,2.28300618e-02,3.40225250e-02,3.33644510e-02,3.75750959e-02,3.83002030e-02,4.16094847e-02,4.01654160e-02
6.62000000e+00,8.15370865e-03,8.76449410e-03,2.18992494e-02,2.23654150e-02,3.33333574e-02,3.26868312e-02,3.68281975e-02,3.75230575e-02,4.07905616e-02,3.93506993e-02
6.64000000e+00,7.99123757e-03,8.58543361e-03,2.14582216e-02,2.19098595e-02,3.26576903e-02,3.20224215e-02,3.60953361e-02,3.67610381e-02,3.99861746e-02,3.85518310e-02
6.66000000e+00,7.83194322e-03,8.40989612e-03,2.10262369e-02,2.14632191e-02,3.19953635e-02,3.13709671e-02,3.53761874e-02,3.60138542e-02,3.91963571e-02,3.77685065e-02
6.68000000e+00,7.67578185e-03,8.23781267e-03,2.06032079e-02,2.10253209e-02,3.13461572e-02,3.07322181e-02,3.46705690e-02,3.52812201e-02,3.84208299e-02,3.70004271e-02
6.70000000e+00,7.52263935e-03,8.06911564e-03,2.01887526e-02,2.05959952e-02,3.07095703e-02,3.01059294e-02,3.39781158e-02,3.45628559e-02,3.76592316e-02,3.62472996e-02
6.72000000e+00,7.37247942e-03,7.90373873e-03,1.97828282e-02,2.01750757e-02,3.00855227e-02,2.94918606e-02,3.32986191e-02,3.38584869e-02,3.69113721e-02,3.55088364e-02
6.74000000e+00,7.22522615e-03,7.74161691e-03,1.93852261e-02,1.97623990e-02,2.94737201e-02,2.88897757e-02,3.26318592e-02,3.31678434e-02,3.61768901e-02,3.47847553e-02
6.76000000e+00,7.08084041e-03,7.58268643e-03,1.89957023e-02,1.93578051e-02,2.88738087e-02,2.82994433e-02,3.19775753e-02,3.24906611e-02,3.54556218e-02,3.40747793e-02
6.78000000e+00,6.93923794e-03,7.42688476e-03,1.86140779e-02,1.89611370e-02,2.82857865e-02,2.77206363e-02,3.13353986e-02,3.18266804e-02,3.47474627e-02,3.33786370e-02
6.80000000e+00,6.80037495e-03,7.27415061e-03,1.82402413e-02,1.85722406e-02,2.77091041e-02,2.71531319e-02,3.07053532e-02,3.11756469e-02,3.40520144e-02,3.26960618e-02
6.82000000e+00,6.66418113e-03,7.12442386e-03,1.78739615e-02,1.81909649e-02,2.71436665e-02,2.65967118e-02,3.00869849e-02,3.05373109e-02,3.33691463e-02,3.20267922e-02
6.84000000e+00,6.53060479e-03,6.97764556e-03,1.75150800e-02,1.78171618e-02,2.65892614e-02,2.60511614e-02,2.94800755e-02,2.99114272e-02,3.26986238e-02,3.13705718e-02
6.86000000e+00,6.39960589e-03,6.83375791e-03,1.71634313e-02,1.74506858e-02,2.60456596e-02,2.55162705e-02,2.88846157e-02,2.92977557e-02,3.20402086e-02,3.07271488e-02
6.88000000e+00,6.27110573e-03,6.69270424e-03,1.68188699e-02,1.70913946e-02,2.55125966e-02,2.49918330e-02,2.83001550e-02,2.86960605e-02,3.13936248e-02,3.00962765e-02
6.90000000e+00,6.14507124e-03,6.55442897e-03,1.64812207e-02,1.67391482e-02,2.49898192e-02,2.44776463e-02,2.77266707e-02,2.81061103e-02,3.07588670e-02,2.94777125e-02
6.92000000e+00,6.02142978e-03,6.41887760e-03,1.61503367e-02,1.63938095e-02,2.44772416e-02,2.39735121e-02,2.71638017e-02,2.75276781e-02,3.01354937e-02,2.88712193e-02
6.94000000e+00,5.90015203e-03,6.28599672e-03,1.58260781e-02,1.60552442e-02,2.39745770e-02,2.34792357e-02,2.66114604e-02,2.69605415e-02,2.95234695e-02,2.82765638e-02
6.96000000e+00,5.78117603e-03,6.15573392e-03,1.55082550e-02,1.57233202e-02,2.34815851e-02,2.29946259e-02,2.60693524e-02,2.64044820e-02,2.89226025e-02,2.76935174e-02
6.98000000e+00,5.66447480e-03,6.02803783e-03,1.51967863e-02,1.53979083e-02,2.29981653e-02,2.25194956e-02,2.55374014e-02,2.58592854e-02,2.83325892e-02,2.71218556e-02
7.00000000e+00,5.54996822e-03,5.90285809e-03,1.48914959e-02,1.50788815e-02,2.25240104e-02,2.20536609e-02,2.50153113e-02,2.53247415e-02,2.77532954e-02,2.65613584e-02
7.02000000e+00,5.43764653e-03,5.78014530e-03,1.45922545e-02,1.47661155e-02,2.20590457e-02,2.15969416e-02,2.45029796e-02,2.48006443e-02,2.71846056e-02,2.60118099e-02
7.04000000e+00,5.32743847e-03,5.65985104e-03,1.42989233e-02,1.44594883e-02,2.16029435e-02,2.11491608e-02,2.40001641e-02,2.42867914e-02,2.66263038e-02,2.54729984e-02
7.06000000e+00,5.21930959e-03,5.54192782e-03,1.40113635e-02,1.41588800e-02,2.11556796e-02,2.07101452e-02,2.35067792e-02,2.37829846e-02,2.60781199e-02,2.49447161e-02
7.08000000e+00,5.11321658e-03,5.42632908e-03,1.37294671e-02,1.38641735e-02,2.07169633e-02,2.02797246e-02,2.30225008e-02,2.32890292e-02,2.55399607e-02,2.44267593e-02
7.10000000e+00,5.00912033e-03,5.31300918e-03,1.34530896e-02,1.35752535e-02,2.02866662e-02,1.98577321e-02,2.25473195e-02,2.28047344e-02,2.50117686e-02,2.39189279e-02
7.12000000e+00,4.90698637e-03,5.20192336e-03,1.31821372e-02,1.32920071e-02,1.98646523e-02,1.94440041e-02,2.20810045e-02,2.23299130e-02,2.44931653e-02,2.34210259e-02
7.14000000e+00,4.80676303e-03,5.09302773e-03,1.29164485e-02,1.30143238e-02,1.94506887e-02,1.90383800e-02,2.16233712e-02,2.18643812e-02,2.39841249e-02,2.29328610e-02
7.16000000e+00,4.70843026e-03,4.98627926e-03,1.26559604e-02,1.27420949e-02,1.90446526e-02,1.86407024e-02,2.11742949e-02,2.14079589e-02,2.34845150e-02,2.24542444e-02
7.18000000e+00,4.61192522e-03,4.88163577e-03,1.24005238e-02,1.24752138e-02,1.86463520e-02,1.82508169e-02,2.07335968e-02,2.09604695e-02,2.29939986e-02,2.19849911e-02
7.20000000e+00,4.51722275e-03,4.77905588e-03,1.21500343e-02,1.22135763e-02,1.82557013e-02,1.78685719e-02,2.03011651e-02,2.05217397e-02,2.25126185e-02,2.15249196e-02
7.22000000e+00,4.42429725e-03,4.67849905e-03,1.19043877e-02,1.19570799e-02,1.78725123e-02,1.74938189e-02,1.98768321e-02,2.00915993e-02,2.20400989e-02,2.10738516e-02
7.24000000e+00,4.33309842e-03,4.57992550e-03,1.16635151e-02,1.17056242e-02,1.74966659e-02,1.71264122e-02,1.94604956e-02,1.96698816e-02,2.15763636e-02,2.06316126e-02
7.26000000e+00,4.24360437e-03,4.48329624e-03,1.14272647e-02,1.14591106e-02,1.71279069e-02,1.67662088e-02,1.90518796e-02,1.92564231e-02,2.11212691e-02,2.01980313e-02
7.28000000e+00,4.15578298e-03,4.38857306e-03,1.11955488e-02,1.12174427e-02,1.67662166e-02,1.64130686e-02,1.86509583e-02,1.88510634e-02,2.06746273e-02,1.97729394e-02
7.30000000e+00,4.06959420e-03,4.29571847e-03,1.09682763e-02,1.09805257e-02,1.64114255e-02,1.60668541e-02,1.82575919e-02,1.84536450e-02,2.02363413e-02,1.93561723e-02
7.32000000e+00,3.98500729e-03,4.20469572e-03,1.07453549e-02,1.07482667e-02,1.60633642e-02,1.57274304e-02,1.78716443e-02,1.80640137e-02,1.98062137e-02,1.89475682e-02
7.34000000e+00,3.90199409e-03,4.11546879e-03,1.05266823e-02,1.05205747e-02,1.57219488e-02,1.53946653e-02,1.74929462e-02,1.76820180e-02,1.93841737e-02,1.85469685e-02
7.36000000e+00,3.82051710e-03,4.02800235e-03,1.03121763e-02,1.02973603e-02,1.53870489e-02,1.50684291e-02,1.71213746e-02,1.73075095e-02,1.89700704e-02,1.81542177e-02
7.38000000e+00,3.74055631e-03,3.94226177e-03,1.01017551e-02,1.00785360e-02,1.50585072e-02,1.47485946e-02,1.67568568e-02,1.69403426e-02,1.85637642e-02,1.77691632e-02
7.40000000e+00,3.66207981e-03,3.85821310e-03,9.89533775e-03,9.86401583e-03,1.47362836e-02,1.44350370e-02,1.63992159e-02,1.65803743e-02,1.81651171e-02,1.73916554e-02
7.42000000e+00,3.58504988e-03,3.77582305e-03,9.69281234e-03,9.65371565e-03,1.44201182e-02,1.41276339e-02,1.60483886e-02,1.62274647e-02,1.77740138e-02,1.70215474e-02
7.44000000e+00,3.50946328e-03,3.69505898e-03,9.49413422e-03,9.44755283e-03,1.41100008e-02,1.38262655e-02,1.57042053e-02,1.58814763e-02,1.73903406e-02,1.66586954e-02
7.46000000e+00,3.43526504e-03,3.61588888e-03,9.29919165e-03,9.24544640e-03,1.38058169e-02,1.35308139e-02,1.53665403e-02,1.55422743e-02,1.70139465e-02,1.63029581e-02
7.48000000e+00,3.36245121e-03,3.53828139e-03,9.10792965e-03,9.04731693e-03,1.35074174e-02,1.32411638e-02,1.50353462e-02,1.52097266e-02,1.66447852e-02,1.59541971e-02
7.50000000e+00,3.29098781e-03,3.46220575e-03,8.92027002e-03,8.85308655e-03,1.32146981e-02,1.29572019e-02,1.47104617e-02,1.48837037e-02,1.62826404e-02,1.56122765e-02
7.52000000e+00,3.22084804e-03,3.38763179e-03,8.73613171e-03,8.66267891e-03,1.29275955e-02,1.26788174e-02,1.43917743e-02,1.45640782e-02,1.59274712e-02,1.52770632e-02
7.54000000e+00,3.15201539e-03,3.31452997e-03,8.55545979e-03,8.47601912e-03,1.26459468e-02,1.24059012e-02,1.40791871e-02,1.42507257e-02,1.55790821e-02,1.49484265e-02
7.56000000e+00,3.08445957e-03,3.24287128e-03,8.37815646e-03,8.29303376e-03,1.23696970e-02,1.21383467e-02,1.37726255e-02,1.39435237e-02,1.52374357e-02,1.46262382e-02
7.58000000e+00,3.01815313e-03,3.17262731e-03,8.20415281e-03,8.11365083e-03,1.20987426e-02,1.18760492e-02,1.34719545e-02,1.36423524e-02,1.49024129e-02,1.43103728e-02
7.60000000e+00,2.95308325e-03,3.10377021e-03,8.03341623e-03,7.93779974e-03,1.18329609e-02,1.16189060e-02,1.31770959e-02,1.33470941e-02,1.45739103e-02,1.40007070e-02
7.62000000e+00,2.88922084e-03,3.03627265e-03,7.86587875e-03,7.76541125e-03,1.15722856e-02,1.13668163e-02,1.28879258e-02,1.30576336e-02,1.42517574e-02,1.36971199e-02
7.64000000e+00,2.82654795e-03,2.97010786e-03,7.70143745e-03,7.59641750e-03,1.13166245e-02,1.11196815e-02,1.26043465e-02,1.27738576e-02,1.39359022e-02,1.33994929e-02
7.66000000e+00,2.76504084e-03,2.90524959e-03,7.54009979e-03,7.43075191e-03,1.10658593e-02,1.08774047e-02,1.23263020e-02,1.24956554e-02,1.36262225e-02,1.31077099e-02
7.68000000e+00,2.70468369e-03,2.84167208e-03,7.38172652e-03,7.26834923e-03,1.08199324e-02,1.06398910e-02,1.20536191e-02,1.22229180e-02,1.33226495e-02,1.28216568e-02
7.70000000e+00,2.64545623e-03,2.77935012e-03,7.22630788e-03,7.10914547e-03,1.05787478e-02,1.04070472e-02,1.17862951e-02,1.19555387e-02,1.30250119e-02,1.25412217e-02
7.72000000e+00,2.58732820e-03,2.71825896e-03,7.07377028e-03,6.95307787e-03,1.03422292e-02,1.01787820e-02,1.15242070e-02,1.16934131e-02,1.27332909e-02,1.22662952e-02
7.74000000e+00,2.53029168e-03,2.65837435e-03,6.92406949e-03,6.80008491e-03,1.01102851e-02,9.95500595e-03,1.12672113e-02,1.14364383e-02,1.24473190e-02,1.19967696e-02
7.76000000e+00,2.47432850e-03,2.59967252e-03,6.77716779e-03,6.65010626e-03,9.88284498e-03,9.73563112e-03,1.10153165e-02,1.11845139e-02,1.21670449e-02,1.17325394e-02
7.78000000e+00,2.41941027e-03,2.54213014e-03,6.63295947e-03,6.50308277e-03,9.65980906e-03,9.52057145e-03,1.07683744e-02,1.09375411e-02,1.18923662e-02,1.14735013e-02
7.80000000e+00,2.36552488e-03,2.48572437e-03,6.49144221e-03,6.35895643e-03,9.44115594e-03,9.30974248e-03,1.05262967e-02,1.06954232e-02,1.16231469e-02,1.12195538e-02
7.82000000e+00,2.31266022e-03,2.43043280e-03,6.35254988e-03,6.21767039e-03,9.22671892e-03,9.10306143e-03,1.02890367e-02,1.04580652e-02,1.13593489e-02,1.09705974e-02
7.84000000e+00,2.26078648e-03,2.37623347e-03,6.21622102e-03,6.07916888e-03,9.01649799e-03,8.90044707e-03,1.00564640e-02,1.02253742e-02,1.11008305e-02,1.07265347e-02
7.86000000e+00,2.20989762e-03,2.32310485e-03,6.08242303e-03,5.94339722e-03,8.81040469e-03,8.70181981e-03,9.82856564e-03,9.99725878e-03,1.08475704e-02,1.04872700e-02
7.88000000e+00,2.15997314e-03,2.27102582e-03,5.95111307e-03,5.81030182e-03,8.60836357e-03,8.50710155e-03,9.60519258e-03,9.77362953e-03,1.05993636e-02,1.02527095e-02
7.90000000e+00,2.11099791e-03,2.21997569e-03,5.82222734e-03,5.67983010e-03,8.41032993e-03,8.31621574e-03,9.38631222e-03,9.55439868e-03,1.03562344e-02,1.00227612e-02
7.92000000e+00,2.06295238e-03,2.16993417e-03,5.69574721e-03,5.55193054e-03,8.21617898e-03,8.12908731e-03,9.17182583e-03,9.33948018e-03,1.01180300e-02,9.79733488e-03
7.94000000e+00,2.01582629e-03,2.12088138e-03,5.57159958e-03,5.42655260e-03,8.02589674e-03,7.94564263e-03,8.96164682e-03,9.12878963e-03,9.88472160e-03,9.57634212e-03
7.96000000e+00,1.96959917e-03,2.07279780e-03,5.44976955e-03,5.30364674e-03,7.83939473e-03,7.76580954e-03,8.75572488e-03,8.92224429e-03,9.65613779e-03,9.35969619e-03
7.98000000e+00,1.92425901e-03,2.02566434e-03,5.33018494e-03,5.18316439e-03,7.65660452e-03,7.58951723e-03,8.55397061e-03,8.71976301e-03,9.43225995e-03,9.14731201e-03
8.00000000e+00,1.87978928e-03,1.97946224e-03,5.21282526e-03,5.06505791e-03,7.47748837e-03,7.41669632e-03,8.35632812e-03,8.52126621e-03,9.21300240e-03,8.93910620e-03
8.02000000e+00,1.83617475e-03,1.93417313e-03,5.09766489e-03,4.94928062e-03,7.30197458e-03,7.24727873e-03,8.16268753e-03,8.32667588e-03,8.99822731e-03,8.73499694e-03
8.04000000e+00,1.79340714e-03,1.88977901e-03,4.98462887e-03,4.83578673e-03,7.12999841e-03,7.08119776e-03,7.97302928e-03,8.13591550e-03,8.78790207e-03,8.53490405e-03
8.06000000e+00,1.75146793e-03,1.84626222e-03,4.87372233e-03,4.72453135e-03,6.96149841e-03,6.91838795e-03,7.78723508e-03,7.94891004e-03,8.58191121e-03,8.33874889e-03
8.08000000e+00,1.71033968e-03,1.80360545e-03,4.76486282e-03,4.61547047e-03,6.79640705e-03,6.75878515e-03,7.60525558e-03,7.76558594e-03,8.38023424e-03,8.14645432e-03
8.10000000e+00,1.67001807e-03,1.76179172e-03,4.65805270e-03,4.50856093e-03,6.63467683e-03,6.60232645e-03,7.42702512e-03,7.58587106e-03,8.18271469e-03,7.95794473e-03
8.12000000e+00,1.63048063e-03,1.72080441e-03,4.55322443e-03,4.40376043e-03,6.47627423e-03,6.44895017e-03,7.25247432e-03,7.40969467e-03,7.98930228e-03,7.77314597e-03
8.14000000e+00,1.59172120e-03,1.68062721e-03,4.45036916e-03,4.30102749e-03,6.32112520e-03,6.29859583e-03,7.08153890e-03,7.23698739e-03,7.79994857e-03,7.59198533e-03
8.16000000e+00,1.55372173e-03,1.64124413e-03,4.34942869e-03,4.20032144e-03,6.16916316e-03,6.15120411e-03,6.91411179e-03,7.06768123e-03,7.61452690e-03,7.41439151e-03
8.18000000e+00,1.51647243e-03,1.60263950e-03,4.25038859e-03,4.10160241e-03,6.02034992e-03,6.00671687e-03,6.75019249e-03,6.90170949e-03,7.43299862e-03,7.24029460e-03
8.20000000e+00,1.47995900e-03,1.56479796e-03,4.15320788e-03,4.00483130e-03,5.87462448e-03,5.86507709e-03,6.58968836e-03,6.73900679e-03,7.25526921e-03,7.06962605e-03
8.22000000e+00,1.44416955e-03,1.52770444e-03,4.05785209e-03,3.90996980e-03,5.73193468e-03,5.72622888e-03,6.43249787e-03,6.57950900e-03,7.08125578e-03,6.90231863e-03
8.24000000e+00,1.40909315e-03,1.49134418e-03,3.96429235e-03,3.81698031e-03,5.59223862e-03,5.59011741e-03,6.27860660e-03,6.42315326e-03,6.91088568e-03,6.73830644e-03
8.26000000e+00,1.37471675e-03,1.45570270e-03,3.87249631e-03,3.72582600e-03,5.45546832e-03,5.45668894e-03,6.12793909e-03,6.26987792e-03,6.74410863e-03,6.57752486e-03
8.28000000e+00,1.34102791e-03,1.42076582e-03,3.78242950e-03,3.63647075e-03,5.32159396e-03,5.32589078e-03,5.98041387e-03,6.11962253e-03,6.58082683e-03,6.41991050e-03
8.30000000e+00,1.30801194e-03,1.38651963e-03,3.69406259e-03,3.54887915e-03,5.19054430e-03,5.19767125e-03,5.83598064e-03,5.97232784e-03,6.42096857e-03,6.26540124e-03
8.32000000e+00,1.27566501e-03,1.35295049e-03,3.60736810e-03,3.46301648e-03,5.06228767e-03,5.07197971e-03,5.69457933e-03,5.82793572e-03,6.26448588e-03,6.11393615e-03
8.34000000e+00,1.24396652e-03,1.32004503e-03,3.52231669e-03,3.37884870e-03,4.93675517e-03,4.94876648e-03,5.55614242e-03,5.68638921e-03,6.11126190e-03,5.96545550e-03
