D,NN_z1.93,NN_z3.87,NN_z5.80,NN_z7.74,NN_z9.66,PBE_z1.93,PBE_z3.87,PBE_z5.80,PBE_z7.74,PBE_z9.66
5.48000000e+00,2.28842571e-01,3.77035975e-01,4.48425055e-01,4.78396833e-01,4.90184814e-01,2.35802020e-01,3.73168145e-01,4.48250162e-01,4.78921262e-01,4.89941346e-01
5.50000000e+00,2.26611808e-01,3.73429507e-01,4.44179654e-01,4.73883957e-01,4.85576212e-01,2.33503454e-01,3.69591325e-01,4.44001225e-01,4.74403162e-01,4.85327262e-01
5.52000000e+00,2.24402055e-01,3.69855314e-01,4.39971715e-01,4.69410449e-01,4.81007695e-01,2.31226545e-01,3.66046889e-01,4.39789791e-01,4.69924518e-01,4.80753319e-01
5.54000000e+00,2.22213015e-01,3.66313368e-01,4.35800612e-01,4.64976162e-01,4.76478785e-01,2.28971107e-01,3.62534584e-01,4.35615582e-01,4.65485046e-01,4.76219232e-01
5.56000000e+00,2.20044702e-01,3.62803549e-01,4.31666225e-01,4.60580677e-01,4.71989542e-01,2.26736955e-01,3.59054160e-01,4.31478325e-01,4.61084466e-01,4.71724715e-01
5.58000000e+00,2.17896730e-01,3.59325171e-01,4.27568287e-01,4.56223518e-01,4.67539042e-01,2.24523906e-01,3.55605366e-01,4.27377746e-01,4.56722496e-01,4.67269486e-01
5.60000000e+00,2.15769038e-01,3.55878264e-01,4.23506498e-01,4.51904684e-01,4.63127494e-01,2.22331779e-01,3.52187953e-01,4.23313573e-01,4.52398855e-01,4.62853262e-01
5.62000000e+00,2.13661328e-01,3.52462769e-01,4.19480771e-01,4.47623760e-01,4.58754927e-01,2.20160391e-01,3.48801674e-01,4.19285536e-01,4.48113265e-01,4.58475761e-01
5.64000000e+00,2.11573586e-01,3.49078029e-01,4.15490478e-01,4.43380594e-01,4.54420328e-01,2.18009563e-01,3.45446283e-01,4.15293363e-01,4.43865447e-01,4.54136702e-01
5.66000000e+00,2.09505618e-01,3.45724106e-01,4.11535591e-01,4.39174712e-01,4.50123817e-01,2.15879117e-01,3.42121533e-01,4.11336785e-01,4.39655126e-01,4.49835806e-01
5.68000000e+00,2.07457051e-01,3.42400581e-01,4.07615840e-01,4.35006142e-01,4.45865035e-01,2.13768874e-01,3.38827182e-01,4.07415536e-01,4.35482026e-01,4.45572795e-01
5.70000000e+00,2.05428004e-01,3.39107215e-01,4.03730810e-01,4.30874228e-01,4.41643715e-01,2.11678659e-01,3.35562987e-01,4.03529349e-01,4.31345871e-01,4.41347392e-01
5.72000000e+00,2.03418225e-01,3.35843861e-01,3.99880558e-01,4.26779121e-01,4.37459528e-01,2.09608296e-01,3.32328705e-01,3.99677957e-01,4.27246389e-01,4.37159321e-01
5.74000000e+00,2.01427415e-01,3.32610160e-01,3.96064430e-01,4.22720104e-01,4.33312386e-01,2.07557611e-01,3.29124098e-01,3.95861097e-01,4.23183307e-01,4.33008306e-01
5.76000000e+00,1.99455574e-01,3.29406083e-01,3.92282456e-01,4.18697298e-01,4.29201782e-01,2.05526431e-01,3.25948925e-01,3.92078506e-01,4.19156354e-01,4.28894074e-01
5.78000000e+00,1.97502330e-01,3.26231092e-01,3.88534427e-01,4.14710224e-01,4.25127655e-01,2.03514585e-01,3.22802949e-01,3.88329920e-01,4.15165259e-01,4.24816351e-01
5.80000000e+00,1.95567638e-01,3.23085248e-01,3.84819686e-01,4.10758495e-01,4.21089441e-01,2.01521902e-01,3.19685934e-01,3.84615081e-01,4.11209755e-01,4.20774867e-01
5.82000000e+00,1.93651482e-01,3.19968015e-01,3.81138384e-01,4.06842172e-01,4.17087138e-01,1.99548214e-01,3.16597644e-01,3.80933727e-01,4.07289573e-01,4.16769351e-01
5.84000000e+00,1.91753492e-01,3.16879392e-01,3.77490014e-01,4.02960688e-01,4.13120210e-01,1.97593351e-01,3.13537845e-01,3.77285601e-01,4.03404446e-01,4.12799533e-01
5.86000000e+00,1.89873561e-01,3.13819140e-01,3.73874485e-01,3.99114043e-01,4.09189016e-01,1.95657146e-01,3.10506306e-01,3.73670444e-01,3.99554109e-01,4.08865145e-01
5.88000000e+00,1.88011572e-01,3.10787022e-01,3.70291650e-01,3.95301968e-01,4.05292392e-01,1.93739435e-01,3.07502793e-01,3.70088002e-01,3.95738297e-01,4.04965920e-01
5.90000000e+00,1.86167315e-01,3.07782680e-01,3.66740882e-01,3.91523808e-01,4.01430547e-01,1.91840052e-01,3.04527078e-01,3.66538019e-01,3.91956748e-01,4.01101591e-01
5.92000000e+00,1.84340641e-01,3.04805875e-01,3.63222241e-01,3.87779772e-01,3.97603422e-01,1.89958834e-01,3.01578930e-01,3.63020241e-01,3.88209198e-01,3.97271895e-01
5.94000000e+00,1.82531491e-01,3.01856607e-01,3.59735459e-01,3.84069324e-01,3.93810451e-01,1.88095619e-01,2.98658124e-01,3.59534415e-01,3.84495389e-01,3.93476567e-01
5.96000000e+00,1.80739567e-01,2.98934460e-01,3.56280118e-01,3.80392194e-01,3.90051365e-01,1.86250245e-01,2.95764432e-01,3.56080292e-01,3.80815058e-01,3.89715344e-01
5.98000000e+00,1.78964853e-01,2.96039283e-01,3.52856070e-01,3.76748353e-01,3.86326015e-01,1.84422553e-01,2.92897629e-01,3.52657620e-01,3.77167949e-01,3.85987966e-01
6.00000000e+00,1.77206978e-01,2.93170750e-01,3.49463165e-01,3.73137414e-01,3.82634103e-01,1.82612383e-01,2.90057493e-01,3.49266150e-01,3.73553804e-01,3.82294173e-01
6.02000000e+00,1.75466046e-01,2.90328920e-01,3.46101046e-01,3.69559109e-01,3.78975481e-01,1.80819579e-01,2.87243799e-01,3.45905636e-01,3.69972366e-01,3.78633704e-01
6.04000000e+00,1.73741788e-01,2.87513286e-01,3.42769474e-01,3.66013139e-01,3.75349671e-01,1.79043984e-01,2.84456329e-01,3.42575831e-01,3.66423381e-01,3.75006303e-01
6.06000000e+00,1.72034085e-01,2.84723610e-01,3.39468300e-01,3.62499386e-01,3.71756554e-01,1.77285442e-01,2.81694860e-01,3.39276489e-01,3.62906595e-01,3.71411713e-01
6.08000000e+00,1.70342669e-01,2.81959921e-01,3.36197108e-01,3.59017551e-01,3.68195802e-01,1.75543800e-01,2.78959177e-01,3.36007367e-01,3.59421755e-01,3.67849678e-01
6.10000000e+00,1.68667585e-01,2.79221952e-01,3.32956016e-01,3.55567217e-01,3.64667326e-01,1.73818904e-01,2.76249060e-01,3.32768223e-01,3.55968611e-01,3.64319944e-01
6.12000000e+00,1.67008549e-01,2.76509315e-01,3.29744399e-01,3.52148443e-01,3.61170679e-01,1.72110602e-01,2.73564294e-01,3.29558814e-01,3.52546912e-01,3.60822259e-01
6.14000000e+00,1.65365443e-01,2.73821861e-01,3.26561987e-01,3.48760605e-01,3.57705623e-01,1.70418745e-01,2.70904666e-01,3.26378901e-01,3.49156409e-01,3.57356370e-01
6.16000000e+00,1.63738191e-01,2.71159470e-01,3.23408991e-01,3.45403820e-01,3.54271978e-01,1.68743182e-01,2.68269961e-01,3.23228246e-01,3.45796854e-01,3.53922026e-01
6.18000000e+00,1.62126586e-01,2.68521965e-01,3.20284873e-01,3.42077672e-01,3.50869596e-01,1.67083765e-01,2.65659968e-01,3.20106610e-01,3.42468002e-01,3.50518979e-01
6.20000000e+00,1.60530522e-01,2.65908927e-01,3.17189395e-01,3.38781983e-01,3.47498178e-01,1.65440347e-01,2.63074476e-01,3.17013758e-01,3.39169608e-01,3.47146981e-01
6.22000000e+00,1.58949852e-01,2.63320327e-01,3.14122409e-01,3.35516363e-01,3.44157428e-01,1.63812782e-01,2.60513276e-01,3.13949455e-01,3.35901427e-01,3.43805784e-01
6.24000000e+00,1.57384366e-01,2.60756016e-01,3.11083764e-01,3.32280844e-01,3.40846956e-01,1.62200924e-01,2.57976161e-01,3.10913466e-01,3.32663217e-01,3.40495143e-01
6.26000000e+00,1.55834034e-01,2.58215576e-01,3.08073014e-01,3.29074860e-01,3.37566793e-01,1.60604630e-01,2.55462924e-01,3.07905560e-01,3.29454736e-01,3.37214814e-01
6.28000000e+00,1.54298663e-01,2.55699068e-01,3.05089980e-01,3.25898290e-01,3.34316462e-01,1.59023757e-01,2.52973359e-01,3.04925506e-01,3.26275745e-01,3.33964554e-01
6.30000000e+00,1.52778104e-01,2.53205925e-01,3.02134693e-01,3.22751105e-01,3.31095874e-01,1.57458164e-01,2.50507263e-01,3.01973073e-01,3.23126004e-01,3.30744120e-01
6.32000000e+00,1.51272267e-01,2.50736445e-01,2.99206614e-01,3.19632888e-01,3.27904820e-01,1.55907710e-01,2.48064433e-01,2.99048035e-01,3.20005277e-01,3.27553272e-01
6.34000000e+00,1.49780974e-01,2.48289943e-01,2.96305746e-01,3.16543281e-01,3.24742913e-01,1.54372255e-01,2.45644668e-01,2.96150162e-01,3.16913327e-01,3.24391771e-01
6.36000000e+00,1.48304135e-01,2.45866656e-01,2.93431729e-01,3.13482344e-01,3.21610004e-01,1.52851662e-01,2.43247768e-01,2.93279230e-01,3.13849919e-01,3.21259379e-01
6.38000000e+00,1.46841615e-01,2.43465900e-01,2.90584415e-01,3.10449570e-01,3.18505824e-01,1.51345794e-01,2.40873535e-01,2.90435014e-01,3.10814820e-01,3.18155860e-01
6.40000000e+00,1.45393133e-01,2.41087928e-01,2.87763447e-01,3.07444841e-01,3.15430224e-01,1.49854513e-01,2.38521771e-01,2.87617292e-01,3.07807797e-01,3.15080977e-01
6.42000000e+00,1.43958881e-01,2.38732338e-01,2.84968913e-01,3.04468095e-01,3.12382996e-01,1.48377685e-01,2.36192281e-01,2.84825840e-01,3.04828619e-01,3.12034496e-01
6.44000000e+00,1.42538384e-01,2.36398876e-01,2.82200366e-01,3.01518798e-01,3.09363663e-01,1.46915177e-01,2.33884870e-01,2.82060439e-01,3.01877057e-01,3.09016186e-01
6.46000000e+00,1.41131744e-01,2.34087631e-01,2.79457510e-01,2.98596889e-01,3.06372225e-01,1.45466856e-01,2.31599344e-01,2.79320870e-01,2.98952882e-01,3.06025813e-01
6.48000000e+00,1.39738753e-01,2.31798112e-01,2.76740342e-01,2.95702219e-01,3.03408325e-01,1.44032589e-01,2.29335512e-01,2.76606914e-01,2.96055867e-01,3.03063149e-01
6.50000000e+00,1.38359249e-01,2.29530260e-01,2.74048418e-01,2.92834312e-01,3.00471812e-01,1.42612246e-01,2.27093184e-01,2.73918356e-01,2.93185786e-01,3.00127963e-01
6.52000000e+00,1.36993214e-01,2.27283925e-01,2.71381855e-01,2.89993137e-01,2.97562540e-01,1.41205698e-01,2.24872169e-01,2.71254979e-01,2.90342415e-01,2.97220029e-01
6.54000000e+00,1.35640442e-01,2.25058839e-01,2.68740207e-01,2.87178516e-01,2.94680178e-01,1.39812816e-01,2.22672281e-01,2.68616571e-01,2.87525531e-01,2.94339121e-01
6.56000000e+00,1.34300783e-01,2.22854942e-01,2.66123354e-01,2.84390062e-01,2.91824341e-01,1.38433473e-01,2.20493332e-01,2.66002918e-01,2.84734911e-01,2.91485012e-01
6.58000000e+00,1.32974178e-01,2.20671937e-01,2.63530940e-01,2.81627744e-01,2.88995206e-01,1.37067542e-01,2.18335137e-01,2.63413810e-01,2.81970336e-01,2.88657480e-01
6.60000000e+00,1.31660581e-01,2.18509644e-01,2.60963023e-01,2.78891027e-01,2.86192179e-01,1.35714897e-01,2.16197513e-01,2.60849037e-01,2.79231586e-01,2.85856302e-01
6.62000000e+00,1.30359739e-01,2.16367945e-01,2.58419096e-01,2.76180148e-01,2.83415318e-01,1.34375416e-01,2.14080276e-01,2.58308389e-01,2.76518444e-01,2.83081257e-01
6.64000000e+00,1.29071504e-01,2.14246616e-01,2.55899131e-01,2.73494661e-01,2.80664146e-01,1.33048973e-01,2.11983245e-01,2.55791661e-01,2.73830692e-01,2.80332125e-01
6.66000000e+00,1.27795905e-01,2.12145507e-01,2.53402948e-01,2.70834148e-01,2.77938694e-01,1.31735448e-01,2.09906240e-01,2.53298646e-01,2.71168117e-01,2.77608689e-01
6.68000000e+00,1.26532748e-01,2.10064411e-01,2.50930369e-01,2.68198758e-01,2.75238633e-01,1.30434718e-01,2.07849083e-01,2.50829140e-01,2.68530503e-01,2.74910731e-01
6.70000000e+00,1.25281900e-01,2.08003193e-01,2.48481080e-01,2.65588015e-01,2.72563577e-01,1.29146664e-01,2.05811596e-01,2.48382940e-01,2.65917639e-01,2.72238035e-01
6.72000000e+00,1.24043241e-01,2.05961645e-01,2.46054828e-01,2.63001710e-01,2.69913614e-01,1.27871167e-01,2.03793603e-01,2.45959844e-01,2.63329313e-01,2.69590387e-01
6.74000000e+00,1.22816727e-01,2.03939736e-01,2.43651599e-01,2.60439903e-01,2.67288506e-01,1.26608107e-01,2.01794929e-01,2.43559651e-01,2.60765315e-01,2.66967574e-01
6.76000000e+00,1.21602215e-01,2.01936975e-01,2.41271108e-01,2.57902145e-01,2.64687687e-01,1.25357369e-01,1.99815400e-01,2.41182163e-01,2.58225438e-01,2.64369384e-01
6.78000000e+00,1.20399512e-01,1.99953556e-01,2.38913208e-01,2.55388409e-01,2.62111366e-01,1.24118836e-01,1.97854845e-01,2.38827181e-01,2.55709474e-01,2.61795607e-01
6.80000000e+00,1.19208649e-01,1.97989047e-01,2.36577570e-01,2.52898276e-01,2.59559095e-01,1.22892393e-01,1.95913092e-01,2.36494509e-01,2.53217217e-01,2.59246035e-01
6.82000000e+00,1.18029408e-01,1.96043402e-01,2.34264091e-01,2.50431567e-01,2.57030815e-01,1.21677925e-01,1.93989972e-01,2.34183953e-01,2.50748463e-01,2.56720458e-01
6.84000000e+00,1.16861708e-01,1.94116443e-01,2.31972650e-01,2.47988254e-01,2.54526258e-01,1.20475320e-01,1.92085316e-01,2.31895319e-01,2.48303008e-01,2.54218672e-01
6.86000000e+00,1.15705475e-01,1.92207977e-01,2.29702875e-01,2.45568022e-01,2.52045184e-01,1.19284465e-01,1.90198957e-01,2.29628413e-01,2.45880652e-01,2.51740471e-01
6.88000000e+00,1.14560522e-01,1.90317884e-01,2.27454886e-01,2.43170798e-01,2.49587432e-01,1.18105249e-01,1.88330730e-01,2.27383045e-01,2.43481193e-01,2.49285651e-01
6.90000000e+00,1.13426827e-01,1.88445926e-01,2.25228086e-01,2.40796104e-01,2.47152746e-01,1.16937561e-01,1.86480469e-01,2.25159026e-01,2.41104432e-01,2.46854010e-01
6.92000000e+00,1.12304263e-01,1.86591998e-01,2.23022670e-01,2.38443956e-01,2.44741008e-01,1.15781293e-01,1.84648012e-01,2.22956167e-01,2.38750172e-01,2.44445347e-01
6.94000000e+00,1.11192733e-01,1.84755996e-01,2.20838219e-01,2.36114100e-01,2.42352054e-01,1.14636336e-01,1.82833196e-01,2.20774280e-01,2.36418217e-01,2.42059463e-01
6.96000000e+00,1.10092044e-01,1.82937667e-01,2.18674541e-01,2.33806387e-01,2.39985496e-01,1.13502582e-01,1.81035861e-01,2.18613181e-01,2.34108371e-01,2.39696160e-01
6.98000000e+00,1.09002195e-01,1.81136787e-01,2.16531634e-01,2.31520668e-01,2.37641335e-01,1.12379925e-01,1.79255847e-01,2.16472684e-01,2.31820441e-01,2.37355239e-01
7.00000000e+00,1.07923061e-01,1.79353356e-01,2.14409143e-01,2.29256421e-01,2.35319316e-01,1.11268259e-01,1.77492996e-01,2.14352607e-01,2.29554234e-01,2.35036507e-01
7.02000000e+00,1.06854536e-01,1.77587166e-01,2.12306932e-01,2.27013960e-01,2.33019128e-01,1.10167480e-01,1.75747150e-01,2.12252768e-01,2.27309559e-01,2.32739768e-01
7.04000000e+00,1.05796479e-01,1.75838053e-01,2.10224926e-01,2.24792793e-01,2.30740786e-01,1.09077484e-01,1.74018154e-01,2.10172986e-01,2.25086227e-01,2.30464829e-01
7.06000000e+00,1.04748890e-01,1.74105883e-01,2.08162889e-01,2.22592637e-01,2.28484020e-01,1.07998168e-01,1.72305853e-01,2.08113082e-01,2.22884049e-01,2.28211500e-01
7.08000000e+00,1.03711545e-01,1.72390416e-01,2.06120431e-01,2.20413670e-01,2.26248592e-01,1.06929430e-01,1.70610095e-01,2.06072879e-01,2.20702838e-01,2.25979590e-01
7.10000000e+00,1.02684423e-01,1.70691609e-01,2.04097778e-01,2.18255267e-01,2.24034339e-01,1.05871170e-01,1.68930726e-01,2.04052199e-01,2.18542408e-01,2.23768909e-01
7.12000000e+00,1.01667464e-01,1.69009238e-01,2.02094421e-01,2.16117650e-01,2.21841127e-01,1.04823287e-01,1.67267596e-01,2.02050868e-01,2.16402576e-01,2.21579271e-01
7.14000000e+00,1.00660466e-01,1.67343199e-01,2.00110257e-01,2.14000359e-01,2.19668761e-01,1.03785681e-01,1.65620554e-01,2.00068712e-01,2.14283157e-01,2.19410490e-01
7.16000000e+00,9.96633917e-02,1.65693313e-01,1.98145285e-01,2.11903304e-01,2.17516914e-01,1.02758255e-01,1.63989454e-01,1.98105558e-01,2.12183971e-01,2.17262379e-01
7.18000000e+00,9.86762121e-02,1.64059505e-01,1.96199208e-01,2.09826380e-01,2.15385571e-01,1.01740911e-01,1.62374146e-01,1.96161235e-01,2.10104837e-01,2.15134756e-01
7.20000000e+00,9.76986885e-02,1.62441447e-01,1.94271699e-01,2.07769111e-01,2.13274434e-01,1.00733553e-01,1.60774486e-01,1.94235573e-01,2.08045575e-01,2.13027438e-01
7.22000000e+00,9.67308059e-02,1.60839245e-01,1.92362919e-01,2.05731645e-01,2.11183518e-01,9.97360846e-02,1.59190328e-01,1.92328402e-01,2.06006009e-01,2.10940245e-01
7.24000000e+00,9.57725197e-02,1.59252584e-01,1.90472513e-01,2.03713804e-01,2.09112391e-01,9.87484110e-02,1.57621528e-01,1.90439557e-01,2.03985960e-01,2.08872996e-01
7.26000000e+00,9.48236436e-02,1.57681450e-01,1.88600287e-01,2.01715201e-01,2.07061097e-01,9.77704382e-02,1.56067944e-01,1.88568869e-01,2.01985255e-01,2.06825514e-01
7.28000000e+00,9.38841403e-02,1.56125396e-01,1.86746165e-01,1.99735805e-01,2.05029339e-01,9.68020732e-02,1.54529434e-01,1.86716175e-01,2.00003720e-01,2.04797622e-01
7.30000000e+00,9.29539129e-02,1.54584736e-01,1.84909806e-01,1.97775319e-01,2.03016922e-01,9.58432235e-02,1.53005859e-01,1.84881311e-01,1.98041181e-01,2.02789143e-01
7.32000000e+00,9.20329094e-02,1.53058946e-01,1.83091238e-01,1.95833802e-01,2.01023802e-01,9.48937977e-02,1.51497078e-01,1.83064114e-01,1.96097468e-01,2.00799903e-01
7.34000000e+00,9.11209658e-02,1.51548117e-01,1.81290358e-01,1.93910852e-01,1.99049592e-01,9.39537051e-02,1.50002955e-01,1.81264423e-01,1.94172410e-01,1.98829730e-01
7.36000000e+00,9.02180001e-02,1.50051966e-01,1.79506779e-01,1.92006350e-01,1.97094381e-01,9.30228558e-02,1.48523352e-01,1.79482079e-01,1.92265839e-01,1.96878450e-01
7.38000000e+00,8.93240571e-02,1.48570478e-01,1.77740514e-01,1.90120250e-01,1.95157856e-01,9.21011609e-02,1.47058133e-01,1.77716923e-01,1.90377587e-01,1.94945895e-01
7.40000000e+00,8.84388760e-02,1.47103503e-01,1.75991356e-01,1.88252240e-01,1.93239853e-01,9.11885321e-02,1.45607164e-01,1.75968797e-01,1.88507488e-01,1.93031894e-01
7.42000000e+00,8.75624865e-02,1.45650774e-01,1.74259037e-01,1.86402217e-01,1.91340253e-01,9.02848820e-02,1.44170312e-01,1.74237545e-01,1.86655378e-01,1.91136280e-01
7.44000000e+00,8.66946951e-02,1.44212231e-01,1.72543600e-01,1.84570029e-01,1.89458743e-01,8.93901239e-02,1.42747445e-01,1.72523013e-01,1.84821092e-01,1.89258886e-01
7.46000000e+00,8.58355314e-02,1.42787769e-01,1.70844808e-01,1.82755530e-01,1.87595367e-01,8.85041720e-02,1.41338430e-01,1.70825046e-01,1.83004469e-01,1.87399547e-01
7.48000000e+00,8.49848986e-02,1.41377360e-01,1.69162408e-01,1.80958495e-01,1.85749844e-01,8.76269414e-02,1.39943139e-01,1.69143493e-01,1.81205347e-01,1.85558098e-01
7.50000000e+00,8.41426775e-02,1.39980674e-01,1.67496309e-01,1.79178715e-01,1.83922142e-01,8.67583476e-02,1.38561442e-01,1.67478202e-01,1.79423566e-01,1.83734377e-01
7.52000000e+00,8.33087787e-02,1.38597697e-01,1.65846467e-01,1.77416191e-01,1.82111904e-01,8.58983072e-02,1.37193211e-01,1.65829022e-01,1.77658968e-01,1.81928221e-01
7.54000000e+00,8.24831277e-02,1.37228176e-01,1.64212570e-01,1.75670728e-01,1.80319041e-01,8.50467375e-02,1.35838320e-01,1.64195806e-01,1.75911396e-01,1.80139472e-01
7.56000000e+00,8.16656798e-02,1.35872170e-01,1.62594572e-01,1.73942119e-01,1.78543523e-01,8.42035566e-02,1.34496643e-01,1.62578406e-01,1.74180693e-01,1.78367968e-01
7.58000000e+00,8.08563009e-02,1.34529442e-01,1.60992324e-01,1.72230124e-01,1.76785037e-01,8.33686831e-02,1.33168055e-01,1.60976675e-01,1.72466704e-01,1.76613554e-01
7.60000000e+00,8.00549686e-02,1.33199885e-01,1.59405664e-01,1.70534730e-01,1.75043479e-01,8.25420366e-02,1.31852433e-01,1.59390468e-01,1.70769277e-01,1.74876072e-01
7.62000000e+00,7.92615265e-02,1.31883413e-01,1.57834411e-01,1.68855727e-01,1.73318744e-01,8.17235375e-02,1.30549654e-01,1.57819641e-01,1.69088257e-01,1.73155366e-01
7.64000000e+00,7.84759894e-02,1.30579844e-01,1.56278491e-01,1.67192996e-01,1.71610579e-01,8.09131067e-02,1.29259596e-01,1.56264051e-01,1.67423495e-01,1.71451283e-01
7.66000000e+00,7.76981935e-02,1.29289001e-01,1.54737636e-01,1.65546343e-01,1.69918910e-01,8.01106659e-02,1.27982141e-01,1.54723557e-01,1.65774841e-01,1.69763670e-01
7.68000000e+00,7.69281685e-02,1.28010944e-01,1.53211772e-01,1.63915634e-01,1.68243572e-01,7.93161377e-02,1.26717167e-01,1.53198017e-01,1.64142145e-01,1.68092375e-01
7.70000000e+00,7.61657506e-02,1.26745343e-01,1.51700810e-01,1.62300691e-01,1.66584402e-01,7.85294453e-02,1.25464557e-01,1.51687293e-01,1.62525260e-01,1.66437248e-01
7.72000000e+00,7.54108578e-02,1.25492200e-01,1.50204629e-01,1.60701454e-01,1.64941326e-01,7.77505124e-02,1.24224193e-01,1.50191247e-01,1.60924039e-01,1.64798139e-01
7.74000000e+00,7.46634752e-02,1.24251410e-01,1.48722902e-01,1.59117684e-01,1.63314104e-01,7.69792638e-02,1.22995960e-01,1.48709741e-01,1.59338338e-01,1.63174900e-01
7.76000000e+00,7.39234686e-02,1.23022832e-01,1.47255689e-01,1.57549337e-01,1.61702573e-01,7.62156248e-02,1.21779742e-01,1.47242640e-01,1.57768012e-01,1.61567385e-01
7.78000000e+00,7.31908754e-02,1.21806264e-01,1.45802781e-01,1.55996144e-01,1.60106644e-01,7.54595214e-02,1.20575425e-01,1.45789808e-01,1.56212919e-01,1.59975447e-01
7.80000000e+00,7.24654570e-02,1.20601803e-01,1.44364029e-01,1.54458076e-01,1.58526227e-01,7.47108802e-02,1.19382895e-01,1.44351112e-01,1.54672917e-01,1.58398943e-01
7.82000000e+00,7.17472732e-02,1.19409077e-01,1.42939374e-01,1.52934849e-01,1.56961098e-01,7.39696287e-02,1.18202041e-01,1.42926420e-01,1.53147866e-01,1.56837729e-01
7.84000000e+00,7.10362196e-02,1.18228130e-01,1.41528532e-01,1.51426554e-01,1.55411124e-01,7.32356949e-02,1.17032750e-01,1.41515601e-01,1.51637626e-01,1.55291663e-01
7.86000000e+00,7.03322142e-02,1.17058799e-01,1.40131503e-01,1.49932876e-01,1.53876215e-01,7.25090076e-02,1.15874914e-01,1.40118523e-01,1.50142058e-01,1.53760603e-01
7.88000000e+00,6.96352050e-02,1.15901001e-01,1.38748199e-01,1.48453668e-01,1.52356192e-01,7.17894962e-02,1.14728422e-01,1.38735058e-01,1.48661027e-01,1.52244411e-01
7.90000000e+00,6.89451098e-02,1.14754595e-01,1.37378290e-01,1.46988869e-01,1.50850877e-01,7.10770907e-02,1.13593167e-01,1.37365078e-01,1.47194396e-01,1.50742948e-01
7.92000000e+00,6.82617947e-02,1.13619462e-01,1.36021867e-01,1.45538419e-01,1.49360254e-01,7.03717219e-02,1.12469040e-01,1.36008455e-01,1.45742030e-01,1.49256075e-01
7.94000000e+00,6.75852969e-02,1.12495497e-01,1.34678602e-01,1.44101888e-01,1.47884130e-01,6.96733211e-02,1.11355936e-01,1.34665065e-01,1.44303797e-01,1.47783658e-01
7.96000000e+00,6.69155270e-02,1.11382678e-01,1.33348584e-01,1.42679468e-01,1.46422222e-01,6.89818205e-02,1.10253750e-01,1.33334781e-01,1.42879562e-01,1.46325560e-01
7.98000000e+00,6.62523732e-02,1.10280797e-01,1.32031441e-01,1.41270965e-01,1.44974664e-01,6.82971525e-02,1.09162375e-01,1.32017480e-01,1.41469196e-01,1.44881647e-01
8.00000000e+00,6.55957535e-02,1.09189749e-01,1.30727276e-01,1.39876023e-01,1.43541187e-01,6.76192506e-02,1.08081710e-01,1.30713041e-01,1.40072567e-01,1.43451788e-01
8.02000000e+00,6.49457052e-02,1.08109429e-01,1.29435778e-01,1.38494655e-01,1.42121673e-01,6.69480486e-02,1.07011652e-01,1.29421340e-01,1.38689547e-01,1.42035849e-01
8.04000000e+00,6.43021092e-02,1.07039809e-01,1.28156945e-01,1.37126848e-01,1.40715882e-01,6.62834812e-02,1.05952098e-01,1.28142257e-01,1.37320008e-01,1.40633700e-01
8.06000000e+00,6.36649057e-02,1.05980746e-01,1.26890689e-01,1.35772362e-01,1.39323920e-01,6.56254834e-02,1.04902947e-01,1.26875674e-01,1.35963822e-01,1.39245212e-01
8.08000000e+00,6.30339310e-02,1.04932100e-01,1.25636727e-01,1.34431079e-01,1.37945518e-01,6.49739911e-02,1.03864101e-01,1.25621470e-01,1.34620864e-01,1.37870255e-01
8.10000000e+00,6.24092743e-02,1.03893831e-01,1.24395080e-01,1.33102953e-01,1.36580482e-01,6.43289407e-02,1.02835460e-01,1.24379530e-01,1.33291009e-01,1.36508704e-01
8.12000000e+00,6.17907904e-02,1.02865718e-01,1.23165607e-01,1.31787673e-01,1.35228813e-01,6.36902692e-02,1.01816926e-01,1.23149736e-01,1.31974134e-01,1.35160431e-01
8.14000000e+00,6.11784756e-02,1.01847842e-01,1.21948212e-01,1.30485326e-01,1.33890420e-01,6.30579141e-02,1.00808401e-01,1.21931973e-01,1.30670115e-01,1.33825311e-01
8.16000000e+00,6.05721474e-02,1.00839928e-01,1.20742694e-01,1.29195631e-01,1.32565022e-01,6.24318136e-02,9.98097900e-02,1.20726127e-01,1.29378831e-01,1.32503220e-01
8.18000000e+00,5.99718653e-02,9.98420492e-02,1.19548976e-01,1.27918541e-01,1.31252602e-01,6.18119066e-02,9.88209967e-02,1.19532085e-01,1.28100162e-01,1.31194035e-01
8.20000000e+00,5.93775548e-02,9.88538787e-02,1.18366919e-01,1.26653969e-01,1.29952967e-01,6.11981323e-02,9.78419268e-02,1.18349733e-01,1.26833987e-01,1.29897634e-01
8.22000000e+00,5.87891117e-02,9.78755727e-02,1.17196478e-01,1.25401720e-01,1.28666148e-01,6.05904308e-02,9.68724864e-02,1.17178960e-01,1.25580189e-01,1.28613896e-01
8.24000000e+00,5.82064837e-02,9.69068259e-02,1.16037488e-01,1.24161743e-01,1.27391815e-01,5.99887424e-02,9.59125828e-02,1.16019657e-01,1.24338651e-01,1.27342701e-01
8.26000000e+00,5.76296262e-02,9.59477127e-02,1.14889823e-01,1.22933835e-01,1.26130089e-01,5.93930084e-02,9.49621239e-02,1.14871713e-01,1.23109255e-01,1.26083930e-01
