D,NN_z1.93,NN_z3.87,NN_z5.80,NN_z7.74,NN_z9.66,PBE_z1.93,PBE_z3.87,PBE_z5.80,PBE_z7.74,PBE_z9.66
2.68000000e+00,8.47353160e-01,1.34558785e+00,1.56841695e+00,1.66225278e+00,1.69819522e+00,8.71630919e-01,1.33138826e+00,1.56803394e+00,1.66283322e+00,1.69674979e+00
2.70000000e+00,8.40072453e-01,1.33427644e+00,1.55526602e+00,1.64834738e+00,1.68396235e+00,8.64163514e-01,1.32016046e+00,1.55489750e+00,1.64892206e+00,1.68255807e+00
2.72000000e+00,8.32840860e-01,1.32304835e+00,1.54221976e+00,1.63455558e+00,1.66984606e+00,8.56746967e-01,1.30901772e+00,1.54186633e+00,1.63512512e+00,1.66848395e+00
2.74000000e+00,8.25658381e-01,1.31190288e+00,1.52927673e+00,1.62087405e+00,1.65584838e+00,8.49381171e-01,1.29795935e+00,1.52893930e+00,1.62144106e+00,1.65452601e+00
2.76000000e+00,8.18524718e-01,1.30083871e+00,1.51643610e+00,1.60730338e+00,1.64196455e+00,8.42066015e-01,1.28698464e+00,1.51611529e+00,1.60786856e+00,1.64068286e+00
2.78000000e+00,8.11439753e-01,1.28985560e+00,1.50369620e+00,1.59384143e+00,1.62819481e+00,8.34801381e-01,1.27609292e+00,1.50339320e+00,1.59440634e+00,1.62695314e+00
2.80000000e+00,8.04403901e-01,1.27895272e+00,1.49105692e+00,1.58048713e+00,1.61453700e+00,8.27587149e-01,1.26528351e+00,1.49077196e+00,1.58105314e+00,1.61333552e+00
2.82000000e+00,7.97416568e-01,1.26812947e+00,1.47851670e+00,1.56724036e+00,1.60099125e+00,8.20423192e-01,1.25455575e+00,1.47825053e+00,1.56780773e+00,1.59982869e+00
2.84000000e+00,7.90478110e-01,1.25738585e+00,1.46607494e+00,1.55409861e+00,1.58755457e+00,8.13309380e-01,1.24390899e+00,1.46582788e+00,1.55466891e+00,1.58643141e+00
2.86000000e+00,7.83587873e-01,1.24672079e+00,1.45373011e+00,1.54106092e+00,1.57422709e+00,8.06245577e-01,1.23334259e+00,1.45350300e+00,1.54163551e+00,1.57314241e+00
2.88000000e+00,7.76746154e-01,1.23613322e+00,1.44148183e+00,1.52812672e+00,1.56100667e+00,7.99231646e-01,1.22285593e+00,1.44127491e+00,1.52870638e+00,1.55996050e+00
2.90000000e+00,7.69952774e-01,1.22562397e+00,1.42932904e+00,1.51529503e+00,1.54789329e+00,7.92267443e-01,1.21244838e+00,1.42914265e+00,1.51588040e+00,1.54688448e+00
2.92000000e+00,7.63207972e-01,1.21519101e+00,1.41727018e+00,1.50256491e+00,1.53488481e+00,7.85352822e-01,1.20211934e+00,1.41710528e+00,1.50315646e+00,1.53391320e+00
2.94000000e+00,7.56511211e-01,1.20483410e+00,1.40530610e+00,1.48993421e+00,1.52198005e+00,7.78487632e-01,1.19186821e+00,1.40516188e+00,1.49053350e+00,1.52104553e+00
2.96000000e+00,7.49862254e-01,1.19455373e+00,1.39343393e+00,1.47740340e+00,1.50917864e+00,7.71671719e-01,1.18169440e+00,1.39331153e+00,1.47801045e+00,1.50828035e+00
2.98000000e+00,7.43261337e-01,1.18434870e+00,1.38165486e+00,1.46497095e+00,1.49647963e+00,7.64904926e-01,1.17159732e+00,1.38155335e+00,1.46558630e+00,1.49561658e+00
3.00000000e+00,7.36708283e-01,1.17421865e+00,1.36996627e+00,1.45263529e+00,1.48388016e+00,7.58187091e-01,1.16157640e+00,1.36988647e+00,1.45326003e+00,1.48305316e+00
3.02000000e+00,7.30202734e-01,1.16416276e+00,1.35836780e+00,1.44039655e+00,1.47138143e+00,7.51518051e-01,1.15163108e+00,1.35831004e+00,1.44103065e+00,1.47058904e+00
3.04000000e+00,7.23745048e-01,1.15418100e+00,1.34685922e+00,1.42825389e+00,1.45898104e+00,7.44897638e-01,1.14176081e+00,1.34682323e+00,1.42889720e+00,1.45822322e+00
3.06000000e+00,7.17334509e-01,1.14427221e+00,1.33543921e+00,1.41620398e+00,1.44667900e+00,7.38325683e-01,1.13196503e+00,1.33542521e+00,1.41685874e+00,1.44595470e+00
3.08000000e+00,7.10971355e-01,1.13443673e+00,1.32410789e+00,1.40424991e+00,1.43447363e+00,7.31802011e-01,1.12224321e+00,1.32411519e+00,1.40491433e+00,1.43378250e+00
3.10000000e+00,7.04655051e-01,1.12467396e+00,1.31286323e+00,1.39238763e+00,1.42236459e+00,7.25326447e-01,1.11259481e+00,1.31289236e+00,1.39306306e+00,1.42170567e+00
3.12000000e+00,6.98386252e-01,1.11498344e+00,1.30170512e+00,1.38061762e+00,1.41035020e+00,7.18898811e-01,1.10301932e+00,1.30175597e+00,1.38130405e+00,1.40972326e+00
3.14000000e+00,6.92163825e-01,1.10536432e+00,1.29063308e+00,1.36893821e+00,1.39842987e+00,7.12518924e-01,1.09351621e+00,1.29070525e+00,1.36963643e+00,1.39783438e+00
3.16000000e+00,6.85988367e-01,1.09581685e+00,1.27964640e+00,1.35735011e+00,1.38660347e+00,7.06186599e-01,1.08408497e+00,1.27973945e+00,1.35805933e+00,1.38603811e+00
3.18000000e+00,6.79859221e-01,1.08634019e+00,1.26874411e+00,1.34585118e+00,1.37486827e+00,6.99901652e-01,1.07472510e+00,1.26885785e+00,1.34657193e+00,1.37433358e+00
3.20000000e+00,6.73776507e-01,1.07693410e+00,1.25792503e+00,1.33444130e+00,1.36322558e+00,6.93663892e-01,1.06543610e+00,1.25805972e+00,1.33517339e+00,1.36271993e+00
3.22000000e+00,6.67740107e-01,1.06759763e+00,1.24718976e+00,1.32311893e+00,1.35167336e+00,6.87473130e-01,1.05621749e+00,1.24734437e+00,1.32386291e+00,1.35119631e+00
3.24000000e+00,6.61749780e-01,1.05833125e+00,1.23653662e+00,1.31188440e+00,1.34021044e+00,6.81329170e-01,1.04706878e+00,1.23671110e+00,1.31263971e+00,1.33976189e+00
3.26000000e+00,6.55805051e-01,1.04913402e+00,1.22596538e+00,1.30073619e+00,1.32883728e+00,6.75231818e-01,1.03798949e+00,1.22615923e+00,1.30150301e+00,1.32841587e+00
3.28000000e+00,6.49906099e-01,1.04000592e+00,1.21547484e+00,1.28967357e+00,1.31755209e+00,6.69180876e-01,1.02897914e+00,1.21568809e+00,1.29045203e+00,1.31715743e+00
3.30000000e+00,6.44052565e-01,1.03094614e+00,1.20506525e+00,1.27869642e+00,1.30635417e+00,6.63176144e-01,1.02003728e+00,1.20529702e+00,1.27948605e+00,1.30598581e+00
3.32000000e+00,6.38244331e-01,1.02195406e+00,1.19473517e+00,1.26780391e+00,1.29524314e+00,6.57217421e-01,1.01116345e+00,1.19498538e+00,1.26860432e+00,1.29490023e+00
3.34000000e+00,6.32481158e-01,1.01303065e+00,1.18448532e+00,1.25699449e+00,1.28421807e+00,6.51304502e-01,1.00235718e+00,1.18475253e+00,1.25780612e+00,1.28389994e+00
3.36000000e+00,6.26762986e-01,1.00417411e+00,1.17431307e+00,1.24626827e+00,1.27327776e+00,6.45437182e-01,9.93618029e-01,1.17459786e+00,1.24709076e+00,1.27298421e+00
3.38000000e+00,6.21089637e-01,9.95384514e-01,1.16421974e+00,1.23562455e+00,1.26242268e+00,6.39615255e-01,9.84945552e-01,1.16452073e+00,1.23645752e+00,1.26215230e+00
3.40000000e+00,6.15460813e-01,9.86661673e-01,1.15420341e+00,1.22506189e+00,1.25165093e+00,6.33838511e-01,9.76339308e-01,1.15452056e+00,1.22590574e+00,1.25140351e+00
3.42000000e+00,6.09876156e-01,9.78005350e-01,1.14426434e+00,1.21458173e+00,1.24096262e+00,6.28106739e-01,9.67798863e-01,1.14459675e+00,1.21543473e+00,1.24073713e+00
3.44000000e+00,6.04335725e-01,9.69414771e-01,1.13440156e+00,1.20418084e+00,1.23035681e+00,6.22419728e-01,9.59323787e-01,1.13474870e+00,1.20504385e+00,1.23015248e+00
3.46000000e+00,5.98839104e-01,9.60889280e-01,1.12461436e+00,1.19385993e+00,1.21983218e+00,6.16777264e-01,9.50913654e-01,1.12497585e+00,1.19473244e+00,1.21964888e+00
3.48000000e+00,5.93386531e-01,9.52429712e-01,1.11490273e+00,1.18361795e+00,1.20938909e+00,6.11179132e-01,9.42568043e-01,1.11527763e+00,1.18449987e+00,1.20922567e+00
3.50000000e+00,5.87976933e-01,9.44034576e-01,1.10526574e+00,1.17345464e+00,1.19902647e+00,6.05625115e-01,9.34286537e-01,1.10565348e+00,1.17434551e+00,1.19888219e+00
3.52000000e+00,5.82610965e-01,9.35704410e-01,1.09570265e+00,1.16336942e+00,1.18874311e+00,6.00114996e-01,9.26068723e-01,1.09610285e+00,1.16426874e+00,1.18861782e+00
3.54000000e+00,5.77287972e-01,9.27438080e-01,1.08621383e+00,1.15336144e+00,1.17853940e+00,5.94648555e-01,9.17914193e-01,1.08662520e+00,1.15426897e+00,1.17843190e+00
3.56000000e+00,5.72008133e-01,9.19235587e-01,1.07679760e+00,1.14343023e+00,1.16841400e+00,5.89225572e-01,9.09822542e-01,1.07721999e+00,1.14434559e+00,1.16832384e+00
3.58000000e+00,5.66770673e-01,9.11096394e-01,1.06745386e+00,1.13357556e+00,1.15836620e+00,5.83845825e-01,9.01793368e-01,1.06788670e+00,1.13449802e+00,1.15829301e+00
3.60000000e+00,5.61575592e-01,9.03020442e-01,1.05818224e+00,1.12379575e+00,1.14839637e+00,5.78509092e-01,8.93826274e-01,1.05862480e+00,1.12472569e+00,1.14833882e+00
3.62000000e+00,5.56422651e-01,8.95007312e-01,1.04898238e+00,1.11409152e+00,1.13850284e+00,5.73215149e-01,8.85920867e-01,1.04943380e+00,1.11502801e+00,1.13846067e+00
3.64000000e+00,5.51311791e-01,8.87056649e-01,1.03985357e+00,1.10446179e+00,1.12868559e+00,5.67963771e-01,8.78076757e-01,1.04031317e+00,1.10540444e+00,1.12865799e+00
3.66000000e+00,5.46242714e-01,8.79167855e-01,1.03079557e+00,1.09490561e+00,1.11894381e+00,5.62754731e-01,8.70293555e-01,1.03126243e+00,1.09585441e+00,1.11893020e+00
3.68000000e+00,5.41214943e-01,8.71340811e-01,1.02180719e+00,1.08542335e+00,1.10927701e+00,5.57587804e-01,8.62570879e-01,1.02228108e+00,1.08637740e+00,1.10927675e+00
3.70000000e+00,5.36228776e-01,8.63575280e-01,1.01288867e+00,1.07601357e+00,1.09968448e+00,5.52462761e-01,8.54908348e-01,1.01336863e+00,1.07697286e+00,1.09969706e+00
3.72000000e+00,5.31283438e-01,8.55870545e-01,1.00403893e+00,1.06667638e+00,1.09016621e+00,5.47379374e-01,8.47305584e-01,1.00452462e+00,1.06764027e+00,1.09019061e+00
3.74000000e+00,5.26379108e-01,8.48226547e-01,9.95258451e-01,1.05741084e+00,1.08072114e+00,5.42337413e-01,8.39762213e-01,9.95748557e-01,1.05837910e+00,1.08075685e+00
3.76000000e+00,5.21514833e-01,8.40642989e-01,9.86545742e-01,1.04821646e+00,1.07134831e+00,5.37336649e-01,8.32277863e-01,9.87039985e-01,1.04918884e+00,1.07139524e+00
3.78000000e+00,5.16691387e-01,8.33119035e-01,9.77900982e-01,1.03909361e+00,1.06204808e+00,5.32376850e-01,8.24852166e-01,9.78398441e-01,1.04006899e+00,1.06210527e+00
3.80000000e+00,5.11908054e-01,8.25655460e-01,9.69323277e-01,1.03004050e+00,1.05281985e+00,5.27457784e-01,8.17484754e-01,9.69823467e-01,1.03101905e+00,1.05288643e+00
3.82000000e+00,5.07164180e-01,8.18250537e-01,9.60812390e-01,1.02105725e+00,1.04366267e+00,5.22579220e-01,8.10175264e-01,9.61314614e-01,1.02203853e+00,1.04373819e+00
3.84000000e+00,5.02460480e-01,8.10904801e-01,9.52367723e-01,1.01214325e+00,1.03457606e+00,5.17740924e-01,8.02923336e-01,9.52871437e-01,1.01312693e+00,1.03466007e+00
3.86000000e+00,4.97795701e-01,8.03617597e-01,9.43988979e-01,1.00329840e+00,1.02555990e+00,5.12942664e-01,7.95728610e-01,9.44493495e-01,1.00428379e+00,1.02565156e+00
3.88000000e+00,4.93170410e-01,7.96388566e-01,9.35675561e-01,9.94521976e-01,1.01661348e+00,5.08184204e-01,7.88590730e-01,9.36180352e-01,9.95508620e-01,1.01671218e+00
3.90000000e+00,4.88583803e-01,7.89217532e-01,9.27427709e-01,9.85813379e-01,1.00773633e+00,5.03465312e-01,7.81509343e-01,9.27931578e-01,9.86800960e-01,1.00784144e+00
3.92000000e+00,4.84035909e-01,7.82104492e-01,9.19243813e-01,9.77171838e-01,9.98927355e-01,4.98785751e-01,7.74484096e-01,9.19746747e-01,9.78160347e-01,9.99038870e-01
3.94000000e+00,4.79526341e-01,7.75048137e-01,9.11124170e-01,9.68597651e-01,9.90186810e-01,4.94145287e-01,7.67514640e-01,9.11625436e-01,9.69586324e-01,9.90303999e-01
3.96000000e+00,4.75055188e-01,7.68048704e-01,9.03068244e-01,9.60090041e-01,9.81514394e-01,4.89543683e-01,7.60600628e-01,9.03567229e-01,9.61078439e-01,9.81636362e-01
3.98000000e+00,4.70621735e-01,7.61105895e-01,8.95075500e-01,9.51647997e-01,9.72909093e-01,4.84980705e-01,7.53741715e-01,8.95571712e-01,9.52636247e-01,9.73035499e-01
4.00000000e+00,4.66226071e-01,7.54219472e-01,8.87145698e-01,9.43271995e-01,9.64370489e-01,4.80456115e-01,7.46937556e-01,8.87638476e-01,9.44259307e-01,9.64500958e-01
4.02000000e+00,4.61868048e-01,7.47388661e-01,8.79278243e-01,9.34960961e-01,9.55898583e-01,4.75969678e-01,7.40187810e-01,8.79767116e-01,9.35947182e-01,9.56032291e-01
4.04000000e+00,4.57546771e-01,7.40613520e-01,8.71472895e-01,9.26714897e-01,9.47492480e-01,4.71521156e-01,7.33492139e-01,8.71957229e-01,9.27699441e-01,9.47629054e-01
4.06000000e+00,4.53262866e-01,7.33893394e-01,8.63729179e-01,9.18532848e-01,9.39151466e-01,4.67110312e-01,7.26850203e-01,8.64208417e-01,9.19515658e-01,9.39290808e-01
4.08000000e+00,4.49015439e-01,7.27228284e-01,8.56046557e-01,9.10414934e-01,9.30875599e-01,4.62736910e-01,7.20261668e-01,8.56520288e-01,9.11395409e-01,9.31017122e-01
4.10000000e+00,4.44804609e-01,7.20617354e-01,8.48424792e-01,9.02360559e-01,9.22664940e-01,4.58400712e-01,7.13726199e-01,8.48892448e-01,9.03338277e-01,9.22807566e-01
4.12000000e+00,4.40629870e-01,7.14060783e-01,8.40863109e-01,8.94368947e-01,9.14518058e-01,4.54101482e-01,7.07243463e-01,8.41324512e-01,8.95343848e-01,9.14661715e-01
4.14000000e+00,4.36491191e-01,7.07557559e-01,8.33361566e-01,8.86440039e-01,9.06434596e-01,4.49838980e-01,7.00813129e-01,8.33816094e-01,8.87411711e-01,9.06579151e-01
4.16000000e+00,4.32388157e-01,7.01108396e-01,8.25919628e-01,8.78573298e-01,8.98414969e-01,4.45612971e-01,6.94434868e-01,8.26366814e-01,8.79541462e-01,8.98559457e-01
4.18000000e+00,4.28320646e-01,6.94712281e-01,8.18536937e-01,8.70768249e-01,8.90457809e-01,4.41423217e-01,6.88108352e-01,8.18976293e-01,8.71732698e-01,8.90602222e-01
4.20000000e+00,4.24288362e-01,6.88368797e-01,8.11212659e-01,8.63024652e-01,8.82563114e-01,4.37269481e-01,6.81833255e-01,8.11644156e-01,8.63985020e-01,8.82707038e-01
4.22000000e+00,4.20291036e-01,6.82077348e-01,8.03947091e-01,8.55342090e-01,8.74730706e-01,4.33151525e-01,6.75609252e-01,8.04370030e-01,8.56298034e-01,8.74873502e-01
4.24000000e+00,4.16328609e-01,6.75838411e-01,7.96739578e-01,8.47719908e-01,8.66959929e-01,4.29069112e-01,6.69436020e-01,7.97153546e-01,8.48671347e-01,8.67101214e-01
4.26000000e+00,4.12400484e-01,6.69651031e-01,7.89589226e-01,8.40158045e-01,8.59250069e-01,4.25022006e-01,6.63313236e-01,7.89994337e-01,8.41104573e-01,8.59389777e-01
4.28000000e+00,4.08506930e-01,6.63515151e-01,7.82496452e-01,8.32655430e-01,8.51601481e-01,4.21009970e-01,6.57240580e-01,7.82892039e-01,8.33597326e-01,8.51738798e-01
4.30000000e+00,4.04647052e-01,6.57430172e-01,7.75460541e-01,8.25212777e-01,8.44013035e-01,4.17032767e-01,6.51217732e-01,7.75846290e-01,8.26149224e-01,8.44147889e-01
4.32000000e+00,4.00821149e-01,6.51395917e-01,7.68481076e-01,8.17828715e-01,8.36484432e-01,4.13090160e-01,6.45244376e-01,7.68856730e-01,8.18759890e-01,8.36616662e-01
4.34000000e+00,3.97028714e-01,6.45412266e-01,7.61557460e-01,8.10504019e-01,8.29015970e-01,4.09181914e-01,6.39320193e-01,7.61923003e-01,8.11428946e-01,8.29144735e-01
4.36000000e+00,3.93269509e-01,6.39478147e-01,7.54689872e-01,8.03236663e-01,8.21606159e-01,4.05307793e-01,6.33444868e-01,7.55044754e-01,8.04156021e-01,8.21731729e-01
4.38000000e+00,3.89543444e-01,6.33594215e-01,7.47877359e-01,7.96027541e-01,8.14255536e-01,4.01467562e-01,6.27618088e-01,7.48221630e-01,7.96940744e-01,8.14377266e-01
4.40000000e+00,3.85850191e-01,6.27759397e-01,7.41120040e-01,7.88875878e-01,8.06963265e-01,3.97660984e-01,6.21839539e-01,7.41453282e-01,7.89782749e-01,8.07080972e-01
4.42000000e+00,3.82189572e-01,6.21973693e-01,7.34417200e-01,7.81781256e-01,7.99728990e-01,3.93887827e-01,6.16108910e-01,7.34739361e-01,7.82681669e-01,7.99842476e-01
4.44000000e+00,3.78561080e-01,6.16236687e-01,7.27769017e-01,7.74743378e-01,7.92552233e-01,3.90147854e-01,6.10425889e-01,7.28079521e-01,7.75637144e-01,7.92661409e-01
4.46000000e+00,3.74964803e-01,6.10547900e-01,7.21174240e-01,7.67761707e-01,7.85433233e-01,3.86440832e-01,6.04790168e-01,7.21473418e-01,7.68648814e-01,7.85537407e-01
4.48000000e+00,3.71400416e-01,6.04907215e-01,7.14632928e-01,7.60836184e-01,7.78370917e-01,3.82766528e-01,5.99201437e-01,7.14920710e-01,7.61716320e-01,7.78470105e-01
4.50000000e+00,3.67867678e-01,5.99314213e-01,7.08144963e-01,7.53966212e-01,7.71365404e-01,3.79124708e-01,5.93659390e-01,7.08421056e-01,7.54839309e-01,7.71459143e-01
4.52000000e+00,3.64366382e-01,5.93768418e-01,7.01710045e-01,7.47151613e-01,7.64415801e-01,3.75515141e-01,5.88163721e-01,7.01974119e-01,7.48017427e-01,7.64504163e-01
4.54000000e+00,3.60896051e-01,5.88269830e-01,6.95327342e-01,7.40391493e-01,7.57522345e-01,3.71937593e-01,5.82714124e-01,6.95579561e-01,7.41250325e-01,7.57604809e-01
4.56000000e+00,3.57456774e-01,5.82817852e-01,6.88996911e-01,7.33686328e-01,7.50684083e-01,3.68391834e-01,5.77310295e-01,6.89237048e-01,7.34537652e-01,7.50760726e-01
4.58000000e+00,3.54048222e-01,5.77411950e-01,6.82718039e-01,7.27035224e-01,7.43900776e-01,3.64877633e-01,5.71951932e-01,6.82946246e-01,7.27879064e-01,7.43971565e-01
4.60000000e+00,3.50670010e-01,5.72052360e-01,6.76490486e-01,7.20438004e-01,7.37172365e-01,3.61394758e-01,5.66638733e-01,6.76706825e-01,7.21274215e-01,7.37236974e-01
4.62000000e+00,3.47322017e-01,5.66738486e-01,6.70314312e-01,7.13894069e-01,7.30498493e-01,3.57942982e-01,5.61370396e-01,6.70518453e-01,7.14722763e-01,7.30556608e-01
4.64000000e+00,3.44004035e-01,5.61469972e-01,6.64188683e-01,7.07403362e-01,7.23878622e-01,3.54522073e-01,5.56146622e-01,6.64380803e-01,7.08224368e-01,7.23930121e-01
4.66000000e+00,3.40715796e-01,5.56246221e-01,6.58113539e-01,7.00965285e-01,7.17312396e-01,3.51131804e-01,5.50967113e-01,6.58293548e-01,7.01778691e-01,7.17357169e-01
4.68000000e+00,3.37457180e-01,5.51067472e-01,6.52088225e-01,6.94579780e-01,7.10799336e-01,3.47771948e-01,5.45831570e-01,6.52256362e-01,6.95385395e-01,7.10837411e-01
4.70000000e+00,3.34227800e-01,5.45932889e-01,6.46112680e-01,6.88246548e-01,7.04339445e-01,3.44442276e-01,5.40739696e-01,6.46268922e-01,6.89044145e-01,7.04370509e-01
4.72000000e+00,3.31027597e-01,5.40842652e-01,6.40186667e-01,6.81964576e-01,6.97932243e-01,3.41142563e-01,5.35691197e-01,6.40330904e-01,6.82754608e-01,6.97956123e-01
4.74000000e+00,3.27856213e-01,5.35795927e-01,6.34309649e-01,6.75734460e-01,6.91577077e-01,3.37872583e-01,5.30685777e-01,6.34441989e-01,6.76516451e-01,6.91593919e-01
4.76000000e+00,3.24713290e-01,5.30792773e-01,6.28481150e-01,6.69555008e-01,6.85273826e-01,3.34632111e-01,5.25723142e-01,6.28601857e-01,6.70329344e-01,6.85283562e-01
4.78000000e+00,3.21599036e-01,5.25832713e-01,6.22700989e-01,6.63426578e-01,6.79022312e-01,3.31420923e-01,5.20803000e-01,6.22810189e-01,6.64192959e-01,6.79024720e-01
4.80000000e+00,3.18512797e-01,5.20915508e-01,6.16969168e-01,6.57348514e-01,6.72822118e-01,3.28238795e-01,5.15925059e-01,6.17066667e-01,6.58106969e-01,6.72817061e-01
4.82000000e+00,3.15454602e-01,5.16040802e-01,6.11284971e-01,6.51320457e-01,6.66672707e-01,3.25085506e-01,5.11089029e-01,6.11370978e-01,6.52071049e-01,6.66660258e-01
4.84000000e+00,3.12424093e-01,5.11208117e-01,6.05648041e-01,6.45342052e-01,6.60573900e-01,3.21960832e-01,5.06294619e-01,6.05722805e-01,6.46084873e-01,6.60553981e-01
4.86000000e+00,3.09421122e-01,5.06417513e-01,6.00058198e-01,6.39413476e-01,6.54525459e-01,3.18864554e-01,5.01541540e-01,6.00121836e-01,6.40148120e-01,6.54497904e-01
4.88000000e+00,3.06445569e-01,5.01668155e-01,5.94515145e-01,6.33533597e-01,6.48526847e-01,3.15796452e-01,4.96829506e-01,5.94567760e-01,6.34260468e-01,6.48491704e-01
4.90000000e+00,3.03497046e-01,4.96960223e-01,5.89018404e-01,6.27702355e-01,6.42577708e-01,3.12756305e-01,4.92158229e-01,5.89060264e-01,6.28421597e-01,6.42535057e-01
4.92000000e+00,3.00575376e-01,4.92293030e-01,5.83568037e-01,6.21919751e-01,6.36677921e-01,3.09743897e-01,4.87527423e-01,5.83599041e-01,6.22631189e-01,6.36627640e-01
4.94000000e+00,2.97680348e-01,4.87666756e-01,5.78163207e-01,6.16185129e-01,6.30827010e-01,3.06759008e-01,4.82936804e-01,5.78183781e-01,6.16888927e-01,6.30769135e-01
4.96000000e+00,2.94811666e-01,4.83080506e-01,5.72804093e-01,6.10498309e-01,6.25024617e-01,3.03801424e-01,4.78386088e-01,5.72814178e-01,6.11194495e-01,6.24959220e-01
4.98000000e+00,2.91969508e-01,4.78534460e-01,5.67489862e-01,6.04859054e-01,6.19270742e-01,3.00870928e-01,4.73874992e-01,5.67489925e-01,6.05547578e-01,6.19197580e-01
5.00000000e+00,2.89153159e-01,4.74028200e-01,5.62220573e-01,5.99266887e-01,6.13564551e-01,2.97967306e-01,4.69403235e-01,5.62210717e-01,5.99947863e-01,6.13483896e-01
5.02000000e+00,2.86362737e-01,4.69561160e-01,5.56995869e-01,5.93721628e-01,6.07906163e-01,2.95090343e-01,4.64970535e-01,5.56976252e-01,5.94395037e-01,6.07817855e-01
5.04000000e+00,2.83597887e-01,4.65133250e-01,5.51815212e-01,5.88222861e-01,6.02294981e-01,2.92239829e-01,4.60576613e-01,5.51786225e-01,5.88888791e-01,6.02199143e-01
5.06000000e+00,2.80858457e-01,4.60744441e-01,5.46678543e-01,5.82769990e-01,5.96730709e-01,2.89415549e-01,4.56221190e-01,5.46640337e-01,5.83428814e-01,5.96627446e-01
5.08000000e+00,2.78144091e-01,4.56394017e-01,5.41585445e-01,5.77363551e-01,5.91213167e-01,2.86617295e-01,4.51903989e-01,5.41538286e-01,5.78014797e-01,5.91102454e-01
5.10000000e+00,2.75454879e-01,4.52081650e-01,5.36535859e-01,5.72002292e-01,5.85742056e-01,2.83844855e-01,4.47624732e-01,5.36479774e-01,5.72646435e-01,5.85623856e-01
5.12000000e+00,2.72790372e-01,4.47807491e-01,5.31529129e-01,5.66686511e-01,5.80316961e-01,2.81098022e-01,4.43383145e-01,5.31464501e-01,5.67323419e-01,5.80191343e-01
5.14000000e+00,2.70150393e-01,4.43570793e-01,5.26565194e-01,5.61415493e-01,5.74937403e-01,2.78376587e-01,4.39178952e-01,5.26492172e-01,5.62045447e-01,5.74804608e-01
5.16000000e+00,2.67534882e-01,4.39371616e-01,5.21643400e-01,5.56189239e-01,5.69603443e-01,2.75680345e-01,4.35011880e-01,5.21562489e-01,5.56812212e-01,5.69463344e-01
5.18000000e+00,2.64943630e-01,4.35209155e-01,5.16763985e-01,5.51007271e-01,5.64314723e-01,2.73009088e-01,4.30881657e-01,5.16675158e-01,5.51623414e-01,5.64167245e-01
5.20000000e+00,2.62376249e-01,4.31083888e-01,5.11926413e-01,5.45869410e-01,5.59070528e-01,2.70362613e-01,4.26788011e-01,5.11829886e-01,5.46478750e-01,5.58916008e-01
5.22000000e+00,2.59832680e-01,4.26995009e-01,5.07130027e-01,5.40775239e-01,5.53870916e-01,2.67740717e-01,4.22730672e-01,5.07026379e-01,5.41377920e-01,5.53709329e-01
5.24000000e+00,2.57312626e-01,4.22942370e-01,5.02375185e-01,5.35724699e-01,5.48715293e-01,2.65143195e-01,4.18709370e-01,5.02264346e-01,5.36320624e-01,5.48546906e-01
5.26000000e+00,2.54816055e-01,4.18925703e-01,4.97660995e-01,5.30717134e-01,5.43603837e-01,2.62569848e-01,4.14723838e-01,4.97543496e-01,5.31306564e-01,5.43428438e-01
5.28000000e+00,2.52342641e-01,4.14944738e-01,4.92987722e-01,5.25752366e-01,5.38535595e-01,2.60020475e-01,4.10773808e-01,4.92863539e-01,5.26335443e-01,5.38353625e-01
5.30000000e+00,2.49892250e-01,4.10998940e-01,4.88354534e-01,5.20830333e-01,5.33510923e-01,2.57494876e-01,4.06859014e-01,4.88224187e-01,5.21406965e-01,5.33322168e-01
5.32000000e+00,2.47464672e-01,4.07088518e-01,4.83761489e-01,5.15950263e-01,5.28528929e-01,2.54992854e-01,4.02979191e-01,4.83625153e-01,5.16520835e-01,5.28333770e-01
5.34000000e+00,2.45059699e-01,4.03212816e-01,4.79208142e-01,5.11112332e-01,5.23589909e-01,2.52514212e-01,3.99134075e-01,4.79066149e-01,5.11676759e-01,5.23388135e-01
5.36000000e+00,2.42677152e-01,3.99371624e-01,4.74694371e-01,5.06316006e-01,5.18692970e-01,2.50058752e-01,3.95323404e-01,4.74546891e-01,5.06874443e-01,5.18484967e-01
5.38000000e+00,2.40316927e-01,3.95564795e-01,4.70219791e-01,5.01561105e-01,5.13838232e-01,2.47626282e-01,3.91546916e-01,4.70067095e-01,5.02113597e-01,5.13623970e-01
5.40000000e+00,2.37978667e-01,3.91792208e-01,4.65784222e-01,4.96847242e-01,5.09025216e-01,2.45216606e-01,3.87804351e-01,4.65626477e-01,4.97393929e-01,5.08804853e-01
5.42000000e+00,2.35662237e-01,3.88053089e-01,4.61387157e-01,4.92174238e-01,5.04253685e-01,2.42829533e-01,3.84095448e-01,4.61224756e-01,4.92715149e-01,5.04027323e-01
5.44000000e+00,2.33367592e-01,3.84347528e-01,4.57028419e-01,4.87541616e-01,4.99523312e-01,2.40464871e-01,3.80419951e-01,4.56861649e-01,4.88076970e-01,4.99291088e-01
5.46000000e+00,2.31094435e-01,3.80675167e-01,4.52707797e-01,4.82949257e-01,4.94833797e-01,2.38122430e-01,3.76777602e-01,4.52536877e-01,4.83479103e-01,4.94595859e-01
