D,Num_z1.93,New_z1.93,Num_z3.87,New_z3.87,Num_z5.80,New_z5.80,Num_z7.74,New_z7.74,Num_z9.67,New_z9.67
2.72000000e+00,4.12697914e-01,4.04383986e-01,1.03122989e+00,9.95033807e-01,1.49269937e+00,1.47118750e+00,1.70878735e+00,1.81799377e+00,1.79063369e+00,2.05345633e+00
2.74000000e+00,4.04968386e-01,3.96735289e-01,1.01169226e+00,9.76367006e-01,1.46411271e+00,1.44567983e+00,1.67587226e+00,1.79000478e+00,1.75606151e+00,2.02436929e+00
2.76000000e+00,3.97379105e-01,3.89225943e-01,9.92527981e-01,9.58072069e-01,1.43609217e+00,1.42069420e+00,1.64361994e+00,1.76257320e+00,1.72218990e+00,1.99584562e+00
2.78000000e+00,3.89927635e-01,3.81853548e-01,9.73729524e-01,9.40141042e-01,1.40862538e+00,1.39621800e+00,1.61201540e+00,1.73568515e+00,1.68900283e+00,1.96787123e+00
2.80000000e+00,3.82611577e-01,3.74615741e-01,9.55289538e-01,9.22566153e-01,1.38170030e+00,1.37223899e+00,1.58104409e+00,1.70932715e+00,1.65648472e+00,1.94043249e+00
2.82000000e+00,3.75428572e-01,3.67510198e-01,9.37200841e-01,9.05339811e-01,1.35530518e+00,1.34874530e+00,1.55069182e+00,1.68348615e+00,1.62462040e+00,1.91351617e+00
2.84000000e+00,3.68376302e-01,3.60534629e-01,9.19456411e-01,8.88454602e-01,1.32942859e+00,1.32572534e+00,1.52094481e+00,1.65814946e+00,1.59339515e+00,1.88710945e+00
2.86000000e+00,3.61452486e-01,3.53686782e-01,9.02049387e-01,8.71903282e-01,1.30405940e+00,1.30316789e+00,1.49178963e+00,1.63330479e+00,1.56279463e+00,1.86119990e+00
2.88000000e+00,3.54654878e-01,3.46964440e-01,8.84973062e-01,8.55678776e-01,1.27918674e+00,1.28106201e+00,1.46321324e+00,1.60894021e+00,1.53280490e+00,1.83577546e+00
2.90000000e+00,3.47981273e-01,3.40365421e-01,8.68220879e-01,8.39774170e-01,1.25480005e+00,1.25939709e+00,1.43520291e+00,1.58504413e+00,1.50341239e+00,1.81082442e+00
2.92000000e+00,3.41429501e-01,3.33887578e-01,8.51786424e-01,8.24182709e-01,1.23088901e+00,1.23816280e+00,1.40774628e+00,1.56160531e+00,1.47460389e+00,1.78633545e+00
2.94000000e+00,3.34997427e-01,3.27528797e-01,8.35663431e-01,8.08897794e-01,1.20744355e+00,1.21734907e+00,1.38083127e+00,1.53861283e+00,1.44636656e+00,1.76229753e+00
2.96000000e+00,3.28682952e-01,3.21287000e-01,8.19845766e-01,7.93912975e-01,1.18445389e+00,1.19694615e+00,1.35444617e+00,1.51605610e+00,1.41868789e+00,1.73869996e+00
2.98000000e+00,3.22484014e-01,3.15160139e-01,8.04327433e-01,7.79221950e-01,1.16191045e+00,1.17694451e+00,1.32857952e+00,1.49392482e+00,1.39155569e+00,1.71553237e+00
3.00000000e+00,3.16398581e-01,3.09146203e-01,7.89102568e-01,7.64818560e-01,1.13980390e+00,1.15733491e+00,1.30322019e+00,1.47220900e+00,1.36495809e+00,1.69278469e+00
3.02000000e+00,3.10424659e-01,3.03243211e-01,7.74165431e-01,7.50696785e-01,1.11812516e+00,1.13810835e+00,1.27835732e+00,1.45089890e+00,1.33888354e+00,1.67044712e+00
3.04000000e+00,3.04560284e-01,2.97449213e-01,7.59510409e-01,7.36850744e-01,1.09686533e+00,1.11925606e+00,1.25398033e+00,1.42998510e+00,1.31332078e+00,1.64851017e+00
3.06000000e+00,2.98803528e-01,2.91762294e-01,7.45132010e-01,7.23274685e-01,1.07601576e+00,1.10076950e+00,1.23007890e+00,1.40945841e+00,1.28825883e+00,1.62696460e+00
3.08000000e+00,2.93152491e-01,2.86180566e-01,7.31024858e-01,7.09962988e-01,1.05556799e+00,1.08264039e+00,1.20664298e+00,1.38930993e+00,1.26368700e+00,1.60580143e+00
3.10000000e+00,2.87605309e-01,2.80702175e-01,7.17183694e-01,6.96910160e-01,1.03551376e+00,1.06486064e+00,1.18366275e+00,1.36953099e+00,1.23959487e+00,1.58501196e+00
3.12000000e+00,2.82160147e-01,2.75325296e-01,7.03603369e-01,6.84110830e-01,1.01584501e+00,1.04742238e+00,1.16112865e+00,1.35011314e+00,1.21597228e+00,1.56458771e+00
3.14000000e+00,2.76815201e-01,2.70048133e-01,6.90278845e-01,6.71559746e-01,9.96553887e-01,1.03031794e+00,1.13903136e+00,1.33104821e+00,1.19280932e+00,1.54452045e+00
3.16000000e+00,2.71568697e-01,2.64868922e-01,6.77205189e-01,6.59251775e-01,9.77632694e-01,1.01353986e+00,1.11736177e+00,1.31232821e+00,1.17009633e+00,1.52480215e+00
3.18000000e+00,2.66418892e-01,2.59785924e-01,6.64377572e-01,6.47181900e-01,9.59073929e-01,9.97080869e-01,1.09611100e+00,1.29394540e+00,1.14782389e+00,1.50542505e+00
3.20000000e+00,2.61364071e-01,2.54797433e-01,6.51791267e-01,6.35345212e-01,9.40870264e-01,9.80933892e-01,1.07527038e+00,1.27589223e+00,1.12598279e+00,1.48638156e+00
3.22000000e+00,2.56402548e-01,2.49901769e-01,6.39441644e-01,6.23736913e-01,9.23014536e-01,9.65092027e-01,1.05483147e+00,1.25816136e+00,1.10456408e+00,1.46766432e+00
3.24000000e+00,2.51532667e-01,2.45097278e-01,6.27324171e-01,6.12352313e-01,9.05499749e-01,9.49548553e-01,1.03478600e+00,1.24074566e+00,1.08355900e+00,1.44926616e+00
3.26000000e+00,2.46752798e-01,2.40382338e-01,6.15434408e-01,6.01186821e-01,8.88319066e-01,9.34296920e-01,1.01512592e+00,1.22363816e+00,1.06295902e+00,1.43118012e+00
3.28000000e+00,2.42061338e-01,2.35755349e-01,6.03768008e-01,5.90235952e-01,8.71465808e-01,9.19330746e-01,9.95843348e-01,1.20683211e+00,1.04275579e+00,1.41339940e+00
3.30000000e+00,2.37456715e-01,2.31214742e-01,5.92320713e-01,5.79495318e-01,8.54933442e-01,9.04643810e-01,9.76930611e-01,1.19032092e+00,1.02294117e+00,1.39591740e+00
3.32000000e+00,2.32937378e-01,2.26758970e-01,5.81088351e-01,5.68960626e-01,8.38715586e-01,8.90230048e-01,9.58380201e-01,1.17409818e+00,1.00350723e+00,1.37872770e+00
3.34000000e+00,2.28501808e-01,2.22386516e-01,5.70066837e-01,5.58627679e-01,8.22806000e-01,8.76083550e-01,9.40184787e-01,1.15815764e+00,9.84446199e-01,1.36182403e+00
3.36000000e+00,2.24148507e-01,2.18095886e-01,5.59252167e-01,5.48492372e-01,8.07198582e-01,8.62198553e-01,9.22337209e-01,1.14249322e+00,9.65750507e-01,1.34520031e+00
3.38000000e+00,2.19876005e-01,2.13885610e-01,5.48640420e-01,5.38550689e-01,7.91887366e-01,8.48569439e-01,9.04830470e-01,1.12709900e+00,9.47412751e-01,1.32885060e+00
3.40000000e+00,2.15682856e-01,2.09754246e-01,5.38227752e-01,5.28798702e-01,7.76866518e-01,8.35190728e-01,8.87657733e-01,1.11196921e+00,9.29425703e-01,1.31276911e+00
3.42000000e+00,2.11567640e-01,2.05700374e-01,5.28010399e-01,5.19232566e-01,7.62130331e-01,8.22057077e-01,8.70812318e-01,1.09709823e+00,9.11782299e-01,1.29695023e+00
3.44000000e+00,2.07528959e-01,2.01722599e-01,5.17984671e-01,5.09848524e-01,7.47673224e-01,8.09163275e-01,8.54287693e-01,1.08248058e+00,8.94475640e-01,1.28138846e+00
3.46000000e+00,2.03565441e-01,1.97819548e-01,5.08146951e-01,5.00642898e-01,7.33489737e-01,7.96504240e-01,8.38077477e-01,1.06811092e+00,8.77498982e-01,1.26607846e+00
3.48000000e+00,1.99675736e-01,1.93989873e-01,4.98493696e-01,4.91612088e-01,7.19574527e-01,7.84075012e-01,8.22175430e-01,1.05398405e+00,8.60845733e-01,1.25101503e+00
3.50000000e+00,1.95858516e-01,1.90232248e-01,4.89021432e-01,4.82752575e-01,7.05922368e-01,7.71870754e-01,8.06575449e-01,1.04009490e+00,8.44509453e-01,1.23619308e+00
3.52000000e+00,1.92112480e-01,1.86545370e-01,4.79726755e-01,4.74060915e-01,6.92528144e-01,7.59886746e-01,7.91271571e-01,1.02643853e+00,8.28483844e-01,1.22160768e+00
3.54000000e+00,1.88436344e-01,1.82927959e-01,4.70606325e-01,4.65533735e-01,6.79386852e-01,7.48118383e-01,7.76257960e-01,1.01301012e+00,8.12762749e-01,1.20725400e+00
3.56000000e+00,1.84828849e-01,1.79378754e-01,4.61656873e-01,4.57167740e-01,6.66493592e-01,7.36561171e-01,7.61528912e-01,9.99804960e-01,7.97340148e-01,1.19312733e+00
3.58000000e+00,1.81288757e-01,1.75896519e-01,4.52875190e-01,4.48959700e-01,6.53843568e-01,7.25210723e-01,7.47078844e-01,9.86818478e-01,7.82210154e-01,1.17922310e+00
3.60000000e+00,1.77814852e-01,1.72480037e-01,4.44258132e-01,4.40906459e-01,6.41432088e-01,7.14062758e-01,7.32902298e-01,9.74046203e-01,7.67367011e-01,1.16553683e+00
3.62000000e+00,1.74405938e-01,1.69128113e-01,4.35802615e-01,4.33004925e-01,6.29254555e-01,7.03113098e-01,7.18993931e-01,9.61483772e-01,7.52805087e-01,1.15206416e+00
3.64000000e+00,1.71060839e-01,1.65839571e-01,4.27505616e-01,4.25252074e-01,6.17306472e-01,6.92357663e-01,7.05348519e-01,9.49126935e-01,7.38518874e-01,1.13880083e+00
3.66000000e+00,1.67778400e-01,1.62613257e-01,4.19364171e-01,4.17644945e-01,6.05583432e-01,6.81792471e-01,6.91960947e-01,9.36971540e-01,7.24502983e-01,1.12574270e+00
3.68000000e+00,1.64557486e-01,1.59448036e-01,4.11375372e-01,4.10180641e-01,5.94081122e-01,6.71413632e-01,6.78826210e-01,9.25013540e-01,7.10752142e-01,1.11288572e+00
3.70000000e+00,1.61396983e-01,1.56342792e-01,4.03536369e-01,4.02856326e-01,5.82795318e-01,6.61217350e-01,6.65939411e-01,9.13248984e-01,6.97261192e-01,1.10022593e+00
3.72000000e+00,1.58295792e-01,1.53296431e-01,3.95844367e-01,3.95669224e-01,5.71721882e-01,6.51199917e-01,6.53295756e-01,9.01674015e-01,6.84025085e-01,1.08775948e+00
3.74000000e+00,1.55252838e-01,1.50307874e-01,3.88296622e-01,3.88616618e-01,5.60856762e-01,6.41357711e-01,6.40890550e-01,8.90284870e-01,6.71038879e-01,1.07548260e+00
3.76000000e+00,1.52267062e-01,1.47376064e-01,3.80890446e-01,3.81695848e-01,5.50195987e-01,6.31687196e-01,6.28719201e-01,8.79077875e-01,6.58297740e-01,1.06339163e+00
3.78000000e+00,1.49337423e-01,1.44499960e-01,3.73623202e-01,3.74904310e-01,5.39735670e-01,6.22184917e-01,6.16777210e-01,8.68049444e-01,6.45796932e-01,1.05148297e+00
3.80000000e+00,1.46462899e-01,1.41678541e-01,3.66492300e-01,3.68239457e-01,5.29472001e-01,6.12847499e-01,6.05060172e-01,8.57196075e-01,6.33531823e-01,1.03975312e+00
3.82000000e+00,1.43642485e-01,1.38910803e-01,3.59495205e-01,3.61698792e-01,5.19401247e-01,6.03671644e-01,5.93563775e-01,8.46514347e-01,6.21497876e-01,1.02819867e+00
3.84000000e+00,1.40875196e-01,1.36195759e-01,3.52629425e-01,3.55279872e-01,5.09519752e-01,5.94654132e-01,5.82283795e-01,8.36000923e-01,6.09690649e-01,1.01681627e+00
3.86000000e+00,1.38160060e-01,1.33532440e-01,3.45892520e-01,3.48980305e-01,4.99823931e-01,5.85791815e-01,5.71216095e-01,8.25652540e-01,5.98105792e-01,1.00560266e+00
3.88000000e+00,1.35496125e-01,1.30919894e-01,3.39282091e-01,3.42797751e-01,4.90310273e-01,5.77081617e-01,5.60356625e-01,8.15466014e-01,5.86739046e-01,9.94554651e-01
3.90000000e+00,1.32882455e-01,1.28357184e-01,3.32795790e-01,3.36729915e-01,4.80975336e-01,5.68520533e-01,5.49701415e-01,8.05438231e-01,5.75586240e-01,9.83669139e-01
3.92000000e+00,1.30318129e-01,1.25843393e-01,3.26431310e-01,3.30774554e-01,4.71815747e-01,5.60105625e-01,5.39246578e-01,7.95566153e-01,5.64643287e-01,9.72943079e-01
3.94000000e+00,1.27802245e-01,1.23377617e-01,3.20186387e-01,3.24929467e-01,4.62828200e-01,5.51834022e-01,5.28988305e-01,7.85846809e-01,5.53906187e-01,9.62373501e-01
3.96000000e+00,1.25333913e-01,1.20958968e-01,3.14058803e-01,3.19192503e-01,4.54009455e-01,5.43702918e-01,5.18922865e-01,7.76277296e-01,5.43371018e-01,9.51957500e-01
3.98000000e+00,1.22912261e-01,1.18586575e-01,3.08046378e-01,3.13561554e-01,4.45356334e-01,5.35709568e-01,5.09046601e-01,7.66854779e-01,5.33033940e-01,9.41692239e-01
4.00000000e+00,1.20536433e-01,1.16259583e-01,3.02146975e-01,3.08034556e-01,4.36865725e-01,5.27851291e-01,4.99355931e-01,7.57576485e-01,5.22891192e-01,9.31574945e-01
4.02000000e+00,1.18205586e-01,1.13977149e-01,2.96358497e-01,3.02609486e-01,4.28534573e-01,5.20125465e-01,4.89847344e-01,7.48439706e-01,5.12939086e-01,9.21602907e-01
4.04000000e+00,1.15918892e-01,1.11738448e-01,2.90678885e-01,2.97284364e-01,4.20359886e-01,5.12529526e-01,4.80517399e-01,7.39441793e-01,5.03174011e-01,9.11773474e-01
4.06000000e+00,1.13675540e-01,1.09542669e-01,2.85106121e-01,2.92057252e-01,4.12338730e-01,5.05060966e-01,4.71362724e-01,7.30580156e-01,4.93592427e-01,9.02084056e-01
4.08000000e+00,1.11474730e-01,1.07389013e-01,2.79638222e-01,2.86926251e-01,4.04468226e-01,4.97717334e-01,4.62380014e-01,7.21852265e-01,4.84190864e-01,8.92532119e-01
4.10000000e+00,1.09315679e-01,1.05276699e-01,2.74273242e-01,2.81889499e-01,3.96745553e-01,4.90496233e-01,4.53566030e-01,7.13255645e-01,4.74965924e-01,8.83115186e-01
4.12000000e+00,1.07197615e-01,1.03204957e-01,2.69009274e-01,2.76945177e-01,3.89167944e-01,4.83395317e-01,4.44917595e-01,7.04787876e-01,4.65914274e-01,8.73830833e-01
4.14000000e+00,1.05119782e-01,1.01173032e-01,2.63844444e-01,2.72091497e-01,3.81732686e-01,4.76412293e-01,4.36431597e-01,6.96446590e-01,4.57032649e-01,8.64676691e-01
4.16000000e+00,1.03081436e-01,9.91801821e-02,2.58776914e-01,2.67326714e-01,3.74437118e-01,4.69544917e-01,4.28104984e-01,6.88229474e-01,4.48317847e-01,8.55650442e-01
4.18000000e+00,1.01081848e-01,9.72256781e-02,2.53804878e-01,2.62649114e-01,3.67278629e-01,4.62790993e-01,4.19934763e-01,6.80134263e-01,4.39766730e-01,8.46749818e-01
4.20000000e+00,9.91202987e-02,9.53088046e-02,2.48926567e-01,2.58057020e-01,3.60254661e-01,4.56148376e-01,4.11918002e-01,6.72158743e-01,4.31376222e-01,8.37972601e-01
4.22000000e+00,9.71960848e-02,9.34288588e-02,2.44140242e-01,2.53548788e-01,3.53362702e-01,4.49614964e-01,4.04051822e-01,6.64300746e-01,4.23143306e-01,8.29316620e-01
4.24000000e+00,9.53085138e-02,9.15851505e-02,2.39444197e-01,2.49122810e-01,3.46600291e-01,4.43188702e-01,3.96333404e-01,6.56558154e-01,4.15065026e-01,8.20779751e-01
4.26000000e+00,9.34569059e-02,8.97770017e-02,2.34836758e-01,2.44777508e-01,3.39965010e-01,4.36867578e-01,3.88759982e-01,6.48928892e-01,4.07138481e-01,8.12359916e-01
4.28000000e+00,9.16405934e-02,8.80037467e-02,2.30316281e-01,2.40511336e-01,3.33454491e-01,4.30649624e-01,3.81328843e-01,6.41410930e-01,3.99360829e-01,8.04055080e-01
4.30000000e+00,8.98589205e-02,8.62647317e-02,2.25881153e-01,2.36322782e-01,3.27066409e-01,4.24532913e-01,3.74037327e-01,6.34002284e-01,3.91729282e-01,7.95863252e-01
4.32000000e+00,8.81112431e-02,8.45593148e-02,2.21529790e-01,2.32210362e-01,3.20798483e-01,4.18515562e-01,3.66882825e-01,6.26701009e-01,3.84241105e-01,7.87782484e-01
4.34000000e+00,8.63969285e-02,8.28868654e-02,2.17260639e-01,2.28172623e-01,3.14648477e-01,4.12595724e-01,3.59862778e-01,6.19505202e-01,3.76893618e-01,7.79810867e-01
4.36000000e+00,8.47153557e-02,8.12467644e-02,2.13072173e-01,2.24208141e-01,3.08614195e-01,4.06771594e-01,3.52974677e-01,6.12413002e-01,3.69684192e-01,7.71946533e-01
4.38000000e+00,8.30659143e-02,7.96384040e-02,2.08962895e-01,2.20315521e-01,3.02693484e-01,4.01041403e-01,3.46216059e-01,6.05422586e-01,3.62610247e-01,7.64187654e-01
4.40000000e+00,8.14480051e-02,7.80611872e-02,2.04931335e-01,2.16493397e-01,2.96884231e-01,3.95403422e-01,3.39584511e-01,5.98532169e-01,3.55669253e-01,7.56532438e-01
4.42000000e+00,7.98610398e-02,7.65145279e-02,2.00976050e-01,2.12740428e-01,2.91184362e-01,3.89855955e-01,3.33077662e-01,5.91740004e-01,3.48858731e-01,7.48979132e-01
4.44000000e+00,7.83044404e-02,7.49978505e-02,1.97095622e-01,2.09055302e-01,2.85591844e-01,3.84397344e-01,3.26693191e-01,5.85044379e-01,3.42176246e-01,7.41526018e-01
4.46000000e+00,7.67776394e-02,7.35105899e-02,1.93288663e-01,2.05436732e-01,2.80104681e-01,3.79025964e-01,3.20428816e-01,5.78443620e-01,3.35619411e-01,7.34171414e-01
4.48000000e+00,7.52800794e-02,7.20521913e-02,1.89553806e-01,2.01883459e-01,2.74720913e-01,3.73740225e-01,3.14282301e-01,5.71936087e-01,3.29185884e-01,7.26913672e-01
4.50000000e+00,7.38112133e-02,7.06221099e-02,1.85889711e-01,1.98394246e-01,2.69438618e-01,3.68538569e-01,3.08251453e-01,5.65520172e-01,3.22873368e-01,7.19751177e-01
4.52000000e+00,7.23705037e-02,6.92198108e-02,1.82295064e-01,1.94967884e-01,2.64255912e-01,3.63419472e-01,3.02334119e-01,5.59194301e-01,3.16679609e-01,7.12682348e-01
4.54000000e+00,7.09574229e-02,6.78447689e-02,1.78768573e-01,1.91603185e-01,2.59170942e-01,3.58381439e-01,2.96528186e-01,5.52956933e-01,3.10602397e-01,7.05705637e-01
4.56000000e+00,6.95714526e-02,6.64964686e-02,1.75308969e-01,1.88298986e-01,2.54181893e-01,3.53423007e-01,2.90831583e-01,5.46806559e-01,3.04639561e-01,6.98819524e-01
4.58000000e+00,6.82120842e-02,6.51744037e-02,1.71915010e-01,1.85054148e-01,2.49286981e-01,3.48542744e-01,2.85242275e-01,5.40741698e-01,2.98788974e-01,6.92022521e-01
4.60000000e+00,6.68788181e-02,6.38780773e-02,1.68585472e-01,1.81867554e-01,2.44484458e-01,3.43739246e-01,2.79758268e-01,5.34760902e-01,2.93048547e-01,6.85313172e-01
4.62000000e+00,6.55711638e-02,6.26070015e-02,1.65319157e-01,1.78738108e-01,2.39772607e-01,3.39011137e-01,2.74377604e-01,5.28862750e-01,2.87416231e-01,6.78690047e-01
4.64000000e+00,6.42886396e-02,6.13606974e-02,1.62114887e-01,1.75664738e-01,2.35149741e-01,3.34357071e-01,2.69098361e-01,5.23045850e-01,2.81890016e-01,6.72151746e-01
4.66000000e+00,6.30307727e-02,6.01386948e-02,1.58971507e-01,1.72646391e-01,2.30614209e-01,3.29775727e-01,2.63918654e-01,5.17308840e-01,2.76467928e-01,6.65696895e-01
4.68000000e+00,6.17970989e-02,5.89405321e-02,1.55887881e-01,1.69682036e-01,2.26164386e-01,3.25265814e-01,2.58836633e-01,5.11650383e-01,2.71148033e-01,6.59324150e-01
4.70000000e+00,6.05871622e-02,5.77657562e-02,1.52862897e-01,1.66770663e-01,2.21798679e-01,3.20826063e-01,2.53850483e-01,5.06069169e-01,2.65928429e-01,6.53032191e-01
4.72000000e+00,5.94005153e-02,5.66139224e-02,1.49895460e-01,1.63911280e-01,2.17515525e-01,3.16455234e-01,2.48958421e-01,5.00563915e-01,2.60807253e-01,6.46819724e-01
4.74000000e+00,5.82367187e-02,5.54845940e-02,1.46984496e-01,1.61102915e-01,2.13313388e-01,3.12152110e-01,2.44158700e-01,4.95133361e-01,2.55782676e-01,6.40685481e-01
4.76000000e+00,5.70953411e-02,5.43773425e-02,1.44128952e-01,1.58344617e-01,2.09190764e-01,3.07915498e-01,2.39449601e-01,4.89776276e-01,2.50852902e-01,6.34628220e-01
4.78000000e+00,5.59759591e-02,5.32917471e-02,1.41327794e-01,1.55635452e-01,2.05146172e-01,3.03744232e-01,2.34829443e-01,4.84491448e-01,2.46016168e-01,6.28646719e-01
4.80000000e+00,5.48781569e-02,5.22273949e-02,1.38580005e-01,1.52974505e-01,2.01178162e-01,2.99637165e-01,2.30296571e-01,4.79277693e-01,2.41270747e-01,6.22739783e-01
4.82000000e+00,5.38015264e-02,5.11838806e-02,1.35884589e-01,1.50360878e-01,1.97285308e-01,2.95593175e-01,2.25849362e-01,4.74133849e-01,2.36614940e-01,6.16906240e-01
4.84000000e+00,5.27456670e-02,5.01608063e-02,1.33240566e-01,1.47793692e-01,1.93466213e-01,2.91611162e-01,2.21486225e-01,4.69058775e-01,2.32047082e-01,6.11144938e-01
4.86000000e+00,5.17101854e-02,4.91577814e-02,1.30646976e-01,1.45272083e-01,1.89719504e-01,2.87690048e-01,2.17205597e-01,4.64051354e-01,2.27565539e-01,6.05454748e-01
4.88000000e+00,5.06946956e-02,4.81744228e-02,1.28102875e-01,1.42795207e-01,1.86043834e-01,2.83828776e-01,2.13005943e-01,4.59110489e-01,2.23168706e-01,5.99834565e-01
4.90000000e+00,4.96988186e-02,4.72103542e-02,1.25607337e-01,1.40362234e-01,1.82437880e-01,2.80026309e-01,2.08885757e-01,4.54235106e-01,2.18855008e-01,5.94283301e-01
4.92000000e+00,4.87221824e-02,4.62652064e-02,1.23159453e-01,1.37972351e-01,1.78900343e-01,2.76281632e-01,2.04843562e-01,4.49424151e-01,2.14622899e-01,5.88799891e-01
4.94000000e+00,4.77644217e-02,4.53386170e-02,1.20758331e-01,1.35624760e-01,1.75429950e-01,2.72593748e-01,2.00877908e-01,4.44676588e-01,2.10470863e-01,5.83383289e-01
4.96000000e+00,4.68251783e-02,4.44302303e-02,1.18403094e-01,1.33318680e-01,1.72025449e-01,2.68961680e-01,1.96987369e-01,4.39991404e-01,2.06397409e-01,5.78032470e-01
4.98000000e+00,4.59041002e-02,4.35396973e-02,1.16092881e-01,1.31053345e-01,1.68685612e-01,2.65384472e-01,1.93170549e-01,4.35367603e-01,2.02401078e-01,5.72746425e-01
5.00000000e+00,4.50008422e-02,4.26666753e-02,1.13826850e-01,1.28828002e-01,1.65409234e-01,2.61861184e-01,1.89426075e-01,4.30804210e-01,1.98480433e-01,5.67524168e-01
5.02000000e+00,4.41150653e-02,4.18108282e-02,1.11604170e-01,1.26641915e-01,1.62195132e-01,2.58390894e-01,1.85752601e-01,4.26300265e-01,1.94634068e-01,5.62364728e-01
5.04000000e+00,4.32464368e-02,4.09718260e-02,1.09424029e-01,1.24494361e-01,1.59042144e-01,2.54972701e-01,1.82148804e-01,4.21854830e-01,1.90860598e-01,5.57267153e-01
5.06000000e+00,4.23946301e-02,4.01493450e-02,1.07285627e-01,1.22384630e-01,1.55949129e-01,2.51605718e-01,1.78613388e-01,4.17466982e-01,1.87158668e-01,5.52230510e-01
5.08000000e+00,4.15593248e-02,3.93430672e-02,1.05188180e-01,1.20312028e-01,1.52914968e-01,2.48289076e-01,1.75145077e-01,4.13135817e-01,1.83526946e-01,5.47253880e-01
5.10000000e+00,4.07402064e-02,3.85526810e-02,1.03130919e-01,1.18275872e-01,1.49938562e-01,2.45021924e-01,1.71742622e-01,4.08860445e-01,1.79964124e-01,5.42336364e-01
5.12000000e+00,3.99369661e-02,3.77778803e-02,1.01113087e-01,1.16275495e-01,1.47018833e-01,2.41803426e-01,1.68404796e-01,4.04639996e-01,1.76468919e-01,5.37477077e-01
5.14000000e+00,3.91493010e-02,3.70183647e-02,9.91339436e-02,1.14310240e-01,1.44154721e-01,2.38632762e-01,1.65130393e-01,4.00473615e-01,1.73040071e-01,5.32675151e-01
5.16000000e+00,3.83769137e-02,3.62738396e-02,9.71927600e-02,1.12379464e-01,1.41345188e-01,2.35509127e-01,1.61918231e-01,3.96360461e-01,1.69676343e-01,5.27929735e-01
5.18000000e+00,3.76195125e-02,3.55440158e-02,9.52888217e-02,1.10482536e-01,1.38589212e-01,2.32431733e-01,1.58767149e-01,3.92299711e-01,1.66376522e-01,5.23239991e-01
5.20000000e+00,3.68768108e-02,3.48286095e-02,9.34214269e-02,1.08618837e-01,1.35885792e-01,2.29399806e-01,1.55676006e-01,3.88290556e-01,1.63139416e-01,5.18605097e-01
5.22000000e+00,3.61485276e-02,3.41273424e-02,9.15898871e-02,1.06787762e-01,1.33233944e-01,2.26412586e-01,1.52643684e-01,3.84332201e-01,1.59963855e-01,5.14024248e-01
5.24000000e+00,3.54343873e-02,3.34399412e-02,8.97935260e-02,1.04988714e-01,1.30632704e-01,2.23469328e-01,1.49669085e-01,3.80423867e-01,1.56848690e-01,5.09496648e-01
5.26000000e+00,3.47341189e-02,3.27661377e-02,8.80316803e-02,1.03221109e-01,1.28081123e-01,2.20569302e-01,1.46751131e-01,3.76564789e-01,1.53792796e-01,5.05021522e-01
5.28000000e+00,3.40474571e-02,3.21056690e-02,8.63036983e-02,1.01484375e-01,1.25578271e-01,2.17711789e-01,1.43888762e-01,3.72754214e-01,1.50795064e-01,5.00598103e-01
5.30000000e+00,3.33741410e-02,3.14582769e-02,8.46089408e-02,9.97779499e-02,1.23123236e-01,2.14896087e-01,1.41080940e-01,3.68991405e-01,1.47854408e-01,4.96225640e-01
5.32000000e+00,3.27139150e-02,3.08237083e-02,8.29467802e-02,9.81012828e-02,1.20715120e-01,2.12121503e-01,1.38326646e-01,3.65275637e-01,1.44969763e-01,4.91903396e-01
5.34000000e+00,3.20665280e-02,3.02017145e-02,8.13166005e-02,9.64538330e-02,1.18353043e-01,2.09387361e-01,1.35624877e-01,3.61606198e-01,1.42140082e-01,4.87630645e-01
5.36000000e+00,3.14317338e-02,2.95920518e-02,7.97177969e-02,9.48350701e-02,1.16036143e-01,2.06692995e-01,1.32974652e-01,3.57982391e-01,1.39364336e-01,4.83406676e-01
5.38000000e+00,3.08092906e-02,2.89944810e-02,7.81497759e-02,9.32444741e-02,1.13763570e-01,2.04037752e-01,1.30375004e-01,3.54403527e-01,1.36641518e-01,4.79230788e-01
5.40000000e+00,3.01989613e-02,2.84087673e-02,7.66119551e-02,9.16815344e-02,1.11534493e-01,2.01420990e-01,1.27824988e-01,3.50868933e-01,1.33970637e-01,4.75102294e-01
5.42000000e+00,2.96005133e-02,2.78346807e-02,7.51037625e-02,9.01457504e-02,1.09348094e-01,1.98842082e-01,1.25323672e-01,3.47377948e-01,1.31350721e-01,4.71020519e-01
5.44000000e+00,2.90137182e-02,2.72719950e-02,7.36246371e-02,8.86366309e-02,1.07203571e-01,1.96300409e-01,1.22870146e-01,3.43929919e-01,1.28780815e-01,4.66984797e-01
5.46000000e+00,2.84383520e-02,2.67204887e-02,7.21740279e-02,8.71536940e-02,1.05100137e-01,1.93795365e-01,1.20463511e-01,3.40524209e-01,1.26259983e-01,4.62994477e-01
5.48000000e+00,2.78741948e-02,2.61799443e-02,7.07513944e-02,8.56964670e-02,1.03037019e-01,1.91326355e-01,1.18102890e-01,3.37160190e-01,1.23787305e-01,4.59048917e-01
5.50000000e+00,2.73210310e-02,2.56501485e-02,6.93562057e-02,8.42644859e-02,1.01013458e-01,1.88892795e-01,1.15787418e-01,3.33837244e-01,1.21361880e-01,4.55147487e-01
